Year	State	County	FIPS	Commodity	Product	Volume
2011	MO	Dent County	29065		Zinc Concentrate (tons)	5334.66
2005	MO	Dent County	29065		Zinc Concentrate (tons)	5377.33
2009	MO	Dent County	29065		Zinc Concentrate (tons)	5413.99
2008	MO	Iron County	29093		Copper Concentrate (tons)	5514.67
2013	MO	Iron County	29093		Copper Concentrate (tons)	5515
2007	MO	Iron County	29093		Copper Concentrate (tons)	5660.33
2006	MO	Reynolds County	29179		Copper Concentrate (tons)	6462
2009	MO	Iron County	29093		Zinc Concentrate (tons)	7858.99
2010	MO	Iron County	29093		Zinc Concentrate (tons)	7996.66
2006	MO	Iron County	29093		Zinc Concentrate (tons)	8341
2011	MO	Iron County	29093		Zinc Concentrate (tons)	8361.66
2005	MO	Iron County	29093		Zinc Concentrate (tons)	8391.33
2012	MO	Iron County	29093		Zinc Concentrate (tons)	8743
2008	MO	Iron County	29093		Zinc Concentrate (tons)	9264.33
2013	MO	Reynolds County	29179		Copper Concentrate (tons)	9448
2005	MO	Iron County	29093		Copper Concentrate (tons)	10030
2014	MO	Dent County	29065		Lead Concentrate (tons)	10509.25
2007	MO	Iron County	29093		Zinc Concentrate (tons)	10555
2014	MO	Iron County	29093		Zinc Concentrate (tons)	10571.11
2013	MO	Iron County	29093		Zinc Concentrate (tons)	10800.39
2006	MO	Iron County	29093		Copper Concentrate (tons)	11567
2013	MO	Dent County	29065		Lead Concentrate (tons)	13384.99
2014	MO	Reynolds County	29179		Copper Concentrate (tons)	15584.81
2012	MO	Reynolds County	29179		Copper Concentrate (tons)	16006.67
2012	MO	Dent County	29065		Lead Concentrate (tons)	17793.32
2009	MO	Dent County	29065		Lead Concentrate (tons)	19702.65
2012	MO	Reynolds County	29179		Zinc Concentrate (tons)	19726.01
2010	MO	Dent County	29065		Lead Concentrate (tons)	20287.98
2005	MO	Dent County	29065		Lead Concentrate (tons)	21832.31
2011	MO	Dent County	29065		Lead Concentrate (tons)	23069.31
2008	MO	Dent County	29065		Lead Concentrate (tons)	23395.31
2013	MO	Reynolds County	29179		Zinc Concentrate (tons)	24438.01
2006	MO	Dent County	29065		Lead Concentrate (tons)	27985.97
2007	MO	Dent County	29065		Lead Concentrate (tons)	28472.97
2011	MO	Reynolds County	29179		Zinc Concentrate (tons)	29907.68
2010	MO	Reynolds County	29179		Zinc Concentrate (tons)	30434.68
2008	MO	Reynolds County	29179		Zinc Concentrate (tons)	30955.34
2014	MO	Reynolds County	29179		Zinc Concentrate (tons)	31197.95
2005	MO	Reynolds County	29179		Zinc Concentrate (tons)	35680.34
2009	MO	Reynolds County	29179		Zinc Concentrate (tons)	37003.01
2009	MO	Iron County	29093		Lead Concentrate (tons)	37795.65
2010	MO	Iron County	29093		Lead Concentrate (tons)	39586.98
2011	MO	Iron County	29093		Lead Concentrate (tons)	39787.31
2007	MO	Reynolds County	29179		Zinc Concentrate (tons)	40822.01
2005	MO	Iron County	29093		Lead Concentrate (tons)	40866.31
2013	MO	Iron County	29093		Lead Concentrate (tons)	40904.46
2012	MO	Iron County	29093		Lead Concentrate (tons)	41061.32
2006	MO	Reynolds County	29179		Zinc Concentrate (tons)	41788.01
2008	MO	Iron County	29093		Lead Concentrate (tons)	46910.31
2014	MO	Iron County	29093		Lead Concentrate (tons)	51865.28
2007	MO	Iron County	29093		Lead Concentrate (tons)	52718.97
2006	MO	Iron County	29093		Lead Concentrate (tons)	55977.97
2014	MO	Reynolds County	29179		Lead Concentrate (tons)	80897.18
2013	MO	Reynolds County	29179		Lead Concentrate (tons)	91694.03
2012	MO	Reynolds County	29179		Lead Concentrate (tons)	95004.37
2011	MO	Reynolds County	29179		Lead Concentrate (tons)	112378.38
2010	MO	Reynolds County	29179		Lead Concentrate (tons)	123099.04
2008	MO	Reynolds County	29179		Lead Concentrate (tons)	132632.38
2009	MO	Reynolds County	29179		Lead Concentrate (tons)	136651.71
2006	MO	Reynolds County	29179		Lead Concentrate (tons)	138817.06
2007	MO	Reynolds County	29179		Lead Concentrate (tons)	140006.06
2005	MO	Reynolds County	29179		Lead Concentrate (tons)	144785.38
