Land Category	CY	St	County Name	FIPS	Revenue Type	Commodity	Product	 Royalty/Revenue
Fed Onshore	2009	CO	Rio Blanco	08103	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $5,986,293.98 "
Fed Onshore	2009	CO	Rio Blanco	08103	Royalties	NGL (gal)	Gas Plant Products	" $2,567,194.13 "
Fed Onshore	2009	CO	Rio Blanco	08103	Royalties	Oil (bbl)	Condensate	" $836,942.81 "
Fed Onshore	2009	CO	Rio Blanco	08103	Royalties	Oil (bbl)	Drip or Scrubber Condensate	" $531,208.37 "
Fed Onshore	2009	CO	Rio Blanco	08103	Royalties	Oil (bbl)	Oil	" $15,448,559.38 "
Fed Onshore	2009	CO	Rio Blanco	08103	Royalties	Other Products	Sodium Bi-Carbonate	" $295,578.50 "
Fed Onshore	2009	CO	Rio Grande	08105	Rents	Oil & Gas		" $17,917.50 "
Fed Onshore	2009	CO	Routt	08107	Bonus	Coal		" $430,000.00 "
Fed Onshore	2009	CO	Routt	08107	Bonus	Oil & Gas		" $35,880.00 "
Fed Onshore	2009	CO	Routt	08107	Other Revenues	Oil & Gas		" $3,000.00 "
Fed Onshore	2009	CO	Routt	08107	Rents	Coal		" $5,970.00 "
Fed Onshore	2009	CO	Routt	08107	Rents	Oil & Gas		" $186,269.22 "
Fed Onshore	2009	CO	Routt	08107	Royalties	Coal (ton)	Coal	" $1,524,539.84 "
Fed Onshore	2009	CO	Routt	08107	Royalties	Oil (bbl)	Oil	" $115,124.70 "
Fed Onshore	2009	CO	Saguache	08109	Rents	Oil & Gas		" $2,232.00 "
Fed Onshore	2009	CO	San Miguel	08113	Bonus	Oil & Gas		" $3,533.00 "
Fed Onshore	2009	CO	San Miguel	08113	Other Revenues	Oil & Gas		" $4,098.00 "
Fed Onshore	2009	CO	San Miguel	08113	Rents	Oil & Gas		" $471,439.91 "
Fed Onshore	2009	CO	San Miguel	08113	Royalties	Gas (mcf)	Processed (Residue) Gas	" $70,985.94 "
Fed Onshore	2009	CO	San Miguel	08113	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $3,586,344.44 "
Fed Onshore	2009	CO	San Miguel	08113	Royalties	NGL (gal)	Gas Plant Products	" $74,826.80 "
Fed Onshore	2009	CO	San Miguel	08113	Royalties	Oil (bbl)	Condensate	" $21,959.63 "
Fed Onshore	2009	CO	Sedgwick	08115	Rents	Oil & Gas		" $2,739.50 "
Fed Onshore	2009	CO	Washington	08121	Other Revenues	Oil & Gas		 $(100.00)
Fed Onshore	2009	CO	Washington	08121	Rents	Oil & Gas		" $3,760.00 "
Fed Onshore	2009	CO	Washington	08121	Royalties	Gas (mcf)	Processed (Residue) Gas	 $423.34 
Fed Onshore	2009	CO	Washington	08121	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $22,501.03 "
Fed Onshore	2009	CO	Washington	08121	Royalties	Oil (bbl)	Oil	" $31,296.95 "
Fed Onshore	2009	CO	Weld	08123	Bonus	Oil & Gas		" $66,544.00 "
Fed Onshore	2009	CO	Weld	08123	Other Revenues	Oil & Gas		" $(33,082.36)"
Fed Onshore	2009	CO	Weld	08123	Rents	Oil & Gas		" $31,539.33 "
Fed Onshore	2009	CO	Weld	08123	Royalties	Gas (mcf)	Processed (Residue) Gas	" $439,282.26 "
Fed Onshore	2009	CO	Weld	08123	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $172,310.01 "
Fed Onshore	2009	CO	Weld	08123	Royalties	NGL (gal)	Gas Plant Products	" $268,002.27 "
Fed Onshore	2009	CO	Weld	08123	Royalties	Oil (bbl)	Condensate	" $528,389.59 "
Fed Onshore	2009	CO	Weld	08123	Royalties	Oil (bbl)	Oil	" $519,409.03 "
Fed Onshore	2009	CO	Yuma	08125	Other Revenues	Oil & Gas		" $(5,394.71)"
Fed Onshore	2009	CO	Yuma	08125	Rents	Oil & Gas		" $52,854.50 "
Fed Onshore	2009	CO	Yuma	08125	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $590,777.81 "
Fed Onshore	2009	CO	Yuma	08125	Royalties	Oil (bbl)	Oil	" $1,869.68 "
Fed Onshore	2009	FL	Hardee	12049	Other Revenues	Phosphate		" $6,180.00 "
Fed Onshore	2009	FL	Hardee	12049	Rents	Phosphate		" $(1,124.00)"
Fed Onshore	2009	FL	Okaloosa	12091	Rents	Oil & Gas		" $(8,397.00)"
Fed Onshore	2009	FL	Polk	12105	Other Revenues	Phosphate		" $4,830.00 "
Fed Onshore	2009	FL	Polk	12105	Rents	Phosphate		 $(523.00)
Fed Onshore	2009	ID	Bannock	16005	Other Revenues	Phosphate		 $240.00 
Fed Onshore	2009	ID	Bear Lake	16007	Rents	Oil & Gas		" $8,423.00 "
Fed Onshore	2009	ID	Bear Lake	16007	Rents	Phosphate		 $66.00 
Fed Onshore	2009	ID	Bingham	16011	Other Revenues	Phosphate		" $8,331.54 "
Fed Onshore	2009	ID	Bingham	16011	Rents	Geothermal		 $133.64 
Fed Onshore	2009	ID	Bingham	16011	Rents	Phosphate		 $(836.00)
Fed Onshore	2009	ID	Bingham	16011	Royalties	Other Products	Ferro Phosphorous Slag	
Fed Onshore	2009	ID	Boise	16015	Rents	Hardrock		 $156.00 
Fed Onshore	2009	ID	Bonneville	16019	Rents	Geothermal		 $160.36 
Fed Onshore	2009	ID	Bonneville	16019	Rents	Oil & Gas		" $6,205.50 "
Fed Onshore	2009	ID	Caribou	16029	Other Revenues	Phosphate		" $108,683.46 "
Fed Onshore	2009	ID	Caribou	16029	Rents	Geothermal		" $1,703.00 "
Fed Onshore	2009	ID	Caribou	16029	Rents	Phosphate		" $2,667.00 "
Fed Onshore	2009	ID	Caribou	16029	Royalties	Other Products	Ferro Phosphorous Slag	
Fed Onshore	2009	ID	Caribou	16029	Royalties	Other Products	Phosphate Raw Ore	" $3,566,737.10 "
Fed Onshore	2009	ID	Cassia	16031	Bonus	Geothermal		" $42,054.00 "
Fed Onshore	2009	ID	Cassia	16031	Rents	Geothermal		" $59,000.00 "
Fed Onshore	2009	ID	Clark	16033	Other Revenues	Phosphate		" $2,547.00 "
Fed Onshore	2009	ID	Clark	16033	Rents	Phosphate		" $(3,384.00)"
Fed Onshore	2009	ID	Clearwater	16035	Rents	Hardrock		 $20.00 
Fed Onshore	2009	ID	Clearwater	16035	Royalties	Other Products	Gold	 $292.88 
Fed Onshore	2009	ID	Jefferson	16051	Rents	Oil & Gas		" $23,980.50 "
Fed Onshore	2009	ID	Shoshone	16079	Rents	Hardrock		 $60.00 
Fed Onshore	2009	ID	Washington	16087	Rents	Geothermal		" $5,220.00 "
Fed Onshore	2009	IL	Clinton	17027	Royalties	Oil (bbl)	Oil	" $129,044.46 "
Fed Onshore	2009	IL	Franklin	17055	Royalties	Oil (bbl)	Oil	" $78,396.33 "
Fed Onshore	2009	IN	Crawford	18025	Bonus	Oil & Gas		 $400.08 
Fed Onshore	2009	IN	Crawford	18025	Rents	Oil & Gas		 $300.06 
Fed Onshore	2009	IN	Gibson	18051	Royalties	Oil (bbl)	Oil	" $40,118.71 "
Fed Onshore	2009	IN	Perry	18123	Bonus	Oil & Gas		" $82,797.92 "
Fed Onshore	2009	IN	Perry	18123	Rents	Oil & Gas		" $33,239.94 "
Fed Onshore	2009	KS	Barber	20007	Rents	Oil & Gas		 $120.00 
Fed Onshore	2009	KS	Cheyenne	20023	Bonus	Oil & Gas		" $5,084.00 "
Fed Onshore	2009	KS	Cheyenne	20023	Rents	Oil & Gas		" $15,902.00 "
Fed Onshore	2009	KS	Comanche	20033	Bonus	Oil & Gas		" $2,200.00 "
Fed Onshore	2009	KS	Comanche	20033	Other Revenues	Oil & Gas		 $(24.21)
Fed Onshore	2009	KS	Comanche	20033	Rents	Oil & Gas		 $780.00 
Fed Onshore	2009	KS	Comanche	20033	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $1,984.60 "
Fed Onshore	2009	KS	Edwards	20047	Rents	Oil & Gas		 $36.00 
Fed Onshore	2009	KS	Ellsworth	20053	Rents	Oil & Gas		" $4,540.00 "
Fed Onshore	2009	KS	Ellsworth	20053	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $3,929.79 "
Fed Onshore	2009	KS	Finney	20055	Other Revenues	Oil & Gas		" $(77,214.54)"
Fed Onshore	2009	KS	Finney	20055	Rents	Oil & Gas		" $8,385.70 "
Fed Onshore	2009	KS	Finney	20055	Royalties	Gas (mcf)	Fuel Gas	 $114.37 
Fed Onshore	2009	KS	Finney	20055	Royalties	Gas (mcf)	Processed (Residue) Gas	" $50,428.89 "
Fed Onshore	2009	KS	Finney	20055	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $356,198.26 "
Fed Onshore	2009	KS	Finney	20055	Royalties	NGL (gal)	Gas Plant Products	" $83,299.76 "
Fed Onshore	2009	KS	Finney	20055	Royalties	Oil (bbl)	Oil	" $281,125.27 "
Fed Onshore	2009	KS	Geary	20061	Bonus	Oil & Gas		 $240.00 
Fed Onshore	2009	KS	Geary	20061	Rents	Oil & Gas		 $180.00 
Fed Onshore	2009	KS	Gove	20063	Rents	Oil & Gas		 $300.00 
Fed Onshore	2009	KS	Gove	20063	Royalties	Oil (bbl)	Oil	" $9,784.46 "
Fed Onshore	2009	KS	Grant	20067	Other Revenues	Oil & Gas		 $(25.17)
Fed Onshore	2009	KS	Grant	20067	Royalties	Gas (mcf)	Processed (Residue) Gas	" $6,480.61 "
Fed Onshore	2009	KS	Grant	20067	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $7,708.36 "
Fed Onshore	2009	KS	Grant	20067	Royalties	NGL (gal)	Gas Plant Products	" $4,324.89 "
Fed Onshore	2009	KS	Greeley	20071	Rents	Oil & Gas		 $320.00 
Fed Onshore	2009	KS	Hamilton	20075	Other Revenues	Oil & Gas		 $(106.54)
Fed Onshore	2009	KS	Hamilton	20075	Rents	Oil & Gas		" $7,003.00 "
Fed Onshore	2009	KS	Hamilton	20075	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $9,431.33 "
Fed Onshore	2009	KS	Haskell	20081	Other Revenues	Oil & Gas		" $(25,316.35)"
Fed Onshore	2009	KS	Haskell	20081	Rents	Oil & Gas		" $1,157.50 "
Fed Onshore	2009	KS	Haskell	20081	Royalties	Gas (mcf)	Processed (Residue) Gas	" $9,961.22 "
Fed Onshore	2009	KS	Haskell	20081	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $127,690.08 "
Fed Onshore	2009	KS	Haskell	20081	Royalties	NGL (gal)	Gas Plant Products	" $7,966.67 "
Fed Onshore	2009	KS	Haskell	20081	Royalties	Oil (bbl)	Oil	" $101,246.92 "
Fed Onshore	2009	KS	Kearny	20093	Other Revenues	Oil & Gas		" $(77,916.89)"
Fed Onshore	2009	KS	Kearny	20093	Rents	Oil & Gas		" $12,586.30 "
Fed Onshore	2009	KS	Kearny	20093	Royalties	Gas (mcf)	Fuel Gas	" $2,345.10 "
Fed Onshore	2009	KS	Kearny	20093	Royalties	Gas (mcf)	Processed (Residue) Gas	" $212,096.10 "
Fed Onshore	2009	KS	Kearny	20093	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $552,410.19 "
Fed Onshore	2009	KS	Kearny	20093	Royalties	NGL (gal)	Gas Plant Products	" $202,710.10 "
Fed Onshore	2009	KS	Kearny	20093	Royalties	Oil (bbl)	Oil	" $24,585.10 "
Fed Onshore	2009	KS	Labette	20099	Rents	Oil & Gas		" $2,833.50 "
Fed Onshore	2009	KS	Lane	20101	Rents	Oil & Gas		 $640.00 
Fed Onshore	2009	KS	Lane	20101	Royalties	Oil (bbl)	Oil	" $40,763.17 "
Fed Onshore	2009	KS	Logan	20109	Bonus	Oil & Gas		 $800.00 
Fed Onshore	2009	KS	Logan	20109	Rents	Oil & Gas		 $60.00 
Fed Onshore	2009	KS	Meade	20119	Other Revenues	Oil & Gas		 $(402.17)
Fed Onshore	2009	KS	Meade	20119	Rents	Oil & Gas		" $1,080.00 "
Fed Onshore	2009	KS	Meade	20119	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $4,259.06 "
Fed Onshore	2009	KS	Meade	20119	Royalties	Oil (bbl)	Condensate	 $172.14 
Fed Onshore	2009	KS	Morton	20129	Other Revenues	Oil & Gas		" $(236,411.78)"
Fed Onshore	2009	KS	Morton	20129	Rents	Oil & Gas		" $5,843.84 "
Fed Onshore	2009	KS	Morton	20129	Royalties	Gas (mcf)	Processed (Residue) Gas	" $481,864.26 "
Fed Onshore	2009	KS	Morton	20129	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $801,819.29 "
Fed Onshore	2009	KS	Morton	20129	Royalties	NGL (gal)	Gas Plant Products	" $147,052.15 "
Fed Onshore	2009	KS	Morton	20129	Royalties	Oil (bbl)	Condensate	" $1,723.79 "
Fed Onshore	2009	KS	Morton	20129	Royalties	Oil (bbl)	Oil	" $1,220,188.19 "
Fed Onshore	2009	KS	Russell	20167	Rents	Oil & Gas		 $240.00 
Fed Onshore	2009	KS	Seward	20175	Bonus	Oil & Gas		 $950.00 
Fed Onshore	2009	KS	Seward	20175	Other Revenues	Oil & Gas		 $241.69 
Fed Onshore	2009	KS	Seward	20175	Rents	Oil & Gas		 $217.00 
Fed Onshore	2009	KS	Seward	20175	Royalties	Gas (mcf)	Processed (Residue) Gas	" $16,238.58 "
Fed Onshore	2009	KS	Seward	20175	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $19,743.09 "
Fed Onshore	2009	KS	Seward	20175	Royalties	NGL (gal)	Gas Plant Products	" $5,966.85 "
Fed Onshore	2009	KS	Seward	20175	Royalties	Oil (bbl)	Condensate	 $479.99 
Fed Onshore	2009	KS	Seward	20175	Royalties	Oil (bbl)	Oil	" $1,197.76 "
Fed Onshore	2009	KS	Seward	20175	Royalties	Other Products	Helium	 $20.06 
Fed Onshore	2009	KS	Sherman	20181	Bonus	Oil & Gas		 $640.00 
Fed Onshore	2009	KS	Sherman	20181	Rents	Oil & Gas		 $480.00 
Fed Onshore	2009	KS	Stanton	20187	Other Revenues	Oil & Gas		" $(1,710.73)"
Fed Onshore	2009	KS	Stanton	20187	Royalties	Gas (mcf)	Processed (Residue) Gas	" $5,000.01 "
Fed Onshore	2009	KS	Stanton	20187	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	 $372.14 
Fed Onshore	2009	KS	Stanton	20187	Royalties	NGL (gal)	Gas Plant Products	" $8,219.93 "
Fed Onshore	2009	KS	Stevens	20189	Other Revenues	Oil & Gas		" $(7,276.62)"
Fed Onshore	2009	KS	Stevens	20189	Rents	Oil & Gas		" $1,282.16 "
Fed Onshore	2009	KS	Stevens	20189	Royalties	Gas (mcf)	Processed (Residue) Gas	" $13,554.52 "
Fed Onshore	2009	KS	Stevens	20189	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $112,264.07 "
Fed Onshore	2009	KS	Stevens	20189	Royalties	NGL (gal)	Gas Plant Products	" $5,901.89 "
Fed Onshore	2009	KS	Trego	20195	Royalties	Oil (bbl)	Oil	" $13,548.45 "
Fed Onshore	2009	KS	Wilson	20205	Rents	Oil & Gas		 $45.97 
Fed Onshore	2009	KS	Woodson	20207	Rents	Oil & Gas		" $1,035.53 "
Fed Onshore	2009	KY	Bell	21013	Rents	Coal		" $1,845.00 "
Fed Onshore	2009	KY	Clay	21051	Rents	Coal		 $945.00 
Fed Onshore	2009	KY	Clay	21051	Rents	Oil & Gas		" $2,025.00 "
Fed Onshore	2009	KY	Clay	21051	Royalties	Gas (mcf)	Processed (Residue) Gas	 $149.51 
Fed Onshore	2009	KY	Clay	21051	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $24,567.61 "
Fed Onshore	2009	KY	Clay	21051	Royalties	NGL (gal)	Gas Plant Products	 $90.71 
Fed Onshore	2009	KY	Clay	21051	Royalties	Oil (bbl)	Oil	" $7,308.85 "
Fed Onshore	2009	KY	Floyd	21071	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $8,656.85 "
Fed Onshore	2009	KY	Henderson	21101	Royalties	Oil (bbl)	Oil	" $69,764.68 "
Fed Onshore	2009	KY	Johnson	21115	Rents	Oil & Gas		 $379.23 
Fed Onshore	2009	KY	Lawrence	21127	Other Revenues	Oil & Gas		 $80.00 
Fed Onshore	2009	KY	Lawrence	21127	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $1,358.79 "
Fed Onshore	2009	KY	Leslie	21131	Rents	Coal		" $4,122.00 "
Fed Onshore	2009	KY	Leslie	21131	Royalties	Coal (ton)	Coal	" $1,343,660.04 "
Fed Onshore	2009	KY	Leslie	21131	Royalties	Gas (mcf)	Processed (Residue) Gas	" $2,375.98 "
Fed Onshore	2009	KY	Leslie	21131	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $16,805.90 "
Fed Onshore	2009	KY	Leslie	21131	Royalties	NGL (gal)	Gas Plant Products	" $1,273.57 "
Fed Onshore	2009	KY	Leslie	21131	Royalties	Oil (bbl)	Oil	" $9,770.92 "
Fed Onshore	2009	KY	Letcher	21133	Rents	Oil & Gas		" $3,380.00 "
Fed Onshore	2009	KY	Mccreary	21147	Other Revenues	Oil & Gas		" $2,750.30 "
Fed Onshore	2009	KY	Mccreary	21147	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	 $220.15 
Fed Onshore	2009	KY	Meade	21163	Other Revenues	Oil & Gas		" $8,254.12 "
Fed Onshore	2009	KY	Meade	21163	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $1,058.01 "
Fed Onshore	2009	KY	Morgan	21175	Rents	Oil & Gas		 $904.77 
Fed Onshore	2009	KY	Owsley	21189	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	 $667.53 
Fed Onshore	2009	KY	Owsley	21189	Royalties	NGL (gal)	Gas Plant Products	 $53.21 
Fed Onshore	2009	KY	Pike	21195	Other Revenues	Oil & Gas		 $(800.00)
Fed Onshore	2009	KY	Pike	21195	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $18,445.94 "
Fed Onshore	2009	KY	Pike	21195	Royalties	Oil (bbl)	Oil	 $105.00 
Fed Onshore	2009	KY	Whitley	21235	Other Revenues	Oil & Gas		" $2,294.19 "
Fed Onshore	2009	KY	Whitley	21235	Royalties	Gas (mcf)	Processed (Residue) Gas	" $3,559.82 "
Fed Onshore	2009	KY	Whitley	21235	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $24,921.91 "
Fed Onshore	2009	KY	Whitley	21235	Royalties	NGL (gal)	Gas Plant Products	" $1,660.71 "
Fed Onshore	2009	LA	Beauregard	22011	Rents	Oil & Gas		 $80.00 
Fed Onshore	2009	LA	Beauregard	22011	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	 $6.86 
Fed Onshore	2009	LA	Beauregard	22011	Royalties	Oil (bbl)	Oil	 $252.11 
Fed Onshore	2009	LA	Bienville	22013	Other Revenues	Oil & Gas		" $(4,540.32)"
Fed Onshore	2009	LA	Bienville	22013	Rents	Oil & Gas		 $60.00 
Fed Onshore	2009	LA	Bienville	22013	Royalties	Gas (mcf)	Processed (Residue) Gas	" $10,447.39 "
Fed Onshore	2009	LA	Bienville	22013	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $30,016.05 "
Fed Onshore	2009	LA	Bienville	22013	Royalties	Oil (bbl)	Condensate	 $684.39 
Fed Onshore	2009	LA	Bossier	22015	Other Revenues	Oil & Gas		" $(1,879,492.31)"
Fed Onshore	2009	LA	Bossier	22015	Royalties	Gas (mcf)	Processed (Residue) Gas	" $1,802,970.53 "
Fed Onshore	2009	LA	Bossier	22015	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $10,380,410.35 "
Fed Onshore	2009	LA	Bossier	22015	Royalties	NGL (gal)	Gas Plant Products	" $1,794,102.85 "
Fed Onshore	2009	LA	Bossier	22015	Royalties	Oil (bbl)	Condensate	" $467,918.77 "
Fed Onshore	2009	LA	Bossier	22015	Royalties	Oil (bbl)	Oil	" $398,528.53 "
Fed Onshore	2009	LA	Caddo	22017	Rents	Oil & Gas		 $989.68 
Fed Onshore	2009	LA	Caddo	22017	Royalties	Gas (mcf)	Processed (Residue) Gas	 $383.10 
Fed Onshore	2009	LA	Caddo	22017	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $32,670.38 "
Fed Onshore	2009	LA	Caddo	22017	Royalties	Oil (bbl)	Condensate	 $589.26 
Fed Onshore	2009	LA	Caddo	22017	Royalties	Oil (bbl)	Oil	" $90,176.73 "
Fed Onshore	2009	LA	Calcasieu	22019	Rents	Oil & Gas		 $210.00 
Fed Onshore	2009	LA	Caldwell	22021	Rents	Oil & Gas		" $28,511.00 "
Fed Onshore	2009	LA	Caldwell	22021	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $6,548.79 "
Fed Onshore	2009	LA	Cameron	22023	Other Revenues	Oil & Gas		 $(800.00)
Fed Onshore	2009	LA	Cameron	22023	Rents	Oil & Gas		 $(780.00)
Fed Onshore	2009	LA	Claiborne	22027	Bonus	Oil & Gas		" $176,461.00 "
Fed Onshore	2009	LA	Claiborne	22027	Other Revenues	Oil & Gas		" $(13,959.00)"
Fed Onshore	2009	LA	Claiborne	22027	Rents	Oil & Gas		" $9,723.00 "
Fed Onshore	2009	LA	Claiborne	22027	Royalties	Gas (mcf)	Processed (Residue) Gas	" $47,991.60 "
Fed Onshore	2009	LA	Claiborne	22027	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $14,991.21 "
Fed Onshore	2009	LA	Claiborne	22027	Royalties	NGL (gal)	Gas Plant Products	" $43,387.78 "
Fed Onshore	2009	LA	Claiborne	22027	Royalties	Oil (bbl)	Condensate	" $39,667.63 "
Fed Onshore	2009	LA	Claiborne	22027	Royalties	Oil (bbl)	Drip or Scrubber Condensate	 $271.71 
Fed Onshore	2009	LA	Claiborne	22027	Royalties	Oil (bbl)	Oil	" $41,035.74 "
Fed Onshore	2009	LA	Concordia	22029	Rents	Oil & Gas		 $823.50 
Fed Onshore	2009	LA	De Soto	22031	Rents	Oil & Gas		 $473.32 
Fed Onshore	2009	LA	De Soto	22031	Royalties	Gas (mcf)	Processed (Residue) Gas	" $17,399.51 "
Fed Onshore	2009	LA	De Soto	22031	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $79,676.21 "
Fed Onshore	2009	LA	De Soto	22031	Royalties	Oil (bbl)	Condensate	 $958.26 
Fed Onshore	2009	LA	De Soto	22031	Royalties	Oil (bbl)	Oil	" $3,751.67 "
Fed Onshore	2009	LA	E Btn Rouge	22033	Other Revenues	Oil & Gas		" $(1,376.04)"
Fed Onshore	2009	LA	E Btn Rouge	22033	Royalties	Gas (mcf)	Processed (Residue) Gas	" $2,272.94 "
Fed Onshore	2009	LA	E Btn Rouge	22033	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $1,384.75 "
Fed Onshore	2009	LA	E Btn Rouge	22033	Royalties	NGL (gal)	Gas Plant Products	 $291.42 
Fed Onshore	2009	LA	E Btn Rouge	22033	Royalties	Oil (bbl)	Condensate	" $6,116.21 "
Fed Onshore	2009	LA	Grant	22043	Bonus	Oil & Gas		" $3,146.00 "
Fed Onshore	2009	LA	Grant	22043	Rents	Oil & Gas		" $4,351.50 "
Fed Onshore	2009	LA	Iberville	22047	Rents	Oil & Gas		 $646.50 
Fed Onshore	2009	LA	Jackson	22049	Bonus	Oil & Gas		" $2,000.00 "
Fed Onshore	2009	LA	Jackson	22049	Rents	Oil & Gas		 $300.00 
Fed Onshore	2009	LA	Jackson	22049	Royalties	Gas (mcf)	Processed (Residue) Gas	 $167.09 
Fed Onshore	2009	LA	Jefferson	22051	Other Revenues	Oil & Gas		" $(6,000.00)"
Fed Onshore	2009	LA	Jefferson	22051	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	 $316.58 
Fed Onshore	2009	LA	Jefferson	22051	Royalties	Oil (bbl)	Condensate	" $26,742.04 "
Fed Onshore	2009	LA	Jefferson	22051	Royalties	Oil (bbl)	Oil	" $70,156.99 "
Fed Onshore	2009	LA	La Salle	22059	Royalties	Oil (bbl)	Oil	" $1,048.46 "
Fed Onshore	2009	LA	Lafourche	22057	Rents	Oil & Gas		 $72.00 
Fed Onshore	2009	LA	Lafourche	22057	Royalties	Oil (bbl)	Oil	" $2,348.81 "
Fed Onshore	2009	LA	Lincoln	22061	Rents	Oil & Gas		 $219.50 
Fed Onshore	2009	LA	Lincoln	22061	Royalties	Gas (mcf)	Processed (Residue) Gas	 $705.84 
Fed Onshore	2009	LA	Lincoln	22061	Royalties	NGL (gal)	Gas Plant Products	 $208.29 
Fed Onshore	2009	LA	Lincoln	22061	Royalties	Oil (bbl)	Condensate	 $60.72 
Fed Onshore	2009	LA	Morehouse	22067	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	 $643.55 
Fed Onshore	2009	LA	Natchitoches	22069	Other Revenues	Oil & Gas		 $(165.39)
Fed Onshore	2009	LA	Natchitoches	22069	Rents	Oil & Gas		" $2,477.92 "
Fed Onshore	2009	LA	Natchitoches	22069	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	 $748.68 
Fed Onshore	2009	LA	Natchitoches	22069	Royalties	NGL (gal)	Gas Plant Products	 $64.67 
Fed Onshore	2009	LA	Natchitoches	22069	Royalties	Oil (bbl)	Oil	 $878.80 
Fed Onshore	2009	LA	Ouachita	22073	Rents	Oil & Gas		 $243.00 
Fed Onshore	2009	LA	Ouachita	22073	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	 $259.05 
Fed Onshore	2009	LA	Plaquemines	22075	Other Revenues	Oil & Gas		" $(2,239.04)"
Fed Onshore	2009	LA	Plaquemines	22075	Rents	Oil & Gas		 $131.33 
Fed Onshore	2009	LA	Plaquemines	22075	Royalties	Gas (mcf)	Processed (Residue) Gas	" $93,074.17 "
Fed Onshore	2009	LA	Plaquemines	22075	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	 $158.89 
Fed Onshore	2009	LA	Plaquemines	22075	Royalties	NGL (gal)	Gas Plant Products	" $7,003.82 "
Fed Onshore	2009	LA	Plaquemines	22075	Royalties	Oil (bbl)	Condensate	 $0.19 
Fed Onshore	2009	LA	Plaquemines	22075	Royalties	Oil (bbl)	Oil	" $973,411.59 "
Fed Onshore	2009	LA	Rapides	22079	Other Revenues	Oil & Gas		" $64,634.54 "
Fed Onshore	2009	LA	Rapides	22079	Rents	Oil & Gas		" $40,391.50 "
Fed Onshore	2009	LA	Rapides	22079	Royalties	Gas (mcf)	Processed (Residue) Gas	 $89.35 
Fed Onshore	2009	LA	Rapides	22079	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $4,535.62 "
Fed Onshore	2009	LA	Rapides	22079	Royalties	Oil (bbl)	Oil	" $28,624.27 "
Fed Onshore	2009	LA	South Pass	22721	Rents	Oil & Gas		 $0.17 
Fed Onshore	2009	LA	South Pass	22721	Royalties	Gas (mcf)	Processed (Residue) Gas	 $56.88 
Fed Onshore	2009	LA	South Pass	22721	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	 $0.25 
Fed Onshore	2009	LA	South Pass	22721	Royalties	NGL (gal)	Gas Plant Products	 $4.55 
Fed Onshore	2009	LA	South Pass	22721	Royalties	Oil (bbl)	Oil	 $535.87 
Fed Onshore	2009	LA	St Bernard	22087	Rents	Oil & Gas		 $160.00 
Fed Onshore	2009	LA	St Charles	22089	Rents	Oil & Gas		" $10,617.00 "
Fed Onshore	2009	LA	St Martin	22099	Rents	Oil & Gas		 $110.00 
Fed Onshore	2009	LA	St Martin	22099	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $16,741.51 "
