Land Category	CY	St	County Name	FIPS	Revenue Type	Commodity	Product	 Royalty/Revenue
Fed Onshore	2004	CO	Huerfano	08055	Royalties	Other Products	Carbon Dioxide Gas (CO2)	" $516,898.25 "
Fed Onshore	2004	CO	Jackson	08057	Bonus	Oil & Gas		" $69,560.00 "
Fed Onshore	2004	CO	Jackson	08057	Other Revenues	Oil & Gas		 $450.67 
Fed Onshore	2004	CO	Jackson	08057	Rents	Oil & Gas		" $159,044.62 "
Fed Onshore	2004	CO	Jackson	08057	Royalties	Oil (bbl)	Oil	" $245,826.36 "
Fed Onshore	2004	CO	Jackson	08057	Royalties	Other Products	Carbon Dioxide Gas (CO2)	" $31,970.45 "
Fed Onshore	2004	CO	Kiowa	08061	Bonus	Oil & Gas		" $2,686.00 "
Fed Onshore	2004	CO	Kiowa	08061	Other Revenues	Oil & Gas		 $(75.00)
Fed Onshore	2004	CO	Kiowa	08061	Rents	Oil & Gas		" $2,623.00 "
Fed Onshore	2004	CO	Kiowa	08061	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $16,564.45 "
Fed Onshore	2004	CO	Kiowa	08061	Royalties	Oil (bbl)	Condensate	 $173.40 
Fed Onshore	2004	CO	Kiowa	08061	Royalties	Oil (bbl)	Oil	" $25,616.50 "
Fed Onshore	2004	CO	Kit Carson	08063	Rents	Oil & Gas		" $2,145.00 "
Fed Onshore	2004	CO	La Plata	08067	Bonus	Coal		" $79,344.00 "
Fed Onshore	2004	CO	La Plata	08067	Other Revenues	Oil & Gas		" $72,154.47 "
Fed Onshore	2004	CO	La Plata	08067	Rents	Coal		" $7,542.00 "
Fed Onshore	2004	CO	La Plata	08067	Rents	Oil & Gas		" $1,707.36 "
Fed Onshore	2004	CO	La Plata	08067	Royalties	Coal (ton)	Coal	" $716,095.26 "
Fed Onshore	2004	CO	La Plata	08067	Royalties	Coal (ton)	Coal-Bituminous-Raw	" $(9,019.74)"
Fed Onshore	2004	CO	La Plata	08067	Royalties	Gas (mcf)	Coal Bed Methane	" $3,483,203.51 "
Fed Onshore	2004	CO	La Plata	08067	Royalties	Gas (mcf)	Processed (Residue) Gas	" $5,875.84 "
Fed Onshore	2004	CO	La Plata	08067	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $2,491,195.09 "
Fed Onshore	2004	CO	La Plata	08067	Royalties	NGL (gal)	Gas Plant Products	" $1,228.72 "
Fed Onshore	2004	CO	Larimer	08069	Royalties	Oil (bbl)	Oil	" $6,721.91 "
Fed Onshore	2004	CO	Las Animas	08071	Bonus	Oil & Gas		 $80.00 
Fed Onshore	2004	CO	Las Animas	08071	Other Revenues	Oil & Gas		" $75,193.00 "
Fed Onshore	2004	CO	Las Animas	08071	Rents	Oil & Gas		" $58,294.76 "
Fed Onshore	2004	CO	Las Animas	08071	Royalties	Gas (mcf)	Coal Bed Methane	" $59,020.81 "
Fed Onshore	2004	CO	Las Animas	08071	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $1,888,209.11 "
Fed Onshore	2004	CO	Logan	08075	Rents	Oil & Gas		" $1,081.50 "
Fed Onshore	2004	CO	Logan	08075	Royalties	Oil (bbl)	Oil	" $9,675.80 "
Fed Onshore	2004	CO	Mesa	08077	Bonus	Oil & Gas		" $998,173.63 "
Fed Onshore	2004	CO	Mesa	08077	Other Revenues	Oil & Gas		" $356,699.37 "
Fed Onshore	2004	CO	Mesa	08077	Rents	Oil & Gas		" $402,953.25 "
Fed Onshore	2004	CO	Mesa	08077	Royalties	Gas (mcf)	Processed (Residue) Gas	" $161,671.56 "
Fed Onshore	2004	CO	Mesa	08077	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $1,698,839.13 "
Fed Onshore	2004	CO	Mesa	08077	Royalties	NGL (gal)	Gas Plant Products	" $6,721.43 "
Fed Onshore	2004	CO	Mesa	08077	Royalties	Oil (bbl)	Condensate	" $1,512.33 "
Fed Onshore	2004	CO	Mesa	08077	Royalties	Oil (bbl)	Oil	" $6,965.67 "
Fed Onshore	2004	CO	Moffat	08081	Bonus	Oil & Gas		" $1,559,825.00 "
Fed Onshore	2004	CO	Moffat	08081	Other Revenues	Oil & Gas		" $348,404.61 "
Fed Onshore	2004	CO	Moffat	08081	Rents	Coal		" $49,050.00 "
Fed Onshore	2004	CO	Moffat	08081	Rents	Oil & Gas		" $1,462,413.63 "
Fed Onshore	2004	CO	Moffat	08081	Royalties	Coal (ton)	Coal	" $18,445,894.20 "
Fed Onshore	2004	CO	Moffat	08081	Royalties	Coal (ton)	Coal-Subbituminous-Raw	" $(2,100,588.06)"
Fed Onshore	2004	CO	Moffat	08081	Royalties	Gas (mcf)	Processed (Residue) Gas	" $1,829,736.59 "
Fed Onshore	2004	CO	Moffat	08081	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $7,732,933.16 "
Fed Onshore	2004	CO	Moffat	08081	Royalties	NGL (gal)	Gas Plant Products	" $110,962.86 "
Fed Onshore	2004	CO	Moffat	08081	Royalties	Oil (bbl)	Condensate	" $167,608.69 "
Fed Onshore	2004	CO	Moffat	08081	Royalties	Oil (bbl)	Oil	" $747,935.66 "
Fed Onshore	2004	CO	Montezuma	08083	Other Revenues	Oil & Gas		" $181,061.24 "
Fed Onshore	2004	CO	Montezuma	08083	Rents	Oil & Gas		" $52,685.00 "
Fed Onshore	2004	CO	Montezuma	08083	Royalties	Gas (mcf)	Processed (Residue) Gas	" $585,803.32 "
Fed Onshore	2004	CO	Montezuma	08083	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $16,893.14 "
Fed Onshore	2004	CO	Montezuma	08083	Royalties	NGL (gal)	Gas Plant Products	" $222,495.69 "
Fed Onshore	2004	CO	Montezuma	08083	Royalties	Oil (bbl)	Condensate	" $5,467.28 "
Fed Onshore	2004	CO	Montezuma	08083	Royalties	Oil (bbl)	Oil	" $895,429.91 "
Fed Onshore	2004	CO	Montezuma	08083	Royalties	Other Products	Carbon Dioxide Gas (CO2)	" $11,623,220.43 "
Fed Onshore	2004	CO	Montrose	08085	Rents	Oil & Gas		" $426,652.72 "
Fed Onshore	2004	CO	Morgan	08087	Other Revenues	Oil & Gas		 $354.00 
Fed Onshore	2004	CO	Morgan	08087	Rents	Oil & Gas		" $2,415.00 "
Fed Onshore	2004	CO	Morgan	08087	Royalties	Oil (bbl)	Oil	" $1,856.57 "
Fed Onshore	2004	CO	Park	08093	Bonus	Oil & Gas		" $130,002.00 "
Fed Onshore	2004	CO	Park	08093	Rents	Oil & Gas		" $56,355.50 "
Fed Onshore	2004	CO	Phillips	08095	Rents	Oil & Gas		" $7,599.00 "
Fed Onshore	2004	CO	Pitkin	08097	Bonus	Oil & Gas		" $23,475.85 "
Fed Onshore	2004	CO	Pitkin	08097	Other Revenues	Oil & Gas		" $26,458.23 "
Fed Onshore	2004	CO	Pitkin	08097	Rents	Oil & Gas		" $37,229.49 "
Fed Onshore	2004	CO	Prowers	08099	Bonus	Oil & Gas		 $800.00 
Fed Onshore	2004	CO	Prowers	08099	Rents	Oil & Gas		" $1,440.00 "
Fed Onshore	2004	CO	Prowers	08099	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $5,027.51 "
Fed Onshore	2004	CO	Rio Blanco	08103	Bonus	Coal		" $16,000.00 "
Fed Onshore	2004	CO	Rio Blanco	08103	Bonus	Oil & Gas		" $1,551,378.00 "
Fed Onshore	2004	CO	Rio Blanco	08103	Other Revenues	Oil & Gas		" $1,015,609.65 "
Fed Onshore	2004	CO	Rio Blanco	08103	Other Revenues	Sodium		" $93,390.28 "
Fed Onshore	2004	CO	Rio Blanco	08103	Rents	Coal		" $5,685.00 "
Fed Onshore	2004	CO	Rio Blanco	08103	Rents	Oil & Gas		" $1,369,815.21 "
Fed Onshore	2004	CO	Rio Blanco	08103	Rents	Sodium		" $1,349.73 "
Fed Onshore	2004	CO	Rio Blanco	08103	Royalties	Coal (ton)	Coal	" $1,115,361.15 "
Fed Onshore	2004	CO	Rio Blanco	08103	Royalties	Coal (ton)	Coal-Subbituminous-Processed	" $59,676.28 "
Fed Onshore	2004	CO	Rio Blanco	08103	Royalties	Gas (mcf)	Gas Lost - Flared or Vented	 $431.38 
Fed Onshore	2004	CO	Rio Blanco	08103	Royalties	Gas (mcf)	Processed (Residue) Gas	" $11,338,060.41 "
Fed Onshore	2004	CO	Rio Blanco	08103	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $4,830,552.82 "
Fed Onshore	2004	CO	Rio Blanco	08103	Royalties	NGL (gal)	Gas Plant Products	" $1,709,743.98 "
Fed Onshore	2004	CO	Rio Blanco	08103	Royalties	Oil (bbl)	Condensate	" $764,515.29 "
Fed Onshore	2004	CO	Rio Blanco	08103	Royalties	Oil (bbl)	Oil	" $12,612,198.05 "
Fed Onshore	2004	CO	Rio Blanco	08103	Royalties	Other Products	Carbon Dioxide	 $241.00 
Fed Onshore	2004	CO	Rio Blanco	08103	Royalties	Other Products	Soda Ash	" $559,202.05 "
Fed Onshore	2004	CO	Rio Blanco	08103	Royalties	Other Products	Soda Ash-Granular	" $(127,123.91)"
Fed Onshore	2004	CO	Rio Blanco	08103	Royalties	Other Products	Sodium Bi-Carbonate	" $704,432.51 "
Fed Onshore	2004	CO	Rio Blanco	08103	Royalties	Other Products	Sodium Bicarbonate Animal Feed	" $(28,843.19)"
Fed Onshore	2004	CO	Rio Grande	08105	Rents	Oil & Gas		" $21,255.50 "
Fed Onshore	2004	CO	Routt	08107	Bonus	Oil & Gas		" $1,440.00 "
Fed Onshore	2004	CO	Routt	08107	Other Revenues	Oil & Gas		 $800.00 
Fed Onshore	2004	CO	Routt	08107	Rents	Coal		" $23,611.41 "
Fed Onshore	2004	CO	Routt	08107	Rents	Oil & Gas		" $229,663.00 "
Fed Onshore	2004	CO	Routt	08107	Royalties	Coal (ton)	Coal	" $1,826,197.26 "
Fed Onshore	2004	CO	Routt	08107	Royalties	Coal (ton)	Coal-Subbituminous-Processed	" $(527,491.56)"
Fed Onshore	2004	CO	Routt	08107	Royalties	Oil (bbl)	Oil	" $55,682.26 "
Fed Onshore	2004	CO	San Miguel	08113	Bonus	Oil & Gas		" $16,531.36 "
Fed Onshore	2004	CO	San Miguel	08113	Other Revenues	Oil & Gas		" $(280,905.54)"
Fed Onshore	2004	CO	San Miguel	08113	Rents	Oil & Gas		" $423,702.12 "
Fed Onshore	2004	CO	San Miguel	08113	Royalties	Gas (mcf)	Processed (Residue) Gas	" $172,691.54 "
Fed Onshore	2004	CO	San Miguel	08113	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $9,951,369.17 "
Fed Onshore	2004	CO	San Miguel	08113	Royalties	NGL (gal)	Gas Plant Products	" $30,513.33 "
Fed Onshore	2004	CO	San Miguel	08113	Royalties	Oil (bbl)	Condensate	" $91,727.04 "
Fed Onshore	2004	CO	San Miguel	08113	Royalties	Oil (bbl)	Oil	" $2,010.22 "
Fed Onshore	2004	CO	Sedgwick	08115	Rents	Oil & Gas		 $60.00 
Fed Onshore	2004	CO	Washington	08121	Rents	Oil & Gas		" $9,890.00 "
Fed Onshore	2004	CO	Washington	08121	Royalties	Gas (mcf)	Processed (Residue) Gas	" $1,505.04 "
Fed Onshore	2004	CO	Washington	08121	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $33,012.90 "
Fed Onshore	2004	CO	Washington	08121	Royalties	Oil (bbl)	Oil	" $29,725.66 "
Fed Onshore	2004	CO	Weld	08123	Bonus	Oil & Gas		" $10,530.00 "
Fed Onshore	2004	CO	Weld	08123	Other Revenues	Oil & Gas		" $22,784.20 "
Fed Onshore	2004	CO	Weld	08123	Rents	Oil & Gas		" $55,503.50 "
Fed Onshore	2004	CO	Weld	08123	Royalties	Gas (mcf)	Processed (Residue) Gas	" $572,520.73 "
Fed Onshore	2004	CO	Weld	08123	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $460,295.78 "
Fed Onshore	2004	CO	Weld	08123	Royalties	NGL (gal)	Gas Plant Products	" $92,928.97 "
Fed Onshore	2004	CO	Weld	08123	Royalties	Oil (bbl)	Condensate	" $32,794.59 "
Fed Onshore	2004	CO	Weld	08123	Royalties	Oil (bbl)	Oil	" $627,909.47 "
Fed Onshore	2004	CO	Yuma	08125	Bonus	Oil & Gas		" $29,876.00 "
Fed Onshore	2004	CO	Yuma	08125	Other Revenues	Oil & Gas		" $(5,074.00)"
Fed Onshore	2004	CO	Yuma	08125	Rents	Oil & Gas		" $43,276.00 "
Fed Onshore	2004	CO	Yuma	08125	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $475,142.64 "
Fed Onshore	2004	FL	Hardee	12049	Other Revenues	Phosphate		" $2,248.00 "
Fed Onshore	2004	FL	Hardee	12049	Rents	Phosphate		 $(562.00)
Fed Onshore	2004	FL	Hardee	12049	Royalties	Other Products	Phosphate Raw Ore	" $(61,219.67)"
Fed Onshore	2004	FL	Okaloosa	12091	Rents	Oil & Gas		" $8,080.50 "
Fed Onshore	2004	FL	Polk	12105	Rents	Phosphate		 $(322.00)
Fed Onshore	2004	FL	Polk	12105	Royalties	Other Products	Phosphate Raw Ore	" $61,219.65 "
Fed Onshore	2004	FL	Santa Rosa	12113	Royalties	Oil (bbl)	Oil	" $1,935.55 "
Fed Onshore	2004	ID	Bannock	16005	Other Revenues	Phosphate		 $240.00 
Fed Onshore	2004	ID	Bear Lake	16007	Rents	Oil & Gas		" $7,605.50 "
Fed Onshore	2004	ID	Bingham	16011	Other Revenues	Phosphate		" $11,031.07 "
Fed Onshore	2004	ID	Bingham	16011	Rents	Geothermal		 $133.64 
Fed Onshore	2004	ID	Bingham	16011	Rents	Phosphate		" $(3,781.41)"
Fed Onshore	2004	ID	Bingham	16011	Royalties	Other Products	Ferro Phosphorous Slag	
Fed Onshore	2004	ID	Boise	16015	Rents	Gold		 $39.00 
Fed Onshore	2004	ID	Bonneville	16019	Rents	Geothermal		 $160.36 
Fed Onshore	2004	ID	Caribou	16029	Bonus	Phosphate		" $563,300.00 "
Fed Onshore	2004	ID	Caribou	16029	Other Revenues	Phosphate		" $114,135.93 "
Fed Onshore	2004	ID	Caribou	16029	Rents	Geothermal		 $433.00 
Fed Onshore	2004	ID	Caribou	16029	Rents	Phosphate		" $(7,384.09)"
Fed Onshore	2004	ID	Caribou	16029	Royalties	Other Products	Ferro Phosphorous Slag	
Fed Onshore	2004	ID	Caribou	16029	Royalties	Other Products	Phosphate Raw Ore	" $3,451,909.95 "
Fed Onshore	2004	ID	Clark	16033	Other Revenues	Phosphate		" $2,547.00 "
Fed Onshore	2004	ID	Clearwater	16035	Rents	Hardrock		 $42.00 
Fed Onshore	2004	ID	Latah	16057	Rents	Gemstones		 $80.00 
Fed Onshore	2004	ID	Washington	16087	Rents	Geothermal		" $1,740.00 "
Fed Onshore	2004	IL	Clinton	17027	Royalties	Oil (bbl)	Oil	" $118,871.61 "
Fed Onshore	2004	IL	Fayette	17051	Other Revenues	Oil & Gas		 $44.00 
Fed Onshore	2004	IL	Franklin	17055	Royalties	Oil (bbl)	Oil	" $55,872.96 "
Fed Onshore	2004	IL	Hardin	17069	Other Revenues	Hardrock		 $(549.00)
Fed Onshore	2004	IL	Hardin	17069	Rents	Hardrock		 $183.00 
Fed Onshore	2004	KS	Barber	20007	Rents	Oil & Gas		 $80.00 
Fed Onshore	2004	KS	Cheyenne	20023	Bonus	Oil & Gas		 $320.00 
Fed Onshore	2004	KS	Cheyenne	20023	Rents	Oil & Gas		" $2,767.50 "
Fed Onshore	2004	KS	Clark	20025	Rents	Oil & Gas		 $36.78 
Fed Onshore	2004	KS	Comanche	20033	Rents	Oil & Gas		 $160.00 
Fed Onshore	2004	KS	Comanche	20033	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $5,286.07 "
Fed Onshore	2004	KS	Ellsworth	20053	Rents	Oil & Gas		" $3,165.00 "
Fed Onshore	2004	KS	Ellsworth	20053	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $16,671.52 "
Fed Onshore	2004	KS	Finney	20055	Other Revenues	Oil & Gas		 $(833.75)
Fed Onshore	2004	KS	Finney	20055	Rents	Oil & Gas		" $1,280.00 "
Fed Onshore	2004	KS	Finney	20055	Royalties	Gas (mcf)	Fuel Gas	" $1,462.18 "
Fed Onshore	2004	KS	Finney	20055	Royalties	Gas (mcf)	Processed (Residue) Gas	" $94,659.76 "
Fed Onshore	2004	KS	Finney	20055	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $805,927.10 "
Fed Onshore	2004	KS	Finney	20055	Royalties	NGL (gal)	Gas Plant Products	" $11,017.77 "
Fed Onshore	2004	KS	Finney	20055	Royalties	Oil (bbl)	Oil	" $138,535.81 "
Fed Onshore	2004	KS	Gove	20063	Rents	Oil & Gas		" $2,560.00 "
Fed Onshore	2004	KS	Gove	20063	Royalties	Oil (bbl)	Oil	" $9,028.75 "
Fed Onshore	2004	KS	Grant	20067	Other Revenues	Oil & Gas		 $(291.94)
Fed Onshore	2004	KS	Grant	20067	Royalties	Gas (mcf)	Processed (Residue) Gas	" $7,694.58 "
Fed Onshore	2004	KS	Grant	20067	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $31,863.56 "
Fed Onshore	2004	KS	Grant	20067	Royalties	NGL (gal)	Gas Plant Products	" $5,240.68 "
Fed Onshore	2004	KS	Greeley	20071	Rents	Oil & Gas		" $1,040.00 "
Fed Onshore	2004	KS	Hamilton	20075	Rents	Oil & Gas		" $6,938.00 "
Fed Onshore	2004	KS	Hamilton	20075	Royalties	Gas (mcf)	Processed (Residue) Gas	 $730.97 
Fed Onshore	2004	KS	Hamilton	20075	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $19,797.03 "
Fed Onshore	2004	KS	Hamilton	20075	Royalties	NGL (gal)	Gas Plant Products	 $278.35 
Fed Onshore	2004	KS	Haskell	20081	Other Revenues	Oil & Gas		 $368.67 
Fed Onshore	2004	KS	Haskell	20081	Royalties	Gas (mcf)	Fuel Gas	" $3,387.79 "
Fed Onshore	2004	KS	Haskell	20081	Royalties	Gas (mcf)	Processed (Residue) Gas	" $8,655.16 "
Fed Onshore	2004	KS	Haskell	20081	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $286,595.95 "
Fed Onshore	2004	KS	Haskell	20081	Royalties	NGL (gal)	Gas Plant Products	" $1,188.29 "
Fed Onshore	2004	KS	Haskell	20081	Royalties	Oil (bbl)	Oil	" $88,690.85 "
Fed Onshore	2004	KS	Kearny	20093	Other Revenues	Oil & Gas		" $6,236.20 "
Fed Onshore	2004	KS	Kearny	20093	Rents	Oil & Gas		" $7,403.00 "
Fed Onshore	2004	KS	Kearny	20093	Royalties	Gas (mcf)	Processed (Residue) Gas	" $536,332.75 "
Fed Onshore	2004	KS	Kearny	20093	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $1,066,081.25 "
Fed Onshore	2004	KS	Kearny	20093	Royalties	NGL (gal)	Gas Plant Products	" $173,799.55 "
Fed Onshore	2004	KS	Kearny	20093	Royalties	Oil (bbl)	Oil	" $18,565.52 "
Fed Onshore	2004	KS	Lane	20101	Bonus	Oil & Gas		" $5,400.00 "
Fed Onshore	2004	KS	Lane	20101	Rents	Oil & Gas		" $5,600.00 "
Fed Onshore	2004	KS	Lane	20101	Royalties	Oil (bbl)	Oil	" $10,409.98 "
Fed Onshore	2004	KS	Meade	20119	Other Revenues	Oil & Gas		 $100.00 
Fed Onshore	2004	KS	Meade	20119	Rents	Oil & Gas		" $1,071.22 "
Fed Onshore	2004	KS	Meade	20119	Royalties	Gas (mcf)	Processed (Residue) Gas	 $32.16 
Fed Onshore	2004	KS	Meade	20119	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $8,652.92 "
Fed Onshore	2004	KS	Morton	20129	Bonus	Oil & Gas		" $1,760.00 "
Fed Onshore	2004	KS	Morton	20129	Other Revenues	Oil & Gas		" $16,329.14 "
Fed Onshore	2004	KS	Morton	20129	Rents	Oil & Gas		" $7,367.52 "
Fed Onshore	2004	KS	Morton	20129	Royalties	Gas (mcf)	Processed (Residue) Gas	" $221,824.25 "
Fed Onshore	2004	KS	Morton	20129	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $3,494,840.67 "
Fed Onshore	2004	KS	Morton	20129	Royalties	NGL (gal)	Gas Plant Products	" $74,190.81 "
Fed Onshore	2004	KS	Morton	20129	Royalties	Oil (bbl)	Condensate	 $528.88 
Fed Onshore	2004	KS	Morton	20129	Royalties	Oil (bbl)	Oil	" $194,176.06 "
Fed Onshore	2004	KS	Seward	20175	Bonus	Oil & Gas		 $160.00 
Fed Onshore	2004	KS	Seward	20175	Other Revenues	Oil & Gas		" $(1,668.31)"
Fed Onshore	2004	KS	Seward	20175	Rents	Oil & Gas		 $396.00 
Fed Onshore	2004	KS	Seward	20175	Royalties	Gas (mcf)	Processed (Residue) Gas	" $(2,889.40)"
Fed Onshore	2004	KS	Seward	20175	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $69,274.32 "
Fed Onshore	2004	KS	Seward	20175	Royalties	NGL (gal)	Gas Plant Products	" $1,954.58 "
Fed Onshore	2004	KS	Seward	20175	Royalties	Oil (bbl)	Oil	 $590.90 
Fed Onshore	2004	KS	Seward	20175	Royalties	Other Products	Helium	 $57.39 
Fed Onshore	2004	KS	Stanton	20187	Other Revenues	Oil & Gas		 $213.60 
Fed Onshore	2004	KS	Stanton	20187	Royalties	Gas (mcf)	Processed (Residue) Gas	" $12,642.19 "
Fed Onshore	2004	KS	Stanton	20187	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	 $160.14 
Fed Onshore	2004	KS	Stanton	20187	Royalties	NGL (gal)	Gas Plant Products	" $7,759.59 "
Fed Onshore	2004	KS	Stevens	20189	Other Revenues	Oil & Gas		 $(156.89)
Fed Onshore	2004	KS	Stevens	20189	Rents	Oil & Gas		" $1,084.48 "
Fed Onshore	2004	KS	Stevens	20189	Royalties	Gas (mcf)	Processed (Residue) Gas	" $30,532.33 "
Fed Onshore	2004	KS	Stevens	20189	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $205,288.76 "
Fed Onshore	2004	KS	Stevens	20189	Royalties	NGL (gal)	Gas Plant Products	" $3,496.22 "
Fed Onshore	2004	KS	Trego	20195	Royalties	Oil (bbl)	Oil	" $7,760.06 "
Fed Onshore	2004	KY	Clay	21051	Rents	Oil & Gas		" $1,458.00 "
Fed Onshore	2004	KY	Clay	21051	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $34,621.05 "
Fed Onshore	2004	KY	Edmonson	21061	Bonus	Oil & Gas		" $1,394.13 "
Fed Onshore	2004	KY	Edmonson	21061	Rents	Oil & Gas		" $1,045.60 "
Fed Onshore	2004	KY	Floyd	21071	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $3,856.22 "
Fed Onshore	2004	KY	Grayson	21085	Bonus	Oil & Gas		" $9,961.87 "
Fed Onshore	2004	KY	Grayson	21085	Rents	Oil & Gas		" $7,471.40 "
Fed Onshore	2004	KY	Harlan	21095	Other Revenues	Coal		" $4,820.33 "
Fed Onshore	2004	KY	Henderson	21101	Royalties	Oil (bbl)	Oil	" $2,987.98 "
Fed Onshore	2004	KY	Johnson	21115	Rents	Oil & Gas		 $195.82 
Fed Onshore	2004	KY	Lawrence	21127	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $1,676.85 "
Fed Onshore	2004	KY	Leslie	21131	Other Revenues	Coal		" $7,179.67 "
Fed Onshore	2004	KY	Leslie	21131	Other Revenues	Oil & Gas		 $836.35 
Fed Onshore	2004	KY	Leslie	21131	Rents	Coal		" $(2,004.00)"
Fed Onshore	2004	KY	Leslie	21131	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $18,483.17 "
Fed Onshore	2004	KY	Leslie	21131	Royalties	Oil (bbl)	Oil	" $3,314.18 "
Fed Onshore	2004	KY	Mccreary	21147	Other Revenues	Oil & Gas		" $3,583.23 "
Fed Onshore	2004	KY	Mccreary	21147	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	 $486.42 
Fed Onshore	2004	KY	Meade	21163	Other Revenues	Oil & Gas		" $19,196.24 "
Fed Onshore	2004	KY	Meade	21163	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $1,050.00 "
Fed Onshore	2004	KY	Morgan	21175	Rents	Oil & Gas		 $467.18 
Fed Onshore	2004	KY	Owsley	21189	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	 $46.70 
Fed Onshore	2004	KY	Pike	21195	Other Revenues	Oil & Gas		 $270.35 
Fed Onshore	2004	KY	Pike	21195	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $6,056.63 "
Fed Onshore	2004	KY	Whitley	21235	Other Revenues	Oil & Gas		" $2,976.14 "
Fed Onshore	2004	KY	Whitley	21235	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $15,151.35 "
Fed Onshore	2004	LA	Beauregard	22011	Rents	Oil & Gas		 $60.00 
Fed Onshore	2004	LA	Beauregard	22011	Royalties	Gas (mcf)	Processed (Residue) Gas	 $228.67 
Fed Onshore	2004	LA	Beauregard	22011	Royalties	NGL (gal)	Gas Plant Products	 $123.32 
Fed Onshore	2004	LA	Beauregard	22011	Royalties	Oil (bbl)	Oil	 $518.76 
Fed Onshore	2004	LA	Bienville	22013	Bonus	Oil & Gas		" $12,784.23 "
Fed Onshore	2004	LA	Bienville	22013	Other Revenues	Oil & Gas		" $2,165.97 "
Fed Onshore	2004	LA	Bienville	22013	Rents	Oil & Gas		 $428.66 
Fed Onshore	2004	LA	Bienville	22013	Royalties	Gas (mcf)	Processed (Residue) Gas	" $5,755.50 "
Fed Onshore	2004	LA	Bienville	22013	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $18,753.76 "
Fed Onshore	2004	LA	Bienville	22013	Royalties	Oil (bbl)	Condensate	 $92.44 
Fed Onshore	2004	LA	Bossier	22015	Bonus	Oil & Gas		" $4,870.77 "
Fed Onshore	2004	LA	Bossier	22015	Other Revenues	Oil & Gas		" $23,583.18 "
Fed Onshore	2004	LA	Bossier	22015	Rents	Oil & Gas		" $2,704.84 "
Fed Onshore	2004	LA	Bossier	22015	Royalties	Gas (mcf)	Fuel Gas	" $(1,564.19)"
Fed Onshore	2004	LA	Bossier	22015	Royalties	Gas (mcf)	Processed (Residue) Gas	" $(1,549,883.18)"
Fed Onshore	2004	LA	Bossier	22015	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $11,053,186.07 "
Fed Onshore	2004	LA	Bossier	22015	Royalties	NGL (gal)	Gas Plant Products	" $224,149.20 "
Fed Onshore	2004	LA	Bossier	22015	Royalties	Oil (bbl)	Condensate	" $127,562.27 "
Fed Onshore	2004	LA	Bossier	22015	Royalties	Oil (bbl)	Oil	" $150,777.52 "
Fed Onshore	2004	LA	Caddo	22017	Other Revenues	Oil & Gas		 $183.27 
Fed Onshore	2004	LA	Caddo	22017	Rents	Oil & Gas		 $286.76 
Fed Onshore	2004	LA	Caddo	22017	Royalties	Gas (mcf)	Processed (Residue) Gas	 $230.69 
Fed Onshore	2004	LA	Caddo	22017	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $34,190.83 "
Fed Onshore	2004	LA	Caddo	22017	Royalties	NGL (gal)	Gas Plant Products	 $90.95 
Fed Onshore	2004	LA	Caddo	22017	Royalties	Oil (bbl)	Condensate	 $942.30 
Fed Onshore	2004	LA	Caddo	22017	Royalties	Oil (bbl)	Oil	" $30,031.05 "
Fed Onshore	2004	LA	Calcasieu	22019	Other Revenues	Oil & Gas		" $(6,200.00)"
Fed Onshore	2004	LA	Calcasieu	22019	Rents	Oil & Gas		 $164.00 
