Land Category	Calendar Year	Offshore Region	Planning Area	Offshore Area	Protraction	Revenue Type	Commodity	Product	Total
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Main Pass Area, South and East Addition	LA10A	Royalties	Other Products	Salt	 $ 2,828.58
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Main Pass Area, South and East Addition	LA10A	Royalties	Other Products	Sulfur	
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Mississippi Canyon	NH16-10	Bonus	Oil & Gas		 $ 94,605,238.00
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Mississippi Canyon	NH16-10	Other Revenue	Oil & Gas		 $ (16,422,044.48)
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Mississippi Canyon	NH16-10	Rents	Oil & Gas		 $ 20,873,429.94
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Mississippi Canyon	NH16-10	Royalties	Gas	Flash Gas	 $ (612,662.30)
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Mississippi Canyon	NH16-10	Royalties	Gas	Fuel Gas	 $ 28,542.07
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Mississippi Canyon	NH16-10	Royalties	Gas	Processed (Residue) Gas	 $ 278,365,540.29
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Mississippi Canyon	NH16-10	Royalties	Gas	Unprocessed (Wet) Gas	 $ 81,782,422.13
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Mississippi Canyon	NH16-10	Royalties	NGL	Gas Plant Products	 $ 29,831,333.13
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Mississippi Canyon	NH16-10	Royalties	Oil	Condensate	 $ 25,519,211.43
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Mississippi Canyon	NH16-10	Royalties	Oil	Drip or Scrubber Condensate	 $ 146,826.91
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Mississippi Canyon	NH16-10	Royalties	Oil	Inlet Scrubber	 $ 12,926.17
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Mississippi Canyon	NH16-10	Royalties	Oil	Oil	 $ 936,080,569.13
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Mobile	NH16-04	Bonus	Oil & Gas		 $ 1,025,950.00
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Mobile	NH16-04	Other Revenue	Oil & Gas		 $ 442,101.00
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Mobile	NH16-04	Rents	Oil & Gas		 $ 597,537.50
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Mobile	NH16-04	Royalties	Gas	Processed (Residue) Gas	 $ 38,483,858.67
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Mobile	NH16-04	Royalties	Gas	Unprocessed (Wet) Gas	 $ 60,860,833.72
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Mobile	NH16-04	Royalties	NGL	Gas Plant Products	 $ 1,732,499.12
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Mobile	NH16-04	Royalties	Oil	Condensate	 $ 16,903.67
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Mobile	NH16-04	Royalties	Oil	Oil	 $ (3,282.98)
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Mobile	NH16-04	Royalties	Oil	Other Liquid Hydrocarbons	 $ 13,735.85
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Mobile	NH16-04	Royalties	Other Products	Sulfur	 $ 10,351.98
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Sabine Pass Area	LA12	Bonus	Oil & Gas		 $ 7,579,453.00
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Sabine Pass Area	LA12	Other Revenue	Oil & Gas		 $ (374,421.00)
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Sabine Pass Area	LA12	Rents	Oil & Gas		 $ 151,043.75
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Sabine Pass Area	LA12	Royalties	Gas	Processed (Residue) Gas	 $ 20,189.46
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Sabine Pass Area	LA12	Royalties	Gas	Unprocessed (Wet) Gas	 $ 1,766,267.48
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Sabine Pass Area	LA12	Royalties	NGL	Gas Plant Products	 $ 12,934.56
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Sabine Pass Area	LA12	Royalties	Oil	Condensate	 $ (181,133.97)
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Sabine Pass Area	LA12	Royalties	Oil	Oil	 $ 1,345,995.69
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area	LA5	Bonus	Oil & Gas		 $ 6,971,325.00
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area	LA5	Other Revenue	Oil & Gas		 $ (2,319,165.30)
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area	LA5	Rents	Oil & Gas		 $ 1,709,854.00
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area	LA5	Royalties	Gas	Flash Gas	 $ 46,814.26
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area	LA5	Royalties	Gas	Fuel Gas	 $ 461,672.41
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area	LA5	Royalties	Gas	Gas Lost - Flared or Vented	 $ 24,358.37
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area	LA5	Royalties	Gas	Processed (Residue) Gas	 $ 64,423,255.98
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area	LA5	Royalties	Gas	Unprocessed (Wet) Gas	 $ 41,054,466.01
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area	LA5	Royalties	NGL	Gas Plant Products	 $ 4,609,180.90
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area	LA5	Royalties	Oil	Condensate	 $ 9,795,206.45
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area	LA5	Royalties	Oil	Drip or Scrubber Condensate	 $ 177,185.07
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area	LA5	Royalties	Oil	Inlet Scrubber	 $ 1,868.49
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area	LA5	Royalties	Oil	Oil	 $ 95,526,306.81
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area	LA5	Royalties	Oil & Gas		 $ (3.75)
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area, South Addition	LA5A	Bonus	Oil & Gas		 $ 1,768,471.00
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area, South Addition	LA5A	Other Revenue	Oil & Gas		 $ (1,820,910.06)
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area, South Addition	LA5A	Rents	Oil & Gas		 $ 1,582,122.00
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area, South Addition	LA5A	Royalties	Gas	Flash Gas	 $ 230,690.13
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area, South Addition	LA5A	Royalties	Gas	Processed (Residue) Gas	 $ 37,472,721.54
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area, South Addition	LA5A	Royalties	Gas	Unprocessed (Wet) Gas	 $ 18,861,242.12
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area, South Addition	LA5A	Royalties	NGL	Gas Plant Products	 $ 2,984,827.29
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area, South Addition	LA5A	Royalties	Oil	Condensate	 $ 11,309,530.10
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area, South Addition	LA5A	Royalties	Oil	Drip or Scrubber Condensate	 $ 390,218.54
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area, South Addition	LA5A	Royalties	Oil	Inlet Scrubber	 $ 4.21
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area, South Addition	LA5A	Royalties	Oil	Oil	 $ 24,042,196.02
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, North Addition	LA3D	Bonus	Oil & Gas		 $ 13,278,569.00
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, North Addition	LA3D	Other Revenue	Oil & Gas		 $ 279,326.71
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, North Addition	LA3D	Rents	Oil & Gas		 $ 885,613.75
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, North Addition	LA3D	Royalties	Gas	Flash Gas	 $ 424.45
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, North Addition	LA3D	Royalties	Gas	Fuel Gas	 $ 87,396.82
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, North Addition	LA3D	Royalties	Gas	Processed (Residue) Gas	 $ 54,197,093.76
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, North Addition	LA3D	Royalties	Gas	Unprocessed (Wet) Gas	 $ 20,085,005.94
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, North Addition	LA3D	Royalties	NGL	Gas Plant Products	 $ 6,314,517.81
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, North Addition	LA3D	Royalties	Oil	Condensate	 $ 15,243,773.44
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, North Addition	LA3D	Royalties	Oil	Drip or Scrubber Condensate	 $ 204,121.65
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, North Addition	LA3D	Royalties	Oil	Inlet Scrubber	 $ (1.01)
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, North Addition	LA3D	Royalties	Oil	Oil	 $ 40,148,858.07
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, South Addition	LA3C	Bonus	Oil & Gas		 $ 3,228,195.00
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, South Addition	LA3C	Other Revenue	Oil & Gas		 $ 548,132.64
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, South Addition	LA3C	Rents	Oil & Gas		 $ 1,202,739.75
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, South Addition	LA3C	Royalties	Gas	Flash Gas	 $ 2,051.02
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, South Addition	LA3C	Royalties	Gas	Processed (Residue) Gas	 $ 28,463,663.96
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, South Addition	LA3C	Royalties	Gas	Unprocessed (Wet) Gas	 $ 1,502,184.11
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, South Addition	LA3C	Royalties	NGL	Gas Plant Products	 $ 1,650,647.23
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, South Addition	LA3C	Royalties	Oil	Condensate	 $ 2,385,492.97
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, South Addition	LA3C	Royalties	Oil	Drip or Scrubber Condensate	 $ 42,526.19
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, South Addition	LA3C	Royalties	Oil	Inlet Scrubber	 $ 2,097.95
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, South Addition	LA3C	Royalties	Oil	Oil	 $ 55,748,047.63
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Pass Area	LA9	Bonus	Oil & Gas		 $ 795,781.00
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Pass Area	LA9	Other Revenue	Oil & Gas		 $ 259,614.04
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Pass Area	LA9	Rents	Oil & Gas		 $ 126,321.25
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Pass Area	LA9	Royalties	Gas	Fuel Gas	 $ (3,457.15)
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Pass Area	LA9	Royalties	Gas	Processed (Residue) Gas	 $ 2,944,410.59
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Pass Area	LA9	Royalties	Gas	Unprocessed (Wet) Gas	 $ 1,535,821.31
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Pass Area	LA9	Royalties	NGL	Gas Plant Products	 $ 352,107.93
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Pass Area	LA9	Royalties	Oil	Condensate	 $ (5,647.87)
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Pass Area	LA9	Royalties	Oil	Oil	 $ 29,882,497.79
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Pass Area, South and East Addition	LA9A	Other Revenue	Oil & Gas		 $ 50,759.67
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Pass Area, South and East Addition	LA9A	Rents	Oil & Gas		 $ 142,710.06
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Pass Area, South and East Addition	LA9A	Royalties	Gas	Fuel Gas	 $ 265,448.54
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Pass Area, South and East Addition	LA9A	Royalties	Gas	Processed (Residue) Gas	 $ 4,155,951.37
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Pass Area, South and East Addition	LA9A	Royalties	Gas	Unprocessed (Wet) Gas	 $ 4,557,009.62
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Pass Area, South and East Addition	LA9A	Royalties	NGL	Gas Plant Products	 $ 371,705.85
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Pass Area, South and East Addition	LA9A	Royalties	Oil	Condensate	 $ (3,115.62)
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Pass Area, South and East Addition	LA9A	Royalties	Oil	Drip or Scrubber Condensate	 $ 10,726.49
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Pass Area, South and East Addition	LA9A	Royalties	Oil	Oil	 $ 12,079,319.08
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Pelto Area	LA6B	Other Revenue	Oil & Gas		 $ (1,101,551.59)
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Pelto Area	LA6B	Rents	Oil & Gas		 $ 87,500.00
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Pelto Area	LA6B	Royalties	Gas	Flash Gas	 $ 61,701.55
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Pelto Area	LA6B	Royalties	Gas	Fuel Gas	 $ 113,384.79
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Pelto Area	LA6B	Royalties	Gas	Processed (Residue) Gas	 $ 1,572,473.99
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Pelto Area	LA6B	Royalties	Gas	Unprocessed (Wet) Gas	 $ 17,876,155.24
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Pelto Area	LA6B	Royalties	NGL	Gas Plant Products	 $ 843,710.94
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Pelto Area	LA6B	Royalties	Oil	Condensate	 $ 3,543,774.02
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Pelto Area	LA6B	Royalties	Oil	Drip or Scrubber Condensate	 $ 123,319.12
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Pelto Area	LA6B	Royalties	Oil	Oil	 $ 17,924,757.13
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Pelto Area	LA6B	Royalties	Oil & Gas		 $ (0.01)
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Timbalier and Bay Marchand Areas	LA6	Bonus	Oil & Gas		 $ 4,498,855.00
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Timbalier and Bay Marchand Areas	LA6	Other Revenue	Oil & Gas		 $ (4,231,398.77)
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Timbalier and Bay Marchand Areas	LA6	Rents	Oil & Gas		 $ 1,576,179.35
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Timbalier and Bay Marchand Areas	LA6	Royalties	Gas	Flash Gas	 $ 562,210.91
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Timbalier and Bay Marchand Areas	LA6	Royalties	Gas	Fuel Gas	 $ 559,876.25
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Timbalier and Bay Marchand Areas	LA6	Royalties	Gas	Processed (Residue) Gas	 $ 109,217,030.14
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Timbalier and Bay Marchand Areas	LA6	Royalties	Gas	Unprocessed (Wet) Gas	 $ 41,421,020.89
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Timbalier and Bay Marchand Areas	LA6	Royalties	NGL	Gas Plant Products	 $ 8,948,320.38
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Timbalier and Bay Marchand Areas	LA6	Royalties	Oil	Condensate	 $ 29,333,289.63
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Timbalier and Bay Marchand Areas	LA6	Royalties	Oil	Drip or Scrubber Condensate	 $ 974,470.97
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Timbalier and Bay Marchand Areas	LA6	Royalties	Oil	Inlet Scrubber	 $ 12.14
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Timbalier and Bay Marchand Areas	LA6	Royalties	Oil	Oil	 $ 110,331,819.90
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Timbalier and Bay Marchand Areas	LA6	Royalties	Oil	Other Liquid Hydrocarbons	 $ 3,748.30
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Timbalier Area, South Addition	LA6A	Bonus	Oil & Gas		 $ 24,589,189.00
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Timbalier Area, South Addition	LA6A	Other Revenue	Oil & Gas		 $ (994,356.51)
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Timbalier Area, South Addition	LA6A	Rents	Oil & Gas		 $ 1,515,525.00
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Timbalier Area, South Addition	LA6A	Royalties	Gas	Flash Gas	 $ 40,924.27
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Timbalier Area, South Addition	LA6A	Royalties	Gas	Processed (Residue) Gas	 $ 15,927,164.25
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Timbalier Area, South Addition	LA6A	Royalties	Gas	Unprocessed (Wet) Gas	 $ 11,320,478.17
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Timbalier Area, South Addition	LA6A	Royalties	NGL	Gas Plant Products	 $ 2,225,097.70
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Timbalier Area, South Addition	LA6A	Royalties	Oil	Condensate	 $ (1,624,676.23)
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Timbalier Area, South Addition	LA6A	Royalties	Oil	Drip or Scrubber Condensate	 $ 202,361.14
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Timbalier Area, South Addition	LA6A	Royalties	Oil	Inlet Scrubber	 $ (107.29)
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Timbalier Area, South Addition	LA6A	Royalties	Oil	Oil	 $ 56,801,723.84
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area	LA3	Bonus	Oil & Gas		 $ 14,617,056.00
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area	LA3	Other Revenue	Oil & Gas		 $ (323,787.86)
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area	LA3	Rents	Oil & Gas		 $ 2,289,735.75
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area	LA3	Royalties	Gas	Flash Gas	 $ 132,214.04
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area	LA3	Royalties	Gas	Fuel Gas	 $ 101,963.69
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area	LA3	Royalties	Gas	Processed (Residue) Gas	 $ 53,042,755.07
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area	LA3	Royalties	Gas	Unprocessed (Wet) Gas	 $ 42,106,088.36
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area	LA3	Royalties	NGL	Gas Plant Products	 $ 3,402,323.27
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area	LA3	Royalties	Oil	Condensate	 $ 6,216,750.99
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area	LA3	Royalties	Oil	Drip or Scrubber Condensate	 $ 8,810.97
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area	LA3	Royalties	Oil	Oil	 $ 23,980,246.53
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area	LA3	Royalties	Oil	Other Liquid Hydrocarbons	 $ (601.11)
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area, South Addition	LA3B	Bonus	Oil & Gas		 $ 2,032,771.00
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area, South Addition	LA3B	Other Revenue	Oil & Gas		 $ 147,430.58
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area, South Addition	LA3B	Rents	Oil & Gas		 $ 1,323,611.25
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area, South Addition	LA3B	Royalties	Gas	Flash Gas	 $ 1,741.30
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area, South Addition	LA3B	Royalties	Gas	Processed (Residue) Gas	 $ 17,668,307.17
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area, South Addition	LA3B	Royalties	Gas	Unprocessed (Wet) Gas	 $ 3,667,333.28
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area, South Addition	LA3B	Royalties	NGL	Gas Plant Products	 $ 1,065,737.40
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area, South Addition	LA3B	Royalties	Oil	Condensate	 $ 4,542,207.43
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area, South Addition	LA3B	Royalties	Oil	Drip or Scrubber Condensate	 $ 36,463.31
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area, South Addition	LA3B	Royalties	Oil	Oil	 $ 29,577,780.44
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Viosca Knoll	NH16-07	Bonus	Oil & Gas		 $ 1,651,785.00
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Viosca Knoll	NH16-07	Other Revenue	Oil & Gas		 $ (7,920,492.29)
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Viosca Knoll	NH16-07	Rents	Oil & Gas		 $ 2,873,424.00
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Viosca Knoll	NH16-07	Royalties	Gas	Processed (Residue) Gas	 $ 168,806,247.05
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Viosca Knoll	NH16-07	Royalties	Gas	Unprocessed (Wet) Gas	 $ 53,572,588.78
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Viosca Knoll	NH16-07	Royalties	NGL	Gas Plant Products	 $ 15,951,218.90
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Viosca Knoll	NH16-07	Royalties	Oil	Condensate	 $ (273,863.60)
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Viosca Knoll	NH16-07	Royalties	Oil	Drip or Scrubber Condensate	 $ 302,096.99
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Viosca Knoll	NH16-07	Royalties	Oil	Inlet Scrubber	 $ (106,995.94)
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Viosca Knoll	NH16-07	Royalties	Oil	Oil	 $ 253,161,908.64
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Walker Ridge	NG15-06	Bonus	Oil & Gas		 $ 22,486,952.00
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Walker Ridge	NG15-06	Other Revenue	Oil & Gas		 $ 43,200.00
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Walker Ridge	NG15-06	Rents	Oil & Gas		 $ 20,244,560.00
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Walker Ridge	NG15-06	Royalties	Oil	Oil	 $ 715,997.54
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area	LA1	Bonus	Oil & Gas		 $ 16,077,268.00
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area	LA1	Other Revenue	Oil & Gas		 $ 1,382,375.62
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area	LA1	Rents	Oil & Gas		 $ 2,281,755.00
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area	LA1	Royalties	Gas	Flash Gas	 $ 292,185.25
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area	LA1	Royalties	Gas	Fuel Gas	 $ 59,014.34
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area	LA1	Royalties	Gas	Processed (Residue) Gas	 $ 143,235,528.64
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area	LA1	Royalties	Gas	Unprocessed (Wet) Gas	 $ 35,544,245.02
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area	LA1	Royalties	NGL	Gas Plant Products	 $ 8,048,001.88
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area	LA1	Royalties	Oil	Condensate	 $ 14,035,865.10
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area	LA1	Royalties	Oil	Drip or Scrubber Condensate	 $ 52,792.56
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area	LA1	Royalties	Oil	Oil	 $ 4,573,571.06
