Land Category	Calendar Year	Offshore Region	Planning Area	Offshore Area	Protraction	Revenue Type	Commodity	Product	Total
Federal Offshore	2010	Gulf of Mexico	Central Gulf of Mexico	Ewing Bank	NH15-12	Royalties	Gas	Unprocessed (Wet) Gas	 $ 2,805,567.92
Federal Offshore	2010	Gulf of Mexico	Central Gulf of Mexico	Ewing Bank	NH15-12	Royalties	NGL	Gas Plant Products	 $ 1,590,419.27
Federal Offshore	2010	Gulf of Mexico	Central Gulf of Mexico	Ewing Bank	NH15-12	Royalties	Oil	Condensate	 $ 2,320,698.06
Federal Offshore	2010	Gulf of Mexico	Central Gulf of Mexico	Ewing Bank	NH15-12	Royalties	Oil	Drip or Scrubber Condensate	 $ 282,943.45
Federal Offshore	2010	Gulf of Mexico	Central Gulf of Mexico	Ewing Bank	NH15-12	Royalties	Oil	Inlet Scrubber	 $ 3,520.06
Federal Offshore	2010	Gulf of Mexico	Central Gulf of Mexico	Ewing Bank	NH15-12	Royalties	Oil	Oil	 $ 71,506,480.40
Federal Offshore	2010	Gulf of Mexico	Central Gulf of Mexico	Ewing Bank	NH15-12	Royalties	Oil	Other Liquid Hydrocarbons	 $ (4,571.09)
Federal Offshore	2010	Gulf of Mexico	Central Gulf of Mexico	Garden Banks	NG15-02	Bonus	Oil & Gas		 $ 17,677,832.00
Federal Offshore	2010	Gulf of Mexico	Central Gulf of Mexico	Garden Banks	NG15-02	Rents	Oil & Gas		 $ 10,565,553.00
Federal Offshore	2010	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area	LA7	Bonus	Oil & Gas		 $ 275,412.00
Federal Offshore	2010	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area	LA7	Other Revenue	Oil & Gas		 $ 330,622.48
Federal Offshore	2010	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area	LA7	Rents	Oil & Gas		 $ 334,375.52
Federal Offshore	2010	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area	LA7	Royalties	Gas	Flash Gas	 $ 1,675.80
Federal Offshore	2010	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area	LA7	Royalties	Gas	Fuel Gas	 $ 2,415,336.37
Federal Offshore	2010	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area	LA7	Royalties	Gas	Gas Lost - Flared or Vented	 $ 81,432.76
Federal Offshore	2010	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area	LA7	Royalties	Gas	Processed (Residue) Gas	 $ 5,412,268.08
Federal Offshore	2010	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area	LA7	Royalties	Gas	Unprocessed (Wet) Gas	 $ 4,076,893.05
Federal Offshore	2010	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area	LA7	Royalties	NGL	Gas Plant Products	 $ 869,434.64
Federal Offshore	2010	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area	LA7	Royalties	Oil	Condensate	 $ 3,490,137.29
Federal Offshore	2010	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area	LA7	Royalties	Oil	Drip or Scrubber Condensate	 $ 9,827.41
Federal Offshore	2010	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area	LA7	Royalties	Oil	Inlet Scrubber	 $ 6,614.27
Federal Offshore	2010	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area	LA7	Royalties	Oil	Oil	 $ 30,629,232.10
Federal Offshore	2010	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area, South Addition	LA7A	Bonus	Oil & Gas		 $ 898,209.00
Federal Offshore	2010	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area, South Addition	LA7A	Other Revenue	Oil & Gas		 $ 1,648,649.84
Federal Offshore	2010	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area, South Addition	LA7A	Rents	Oil & Gas		 $ 211,875.00
Federal Offshore	2010	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area, South Addition	LA7A	Royalties	Gas	Flash Gas	 $ 29,952.80
Federal Offshore	2010	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area, South Addition	LA7A	Royalties	Gas	Processed (Residue) Gas	 $ 1,176,783.06
Federal Offshore	2010	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area, South Addition	LA7A	Royalties	Gas	Unprocessed (Wet) Gas	 $ 4,338,837.74
Federal Offshore	2010	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area, South Addition	LA7A	Royalties	NGL	Gas Plant Products	 $ 721,598.56
Federal Offshore	2010	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area, South Addition	LA7A	Royalties	Oil	Condensate	 $ 6,784,261.58
Federal Offshore	2010	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area, South Addition	LA7A	Royalties	Oil	Drip or Scrubber Condensate	 $ 460,286.50
Federal Offshore	2010	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area, South Addition	LA7A	Royalties	Oil	Oil	 $ 3,663,094.62
Federal Offshore	2010	Gulf of Mexico	Central Gulf of Mexico	Green Canyon	NG15-03	Bonus	Oil & Gas		 $ 155,693,302.00
Federal Offshore	2010	Gulf of Mexico	Central Gulf of Mexico	Green Canyon	NG15-03	Other Revenue	Oil & Gas		 $ 4,855,386.19
Federal Offshore	2010	Gulf of Mexico	Central Gulf of Mexico	Green Canyon	NG15-03	Rents	Oil & Gas		 $ 31,051,754.00
Federal Offshore	2010	Gulf of Mexico	Central Gulf of Mexico	Green Canyon	NG15-03	Royalties	Gas	Flash Gas	 $ (126,572.11)
Federal Offshore	2010	Gulf of Mexico	Central Gulf of Mexico	Green Canyon	NG15-03	Royalties	Gas	Processed (Residue) Gas	 $ 22,104,998.72
Federal Offshore	2010	Gulf of Mexico	Central Gulf of Mexico	Green Canyon	NG15-03	Royalties	Gas	Unprocessed (Wet) Gas	 $ (7,695,473.99)
Federal Offshore	2010	Gulf of Mexico	Central Gulf of Mexico	Green Canyon	NG15-03	Royalties	NGL	Gas Plant Products	 $ 25,967,853.78
Federal Offshore	2010	Gulf of Mexico	Central Gulf of Mexico	Green Canyon	NG15-03	Royalties	Oil	Condensate	 $ 28,517,750.84
Federal Offshore	2010	Gulf of Mexico	Central Gulf of Mexico	Green Canyon	NG15-03	Royalties	Oil	Drip or Scrubber Condensate	 $ 4,460,524.09
Federal Offshore	2010	Gulf of Mexico	Central Gulf of Mexico	Green Canyon	NG15-03	Royalties	Oil	Inlet Scrubber	 $ 15,042.61
Federal Offshore	2010	Gulf of Mexico	Central Gulf of Mexico	Green Canyon	NG15-03	Royalties	Oil	Oil	 $ 740,438,195.98
Federal Offshore	2010	Gulf of Mexico	Central Gulf of Mexico	Keathley Canyon	NG15-05	Bonus	Oil & Gas		 $ 202,891,231.00
Federal Offshore	2010	Gulf of Mexico	Central Gulf of Mexico	Keathley Canyon	NG15-05	Rents	Oil & Gas		 $ 12,764,160.00
Federal Offshore	2010	Gulf of Mexico	Central Gulf of Mexico	Lloyd Ridge	NG16-02	Bonus	Oil & Gas		 $ 3,107,015.00
Federal Offshore	2010	Gulf of Mexico	Central Gulf of Mexico	Lloyd Ridge	NG16-02	Rents	Oil & Gas		 $ 5,114,880.00
Federal Offshore	2010	Gulf of Mexico	Central Gulf of Mexico	Lund	NG16-04	Rents	Oil & Gas		 $ 273,600.00
Federal Offshore	2010	Gulf of Mexico	Central Gulf of Mexico	Main Pass Area	LA10	Bonus	Oil & Gas		 $ 2,535,416.00
Federal Offshore	2010	Gulf of Mexico	Central Gulf of Mexico	Main Pass Area	LA10	Other Revenue	Oil & Gas		 $ 226,363.57
Federal Offshore	2010	Gulf of Mexico	Central Gulf of Mexico	Main Pass Area	LA10	Rents	Oil & Gas		 $ 822,208.28
Federal Offshore	2010	Gulf of Mexico	Central Gulf of Mexico	Main Pass Area	LA10	Royalties	Gas	Flash Gas	 $ 991.24
Federal Offshore	2010	Gulf of Mexico	Central Gulf of Mexico	Main Pass Area	LA10	Royalties	Gas	Fuel Gas	 $ 157,233.66
Federal Offshore	2010	Gulf of Mexico	Central Gulf of Mexico	Main Pass Area	LA10	Royalties	Gas	Processed (Residue) Gas	 $ 26,245,385.41
Federal Offshore	2010	Gulf of Mexico	Central Gulf of Mexico	Main Pass Area	LA10	Royalties	Gas	Unprocessed (Wet) Gas	 $ (1,170,634.10)
Federal Offshore	2010	Gulf of Mexico	Central Gulf of Mexico	Main Pass Area	LA10	Royalties	NGL	Gas Plant Products	 $ 3,963,256.89
Federal Offshore	2010	Gulf of Mexico	Central Gulf of Mexico	Main Pass Area	LA10	Royalties	Oil	Condensate	 $ 5,347,109.76
Federal Offshore	2010	Gulf of Mexico	Central Gulf of Mexico	Main Pass Area	LA10	Royalties	Oil	Drip or Scrubber Condensate	 $ (911,880.16)
Federal Offshore	2010	Gulf of Mexico	Central Gulf of Mexico	Main Pass Area	LA10	Royalties	Oil	Inlet Scrubber	 $ 2,094.95
