State	Commodity	HS6	Year	Value	Share
WY	Other nonenergy minerals	283620	2012	872920000	0.606532
WY	Other nonenergy minerals	283620	2013	826090000	0.611634
WY	Other nonenergy minerals	283620	2014	890900000	0.507001
WY	Other nonenergy minerals	283620	2015	833420000	0.709895
WY	Other nonenergy minerals	280429	2012	4770000	0.0033150000000000002
WY	Other nonenergy minerals	280429	2013	5360000	0.003971
WY	Other nonenergy minerals	280429	2014	52540000	0.029901
WY	Other nonenergy minerals	280429	2015	61280000	0.05219699999999999
WY	Other nonenergy minerals	250810	2012	45870000	0.031875
WY	Other nonenergy minerals	250810	2013	46350000	0.034315000000000005
WY	Other nonenergy minerals	250810	2014	33170000	0.018876
WY	Other nonenergy minerals	250810	2015	34990000	0.029801
WY	Oil	271012	2012	35520000	0.024678
WY	Oil	271012	2013	44370000	0.032852
WY	Oil	271012	2014	45470000	0.025876999999999997
WY	Oil	271012	2015	16260000.000000002	0.013851
WY	Other nonenergy minerals	283630	2012	6210000	0.004314
WY	Other nonenergy minerals	283630	2013	7530000	0.005575
WY	Other nonenergy minerals	283630	2014	9800000	0.005575
WY	Other nonenergy minerals	283630	2015	9460000	0.008056
WY	Other nonenergy minerals	250840	2012	5210000	0.00362
WY	Other nonenergy minerals	250840	2013	6830000	0.005059
WY	Other nonenergy minerals	250840	2014	9960000	0.005667
WY	Other nonenergy minerals	250840	2015	9110000	0.007762
WY	Oil	271311	2012	6020000	0.004181000000000001
WY	Oil	271311	2013	8690000	0.0064329999999999995
WY	Oil	271311	2014	9100000	0.005177
WY	Oil	271311	2015	7930000	0.006754
WY	Other nonenergy minerals	283699	2012	3990000	0.0027700000000000003
WY	Other nonenergy minerals	283699	2013	3520000	0.002605
WY	Other nonenergy minerals	283699	2014	4530000	0.002577
WY	Other nonenergy minerals	283699	2015	3570000	0.003044
