Year	Company	Type	Government Reported	Company Reported	Variance Dollars	Variance Percent
2016	Arch Coal, Inc. 	Permit Fees	0	0	0	0
2016	Arch Coal, Inc. 	Renewables	0	0	0	0
2016	Arch Coal, Inc. 	AML Fees	34106552	34106552	0	0
2016	Arch Coal, Inc. 	OSMRE Civil Penalties	0	0	0	0
2016	Arch Coal, Inc. 	Corporate Income Tax	N/A	did not report	N/A	N/A
2016	Arena Energy, LLC	Royalties	59601092	59601092	0	0
2016	Arena Energy, LLC	Rents	968761	968761	0	0
2016	Arena Energy, LLC	Bonus	560000	560000	0	0
2016	Arena Energy, LLC	Other Revenue	1004278	1004278	0	0
2016	Arena Energy, LLC	Offshore Inspection Fee	2168800	2168800	0	0
2016	Arena Energy, LLC	ONRR Civil Penalties	80000	80000	0	0
2016	Arena Energy, LLC	Bonus & 1st Year Rental	0	0	0	0
2016	Arena Energy, LLC	Permit Fees	0	0	0	0
2016	Arena Energy, LLC	Renewables	0	0	0	0
2016	Arena Energy, LLC	AML Fees	0	0	0	0
2016	Arena Energy, LLC	OSMRE Civil Penalties	0	0	0	0
2016	Arena Energy, LLC	Corporate Income Tax	N/A	N/A	N/A	N/A
2016	BHP Billiton LTD	Royalties	169862626	208040223	-38177597	22.48
2016	BHP Billiton LTD	Rents	11162157	10918663	243494	2.18
2016	BHP Billiton LTD	Bonus	40220086	30295086	9925000	24.68
2016	BHP Billiton LTD	Other Revenue	14941480	1310	14940170	99.99
2016	BHP Billiton LTD	Offshore Inspection Fee	340000	340000	0	0
2016	BHP Billiton LTD	ONRR Civil Penalties	0	221	-221	100
2016	BHP Billiton LTD	Bonus & 1st Year Rental	82	82	0	0
2016	BHP Billiton LTD	Permit Fees	168056	168056	0	0
2016	BHP Billiton LTD	Renewables	0	0	0	0
2016	BHP Billiton LTD	AML Fees	677741	677741	0	0
2016	BHP Billiton LTD	OSMRE Civil Penalties	0	0	0	0
2016	BHP Billiton LTD	Corporate Income Tax	2644390	2666092	-21702	0.82
2016	BOPCO, LP	Royalties	37875857	did not participate	N/A	N/A
2016	BOPCO, LP	Rents	50945	did not participate	N/A	N/A
2016	BOPCO, LP	Bonus	0	did not participate	N/A	N/A
2016	BOPCO, LP	Other Revenue	34691	did not participate	N/A	N/A
2016	BOPCO, LP	Offshore Inspection Fee	0	did not participate	N/A	N/A
2016	BOPCO, LP	ONRR Civil Penalties	0	did not participate	N/A	N/A
2016	BOPCO, LP	Bonus & 1st Year Rental	0	did not participate	N/A	N/A
2016	BOPCO, LP	Permit Fees	167750	did not participate	N/A	N/A
2016	BOPCO, LP	Renewables	0	did not participate	N/A	N/A
2016	BOPCO, LP	AML Fees	0	did not participate	N/A	N/A
2016	BOPCO, LP	OSMRE Civil Penalties	0	did not participate	N/A	N/A
2016	BOPCO, LP	Corporate Income Tax	N/A	did not participate	N/A	N/A
2016	BP America	Royalties	481882126	480734249	1147877	0.24
2016	BP America	Rents	22247796	21107348	1140448	5.13
2016	BP America	Bonus	9453524	5616215	3837309	40.59
2016	BP America	Other Revenue	2599481	3690198	-1090717	41.96
2016	BP America	Offshore Inspection Fee	2724000	2726628	-2628	0.1
2016	BP America	ONRR Civil Penalties	0	0	0	0
2016	BP America	Bonus & 1st Year Rental	0	0	0	0
2016	BP America	Permit Fees	323090	180996	142094	43.98
2016	BP America	Renewables	0	0	0	0
2016	BP America	AML Fees	0	0	0	0
2016	BP America	OSMRE Civil Penalties	0	0	0	0
2016	BP America	Corporate Income Tax	-16571767	100316502	-116888269	705.35
2016	Chevron Corporation	Royalties	389992166	390329483	-337317	0.09
2016	Chevron Corporation	Rents	17823173	17816231	6942	0.04
2016	Chevron Corporation	Bonus	133248821	133248821	0	0
2016	Chevron Corporation	Other Revenue	-3936283	-3961553	25270	0.64
2016	Chevron Corporation	Offshore Inspection Fee	1787100	1787100	0	0
2016	Chevron Corporation	ONRR Civil Penalties	350000	350000	0	0
2016	Chevron Corporation	Bonus & 1st Year Rental	0	0	0	0
2016	Chevron Corporation	Permit Fees	199578	198578	1000	0.5
2016	Chevron Corporation	Renewables	0	0	0	0
2016	Chevron Corporation	AML Fees	0	0	0	0
2016	Chevron Corporation	OSMRE Civil Penalties	0	0	0	0
2016	Chevron Corporation	Corporate Income Tax	N/A	did not report	N/A	N/A
2016	Cimarex Energy Co.	Royalties	72283770	72283770	0	0
2016	Cimarex Energy Co.	Rents	32888	33812	-924	2.81
2016	Cimarex Energy Co.	Bonus	0	0	0	0
2016	Cimarex Energy Co.	Other Revenue	-1781323	-1782980	1657	0.09
2016	Cimarex Energy Co.	Offshore Inspection Fee	0	0	0	0
2016	Cimarex Energy Co.	ONRR Civil Penalties	0	0	0	0
2016	Cimarex Energy Co.	Bonus & 1st Year Rental	179920	180220	-300	0.17
2016	Cimarex Energy Co.	Permit Fees	178770	188000	-9230	5.16
2016	Cimarex Energy Co.	Renewables	0	0	0	0
2016	Cimarex Energy Co.	AML Fees	0	0	0	0
2016	Cimarex Energy Co.	OSMRE Civil Penalties	0	0	0	0
2016	Cimarex Energy Co.	Corporate Income Tax	0	0	0	0
2016	Cloud Peak Energy Resources, LLC	Royalties	112318349	112318349	0	0
2016	Cloud Peak Energy Resources, LLC	Rents	100997	100997	0	0
2016	Cloud Peak Energy Resources, LLC	Bonus	69406946	69406946	0	0
2016	Cloud Peak Energy Resources, LLC	Other Revenue	0	0	0	0
2016	Cloud Peak Energy Resources, LLC	Offshore Inspection Fee	0	0	0	0
2016	Cloud Peak Energy Resources, LLC	ONRR Civil Penalties	0	0	0	0
2016	Cloud Peak Energy Resources, LLC	Bonus & 1st Year Rental	0	0	0	0
2016	Cloud Peak Energy Resources, LLC	Permit Fees	221088	220228	860	0.39
2016	Cloud Peak Energy Resources, LLC	Renewables	0	0	0	0
2016	Cloud Peak Energy Resources, LLC	AML Fees	22197745	22197745	0	0
2016	Cloud Peak Energy Resources, LLC	OSMRE Civil Penalties	0	0	0	0
2016	Cloud Peak Energy Resources, LLC	Corporate Income Tax	9806299	9806299	0	0
2016	Concho Resources, Inc. 	Royalties	89356972	did not participate	N/A	N/A
2016	Concho Resources, Inc. 	Rents	92849	did not participate	N/A	N/A
2016	Concho Resources, Inc. 	Bonus	0	did not participate	N/A	N/A
2016	Concho Resources, Inc. 	Other Revenue	-705346	did not participate	N/A	N/A
2016	Concho Resources, Inc. 	Offshore Inspection Fee	0	did not participate	N/A	N/A
2016	Concho Resources, Inc. 	ONRR Civil Penalties	0	did not participate	N/A	N/A
2016	Concho Resources, Inc. 	Bonus & 1st Year Rental	23256000	did not participate	N/A	N/A
2016	Concho Resources, Inc. 	Permit Fees	680115	did not participate	N/A	N/A
2016	Concho Resources, Inc. 	Renewables	0	did not participate	N/A	N/A
2016	Concho Resources, Inc. 	AML Fees	0	did not participate	N/A	N/A
2016	Concho Resources, Inc. 	OSMRE Civil Penalties	0	did not participate	N/A	N/A
2016	Concho Resources, Inc. 	Corporate Income Tax	N/A	did not participate	N/A	N/A
2016	ConocoPhillips	Royalties	155308934	155310033	-1099	0
2016	ConocoPhillips	Rents	22797376	22686512	110864	0.49
2016	ConocoPhillips	Bonus	30435859	30362934	72925	0.24
2016	ConocoPhillips	Other Revenue	-7460211	-7463497	3286	0.04
2016	ConocoPhillips	Offshore Inspection Fee	108500	131361	-22861	21.07
2016	ConocoPhillips	ONRR Civil Penalties	0	0	0	0
2016	ConocoPhillips	Bonus & 1st Year Rental	497462	497462	0	0
2016	ConocoPhillips	Permit Fees	555040	590510	-35470	6.39
2016	ConocoPhillips	Renewables	0	0	0	0
2016	ConocoPhillips	AML Fees	0	0	0	0
2016	ConocoPhillips	OSMRE Civil Penalties	0	0	0	0
2016	ConocoPhillips	Corporate Income Tax	N/A	did not report	N/A	N/A
2016	Continental Resources, Inc. 	Royalties	36469094	did not participate	N/A	N/A
2016	Continental Resources, Inc. 	Rents	53445	did not participate	N/A	N/A
2016	Continental Resources, Inc. 	Bonus	0	did not participate	N/A	N/A
2016	Continental Resources, Inc. 	Other Revenue	894448	did not participate	N/A	N/A
2016	Continental Resources, Inc. 	Offshore Inspection Fee	0	did not participate	N/A	N/A
2016	Continental Resources, Inc. 	ONRR Civil Penalties	0	did not participate	N/A	N/A
2016	Continental Resources, Inc. 	Bonus & 1st Year Rental	75000	did not participate	N/A	N/A
2016	Continental Resources, Inc. 	Permit Fees	513875	did not participate	N/A	N/A
2016	Continental Resources, Inc. 	Renewables	0	did not participate	N/A	N/A
2016	Continental Resources, Inc. 	AML Fees	0	did not participate	N/A	N/A
2016	Continental Resources, Inc. 	OSMRE Civil Penalties	0	did not participate	N/A	N/A
2016	Continental Resources, Inc. 	Corporate Income Tax	N/A	did not participate	N/A	N/A
2016	Devon Energy Corporation	Royalties	123899212	122681650	1217562	0.98
2016	Devon Energy Corporation	Rents	100547	116024	-15477	15.39
2016	Devon Energy Corporation	Bonus	0	0	0	0
2016	Devon Energy Corporation	Other Revenue	-429734	-373041	-56693	13.19
2016	Devon Energy Corporation	Offshore Inspection Fee	0	0	0	0
2016	Devon Energy Corporation	ONRR Civil Penalties	0	0	0	0
2016	Devon Energy Corporation	Bonus & 1st Year Rental	1183360	1183360	0	0
2016	Devon Energy Corporation	Permit Fees	1508440	1431315	77125	5.11
2016	Devon Energy Corporation	Renewables	0	0	0	0
2016	Devon Energy Corporation	AML Fees	0	0	0	0
2016	Devon Energy Corporation	OSMRE Civil Penalties	0	0	0	0
2016	Devon Energy Corporation	Corporate Income Tax	N/A	did not report	N/A	N/A
2016	Encana Corporation	Royalties	38655206	did not participate	N/A	N/A
2016	Encana Corporation	Rents	751086	did not participate	N/A	N/A
2016	Encana Corporation	Bonus	0	did not participate	N/A	N/A
2016	Encana Corporation	Other Revenue	988968	did not participate	N/A	N/A
2016	Encana Corporation	Offshore Inspection Fee	0	did not participate	N/A	N/A
2016	Encana Corporation	ONRR Civil Penalties	0	did not participate	N/A	N/A
2016	Encana Corporation	Bonus & 1st Year Rental	0	did not participate	N/A	N/A
2016	Encana Corporation	Permit Fees	465730	did not participate	N/A	N/A
2016	Encana Corporation	Renewables	0	did not participate	N/A	N/A
2016	Encana Corporation	AML Fees	0	did not participate	N/A	N/A
2016	Encana Corporation	OSMRE Civil Penalties	0	did not participate	N/A	N/A
2016	Encana Corporation	Corporate Income Tax	N/A	did not participate	N/A	N/A
2016	Energy XXI	Royalties	76505994	did not participate	N/A	N/A
2016	Energy XXI	Rents	376404	did not participate	N/A	N/A
2016	Energy XXI	Bonus	0	did not participate	N/A	N/A
2016	Energy XXI	Other Revenue	-223365	did not participate	N/A	N/A
2016	Energy XXI	Offshore Inspection Fee	183700	did not participate	N/A	N/A
2016	Energy XXI	ONRR Civil Penalties	75000	did not participate	N/A	N/A
2016	Energy XXI	Bonus & 1st Year Rental	0	did not participate	N/A	N/A
2016	Energy XXI	Permit Fees	0	did not participate	N/A	N/A
2016	Energy XXI	Renewables	0	did not participate	N/A	N/A
2016	Energy XXI	AML Fees	0	did not participate	N/A	N/A
2016	Energy XXI	OSMRE Civil Penalties	0	did not participate	N/A	N/A
2016	Energy XXI	Corporate Income Tax	N/A	did not participate	N/A	N/A
2016	ENI Petroleum	Royalties	46188658	46204386	-15728	0.03
2016	ENI Petroleum	Rents	4441585	4464090	-22505	0.51
2016	ENI Petroleum	Bonus	0	0	0	0
2016	ENI Petroleum	Other Revenue	-1849312	-1885211	35899	1.94
2016	ENI Petroleum	Offshore Inspection Fee	199700	199700	0	0
2016	ENI Petroleum	ONRR Civil Penalties	0	0	0	0
2016	ENI Petroleum	Bonus & 1st Year Rental	0	0	0	0
2016	ENI Petroleum	Permit Fees	0	0	0	0
2016	ENI Petroleum	Renewables	0	0	0	0
2016	ENI Petroleum	AML Fees	0	0	0	0
2016	ENI Petroleum	OSMRE Civil Penalties	0	0	0	0
2016	ENI Petroleum	Corporate Income Tax	N/A	0	NaN	N/A
2016	EOG Resources, Inc. 	Royalties	51206351	did not participate	N/A	N/A
2016	EOG Resources, Inc. 	Rents	312058	did not participate	N/A	N/A
2016	EOG Resources, Inc. 	Bonus	0	did not participate	N/A	N/A
2016	EOG Resources, Inc. 	Other Revenue	-1368502	did not participate	N/A	N/A
2016	EOG Resources, Inc. 	Offshore Inspection Fee	0	did not participate	N/A	N/A
2016	EOG Resources, Inc. 	ONRR Civil Penalties	0	did not participate	N/A	N/A
2016	EOG Resources, Inc. 	Bonus & 1st Year Rental	0	did not participate	N/A	N/A
2016	EOG Resources, Inc. 	Permit Fees	1353270	did not participate	N/A	N/A
2016	EOG Resources, Inc. 	Renewables	0	did not participate	N/A	N/A
2016	EOG Resources, Inc. 	AML Fees	0	did not participate	N/A	N/A
2016	EOG Resources, Inc. 	OSMRE Civil Penalties	0	did not participate	N/A	N/A
2016	EOG Resources, Inc. 	Corporate Income Tax	N/A	did not participate	N/A	N/A
2016	EPL Oil & Gas, Inc. 	Royalties	71094372	did not participate	N/A	N/A
2016	EPL Oil & Gas, Inc. 	Rents	944430	did not participate	N/A	N/A
2016	EPL Oil & Gas, Inc. 	Bonus	0	did not participate	N/A	N/A
2016	EPL Oil & Gas, Inc. 	Other Revenue	-6686008	did not participate	N/A	N/A
2016	EPL Oil & Gas, Inc. 	Offshore Inspection Fee	251100	did not participate	N/A	N/A
2016	EPL Oil & Gas, Inc. 	ONRR Civil Penalties	190000	did not participate	N/A	N/A
2016	EPL Oil & Gas, Inc. 	Bonus & 1st Year Rental	0	did not participate	N/A	N/A
2016	EPL Oil & Gas, Inc. 	Permit Fees	0	did not participate	N/A	N/A
2016	EPL Oil & Gas, Inc. 	Renewables	0	did not participate	N/A	N/A
2016	EPL Oil & Gas, Inc. 	AML Fees	0	did not participate	N/A	N/A
2016	EPL Oil & Gas, Inc. 	OSMRE Civil Penalties	0	did not participate	N/A	N/A
2016	EPL Oil & Gas, Inc. 	Corporate Income Tax	N/A	did not participate	N/A	N/A
2016	ExxonMobil Corporation	Royalties	245256815	247650767	-2393952	0.98
2016	ExxonMobil Corporation	Rents	10187493	11596564	-1409071	13.83
2016	ExxonMobil Corporation	Bonus	52950650	52950650	0	0
2016	ExxonMobil Corporation	Other Revenue	14920601	3688601	11232000	75.28
2016	ExxonMobil Corporation	Offshore Inspection Fee	541000	541113	-113	0.02
2016	ExxonMobil Corporation	ONRR Civil Penalties	75000	75000	0	0
2016	ExxonMobil Corporation	Bonus & 1st Year Rental	0	0	0	0
2016	ExxonMobil Corporation	Permit Fees	803910	803910	0	0
2016	ExxonMobil Corporation	Renewables	0	0	0	0
2016	ExxonMobil Corporation	AML Fees	0	0	0	0
2016	ExxonMobil Corporation	OSMRE Civil Penalties	0	0	0	0
2016	ExxonMobil Corporation	Corporate Income Tax	N/A	did not report	N/A	N/A
2016	Fieldwood Energy LLC	Royalties	237439549	did not participate	N/A	N/A
2016	Fieldwood Energy LLC	Rents	4404507	did not participate	N/A	N/A
2016	Fieldwood Energy LLC	Bonus	1330704	did not participate	N/A	N/A
2016	Fieldwood Energy LLC	Other Revenue	-12341727	did not participate	N/A	N/A
2016	Fieldwood Energy LLC	Offshore Inspection Fee	14506500	did not participate	N/A	N/A
2016	Fieldwood Energy LLC	ONRR Civil Penalties	1727000	did not participate	N/A	N/A
2016	Fieldwood Energy LLC	Bonus & 1st Year Rental	0	did not participate	N/A	N/A
2016	Fieldwood Energy LLC	Permit Fees	0	did not participate	N/A	N/A
2016	Fieldwood Energy LLC	Renewables	0	did not participate	N/A	N/A
2016	Fieldwood Energy LLC	AML Fees	0	did not participate	N/A	N/A
2016	Fieldwood Energy LLC	OSMRE Civil Penalties	0	did not participate	N/A	N/A
2016	Fieldwood Energy LLC	Corporate Income Tax	N/A	N/A	N/A	N/A
2016	Freeport-McMoRan Inc.	Royalties	151167910	150499060	668850	0.44
2016	Freeport-McMoRan Inc.	Rents	4515203	4532826	-17623	0.39
2016	Freeport-McMoRan Inc.	Bonus	41808040	41808026	14	0
2016	Freeport-McMoRan Inc.	Other Revenue	1100708	1092681	8027	0.73
2016	Freeport-McMoRan Inc.	Offshore Inspection Fee	3401600	3401600	0	0
2016	Freeport-McMoRan Inc.	ONRR Civil Penalties	0	0	0	0
2016	Freeport-McMoRan Inc.	Bonus & 1st Year Rental	0	0	0	0
2016	Freeport-McMoRan Inc.	Permit Fees	2702738	2733772	-31034	1.15
2016	Freeport-McMoRan Inc.	Renewables	0	0	0	0
2016	Freeport-McMoRan Inc.	AML Fees	0	0	0	0
2016	Freeport-McMoRan Inc.	OSMRE Civil Penalties	0	0	0	0
2016	Freeport-McMoRan Inc.	Corporate Income Tax	N/A	-160013413	NaN	N/A
2016	Hess Corporation	Royalties	121879024	121879890	-866	0
2016	Hess Corporation	Rents	2289484	2320328	-30844	1.35
2016	Hess Corporation	Bonus	8292948	8295948	-3000	0.04
2016	Hess Corporation	Other Revenue	461116	464102	-2986	0.65
2016	Hess Corporation	Offshore Inspection Fee	398500	398500	0	0
2016	Hess Corporation	ONRR Civil Penalties	0	0	0	0
2016	Hess Corporation	Bonus & 1st Year Rental	0	0	0	0
2016	Hess Corporation	Permit Fees	266260	266260	0	0
2016	Hess Corporation	Renewables	0	0	0	0
2016	Hess Corporation	AML Fees	0	0	0	0
2016	Hess Corporation	OSMRE Civil Penalties	0	0	0	0
2016	Hess Corporation	Corporate Income Tax	N/A	did not report	N/A	N/A
2016	Jonah Energy LLC	Royalties	57211659	did not participate	N/A	N/A
2016	Jonah Energy LLC	Rents	62494	did not participate	N/A	N/A
2016	Jonah Energy LLC	Bonus	0	did not participate	N/A	N/A
2016	Jonah Energy LLC	Other Revenue	-4716108	did not participate	N/A	N/A
2016	Jonah Energy LLC	Offshore Inspection Fee	0	did not participate	N/A	N/A
2016	Jonah Energy LLC	ONRR Civil Penalties	0	did not participate	N/A	N/A
2016	Jonah Energy LLC	Bonus & 1st Year Rental	0	did not participate	N/A	N/A
2016	Jonah Energy LLC	Permit Fees	633960	did not participate	N/A	N/A
2016	Jonah Energy LLC	Renewables	0	did not participate	N/A	N/A
2016	Jonah Energy LLC	AML Fees	0	did not participate	N/A	N/A
2016	Jonah Energy LLC	OSMRE Civil Penalties	0	did not participate	N/A	N/A
2016	Jonah Energy LLC	Corporate Income Tax	N/A	did not participate	N/A	N/A
2016	Linn Energy, LLC	Royalties	53783298	did not participate	N/A	N/A
2016	Linn Energy, LLC	Rents	141294	did not participate	N/A	N/A
2016	Linn Energy, LLC	Bonus	0	did not participate	N/A	N/A
2016	Linn Energy, LLC	Other Revenue	2614438	did not participate	N/A	N/A
2016	Linn Energy, LLC	Offshore Inspection Fee	0	did not participate	N/A	N/A
2016	Linn Energy, LLC	ONRR Civil Penalties	0	did not participate	N/A	N/A
2016	Linn Energy, LLC	Bonus & 1st Year Rental	0	did not participate	N/A	N/A
2016	Linn Energy, LLC	Permit Fees	239263	did not participate	N/A	N/A
2016	Linn Energy, LLC	Renewables	0	did not participate	N/A	N/A
2016	Linn Energy, LLC	AML Fees	0	did not participate	N/A	N/A
2016	Linn Energy, LLC	OSMRE Civil Penalties	0	did not participate	N/A	N/A
2016	Linn Energy, LLC	Corporate Income Tax	N/A	did not participate	N/A	N/A
2016	LLOG Exploration Company LLC	Royalties	142476680	did not participate	N/A	N/A
2016	LLOG Exploration Company LLC	Rents	4964836	did not participate	N/A	N/A
2016	LLOG Exploration Company LLC	Bonus	4952164	did not participate	N/A	N/A
2016	LLOG Exploration Company LLC	Other Revenue	2636690	did not participate	N/A	N/A
2016	LLOG Exploration Company LLC	Offshore Inspection Fee	939000	did not participate	N/A	N/A
2016	LLOG Exploration Company LLC	ONRR Civil Penalties	0	did not participate	N/A	N/A
2016	LLOG Exploration Company LLC	Bonus & 1st Year Rental	0	did not participate	N/A	N/A
2016	LLOG Exploration Company LLC	Permit Fees	0	did not participate	N/A	N/A
2016	LLOG Exploration Company LLC	Renewables	0	did not participate	N/A	N/A
2016	LLOG Exploration Company LLC	AML Fees	0	did not participate	N/A	N/A
2016	LLOG Exploration Company LLC	OSMRE Civil Penalties	0	did not participate	N/A	N/A
2016	LLOG Exploration Company LLC	Corporate Income Tax	N/A	did not participate	N/A	N/A
2016	Marathon Oil Company	Royalties	52388973	52348305	40668	0.08
2016	Marathon Oil Company	Rents	3716777	3717446	-669	0.02
2016	Marathon Oil Company	Bonus	5635636	5635636	0	0
2016	Marathon Oil Company	Other Revenue	33994	34115	-121	0.36
2016	Marathon Oil Company	Offshore Inspection Fee	367000	367000	0	0
2016	Marathon Oil Company	ONRR Civil Penalties	-40000	0	-40000	100
2016	Marathon Oil Company	Bonus & 1st Year Rental	0	0	0	0
2016	Marathon Oil Company	Permit Fees	332730	332500	230	0.07
2016	Marathon Oil Company	Renewables	0	0	0	0
2016	Marathon Oil Company	AML Fees	0	0	0	0
2016	Marathon Oil Company	OSMRE Civil Penalties	0	0	0	0
2016	Marathon Oil Company	Corporate Income Tax	N/A	did not report	N/A	N/A
2016	Murphy Oil USA Inc. 	Royalties	21880568	did not participate	N/A	N/A
2016	Murphy Oil USA Inc. 	Rents	5076445	did not participate	N/A	N/A
2016	Murphy Oil USA Inc. 	Bonus	24198856	did not participate	N/A	N/A
2016	Murphy Oil USA Inc. 	Other Revenue	-639459	did not participate	N/A	N/A
2016	Murphy Oil USA Inc. 	Offshore Inspection Fee	649500	did not participate	N/A	N/A
2016	Murphy Oil USA Inc. 	ONRR Civil Penalties	0	did not participate	N/A	N/A
2016	Murphy Oil USA Inc. 	Bonus & 1st Year Rental	0	did not participate	N/A	N/A
2016	Murphy Oil USA Inc. 	Permit Fees	0	did not participate	N/A	N/A
2016	Murphy Oil USA Inc. 	Renewables	0	did not participate	N/A	N/A
2016	Murphy Oil USA Inc. 	AML Fees	0	did not participate	N/A	N/A
2016	Murphy Oil USA Inc. 	OSMRE Civil Penalties	0	did not participate	N/A	N/A
2016	Murphy Oil USA Inc. 	Corporate Income Tax	N/A	did not participate	N/A	N/A
2016	Noble Energy, Inc. 	Royalties	40943600	40989063	-45463	0.11
2016	Noble Energy, Inc. 	Rents	4276995	4300998	-24003	0.56
2016	Noble Energy, Inc. 	Bonus	0	0	0	0
2016	Noble Energy, Inc. 	Other Revenue	-24086	1667	-25753	106.92
2016	Noble Energy, Inc. 	Offshore Inspection Fee	275500	275500	0	0
2016	Noble Energy, Inc. 	ONRR Civil Penalties	0	0	0	0
2016	Noble Energy, Inc. 	Bonus & 1st Year Rental	0	0	0	0
2016	Noble Energy, Inc. 	Permit Fees	332500	332760	-260	0.08
2016	Noble Energy, Inc. 	Renewables	0	0	0	0
2016	Noble Energy, Inc. 	AML Fees	0	0	0	0
2016	Noble Energy, Inc. 	OSMRE Civil Penalties	0	0	0	0
2016	Noble Energy, Inc. 	Corporate Income Tax	N/A	did not report	N/A	N/A
2016	Oxy USA, Inc. 	Royalties	52139320	did not participate	N/A	N/A
2016	Oxy USA, Inc. 	Rents	261966	did not participate	N/A	N/A
2016	Oxy USA, Inc. 	Bonus	0	did not participate	N/A	N/A
2016	Oxy USA, Inc. 	Other Revenue	127379	did not participate	N/A	N/A
2016	Oxy USA, Inc. 	Offshore Inspection Fee	0	did not participate	N/A	N/A
2016	Oxy USA, Inc. 	ONRR Civil Penalties	0	did not participate	N/A	N/A
2016	Oxy USA, Inc. 	Bonus & 1st Year Rental	0	did not participate	N/A	N/A
2016	Oxy USA, Inc. 	Permit Fees	289520	did not participate	N/A	N/A
2016	Oxy USA, Inc. 	Renewables	0	did not participate	N/A	N/A
2016	Oxy USA, Inc. 	AML Fees	0	did not participate	N/A	N/A
2016	Oxy USA, Inc. 	OSMRE Civil Penalties	0	did not participate	N/A	N/A
2016	Oxy USA, Inc. 	Corporate Income Tax	N/A	did not participate	N/A	N/A
2016	Peabody Energy Corporation	Royalties	225793399	225594179	199220	0.09
2016	Peabody Energy Corporation	Rents	190534	190534	0	0
2016	Peabody Energy Corporation	Bonus	277177576	277177576	0	0
2016	Peabody Energy Corporation	Other Revenue	1095	0	1095	100
2016	Peabody Energy Corporation	Offshore Inspection Fee	0	0	0	0
2016	Peabody Energy Corporation	ONRR Civil Penalties	0	0	0	0
2016	Peabody Energy Corporation	Bonus & 1st Year Rental	0	0	0	0
2016	Peabody Energy Corporation	Permit Fees	85136	85316	-180	0.21
2016	Peabody Energy Corporation	Renewables	0	0	0	0
2016	Peabody Energy Corporation	AML Fees	48411042	48267960	143082	0.3
2016	Peabody Energy Corporation	OSMRE Civil Penalties	3420	5630	-2210	64.62
2016	Peabody Energy Corporation	Corporate Income Tax	N/A	did not report	N/A	N/A
