CY	State/Offshore Region	Offshore Area	Revenue Type	Commodity	 Product 	 Royalty/Revenue 
2006	Gulf of Mexico	Main Pass	Other Roy Vals	Gas	 Unprocessed (Wet) Gas 	 $ 9,315.04 
2006	Gulf of Mexico	Main Pass	Other Roy Vals	Oil	 Condensate 	 $ (2,644.30)
2006	Gulf of Mexico	Main Pass	Other Roy Vals	Oil	 Oil 	 $ (185,048.22)
2006	Gulf of Mexico	Main Pass	Other Roy Vals	Oil & Gas		 $ (3,949,283.03)
2006	Gulf of Mexico	Main Pass	Other Roy Vols	Oil	 Oil 	 $ -   
2006	Gulf of Mexico	Main Pass	Rents	Oil and Gas		 $ 669,313.53 
2006	Gulf of Mexico	Main Pass	Royalties	Gas	 Fuel Gas 	 $ 176,266.77 
2006	Gulf of Mexico	Main Pass	Royalties	Gas	 Processed (Residue) Gas 	 $ 36,650,950.87 
2006	Gulf of Mexico	Main Pass	Royalties	Gas	 Unprocessed (Wet) Gas 	 $ 32,766,715.85 
2006	Gulf of Mexico	Main Pass	Royalties	NGL	 Gas Plant Products 	 $ 2,653,750.20 
2006	Gulf of Mexico	Main Pass	Royalties	Oil	 Condensate 	 $ 4,225,715.01 
2006	Gulf of Mexico	Main Pass	Royalties	Oil	 Drip or Scrubber Condensate 	 $ 13,280.17 
2006	Gulf of Mexico	Main Pass	Royalties	Oil	 Inlet Scrubber 	 $ 473.09 
2006	Gulf of Mexico	Main Pass	Royalties	Oil	 Oil 	 $ 83,924,987.16 
2006	Gulf of Mexico	Main Pass Se	Bonus	Oil and Gas		 $ 2,143,761.28 
2006	Gulf of Mexico	Main Pass Se	Other Revenues	Oil & Gas		 $ 87,556.16 
2006	Gulf of Mexico	Main Pass Se	Other Roy Vals	Oil	 Condensate 	 $ (6,617.99)
2006	Gulf of Mexico	Main Pass Se	Other Roy Vals	Oil	 Oil 	 $ (3,170.20)
2006	Gulf of Mexico	Main Pass Se	Other Roy Vals	Oil & Gas		 $ (2,349,706.43)
2006	Gulf of Mexico	Main Pass Se	Other Roy Vols	Oil	 Oil 	 $ -   
2006	Gulf of Mexico	Main Pass Se	Rents	Oil and Gas		 $ 1,570,114.69 
2006	Gulf of Mexico	Main Pass Se	Royalties	Gas	 Flash Gas 	 $ 109,802.57 
2006	Gulf of Mexico	Main Pass Se	Royalties	Gas	 Processed (Residue) Gas 	 $ 24,464,345.10 
2006	Gulf of Mexico	Main Pass Se	Royalties	Gas	 Unprocessed (Wet) Gas 	 $ 23,946,546.94 
2006	Gulf of Mexico	Main Pass Se	Royalties	NGL	 Gas Plant Products 	 $ 4,629,201.71 
2006	Gulf of Mexico	Main Pass Se	Royalties	Oil	 Condensate 	 $ 2,716,638.00 
2006	Gulf of Mexico	Main Pass Se	Royalties	Oil	 Drip or Scrubber Condensate 	 $ 28,025.77 
2006	Gulf of Mexico	Main Pass Se	Royalties	Oil	 Inlet Scrubber 	 $ 1,763.53 
2006	Gulf of Mexico	Main Pass Se	Royalties	Oil	 Oil 	 $ 80,939,604.33 
2006	Gulf of Mexico	Matagorda	Bonus	Oil and Gas		 $ 313,446.00 
2006	Gulf of Mexico	Matagorda	Rents	Oil and Gas		 $ 69,656.25 
2006	Gulf of Mexico	Matagorda I	Bonus	Oil and Gas		 $ 9,487,770.00 
2006	Gulf of Mexico	Matagorda I	Other Revenues	Oil & Gas		 $ 14,504.47 
2006	Gulf of Mexico	Matagorda I	Other Roy Vals	Oil & Gas		 $ (846,068.18)
2006	Gulf of Mexico	Matagorda I	Rents	Oil and Gas		 $ 1,050,403.75 
2006	Gulf of Mexico	Matagorda I	Royalties	Gas	 Flash Gas 	 $ 890.27 
2006	Gulf of Mexico	Matagorda I	Royalties	Gas	 Processed (Residue) Gas 	 $ 12,927,220.95 
2006	Gulf of Mexico	Matagorda I	Royalties	Gas	 Unprocessed (Wet) Gas 	 $ 50,022,772.97 
2006	Gulf of Mexico	Matagorda I	Royalties	Oil	 Condensate 	 $ 1,858,431.76 
2006	Gulf of Mexico	Matagorda I	Royalties	Oil	 Drip or Scrubber Condensate 	 $ 340,200.28 
2006	Gulf of Mexico	Matagorda I	Royalties	Oil	 Oil 	 $ 405,526.30 
2006	Gulf of Mexico	Miss Canyon	Bonus	Oil and Gas		 $ 94,605,238.00 
2006	Gulf of Mexico	Miss Canyon	Other Revenues	Oil & Gas		 $ 819,224.21 
2006	Gulf of Mexico	Miss Canyon	Other Roy Vals	Oil	 Condensate 	 $ 309.84 
2006	Gulf of Mexico	Miss Canyon	Other Roy Vals	Oil	 Oil 	 $ (3,473,637.03)
2006	Gulf of Mexico	Miss Canyon	Other Roy Vals	Oil & Gas		 $ (17,241,268.70)
2006	Gulf of Mexico	Miss Canyon	Other Roy Vols	Gas	 Flash Gas 	 $ -   
2006	Gulf of Mexico	Miss Canyon	Other Roy Vols	Gas	 Processed (Residue) Gas 	 $ -   
2006	Gulf of Mexico	Miss Canyon	Other Roy Vols	Gas	 Unprocessed (Wet) Gas 	 $ -   
2006	Gulf of Mexico	Miss Canyon	Other Roy Vols	NGL	 Gas Plant Products 	 $ -   
2006	Gulf of Mexico	Miss Canyon	Other Roy Vols	Oil	 Condensate 	 $ -   
2006	Gulf of Mexico	Miss Canyon	Other Roy Vols	Oil	 Drip or Scrubber Condensate 	 $ -   
2006	Gulf of Mexico	Miss Canyon	Other Roy Vols	Oil	 Inlet Scrubber 	 $ -   
2006	Gulf of Mexico	Miss Canyon	Other Roy Vols	Oil	 Oil 	 $ -   
2006	Gulf of Mexico	Miss Canyon	Other Roy Vols	Oil	 Other Liquid Hydrocarbons 	 $ -   
2006	Gulf of Mexico	Miss Canyon	Rents	Oil and Gas		 $ 20,873,429.94 
2006	Gulf of Mexico	Miss Canyon	Royalties	Gas	 Flash Gas 	 $ (612,662.30)
2006	Gulf of Mexico	Miss Canyon	Royalties	Gas	 Fuel Gas 	 $ 28,542.07 
2006	Gulf of Mexico	Miss Canyon	Royalties	Gas	 Processed (Residue) Gas 	 $ 278,365,540.29 
2006	Gulf of Mexico	Miss Canyon	Royalties	Gas	 Unprocessed (Wet) Gas 	 $ 81,782,422.13 
2006	Gulf of Mexico	Miss Canyon	Royalties	NGL	 Gas Plant Products 	 $ 29,831,333.13 
2006	Gulf of Mexico	Miss Canyon	Royalties	Oil	 Condensate 	 $ 25,518,901.59 
2006	Gulf of Mexico	Miss Canyon	Royalties	Oil	 Drip or Scrubber Condensate 	 $ 146,826.91 
2006	Gulf of Mexico	Miss Canyon	Royalties	Oil	 Inlet Scrubber 	 $ 12,926.17 
2006	Gulf of Mexico	Miss Canyon	Royalties	Oil	 Oil 	 $ 939,554,206.16 
2006	Gulf of Mexico	Mobile	Bonus	Oil and Gas		 $ 1,025,950.00 
2006	Gulf of Mexico	Mobile	Other Revenues	Oil & Gas		 $ (239,256.05)
2006	Gulf of Mexico	Mobile	Other Roy Vals	Oil & Gas		 $ 681,357.05 
2006	Gulf of Mexico	Mobile	Rents	Oil and Gas		 $ 597,537.50 
2006	Gulf of Mexico	Mobile	Royalties	Gas	 Processed (Residue) Gas 	 $ 38,483,858.67 
2006	Gulf of Mexico	Mobile	Royalties	Gas	 Unprocessed (Wet) Gas 	 $ 60,860,833.72 
2006	Gulf of Mexico	Mobile	Royalties	NGL	 Gas Plant Products 	 $ 1,732,499.12 
2006	Gulf of Mexico	Mobile	Royalties	Oil	 Condensate 	 $ 16,903.67 
2006	Gulf of Mexico	Mobile	Royalties	Oil	 Drip or Scrubber Condensate 	 $ -   
2006	Gulf of Mexico	Mobile	Royalties	Oil	 Oil 	 $ (3,282.98)
2006	Gulf of Mexico	Mobile	Royalties	Oil	 Other Liquid Hydrocarbons 	 $ 13,735.85 
2006	Gulf of Mexico	Mobile	Royalties	Other	 Sulfur 	 $ 10,351.98 
2006	Gulf of Mexico	Mustang E Ad	Bonus	Oil and Gas		 $ 1,372,591.00 
2006	Gulf of Mexico	Mustang E Ad	Other Revenues	Oil & Gas		 $ 28,800.00 
2006	Gulf of Mexico	Mustang E Ad	Other Roy Vals	Oil & Gas		 $ 120,000.00 
2006	Gulf of Mexico	Mustang E Ad	Rents	Oil and Gas		 $ 363,045.00 
2006	Gulf of Mexico	Mustang E Ad	Royalties	Gas	 Flash Gas 	 $ 1,045.79 
2006	Gulf of Mexico	Mustang E Ad	Royalties	Gas	 Processed (Residue) Gas 	 $ (307,141.02)
2006	Gulf of Mexico	Mustang E Ad	Royalties	Gas	 Unprocessed (Wet) Gas 	 $ 3,359,902.48 
2006	Gulf of Mexico	Mustang E Ad	Royalties	NGL	 Gas Plant Products 	 $ 6,829.88 
2006	Gulf of Mexico	Mustang E Ad	Royalties	Oil	 Condensate 	 $ 80,965.13 
2006	Gulf of Mexico	Mustang I	Bonus	Oil and Gas		 $ 7,617,620.00 
2006	Gulf of Mexico	Mustang I	Other Revenues	Oil & Gas		 $ 52,604.00 
2006	Gulf of Mexico	Mustang I	Other Roy Vals	Oil & Gas		 $ (925,325.00)
2006	Gulf of Mexico	Mustang I	Rents	Oil and Gas		 $ 1,169,071.25 
2006	Gulf of Mexico	Mustang I	Royalties	Gas	 Flash Gas 	 $ (9,993.32)
2006	Gulf of Mexico	Mustang I	Royalties	Gas	 Processed (Residue) Gas 	 $ 178,136.22 
2006	Gulf of Mexico	Mustang I	Royalties	Gas	 Unprocessed (Wet) Gas 	 $ 16,938,516.36 
2006	Gulf of Mexico	Mustang I	Royalties	NGL	 Gas Plant Products 	 $ 30,434.72 
2006	Gulf of Mexico	Mustang I	Royalties	Oil	 Condensate 	 $ 265,973.66 
2006	Gulf of Mexico	Mustang I	Royalties	Oil	 Oil 	 $ 5,298,574.59 
2006	Gulf of Mexico	N Padre E	Bonus	Oil and Gas		 $ 2,904,065.00 
2006	Gulf of Mexico	N Padre E	Other Roy Vals	Oil & Gas		 $ 100,000.00 
2006	Gulf of Mexico	N Padre E	Rents	Oil and Gas		 $ 734,400.00 
2006	Gulf of Mexico	N Padre E	Royalties	Gas	 Flash Gas 	 $ 2,364.37 
2006	Gulf of Mexico	N Padre E	Royalties	Gas	 Processed (Residue) Gas 	 $ 237,710.32 
2006	Gulf of Mexico	N Padre E	Royalties	Gas	 Unprocessed (Wet) Gas 	 $ 17,706,041.16 
2006	Gulf of Mexico	N Padre E	Royalties	Oil	 Condensate 	 $ 54,146.62 
2006	Gulf of Mexico	N Padre I	Bonus	Oil and Gas		 $ 1,100,453.00 
2006	Gulf of Mexico	N Padre I	Rents	Oil and Gas		 $ 255,015.00 
2006	Gulf of Mexico	N Padre I	Royalties	Gas	 Unprocessed (Wet) Gas 	 $ 1,548,857.86 
2006	Gulf of Mexico	N Padre I	Royalties	Oil	 Condensate 	 $ 2,506.38 
2006	Gulf of Mexico	Pensacola	Other Roy Vals	Oil & Gas		 $ 3,000.00 
2006	Gulf of Mexico	Pensacola	Rents	Oil and Gas		 $ 40.00 
2006	Gulf of Mexico	Pensacola	Royalties	Gas	 Processed (Residue) Gas 	 $ 62,544.82 
2006	Gulf of Mexico	Pensacola	Royalties	Gas	 Unprocessed (Wet) Gas 	 $ 351,199.89 
2006	Gulf of Mexico	Port Isabel	Bonus	Oil and Gas		 $ 3,496,490.00 
2006	Gulf of Mexico	Port Isabel	Rents	Oil and Gas		 $ 2,574,539.50 
2006	Gulf of Mexico	S Msh Ild No	Bonus	Oil and Gas		 $ 13,278,569.00 
2006	Gulf of Mexico	S Msh Ild No	Other Revenues	Oil & Gas		 $ 7,857.73 
2006	Gulf of Mexico	S Msh Ild No	Other Roy Vals	Gas	 Processed (Residue) Gas 	 $ 23,808.96 
2006	Gulf of Mexico	S Msh Ild No	Other Roy Vals	Gas	 Unprocessed (Wet) Gas 	 $ (7,016.36)
2006	Gulf of Mexico	S Msh Ild No	Other Roy Vals	NGL	 Gas Plant Products 	 $ 7,439.49 
2006	Gulf of Mexico	S Msh Ild No	Other Roy Vals	Oil	 Condensate 	 $ 37,810.19 
2006	Gulf of Mexico	S Msh Ild No	Other Roy Vals	Oil	 Drip or Scrubber Condensate 	 $ 842.32 
2006	Gulf of Mexico	S Msh Ild No	Other Roy Vals	Oil	 Oil 	 $ 66,420.31 
2006	Gulf of Mexico	S Msh Ild No	Other Roy Vals	Oil & Gas		 $ 271,468.98 
2006	Gulf of Mexico	S Msh Ild No	Other Roy Vols	Gas	 Processed (Residue) Gas 	 $ -   
2006	Gulf of Mexico	S Msh Ild No	Other Roy Vols	NGL	 Gas Plant Products 	 $ -   
2006	Gulf of Mexico	S Msh Ild No	Other Roy Vols	Oil	 Condensate 	 $ -   
2006	Gulf of Mexico	S Msh Ild No	Rents	Oil and Gas		 $ 885,613.75 
2006	Gulf of Mexico	S Msh Ild No	Royalties	Gas	 Flash Gas 	 $ 424.45 
2006	Gulf of Mexico	S Msh Ild No	Royalties	Gas	 Fuel Gas 	 $ 87,396.82 
2006	Gulf of Mexico	S Msh Ild No	Royalties	Gas	 Processed (Residue) Gas 	 $ 54,173,284.80 
2006	Gulf of Mexico	S Msh Ild No	Royalties	Gas	 Unprocessed (Wet) Gas 	 $ 20,092,022.30 
2006	Gulf of Mexico	S Msh Ild No	Royalties	NGL	 Gas Plant Products 	 $ 6,307,078.32 
2006	Gulf of Mexico	S Msh Ild No	Royalties	Oil	 Condensate 	 $ 15,205,963.25 
2006	Gulf of Mexico	S Msh Ild No	Royalties	Oil	 Drip or Scrubber Condensate 	 $ 203,279.33 
2006	Gulf of Mexico	S Msh Ild No	Royalties	Oil	 Inlet Scrubber 	 $ (1.01)
2006	Gulf of Mexico	S Msh Ild No	Royalties	Oil	 Oil 	 $ 40,082,437.77 
2006	Gulf of Mexico	S Msh Ild So	Bonus	Oil and Gas		 $ 3,228,195.00 
2006	Gulf of Mexico	S Msh Ild So	Other Revenues	Oil & Gas		 $ 60,086.23 
2006	Gulf of Mexico	S Msh Ild So	Other Roy Vals	Gas	 Unprocessed (Wet) Gas 	 $ -   
2006	Gulf of Mexico	S Msh Ild So	Other Roy Vals	Oil	 Condensate 	 $ (459.88)
2006	Gulf of Mexico	S Msh Ild So	Other Roy Vals	Oil	 Oil 	 $ (260,997.38)
2006	Gulf of Mexico	S Msh Ild So	Other Roy Vals	Oil & Gas		 $ 488,046.41 
2006	Gulf of Mexico	S Msh Ild So	Other Roy Vols	Oil	 Oil 	 $ -   
2006	Gulf of Mexico	S Msh Ild So	Rents	Oil and Gas		 $ 1,202,739.75 
2006	Gulf of Mexico	S Msh Ild So	Royalties	Gas	 Flash Gas 	 $ 2,051.02 
2006	Gulf of Mexico	S Msh Ild So	Royalties	Gas	 Processed (Residue) Gas 	 $ 28,463,663.96 
2006	Gulf of Mexico	S Msh Ild So	Royalties	Gas	 Unprocessed (Wet) Gas 	 $ 1,502,184.11 
2006	Gulf of Mexico	S Msh Ild So	Royalties	NGL	 Gas Plant Products 	 $ 1,650,647.23 
2006	Gulf of Mexico	S Msh Ild So	Royalties	Oil	 Condensate 	 $ 2,385,952.85 
2006	Gulf of Mexico	S Msh Ild So	Royalties	Oil	 Drip or Scrubber Condensate 	 $ 42,526.19 
2006	Gulf of Mexico	S Msh Ild So	Royalties	Oil	 Inlet Scrubber 	 $ 2,097.95 
2006	Gulf of Mexico	S Msh Ild So	Royalties	Oil	 Oil 	 $ 56,009,045.01 
2006	Gulf of Mexico	S Padre E	Bonus	Oil and Gas		 $ 2,657,970.00 
2006	Gulf of Mexico	S Padre E	Rents	Oil and Gas		 $ 1,094,400.00 
2006	Gulf of Mexico	S Padre I	Bonus	Oil and Gas		 $ 165,100.00 
2006	Gulf of Mexico	S Padre I	Rents	Oil and Gas		 $ 348,645.00 
2006	Gulf of Mexico	S Padre I	Royalties	Gas	 Unprocessed (Wet) Gas 	 $ 9,212,970.71 
2006	Gulf of Mexico	S Pass E	Other Revenues	Oil & Gas		 $ 29,596.47 
2006	Gulf of Mexico	S Pass E	Other Roy Vals	Oil	 Oil 	 $ 4,142.37 
2006	Gulf of Mexico	S Pass E	Other Roy Vals	Oil & Gas		 $ 1,991,167.12 
2006	Gulf of Mexico	S Pass E	Other Roy Vols	Oil	 Oil 	 $ -   
2006	Gulf of Mexico	S Pass E	Royalties	Gas	 Processed (Residue) Gas 	 $ (3,017.37)
2006	Gulf of Mexico	S Pass E	Royalties	Gas	 Unprocessed (Wet) Gas 	 $ 172,354.34 
2006	Gulf of Mexico	S Pass E	Royalties	NGL	 Gas Plant Products 	 $ 7,115.80 
2006	Gulf of Mexico	S Pass E	Royalties	Oil	 Oil 	 $ 3,877,641.96 
2006	Gulf of Mexico	S Pass S	Other Revenues	Oil & Gas		 $ (899,040.59)
2006	Gulf of Mexico	S Pass S	Other Roy Vals	Oil	 Oil 	 $ 7,290.63 
2006	Gulf of Mexico	S Pass S	Other Roy Vals	Oil & Gas		 $ (1,070,963.33)
2006	Gulf of Mexico	S Pass S	Other Roy Vols	Oil	 Oil 	 $ -   
2006	Gulf of Mexico	S Pass S	Rents	Oil and Gas		 $ 142,710.06 
2006	Gulf of Mexico	S Pass S	Royalties	Gas	 Fuel Gas 	 $ 265,448.54 
2006	Gulf of Mexico	S Pass S	Royalties	Gas	 Processed (Residue) Gas 	 $ 4,158,968.74 
2006	Gulf of Mexico	S Pass S	Royalties	Gas	 Unprocessed (Wet) Gas 	 $ 4,384,655.27 
2006	Gulf of Mexico	S Pass S	Royalties	NGL	 Gas Plant Products 	 $ 364,590.05 
2006	Gulf of Mexico	S Pass S	Royalties	Oil	 Condensate 	 $ (3,115.62)
2006	Gulf of Mexico	S Pass S	Royalties	Oil	 Drip or Scrubber Condensate 	 $ 10,726.49 
2006	Gulf of Mexico	S Pass S	Royalties	Oil	 Oil 	 $ 8,190,244.11 
2006	Gulf of Mexico	S Timb S	Bonus	Oil and Gas		 $ 24,589,189.00 
2006	Gulf of Mexico	S Timb S	Other Revenues	Oil & Gas		 $ 110,288.28 
2006	Gulf of Mexico	S Timb S	Other Roy Vals	Oil	 Condensate 	 $ 9,032.39 
2006	Gulf of Mexico	S Timb S	Other Roy Vals	Oil	 Oil 	 $ (2,794,285.86)
2006	Gulf of Mexico	S Timb S	Other Roy Vals	Oil & Gas		 $ (1,104,644.79)
2006	Gulf of Mexico	S Timb S	Other Roy Vols	Gas	 Processed (Residue) Gas 	 $ -   
2006	Gulf of Mexico	S Timb S	Other Roy Vols	NGL	 Gas Plant Products 	 $ -   
2006	Gulf of Mexico	S Timb S	Rents	Oil and Gas		 $ 1,515,525.00 
2006	Gulf of Mexico	S Timb S	Royalties	Gas	 Flash Gas 	 $ 40,924.27 
2006	Gulf of Mexico	S Timb S	Royalties	Gas	 Processed (Residue) Gas 	 $ 15,927,164.25 
2006	Gulf of Mexico	S Timb S	Royalties	Gas	 Unprocessed (Wet) Gas 	 $ 11,320,478.17 
2006	Gulf of Mexico	S Timb S	Royalties	NGL	 Gas Plant Products 	 $ 2,225,097.70 
2006	Gulf of Mexico	S Timb S	Royalties	Oil	 Condensate 	 $ (1,633,708.62)
2006	Gulf of Mexico	S Timb S	Royalties	Oil	 Drip or Scrubber Condensate 	 $ 202,361.14 
2006	Gulf of Mexico	S Timb S	Royalties	Oil	 Inlet Scrubber 	 $ (107.29)
2006	Gulf of Mexico	S Timb S	Royalties	Oil	 Oil 	 $ 59,596,009.70 
2006	Gulf of Mexico	S Timbalier	Bonus	Oil and Gas		 $ 4,498,855.00 
2006	Gulf of Mexico	S Timbalier	Other Revenues	Oil & Gas		 $ 40,510.30 
2006	Gulf of Mexico	S Timbalier	Other Roy Vals	Gas	 Fuel Gas 	 $ 905.90 
2006	Gulf of Mexico	S Timbalier	Other Roy Vals	Gas	 Processed (Residue) Gas 	 $ 12,057.09 
2006	Gulf of Mexico	S Timbalier	Other Roy Vals	Gas	 Unprocessed (Wet) Gas 	 $ 7,065.30 
2006	Gulf of Mexico	S Timbalier	Other Roy Vals	NGL	 Gas Plant Products 	 $ 656.08 
2006	Gulf of Mexico	S Timbalier	Other Roy Vals	Oil	 Condensate 	 $ 35,834.62 
2006	Gulf of Mexico	S Timbalier	Other Roy Vals	Oil	 Drip or Scrubber Condensate 	 $ 73.21 
2006	Gulf of Mexico	S Timbalier	Other Roy Vals	Oil	 Oil 	 $ 798,743.04 
2006	Gulf of Mexico	S Timbalier	Other Roy Vals	Oil & Gas		 $ (4,271,909.07)
2006	Gulf of Mexico	S Timbalier	Other Roy Vols	Gas	 Processed (Residue) Gas 	 $ -   
2006	Gulf of Mexico	S Timbalier	Other Roy Vols	Gas	 Unprocessed (Wet) Gas 	 $ -   
2006	Gulf of Mexico	S Timbalier	Other Roy Vols	NGL	 Gas Plant Products 	 $ -   
2006	Gulf of Mexico	S Timbalier	Other Roy Vols	Oil	 Drip or Scrubber Condensate 	 $ -   
2006	Gulf of Mexico	S Timbalier	Other Roy Vols	Oil	 Oil 	 $ -   
2006	Gulf of Mexico	S Timbalier	Rents	Oil and Gas		 $ 1,576,179.35 
2006	Gulf of Mexico	S Timbalier	Royalties	Gas	 Flash Gas 	 $ 562,210.91 
2006	Gulf of Mexico	S Timbalier	Royalties	Gas	 Fuel Gas 	 $ 558,970.35 
2006	Gulf of Mexico	S Timbalier	Royalties	Gas	 Processed (Residue) Gas 	 $ 109,204,973.05 
2006	Gulf of Mexico	S Timbalier	Royalties	Gas	 Unprocessed (Wet) Gas 	 $ 41,413,955.59 
2006	Gulf of Mexico	S Timbalier	Royalties	NGL	 Gas Plant Products 	 $ 8,947,664.30 
2006	Gulf of Mexico	S Timbalier	Royalties	Oil	 Condensate 	 $ 29,297,455.02 
2006	Gulf of Mexico	S Timbalier	Royalties	Oil	 Drip or Scrubber Condensate 	 $ 974,397.76 
2006	Gulf of Mexico	S Timbalier	Royalties	Oil	 Inlet Scrubber 	 $ 12.14 
2006	Gulf of Mexico	S Timbalier	Royalties	Oil	 Oil 	 $ 109,533,076.86 
2006	Gulf of Mexico	S Timbalier	Royalties	Oil	 Other Liquid Hydrocarbons 	 $ 3,748.30 
2006	Gulf of Mexico	Sabine P	Bonus	Oil and Gas		 $ 7,579,453.00 
2006	Gulf of Mexico	Sabine P	Other Roy Vals	Oil & Gas		 $ (374,419.32)
2006	Gulf of Mexico	Sabine P	Rents	Oil and Gas		 $ 151,043.75 
2006	Gulf of Mexico	Sabine P	Royalties	Gas	 Processed (Residue) Gas 	 $ 21,013.50 
2006	Gulf of Mexico	Sabine P	Royalties	Gas	 Unprocessed (Wet) Gas 	 $ 1,766,267.48 
2006	Gulf of Mexico	Sabine P	Royalties	NGL	 Gas Plant Products 	 $ 12,961.96 
2006	Gulf of Mexico	Sabine P	Royalties	Oil	 Condensate 	 $ (180,956.46)
2006	Gulf of Mexico	Sabine P	Royalties	Oil	 Oil 	 $ 1,345,995.69 
2006	Gulf of Mexico	Sabine Pass	Other Roy Vals	Oil & Gas		 $ (3,120.00)
2006	Gulf of Mexico	Sabine Pass	Royalties	Gas	 Processed (Residue) Gas 	 $ 2,916,085.23 
2006	Gulf of Mexico	Sabine Pass	Royalties	Gas	 Unprocessed (Wet) Gas 	 $ (145,518.10)
2006	Gulf of Mexico	Sabine Pass	Royalties	NGL	 Gas Plant Products 	 $ 86,975.73 
2006	Gulf of Mexico	Sabine Pass	Royalties	Oil	 Condensate 	 $ 562,773.78 
2006	Gulf of Mexico	Seloovia	Bonus	Oil and Gas		 $ 25,094,897.00 
2006	Gulf of Mexico	Seloovia	Rents	Oil and Gas		 $ 894,737.00 
2006	Gulf of Mexico	Ship Shoal	Bonus	Oil and Gas		 $ 6,971,325.00 
2006	Gulf of Mexico	Ship Shoal	Other Revenues	Oil & Gas		 $ 54,099.25 
2006	Gulf of Mexico	Ship Shoal	Other Roy Vals	Gas	 Flash Gas 	 $ 2.35 
2006	Gulf of Mexico	Ship Shoal	Other Roy Vals	Gas	 Fuel Gas 	 $ 20,088.70 
2006	Gulf of Mexico	Ship Shoal	Other Roy Vals	Gas	 Gas Lost - Flared or Vented 	 $ 1,176.22 
2006	Gulf of Mexico	Ship Shoal	Other Roy Vals	Gas	 Processed (Residue) Gas 	 $ 177,405.77 
2006	Gulf of Mexico	Ship Shoal	Other Roy Vals	Gas	 Unprocessed (Wet) Gas 	 $ (17,658.53)
2006	Gulf of Mexico	Ship Shoal	Other Roy Vals	NGL	 Gas Plant Products 	 $ 15,511.19 
2006	Gulf of Mexico	Ship Shoal	Other Roy Vals	Oil	 Condensate 	 $ 53,514.08 
2006	Gulf of Mexico	Ship Shoal	Other Roy Vals	Oil	 Drip or Scrubber Condensate 	 $ 659.40 
2006	Gulf of Mexico	Ship Shoal	Other Roy Vals	Oil	 Inlet Scrubber 	 $ 18.94 
2006	Gulf of Mexico	Ship Shoal	Other Roy Vals	Oil	 Oil 	 $ 3,063,675.29 
2006	Gulf of Mexico	Ship Shoal	Other Roy Vals	Oil & Gas		 $ (2,373,264.55)
2006	Gulf of Mexico	Ship Shoal	Other Roy Vols	Gas	 Unprocessed (Wet) Gas 	 $ -   
2006	Gulf of Mexico	Ship Shoal	Other Roy Vols	NGL	 Gas Plant Products 	 $ -   
2006	Gulf of Mexico	Ship Shoal	Other Roy Vols	Oil	 Drip or Scrubber Condensate 	 $ -   
2006	Gulf of Mexico	Ship Shoal	Other Roy Vols	Oil	 Oil 	 $ -   
2006	Gulf of Mexico	Ship Shoal	Rents	Oil and Gas		 $ 1,709,854.00 
2006	Gulf of Mexico	Ship Shoal	Royalties	Gas	 Flash Gas 	 $ 46,811.91 
2006	Gulf of Mexico	Ship Shoal	Royalties	Gas	 Fuel Gas 	 $ 441,583.71 
2006	Gulf of Mexico	Ship Shoal	Royalties	Gas	 Gas Lost - Flared or Vented 	 $ 23,182.15 
2006	Gulf of Mexico	Ship Shoal	Royalties	Gas	 Processed (Residue) Gas 	 $ 64,245,850.21 
2006	Gulf of Mexico	Ship Shoal	Royalties	Gas	 Unprocessed (Wet) Gas 	 $ 41,072,124.54 
2006	Gulf of Mexico	Ship Shoal	Royalties	NGL	 Gas Plant Products 	 $ 4,593,669.71 
2006	Gulf of Mexico	Ship Shoal	Royalties	Oil	 Condensate 	 $ 9,741,692.37 
2006	Gulf of Mexico	Ship Shoal	Royalties	Oil	 Drip or Scrubber Condensate 	 $ 176,525.67 
2006	Gulf of Mexico	Ship Shoal	Royalties	Oil	 Inlet Scrubber 	 $ 1,849.55 
2006	Gulf of Mexico	Ship Shoal	Royalties	Oil	 Oil 	 $ 92,462,631.52 
2006	Gulf of Mexico	Ship Shoal	Royalties	Oil & Gas		 $ (3.75)
2006	Gulf of Mexico	Ship Shoal S	Bonus	Oil and Gas		 $ 1,768,471.00 
2006	Gulf of Mexico	Ship Shoal S	Other Revenues	Oil & Gas		 $ 16,289.85 
2006	Gulf of Mexico	Ship Shoal S	Other Roy Vals	Oil	 Condensate 	 $ (5,075.57)
2006	Gulf of Mexico	Ship Shoal S	Other Roy Vals	Oil	 Oil 	 $ (10,252.88)
2006	Gulf of Mexico	Ship Shoal S	Other Roy Vals	Oil & Gas		 $ (1,837,199.91)
2006	Gulf of Mexico	Ship Shoal S	Rents	Oil and Gas		 $ 1,582,122.00 
2006	Gulf of Mexico	Ship Shoal S	Royalties	Gas	 Flash Gas 	 $ 230,690.13 
2006	Gulf of Mexico	Ship Shoal S	Royalties	Gas	 Processed (Residue) Gas 	 $ 37,472,721.54 
2006	Gulf of Mexico	Ship Shoal S	Royalties	Gas	 Unprocessed (Wet) Gas 	 $ 18,861,242.12 
2006	Gulf of Mexico	Ship Shoal S	Royalties	NGL	 Gas Plant Products 	 $ 2,984,827.29 
2006	Gulf of Mexico	Ship Shoal S	Royalties	Oil	 Condensate 	 $ 11,314,605.67 
2006	Gulf of Mexico	Ship Shoal S	Royalties	Oil	 Drip or Scrubber Condensate 	 $ 390,218.54 
