CY	State/Offshore Region	Offshore Area	Revenue Type	Commodity	 Product 	 Royalty/Revenue 
2012	Gulf of Mexico	Brazos Area	Rents	Oil and Gas		 $ 76,320.00 
2012	Gulf of Mexico	Brazos Area	Royalties	Gas	 Flash Gas 	 $ 1,069.47 
2012	Gulf of Mexico	Brazos Area	Royalties	Gas	 Processed (Residue) Gas 	 $ 403,017.00 
2012	Gulf of Mexico	Brazos Area	Royalties	Gas	 Unprocessed (Wet) Gas 	 $ 2,584,871.48 
2012	Gulf of Mexico	Brazos Area	Royalties	NGL	 Gas Plant Products 	 $ 83,426.41 
2012	Gulf of Mexico	Brazos Area	Royalties	Oil	 Condensate 	 $ 182,156.52 
2012	Gulf of Mexico	Brazos Area	Royalties	Oil	 Oil 	 $ 13,632.91 
2012	Gulf of Mexico	Brazos S Ad	Other Revenues	Oil & Gas		 $ 992.65 
2012	Gulf of Mexico	Brazos S Ad	Other Roy Vals	Oil & Gas		 $ 83,895.23 
2012	Gulf of Mexico	Brazos S Ad	Rents	Oil and Gas		 $ 72,000.00 
2012	Gulf of Mexico	Brazos S Ad	Royalties	Gas	 Flash Gas 	 $ 423.60 
2012	Gulf of Mexico	Brazos S Ad	Royalties	Gas	 Processed (Residue) Gas 	 $ 4,379,847.74 
2012	Gulf of Mexico	Brazos S Ad	Royalties	Gas	 Unprocessed (Wet) Gas 	 $ 4,693,690.35 
2012	Gulf of Mexico	Brazos S Ad	Royalties	NGL	 Gas Plant Products 	 $ 302,758.00 
2012	Gulf of Mexico	Brazos S Ad	Royalties	Oil	 Condensate 	 $ 309,426.70 
2012	Gulf of Mexico	Brazos S Ad	Royalties	Oil	 Oil 	 $ 39,692.59 
2012	Gulf of Mexico	Breton Sound	Other Roy Vals	Gas	 Fuel Gas 	 $ -   
2012	Gulf of Mexico	Breton Sound	Other Roy Vals	Gas	 Processed (Residue) Gas 	 $ -   
2012	Gulf of Mexico	Breton Sound	Other Roy Vals	Gas	 Unprocessed (Wet) Gas 	 $ -   
2012	Gulf of Mexico	Breton Sound	Other Roy Vals	NGL	 Gas Plant Products 	 $ -   
2012	Gulf of Mexico	Breton Sound	Other Roy Vals	Oil	 Condensate 	 $ 33.84 
2012	Gulf of Mexico	Breton Sound	Other Roy Vals	Oil	 Oil 	 $ -   
2012	Gulf of Mexico	Breton Sound	Other Roy Vals	Oil & Gas		 $ (41,516.33)
2012	Gulf of Mexico	Breton Sound	Rents	Oil and Gas		 $ 107,644.03 
2012	Gulf of Mexico	Breton Sound	Royalties	Gas	 Fuel Gas 	 $ 6.42 
2012	Gulf of Mexico	Breton Sound	Royalties	Gas	 Processed (Residue) Gas 	 $ 424,245.34 
2012	Gulf of Mexico	Breton Sound	Royalties	Gas	 Unprocessed (Wet) Gas 	 $ 747,401.61 
2012	Gulf of Mexico	Breton Sound	Royalties	NGL	 Gas Plant Products 	 $ 13,480.13 
2012	Gulf of Mexico	Breton Sound	Royalties	Oil	 Condensate 	 $ 798,333.32 
2012	Gulf of Mexico	Breton Sound	Royalties	Oil	 Oil 	 $ 5,065,736.77 
2012	Gulf of Mexico	Chand E	Other Revenues	Oil & Gas		 $ 31,250.00 
2012	Gulf of Mexico	Chand E	Other Roy Vals	Oil & Gas		 $ 41,318.80 
2012	Gulf of Mexico	Chand E	Royalties	Gas	 Unprocessed (Wet) Gas 	 $ 468,308.80 
2012	Gulf of Mexico	Chand E	Royalties	Oil	 Condensate 	 $ 25,714.43 
2012	Gulf of Mexico	Chandeleur	Bonus	Oil and Gas		 $ 837,906.00 
2012	Gulf of Mexico	Chandeleur	Rents	Oil and Gas		 $ 74,277.00 
2012	Gulf of Mexico	Chandeleur	Royalties	Gas	 Unprocessed (Wet) Gas 	 $ 341,946.87 
2012	Gulf of Mexico	Chandeleur	Royalties	Oil	 Condensate 	 $ 832.53 
2012	Gulf of Mexico	Desoto Can	Bonus	Oil and Gas		 $ 77,273,331.00 
2012	Gulf of Mexico	Desoto Can	Other Revenues	Oil & Gas		 $ 77,760.00 
2012	Gulf of Mexico	Desoto Can	Other Roy Vals	Oil	 Oil 	 $ 959.06 
2012	Gulf of Mexico	Desoto Can	Other Roy Vals	Oil & Gas		 $ (213,859.58)
2012	Gulf of Mexico	Desoto Can	Other Roy Vols	Gas	 Unprocessed (Wet) Gas 	 $ -   
2012	Gulf of Mexico	Desoto Can	Rents	Oil and Gas		 $ 14,210,677.97 
2012	Gulf of Mexico	Desoto Can	Royalties	Gas	 Unprocessed (Wet) Gas 	 $ 11,082,964.72 
2012	Gulf of Mexico	Desoto Can	Royalties	Oil	 Condensate 	 $ 35,969.94 
2012	Gulf of Mexico	Desoto Can	Royalties	Oil	 Drip or Scrubber Condensate 	 $ 11,030.51 
2012	Gulf of Mexico	Desoto Can	Royalties	Oil	 Oil 	 $ 511.90 
2012	Gulf of Mexico	E Cameron S	Bonus	Oil and Gas		 $ 3,024,670.00 
2012	Gulf of Mexico	E Cameron S	Other Revenues	Oil & Gas		 $ 25,699.18 
2012	Gulf of Mexico	E Cameron S	Other Roy Vals	Oil	 Condensate 	 $ (17,425.01)
2012	Gulf of Mexico	E Cameron S	Other Roy Vals	Oil	 Drip or Scrubber Condensate 	 $ (0.11)
2012	Gulf of Mexico	E Cameron S	Other Roy Vals	Oil	 Oil 	 $ (53,231.96)
2012	Gulf of Mexico	E Cameron S	Other Roy Vals	Oil & Gas		 $ (1,412,510.82)
2012	Gulf of Mexico	E Cameron S	Rents	Oil and Gas		 $ 694,588.25 
2012	Gulf of Mexico	E Cameron S	Royalties	Gas	 Flash Gas 	 $ 19,204.21 
2012	Gulf of Mexico	E Cameron S	Royalties	Gas	 Processed (Residue) Gas 	 $ 7,134,291.10 
2012	Gulf of Mexico	E Cameron S	Royalties	Gas	 Unprocessed (Wet) Gas 	 $ (1,318,121.34)
2012	Gulf of Mexico	E Cameron S	Royalties	NGL	 Gas Plant Products 	 $ 1,586,035.27 
2012	Gulf of Mexico	E Cameron S	Royalties	Oil	 Condensate 	 $ 12,768,325.83 
2012	Gulf of Mexico	E Cameron S	Royalties	Oil	 Drip or Scrubber Condensate 	 $ 66,476.56 
2012	Gulf of Mexico	E Cameron S	Royalties	Oil	 Inlet Scrubber 	 $ 728.85 
2012	Gulf of Mexico	E Cameron S	Royalties	Oil	 Oil 	 $ 29,871,247.89 
2012	Gulf of Mexico	East Breaks	Bonus	Oil and Gas		 $ 77,065,032.00 
2012	Gulf of Mexico	East Breaks	Other Revenues	Oil & Gas		 $ (7,974.00)
2012	Gulf of Mexico	East Breaks	Other Roy Vals	Oil	 Condensate 	 $ (306.25)
2012	Gulf of Mexico	East Breaks	Other Roy Vals	Oil	 Oil 	 $ 36,000.74 
2012	Gulf of Mexico	East Breaks	Other Roy Vals	Oil & Gas		 $ 1,963,997.00 
2012	Gulf of Mexico	East Breaks	Other Roy Vols	Gas	 Flash Gas 	 $ -   
2012	Gulf of Mexico	East Breaks	Other Roy Vols	Gas	 Processed (Residue) Gas 	 $ -   
2012	Gulf of Mexico	East Breaks	Other Roy Vols	Gas	 Unprocessed (Wet) Gas 	 $ -   
2012	Gulf of Mexico	East Breaks	Other Roy Vols	NGL	 Gas Plant Products 	 $ -   
2012	Gulf of Mexico	East Breaks	Other Roy Vols	Oil	 Condensate 	 $ -   
2012	Gulf of Mexico	East Breaks	Other Roy Vols	Oil	 Oil 	 $ -   
2012	Gulf of Mexico	East Breaks	Rents	Oil and Gas		 $ 20,089,406.07 
2012	Gulf of Mexico	East Breaks	Royalties	Gas	 Flash Gas 	 $ 8,530.19 
2012	Gulf of Mexico	East Breaks	Royalties	Gas	 Processed (Residue) Gas 	 $ 6,852,405.50 
2012	Gulf of Mexico	East Breaks	Royalties	Gas	 Unprocessed (Wet) Gas 	 $ 3,539,560.40 
2012	Gulf of Mexico	East Breaks	Royalties	NGL	 Gas Plant Products 	 $ 1,841,937.68 
2012	Gulf of Mexico	East Breaks	Royalties	Oil	 Condensate 	 $ 4,646,001.07 
2012	Gulf of Mexico	East Breaks	Royalties	Oil	 Drip or Scrubber Condensate 	 $ (1,373.90)
2012	Gulf of Mexico	East Breaks	Royalties	Oil	 Oil 	 $ 38,921,789.51 
2012	Gulf of Mexico	East Cameron	Bonus	Oil and Gas		 $ 9,250,877.00 
2012	Gulf of Mexico	East Cameron	Other Revenues	Oil & Gas		 $ 57,122.92 
2012	Gulf of Mexico	East Cameron	Other Roy Vals	Gas	 Flash Gas 	 $ 69.58 
2012	Gulf of Mexico	East Cameron	Other Roy Vals	Gas	 Fuel Gas 	 $ 137.46 
2012	Gulf of Mexico	East Cameron	Other Roy Vals	Gas	 Processed (Residue) Gas 	 $ 6,376.16 
2012	Gulf of Mexico	East Cameron	Other Roy Vals	Gas	 Unprocessed (Wet) Gas 	 $ (546.92)
2012	Gulf of Mexico	East Cameron	Other Roy Vals	NGL	 Gas Plant Products 	 $ 2,089.69 
2012	Gulf of Mexico	East Cameron	Other Roy Vals	Oil	 Condensate 	 $ 1,544.19 
2012	Gulf of Mexico	East Cameron	Other Roy Vals	Oil	 Oil 	 $ 2,785.66 
2012	Gulf of Mexico	East Cameron	Other Roy Vals	Oil & Gas		 $ (219,269.53)
2012	Gulf of Mexico	East Cameron	Rents	Oil and Gas		 $ 970,998.50 
2012	Gulf of Mexico	East Cameron	Royalties	Gas	 Flash Gas 	 $ 66,939.08 
2012	Gulf of Mexico	East Cameron	Royalties	Gas	 Fuel Gas 	 $ 19,558.65 
2012	Gulf of Mexico	East Cameron	Royalties	Gas	 Processed (Residue) Gas 	 $ 4,324,868.83 
2012	Gulf of Mexico	East Cameron	Royalties	Gas	 Unprocessed (Wet) Gas 	 $ 2,499,396.91 
2012	Gulf of Mexico	East Cameron	Royalties	NGL	 Gas Plant Products 	 $ 1,396,264.99 
2012	Gulf of Mexico	East Cameron	Royalties	Oil	 Condensate 	 $ 2,378,482.66 
2012	Gulf of Mexico	East Cameron	Royalties	Oil	 Drip or Scrubber Condensate 	 $ 52,298.27 
2012	Gulf of Mexico	East Cameron	Royalties	Oil	 Inlet Scrubber 	 $ 90.44 
2012	Gulf of Mexico	East Cameron	Royalties	Oil	 Oil 	 $ 1,175,710.77 
2012	Gulf of Mexico	Eugene I	Bonus	Oil and Gas		 $ 8,476,752.00 
2012	Gulf of Mexico	Eugene I	Other Revenues	Oil & Gas		 $ 109,895.85 
2012	Gulf of Mexico	Eugene I	Other Roy Vals	Gas	 Flash Gas 	 $ 93.42 
2012	Gulf of Mexico	Eugene I	Other Roy Vals	Gas	 Fuel Gas 	 $ 3,772.03 
2012	Gulf of Mexico	Eugene I	Other Roy Vals	Gas	 Gas Lost - Flared or Vented 	 $ 2.39 
2012	Gulf of Mexico	Eugene I	Other Roy Vals	Gas	 Processed (Residue) Gas 	 $ 1,375.94 
2012	Gulf of Mexico	Eugene I	Other Roy Vals	Gas	 Unprocessed (Wet) Gas 	 $ 5,858.94 
2012	Gulf of Mexico	Eugene I	Other Roy Vals	NGL	 Gas Plant Products 	 $ 229.24 
2012	Gulf of Mexico	Eugene I	Other Roy Vals	Oil	 Condensate 	 $ 86,606.14 
2012	Gulf of Mexico	Eugene I	Other Roy Vals	Oil	 Drip or Scrubber Condensate 	 $ 153.41 
2012	Gulf of Mexico	Eugene I	Other Roy Vals	Oil	 Oil 	 $ 343,437.82 
2012	Gulf of Mexico	Eugene I	Other Roy Vals	Oil & Gas		 $ 693,603.47 
2012	Gulf of Mexico	Eugene I	Other Roy Vols	Gas	 Fuel Gas 	 $ -   
2012	Gulf of Mexico	Eugene I	Other Roy Vols	Gas	 Processed (Residue) Gas 	 $ -   
2012	Gulf of Mexico	Eugene I	Other Roy Vols	NGL	 Gas Plant Products 	 $ -   
2012	Gulf of Mexico	Eugene I	Rents	Oil and Gas		 $ 1,742,522.25 
2012	Gulf of Mexico	Eugene I	Royalties	Gas	 Flash Gas 	 $ (185,538.59)
2012	Gulf of Mexico	Eugene I	Royalties	Gas	 Fuel Gas 	 $ 270,024.77 
2012	Gulf of Mexico	Eugene I	Royalties	Gas	 Gas Lost - Flared or Vented 	 $ (28,132.93)
2012	Gulf of Mexico	Eugene I	Royalties	Gas	 Processed (Residue) Gas 	 $ 30,989,669.55 
2012	Gulf of Mexico	Eugene I	Royalties	Gas	 Unprocessed (Wet) Gas 	 $ 3,033,101.28 
2012	Gulf of Mexico	Eugene I	Royalties	NGL	 Gas Plant Products 	 $ 10,033,669.96 
2012	Gulf of Mexico	Eugene I	Royalties	Oil	 Condensate 	 $ 35,665,331.98 
2012	Gulf of Mexico	Eugene I	Royalties	Oil	 Drip or Scrubber Condensate 	 $ 761,219.08 
2012	Gulf of Mexico	Eugene I	Royalties	Oil	 Inlet Scrubber 	 $ 53,751.76 
2012	Gulf of Mexico	Eugene I	Royalties	Oil	 Oil 	 $ 61,672,885.45 
2012	Gulf of Mexico	Eugene So	Bonus	Oil and Gas		 $ 1,948,500.00 
2012	Gulf of Mexico	Eugene So	Other Revenues	Oil & Gas		 $ 66,884.51 
2012	Gulf of Mexico	Eugene So	Other Roy Vals	Oil	 Condensate 	 $ 14,149.13 
2012	Gulf of Mexico	Eugene So	Other Roy Vals	Oil	 Oil 	 $ 39,248.64 
2012	Gulf of Mexico	Eugene So	Other Roy Vals	Oil & Gas		 $ (785,156.04)
2012	Gulf of Mexico	Eugene So	Other Roy Vols	Gas	 Processed (Residue) Gas 	 $ -   
2012	Gulf of Mexico	Eugene So	Other Roy Vols	Gas	 Unprocessed (Wet) Gas 	 $ -   
2012	Gulf of Mexico	Eugene So	Other Roy Vols	NGL	 Gas Plant Products 	 $ -   
2012	Gulf of Mexico	Eugene So	Other Roy Vols	Oil	 Drip or Scrubber Condensate 	 $ -   
2012	Gulf of Mexico	Eugene So	Other Roy Vols	Oil	 Oil 	 $ -   
2012	Gulf of Mexico	Eugene So	Rents	Oil and Gas		 $ 572,063.00 
2012	Gulf of Mexico	Eugene So	Royalties	Gas	 Flash Gas 	 $ 24,462.47 
2012	Gulf of Mexico	Eugene So	Royalties	Gas	 Processed (Residue) Gas 	 $ 7,189,579.60 
2012	Gulf of Mexico	Eugene So	Royalties	Gas	 Unprocessed (Wet) Gas 	 $ 3,040,212.58 
2012	Gulf of Mexico	Eugene So	Royalties	NGL	 Gas Plant Products 	 $ 4,486,558.47 
2012	Gulf of Mexico	Eugene So	Royalties	Oil	 Condensate 	 $ 12,502,583.90 
2012	Gulf of Mexico	Eugene So	Royalties	Oil	 Drip or Scrubber Condensate 	 $ 389,087.69 
2012	Gulf of Mexico	Eugene So	Royalties	Oil	 Inlet Scrubber 	 $ 1,092.25 
2012	Gulf of Mexico	Eugene So	Royalties	Oil	 Oil 	 $ 95,892,138.56 
2012	Gulf of Mexico	Ewing Bank	Bonus	Oil and Gas		 $ 9,151,465.00 
2012	Gulf of Mexico	Ewing Bank	Other Revenues	Oil & Gas		 $ 7,234.95 
2012	Gulf of Mexico	Ewing Bank	Other Roy Vals	Oil	 Condensate 	 $ 1,657.77 
2012	Gulf of Mexico	Ewing Bank	Other Roy Vals	Oil	 Oil 	 $ 99,503.01 
2012	Gulf of Mexico	Ewing Bank	Other Roy Vals	Oil & Gas		 $ 1,400,572.07 
2012	Gulf of Mexico	Ewing Bank	Other Roy Vols	Gas	 Flash Gas 	 $ -   
2012	Gulf of Mexico	Ewing Bank	Other Roy Vols	Gas	 Processed (Residue) Gas 	 $ -   
2012	Gulf of Mexico	Ewing Bank	Other Roy Vols	Gas	 Unprocessed (Wet) Gas 	 $ -   
2012	Gulf of Mexico	Ewing Bank	Other Roy Vols	NGL	 Gas Plant Products 	 $ -   
2012	Gulf of Mexico	Ewing Bank	Other Roy Vols	Oil	 Condensate 	 $ -   
2012	Gulf of Mexico	Ewing Bank	Other Roy Vols	Oil	 Drip or Scrubber Condensate 	 $ -   
2012	Gulf of Mexico	Ewing Bank	Other Roy Vols	Oil	 Inlet Scrubber 	 $ -   
2012	Gulf of Mexico	Ewing Bank	Other Roy Vols	Oil	 Oil 	 $ -   
2012	Gulf of Mexico	Ewing Bank	Rents	Oil and Gas		 $ 1,465,947.00 
2012	Gulf of Mexico	Ewing Bank	Royalties	Gas	 Flash Gas 	 $ 4,480.13 
2012	Gulf of Mexico	Ewing Bank	Royalties	Gas	 Processed (Residue) Gas 	 $ 2,981,402.04 
2012	Gulf of Mexico	Ewing Bank	Royalties	Gas	 Unprocessed (Wet) Gas 	 $ (567,598.28)
2012	Gulf of Mexico	Ewing Bank	Royalties	NGL	 Gas Plant Products 	 $ 1,340,783.66 
2012	Gulf of Mexico	Ewing Bank	Royalties	Oil	 Condensate 	 $ 4,655,757.84 
2012	Gulf of Mexico	Ewing Bank	Royalties	Oil	 Drip or Scrubber Condensate 	 $ 367,390.45 
2012	Gulf of Mexico	Ewing Bank	Royalties	Oil	 Inlet Scrubber 	 $ 8,177.77 
2012	Gulf of Mexico	Ewing Bank	Royalties	Oil	 Oil 	 $ 100,321,859.27 
2012	Gulf of Mexico	Fl Mid Grd	Rents	Oil and Gas		 $ 42,963.90 
2012	Gulf of Mexico	Gal So Ad	Other Roy Vals	Oil & Gas		 $ (53,000.00)
2012	Gulf of Mexico	Gal So Ad	Royalties	Gas	 Flash Gas 	 $ 513.54 
2012	Gulf of Mexico	Gal So Ad	Royalties	Gas	 Processed (Residue) Gas 	 $ 1,530,479.30 
2012	Gulf of Mexico	Gal So Ad	Royalties	NGL	 Gas Plant Products 	 $ 508,833.46 
2012	Gulf of Mexico	Gal So Ad	Royalties	Oil	 Condensate 	 $ 88,880.74 
2012	Gulf of Mexico	Galveston	Bonus	Oil and Gas		 $ 30,200.00 
2012	Gulf of Mexico	Galveston	Other Revenues	Oil & Gas		 $ 4,383.96 
2012	Gulf of Mexico	Galveston	Other Roy Vals	Oil	 Condensate 	 $ 626.32 
2012	Gulf of Mexico	Galveston	Other Roy Vals	Oil & Gas		 $ 1,335,690.56 
2012	Gulf of Mexico	Galveston	Rents	Oil and Gas		 $ 227,786.25 
2012	Gulf of Mexico	Galveston	Royalties	Gas	 Flash Gas 	 $ 5,614.35 
2012	Gulf of Mexico	Galveston	Royalties	Gas	 Fuel Gas 	 $ (75.31)
2012	Gulf of Mexico	Galveston	Royalties	Gas	 Processed (Residue) Gas 	 $ 4,058,380.19 
2012	Gulf of Mexico	Galveston	Royalties	Gas	 Unprocessed (Wet) Gas 	 $ 2,124,145.61 
2012	Gulf of Mexico	Galveston	Royalties	NGL	 Gas Plant Products 	 $ 1,644,588.84 
2012	Gulf of Mexico	Galveston	Royalties	Oil	 Condensate 	 $ 2,034,747.80 
2012	Gulf of Mexico	Galveston	Royalties	Oil	 Drip or Scrubber Condensate 	 $ 59.63 
2012	Gulf of Mexico	Galveston	Royalties	Oil	 Oil 	 $ 16,382,592.32 
2012	Gulf of Mexico	Garden Banks	Bonus	Oil and Gas		 $ 164,022,189.00 
2012	Gulf of Mexico	Garden Banks	Other Revenues	Oil & Gas		 $ 41,649.35 
2012	Gulf of Mexico	Garden Banks	Other Roy Vals	NGL	 Gas Plant Products 	 $ 701,034.29 
2012	Gulf of Mexico	Garden Banks	Other Roy Vals	Oil	 Condensate 	 $ (75.48)
2012	Gulf of Mexico	Garden Banks	Other Roy Vals	Oil	 Oil 	 $ (150,320.91)
2012	Gulf of Mexico	Garden Banks	Other Roy Vals	Oil & Gas		 $ 6,539,735.27 
2012	Gulf of Mexico	Garden Banks	Other Roy Vols	Gas	 Flash Gas 	 $ -   
2012	Gulf of Mexico	Garden Banks	Other Roy Vols	Gas	 Processed (Residue) Gas 	 $ -   
2012	Gulf of Mexico	Garden Banks	Other Roy Vols	Gas	 Unprocessed (Wet) Gas 	 $ -   
2012	Gulf of Mexico	Garden Banks	Other Roy Vols	NGL	 Gas Plant Products 	 $ -   
2012	Gulf of Mexico	Garden Banks	Other Roy Vols	Oil	 Condensate 	 $ -   
2012	Gulf of Mexico	Garden Banks	Other Roy Vols	Oil	 Drip or Scrubber Condensate 	 $ -   
2012	Gulf of Mexico	Garden Banks	Other Roy Vols	Oil	 Inlet Scrubber 	 $ -   
2012	Gulf of Mexico	Garden Banks	Other Roy Vols	Oil	 Oil 	 $ -   
2012	Gulf of Mexico	Garden Banks	Rent	Oil	 Oil 	 $ -   
2012	Gulf of Mexico	Garden Banks	Rents	Oil and Gas		 $ 24,726,514.00 
2012	Gulf of Mexico	Garden Banks	Royalties	Gas	 Flash Gas 	 $ (190,857.35)
2012	Gulf of Mexico	Garden Banks	Royalties	Gas	 Processed (Residue) Gas 	 $ 24,294,286.66 
2012	Gulf of Mexico	Garden Banks	Royalties	Gas	 Unprocessed (Wet) Gas 	 $ 341,642.83 
2012	Gulf of Mexico	Garden Banks	Royalties	NGL	 Gas Plant Products 	 $ 26,096,779.75 
2012	Gulf of Mexico	Garden Banks	Royalties	Oil	 Condensate 	 $ 309,006,700.59 
2012	Gulf of Mexico	Garden Banks	Royalties	Oil	 Drip or Scrubber Condensate 	 $ (2,921,451.26)
2012	Gulf of Mexico	Garden Banks	Royalties	Oil	 Inlet Scrubber 	 $ 27,690.75 
2012	Gulf of Mexico	Garden Banks	Royalties	Oil	 Oil 	 $ 148,094,189.79 
2012	Gulf of Mexico	Grand Isle	Bonus	Oil and Gas		 $ 2,396,850.00 
2012	Gulf of Mexico	Grand Isle	Other Revenues	Oil & Gas		 $ 0.01 
2012	Gulf of Mexico	Grand Isle	Other Roy Vals	Gas	 Flash Gas 	 $ 2.53 
2012	Gulf of Mexico	Grand Isle	Other Roy Vals	Gas	 Fuel Gas 	 $ 19,856.59 
2012	Gulf of Mexico	Grand Isle	Other Roy Vals	Gas	 Gas Lost - Flared or Vented 	 $ 278.89 
2012	Gulf of Mexico	Grand Isle	Other Roy Vals	Gas	 Processed (Residue) Gas 	 $ 31,480.82 
2012	Gulf of Mexico	Grand Isle	Other Roy Vals	Gas	 Unprocessed (Wet) Gas 	 $ (1,666.66)
2012	Gulf of Mexico	Grand Isle	Other Roy Vals	NGL	 Gas Plant Products 	 $ 3,551.15 
2012	Gulf of Mexico	Grand Isle	Other Roy Vals	Oil	 Condensate 	 $ 60,682.38 
2012	Gulf of Mexico	Grand Isle	Other Roy Vals	Oil	 Drip or Scrubber Condensate 	 $ 608.82 
2012	Gulf of Mexico	Grand Isle	Other Roy Vals	Oil	 Inlet Scrubber 	 $ 755.55 
2012	Gulf of Mexico	Grand Isle	Other Roy Vals	Oil	 Oil 	 $ 524,387.80 
2012	Gulf of Mexico	Grand Isle	Other Roy Vals	Oil & Gas		 $ (72,840.50)
2012	Gulf of Mexico	Grand Isle	Other Roy Vols	Gas	 Unprocessed (Wet) Gas 	 $ -   
2012	Gulf of Mexico	Grand Isle	Rents	Oil and Gas		 $ 508,430.52 
2012	Gulf of Mexico	Grand Isle	Royalties	Gas	 Flash Gas 	 $ 3,295.00 
2012	Gulf of Mexico	Grand Isle	Royalties	Gas	 Fuel Gas 	 $ 903,649.97 
2012	Gulf of Mexico	Grand Isle	Royalties	Gas	 Gas Lost - Flared or Vented 	 $ (109,921.78)
2012	Gulf of Mexico	Grand Isle	Royalties	Gas	 Processed (Residue) Gas 	 $ 5,571,366.43 
2012	Gulf of Mexico	Grand Isle	Royalties	Gas	 Unprocessed (Wet) Gas 	 $ (1,348,812.50)
2012	Gulf of Mexico	Grand Isle	Royalties	NGL	 Gas Plant Products 	 $ 861,887.70 
2012	Gulf of Mexico	Grand Isle	Royalties	Oil	 Condensate 	 $ 3,259,723.05 
2012	Gulf of Mexico	Grand Isle	Royalties	Oil	 Drip or Scrubber Condensate 	 $ 38,529.84 
2012	Gulf of Mexico	Grand Isle	Royalties	Oil	 Inlet Scrubber 	 $ 6,996.53 
2012	Gulf of Mexico	Grand Isle	Royalties	Oil	 Oil 	 $ 39,204,898.27 
2012	Gulf of Mexico	Grand Isle S	Bonus	Oil and Gas		 $ 313,718.00 
2012	Gulf of Mexico	Grand Isle S	Other Roy Vals	Oil	 Condensate 	 $ 22,477.18 
2012	Gulf of Mexico	Grand Isle S	Other Roy Vals	Oil & Gas		 $ 40,838.17 
2012	Gulf of Mexico	Grand Isle S	Other Roy Vols	Gas	 Processed (Residue) Gas 	 $ -   
2012	Gulf of Mexico	Grand Isle S	Other Roy Vols	NGL	 Gas Plant Products 	 $ -   
2012	Gulf of Mexico	Grand Isle S	Rents	Oil and Gas		 $ 158,530.00 
2012	Gulf of Mexico	Grand Isle S	Royalties	Gas	 Flash Gas 	 $ 30,903.82 
2012	Gulf of Mexico	Grand Isle S	Royalties	Gas	 Processed (Residue) Gas 	 $ 5,367,851.04 
2012	Gulf of Mexico	Grand Isle S	Royalties	Gas	 Unprocessed (Wet) Gas 	 $ (2,581,985.67)
2012	Gulf of Mexico	Grand Isle S	Royalties	NGL	 Gas Plant Products 	 $ 2,384,762.00 
2012	Gulf of Mexico	Grand Isle S	Royalties	Oil	 Condensate 	 $ 11,201,123.76 
2012	Gulf of Mexico	Grand Isle S	Royalties	Oil	 Drip or Scrubber Condensate 	 $ (21,464.31)
2012	Gulf of Mexico	Grand Isle S	Royalties	Oil	 Inlet Scrubber 	 $ 87,583.96 
2012	Gulf of Mexico	Grand Isle S	Royalties	Oil	 Oil 	 $ 516,532.03 
2012	Gulf of Mexico	Green Canyon	Bonus	Oil and Gas		 $ 96,716,929.00 
2012	Gulf of Mexico	Green Canyon	Other Revenues	Oil & Gas		 $ 115,858.17 
2012	Gulf of Mexico	Green Canyon	Other Roy Vals	Oil	 Condensate 	 $ (229,539.61)
2012	Gulf of Mexico	Green Canyon	Other Roy Vals	Oil	 Oil 	 $ (70,249.43)
2012	Gulf of Mexico	Green Canyon	Other Roy Vals	Oil & Gas		 $ 138,601.89 
2012	Gulf of Mexico	Green Canyon	Other Roy Vols	Gas	 Flash Gas 	 $ -   
2012	Gulf of Mexico	Green Canyon	Other Roy Vols	Gas	 Processed (Residue) Gas 	 $ -   
2012	Gulf of Mexico	Green Canyon	Other Roy Vols	Gas	 Unprocessed (Wet) Gas 	 $ -   
2012	Gulf of Mexico	Green Canyon	Other Roy Vols	NGL	 Gas Plant Products 	 $ -   
2012	Gulf of Mexico	Green Canyon	Other Roy Vols	Oil	 Condensate 	 $ -   
2012	Gulf of Mexico	Green Canyon	Other Roy Vols	Oil	 Drip or Scrubber Condensate 	 $ -   
2012	Gulf of Mexico	Green Canyon	Other Roy Vols	Oil	 Inlet Scrubber 	 $ -   
2012	Gulf of Mexico	Green Canyon	Other Roy Vols	Oil	 Oil 	 $ -   
2012	Gulf of Mexico	Green Canyon	Rents	Oil and Gas		 $ 29,956,818.00 
2012	Gulf of Mexico	Green Canyon	Royalties	Gas	 Flash Gas 	 $ 109,462.98 
2012	Gulf of Mexico	Green Canyon	Royalties	Gas	 Gas Lost - Flared or Vented 	 $ 1,463.88 
2012	Gulf of Mexico	Green Canyon	Royalties	Gas	 Processed (Residue) Gas 	 $ 14,153,577.42 
2012	Gulf of Mexico	Green Canyon	Royalties	Gas	 Unprocessed (Wet) Gas 	 $ (997,629.71)
2012	Gulf of Mexico	Green Canyon	Royalties	NGL	 Gas Plant Products 	 $ 26,921,153.40 
2012	Gulf of Mexico	Green Canyon	Royalties	Oil	 Condensate 	 $ 69,621,082.86 
2012	Gulf of Mexico	Green Canyon	Royalties	Oil	 Drip or Scrubber Condensate 	 $ (2,907,558.10)
2012	Gulf of Mexico	Green Canyon	Royalties	Oil	 Inlet Scrubber 	 $ 220,146.20 
2012	Gulf of Mexico	Green Canyon	Royalties	Oil	 Oil 	 $ 991,081,066.78 
2012	Gulf of Mexico	Green Canyon	Royalties	Oil & Gas		 $ (1.00)
2012	Gulf of Mexico	H Is E S	Other Revenues	Oil & Gas		 $ -   
