CY	Onshore/Offshore	County Code	St	County	Revenue Type	Commodity	Product	Royalty/Revenue
2007	Onshore	49037	WY	Sweetwater	Royalties	Oil	Inlet Scrubber	 $ 72.85 
2007	Onshore	49037	WY	Sweetwater	Royalties	Oil	Oil	 $ 15,210,918.91 
2007	Onshore	49037	WY	Sweetwater	Royalties	Other	Sulfur	 $ 2,043.50 
2007	Onshore	49037	WY	Sweetwater	Royalties	Sodium	Soda Ash-Granular	 $ 7,508.38 
2007	Onshore	49037	WY	Sweetwater	Royalties	Solids	Purge Liquor	 $ 20.12 
2007	Onshore	49041	WY	Uinta	Other Revenues	Oil & Gas		 $ 31,858.16 
2007	Onshore	49041	WY	Uinta	Other Roy Vals	Oil & Gas		 $ (438,473.16)
2007	Onshore	49041	WY	Uinta	Royalties	Gas	Gas Plant Products	 $ 4,419,388.92 
2007	Onshore	49041	WY	Uinta	Royalties	Gas	Processed (Residue) Gas	 $ 7,101,999.35 
2007	Onshore	49041	WY	Uinta	Royalties	Gas	Unprocessed (Wet) Gas	 $ 3,524,879.79 
2007	Onshore	49041	WY	Uinta	Royalties	Oil	Condensate	 $ 2,062,461.39 
2007	Onshore	49041	WY	Uinta	Royalties	Oil	Drip or Scrubber Condensate	 $ 652,476.51 
2007	Onshore	49041	WY	Uinta	Royalties	Oil	Inlet Scrubber	 $ 24.70 
2007	Onshore	49041	WY	Uinta	Royalties	Oil	Oil	 $ 3,295,327.73 
2007	Onshore	49041	WY	Uinta	Royalties	Other	Sulfur	 $ 46,516.11 
2007	Onshore	49043	WY	Washakie	Other Revenues	Oil & Gas		 $ 1,610.00 
2007	Onshore	49043	WY	Washakie	Other Roy Vals	Oil & Gas		 $ (4,816.16)
2007	Onshore	49043	WY	Washakie	Royalties	Gas	Gas Plant Products	 $ 165,139.00 
2007	Onshore	49043	WY	Washakie	Royalties	Gas	Processed (Residue) Gas	 $ 283,926.66 
2007	Onshore	49043	WY	Washakie	Royalties	Gas	Unprocessed (Wet) Gas	 $ 105,559.32 
2007	Onshore	49043	WY	Washakie	Royalties	Oil	Condensate	 $ 67,568.65 
2007	Onshore	49043	WY	Washakie	Royalties	Oil	Oil	 $ 3,681,465.57 
2007	Onshore	49045	WY	Weston	Other Revenues	Oil & Gas		 $ 2,666.15 
2007	Onshore	49045	WY	Weston	Other Roy Vals	Oil & Gas		 $ 841.00 
2007	Onshore	49045	WY	Weston	Royalties	Gas	Gas Plant Products	 $ 315,597.39 
2007	Onshore	49045	WY	Weston	Royalties	Gas	Processed (Residue) Gas	 $ 162,510.67 
2007	Onshore	49045	WY	Weston	Royalties	Gas	Unprocessed (Wet) Gas	 $ 392,434.11 
2007	Onshore	49045	WY	Weston	Royalties	Oil	Oil	 $ 4,081,541.46 
2007	Onshore	50132	AK	Kenai (Pre)	Other Roy Vals	Gas	Unprocessed (Wet) Gas	 $ 79,166.08 
2007	Onshore	50132	AK	Kenai (Pre)	Other Roy Vals	Oil & Gas		 $ 12,141.06 
2007	Onshore	50132	AK	Kenai (Pre)	Royalties	Gas	Gas Plant Products	 $ 94.95 
2007	Onshore	50132	AK	Kenai (Pre)	Royalties	Gas	Processed (Residue) Gas	 $ 48,335.46 
2007	Onshore	50132	AK	Kenai (Pre)	Royalties	Gas	Unprocessed (Wet) Gas	 $ 3,416,907.14 
2007	Onshore	50132	AK	Kenai (Pre)	Royalties	Oil	Oil	 $ 3,104.35 
2007	Onshore	50133	AK	Kenai (Post)	Other Revenues	Oil & Gas		 $ 49,681.52 
2007	Onshore	50133	AK	Kenai (Post)	Royalties	Gas	Unprocessed (Wet) Gas	 $ -   
2007	Onshore	50283	AK	Tyonek	Royalties	Gas	Processed (Residue) Gas	 $ 38,209.84 
2008	Onshore	01003	AL	Baldwin	Other Revenues	Oil & Gas		 $ (455.70)
2008	Onshore	01003	AL	Baldwin	Other Roy Vals	Oil & Gas		 $ (6.53)
2008	Onshore	01003	AL	Baldwin	Royalties	Gas	Fuel Gas	 $ (1,738.59)
2008	Onshore	01003	AL	Baldwin	Royalties	Gas	Gas Plant Products	 $ (1.41)
2008	Onshore	01003	AL	Baldwin	Royalties	Gas	Processed (Residue) Gas	 $ 9,937.80 
2008	Onshore	01003	AL	Baldwin	Royalties	Oil	Drip or Scrubber Condensate	 $ 0.00 
2008	Onshore	01003	AL	Baldwin	Royalties	Oil	Other Liquid Hydrocarbons	 $ 17.34 
2008	Onshore	01003	AL	Baldwin	Royalties	Other	Sulfur	 $ 590.21 
2008	Onshore	01007	AL	Bibb	Other Revenues	Hardrock		 $ 123.00 
2008	Onshore	01039	AL	Covington	Royalties	Oil	Oil	 $ 470,886.03 
2008	Onshore	01053	AL	Escambia	Royalties	Oil	Oil	 $ 192,983.78 
2008	Onshore	01057	AL	Fayette	Royalties	Gas	Unprocessed (Wet) Gas	 $ 3,232.93 
2008	Onshore	01075	AL	Lamar	Royalties	Gas	Unprocessed (Wet) Gas	 $ 1,290.78 
2008	Onshore	01075	AL	Lamar	Royalties	Oil	Oil	 $ 13,528.30 
2008	Onshore	01097	AL	Mobile	Other Revenues	Oil & Gas		 $ (611.02)
2008	Onshore	01097	AL	Mobile	Other Roy Vals	Oil & Gas		 $ (625.88)
2008	Onshore	01097	AL	Mobile	Royalties	Gas	Fuel Gas	 $ (4,318.71)
2008	Onshore	01097	AL	Mobile	Royalties	Gas	Gas Plant Products	 $ (3.50)
2008	Onshore	01097	AL	Mobile	Royalties	Gas	Processed (Residue) Gas	 $ 193,553.01 
2008	Onshore	01097	AL	Mobile	Royalties	Oil	Drip or Scrubber Condensate	 $ -   
2008	Onshore	01097	AL	Mobile	Royalties	Oil	Oil	 $ 27,544.73 
2008	Onshore	01097	AL	Mobile	Royalties	Oil	Other Liquid Hydrocarbons	 $ 43.08 
2008	Onshore	01097	AL	Mobile	Royalties	Other	Sulfur	 $ 11,624.46 
2008	Onshore	01125	AL	Tuscaloosa	Other Roy Vals	Oil & Gas		 $ 1,400.00 
2008	Onshore	01125	AL	Tuscaloosa	Royalties	Gas	Coal Bed Methane	 $ 77,328.03 
2008	Onshore	01125	AL	Tuscaloosa	Royalties	Gas	Processed (Residue) Gas	 $ 67,210.01 
2008	Onshore	01125	AL	Tuscaloosa	Royalties	Gas	Unprocessed (Wet) Gas	 $ 434,950.63 
2008	Onshore	01297	AL	Mobile/Water	Other Roy Vals	Oil & Gas		 $ (17.00)
2008	Onshore	01297	AL	Mobile/Water	Royalties	Gas	Gas Plant Products	 $ 910.42 
2008	Onshore	01297	AL	Mobile/Water	Royalties	Gas	Processed (Residue) Gas	 $ 3,854.31 
2008	Onshore	01297	AL	Mobile/Water	Royalties	Gas	Unprocessed (Wet) Gas	 $ 3.29 
2008	Onshore	01297	AL	Mobile/Water	Royalties	Oil	Condensate	 $ 14.63 
2008	Onshore	01297	AL	Mobile/Water	Royalties	Other	Sulfur	 $ 45.13 
2008	Onshore	03027	AR	Columbia	Royalties	Gas	Processed (Residue) Gas	 $ 4,838.19 
2008	Onshore	03027	AR	Columbia	Royalties	Oil	Oil	 $ 151.05 
2008	Onshore	03029	AR	Conway	Other Roy Vals	Oil & Gas		 $ (306.68)
2008	Onshore	03029	AR	Conway	Royalties	Gas	Unprocessed (Wet) Gas	 $ 11,765.59 
2008	Onshore	03033	AR	Crawford	Other Revenues	Oil & Gas		 $ 3,517.46 
2008	Onshore	03033	AR	Crawford	Royalties	Gas	Unprocessed (Wet) Gas	 $ 141,106.32 
2008	Onshore	03047	AR	Franklin	Other Revenues	Oil & Gas		 $ 7,595.88 
2008	Onshore	03047	AR	Franklin	Other Roy Vals	Oil & Gas		 $ 6,225.31 
2008	Onshore	03047	AR	Franklin	Royalties	Gas	Unprocessed (Wet) Gas	 $ 177,466.95 
2008	Onshore	03051	AR	Garland	Other Revenues	Hardrock		 $ 240.00 
2008	Onshore	03071	AR	Johnson	Other Revenues	Oil & Gas		 $ 1,264.62 
2008	Onshore	03071	AR	Johnson	Other Roy Vals	Oil & Gas		 $ 200.00 
2008	Onshore	03071	AR	Johnson	Royalties	Gas	Unprocessed (Wet) Gas	 $ 600,840.50 
2008	Onshore	03083	AR	Logan	Other Revenues	Oil & Gas		 $ 8,295.94 
2008	Onshore	03083	AR	Logan	Other Roy Vals	Oil & Gas		 $ 120,735.38 
2008	Onshore	03083	AR	Logan	Royalties	Gas	Unprocessed (Wet) Gas	 $ 2,640,449.50 
2008	Onshore	03097	AR	Montgomery	Other Revenues	Hardrock		 $ 705.24 
2008	Onshore	03097	AR	Montgomery	Royalties	Solids	Quartz Crystal	 $ 1,038.77 
2008	Onshore	03115	AR	Pope	Other Roy Vals	Oil & Gas		 $ 10.00 
2008	Onshore	03115	AR	Pope	Royalties	Gas	Unprocessed (Wet) Gas	 $ 8,571.08 
2008	Onshore	03131	AR	Sebastian	Other Revenues	Oil & Gas		 $ 155.64 
2008	Onshore	03131	AR	Sebastian	Other Roy Vals	Oil & Gas		 $ 1,563.04 
2008	Onshore	03131	AR	Sebastian	Royalties	Gas	Unprocessed (Wet) Gas	 $ 4,066,233.27 
2008	Onshore	03145	AR	White	Other Roy Vals	Oil & Gas		 $ 596.57 
2008	Onshore	03145	AR	White	Royalties	Gas	Unprocessed (Wet) Gas	 $ 19,644.89 
2008	Onshore	03149	AR	Yell	Other Roy Vals	Oil & Gas		 $ (39,748.50)
2008	Onshore	03149	AR	Yell	Royalties	Gas	Unprocessed (Wet) Gas	 $ 1,249,662.95 
2008	Onshore	04013	CA	Contra Costa	Royalties	Gas	Unprocessed (Wet) Gas	 $ 13,079.70 
2008	Onshore	04013	CA	Contra Costa	Royalties	Oil	Condensate	 $ 131.70 
2008	Onshore	04013	CA	Contra Costa	Royalties	Oil	Oil	 $ 36.71 
2008	Onshore	04019	CA	Fresno	Other Revenues	Oil & Gas		 $ 3,954.77 
2008	Onshore	04019	CA	Fresno	Other Roy Vals	Oil & Gas		 $ (5,470.00)
2008	Onshore	04019	CA	Fresno	Royalties	Gas	Gas Plant Products	 $ (7.17)
2008	Onshore	04019	CA	Fresno	Royalties	Gas	Processed (Residue) Gas	 $ (134.23)
2008	Onshore	04019	CA	Fresno	Royalties	Gas	Unprocessed (Wet) Gas	 $ 167,301.65 
2008	Onshore	04019	CA	Fresno	Royalties	Oil	Condensate	 $ 10,886.47 
2008	Onshore	04019	CA	Fresno	Royalties	Oil	Oil	 $ 144,067.99 
2008	Onshore	04021	CA	Glenn	Other Roy Vals	Oil & Gas		 $ (558.00)
2008	Onshore	04021	CA	Glenn	Royalties	Gas	Unprocessed (Wet) Gas	 $ 12,305.86 
2008	Onshore	04025	CA	Imperial	Royalties	Geothermal	Geothermal - Electrical Generation, Kilowatt Hours	 $ 595,535.58 
2008	Onshore	04025	CA	Imperial	Royalties	Geothermal	Geothermal - Electrical Generation, Other	 $ 876.91 
2008	Onshore	04027	CA	Inyo	Other Roy Vals	Geothermal		 $ 814,607.37 
2008	Onshore	04027	CA	Inyo	Royalties	Geothermal	Geothermal - Electrical Generation, Kilowatt Hours	 $ 914,604.41 
2008	Onshore	04029	CA	Kern	Other Revenues	Oil & Gas		 $ 2,009.21 
2008	Onshore	04029	CA	Kern	Other Roy Vals	Oil & Gas		 $ (4,706.20)
2008	Onshore	04029	CA	Kern	Royalties	Gas	Flash Gas	 $ 4,054.17 
2008	Onshore	04029	CA	Kern	Royalties	Gas	Gas Lost - Flared or Vented	 $ 1,800.00 
2008	Onshore	04029	CA	Kern	Royalties	Gas	Gas Plant Products	 $ 171,931.05 
2008	Onshore	04029	CA	Kern	Royalties	Gas	Processed (Residue) Gas	 $ 1,045,930.33 
2008	Onshore	04029	CA	Kern	Royalties	Gas	Unprocessed (Wet) Gas	 $ 329,744.83 
2008	Onshore	04029	CA	Kern	Royalties	Oil	Condensate	 $ 150,623.81 
2008	Onshore	04029	CA	Kern	Royalties	Oil	Fuel Oil	 $ 60.73 
2008	Onshore	04029	CA	Kern	Royalties	Oil	Oil	 $ 77,260,361.66 
2008	Onshore	04030	CA	Kern	Other Revenues	Oil & Gas		 $ 2,009.21 
2008	Onshore	04030	CA	Kern	Other Roy Vals	Oil & Gas		 $ (2,606.20)
2008	Onshore	04030	CA	Kern	Royalties	Gas	Flash Gas	 $ 4,054.17 
2008	Onshore	04030	CA	Kern	Royalties	Gas	Gas Lost - Flared or Vented	 $ 1,800.00 
2008	Onshore	04030	CA	Kern	Royalties	Gas	Gas Plant Products	 $ 87,581.49 
2008	Onshore	04030	CA	Kern	Royalties	Gas	Processed (Residue) Gas	 $ 674,124.08 
2008	Onshore	04030	CA	Kern	Royalties	Gas	Unprocessed (Wet) Gas	 $ 456,164.86 
2008	Onshore	04030	CA	Kern	Royalties	Oil	Condensate	 $ 128,708.87 
2008	Onshore	04030	CA	Kern	Royalties	Oil	Fuel Oil	 $ 60.73 
2008	Onshore	04030	CA	Kern	Royalties	Oil	Oil	 $ 75,076,881.24 
2008	Onshore	04031	CA	Kings	Other Revenues	Oil & Gas		 $ 1,704.84 
2008	Onshore	04031	CA	Kings	Royalties	Gas	Gas Plant Products	 $ (0.50)
2008	Onshore	04031	CA	Kings	Royalties	Gas	Processed (Residue) Gas	 $ (8.70)
2008	Onshore	04031	CA	Kings	Royalties	Oil	Oil	 $ 265,930.14 
2008	Onshore	04033	CA	Lake	Royalties	Geothermal	Geothermal - Electrical Generation, Thousands of Pounds	 $ 4,420,888.33 
2008	Onshore	04035	CA	Lassen	Royalties	Geothermal	Geothermal - Direct Utilization, Millions of BTUs	 $ 67,163.45 
2008	Onshore	04037	CA	Los Angeles	Other Revenues	Oil & Gas		 $ 50,000.00 
2008	Onshore	04037	CA	Los Angeles	Royalties	Gas	Gas Lost - Flared or Vented	 $ 8,648.89 
2008	Onshore	04037	CA	Los Angeles	Royalties	Gas	Processed (Residue) Gas	 $ 819.93 
2008	Onshore	04037	CA	Los Angeles	Royalties	Gas	Unprocessed (Wet) Gas	 $ 115,630.51 
2008	Onshore	04037	CA	Los Angeles	Royalties	Oil	Condensate	 $ 151,174.81 
2008	Onshore	04037	CA	Los Angeles	Royalties	Oil	Oil	 $ 4,695,295.12 
2008	Onshore	04051	CA	Mono	Other Revenues	Geothermal		 $ (600.00)
2008	Onshore	04051	CA	Mono	Royalties	Geothermal	Geothermal - Electrical Generation, Kilowatt Hours	 $ 231,283.69 
2008	Onshore	04053	CA	Monterey	Royalties	Oil	Oil	 $ 48,261.13 
2008	Onshore	04067	CA	Sacramento	Other Roy Vals	Oil & Gas		 $ 92.67 
2008	Onshore	04069	CA	San Benito	Royalties	Oil	Oil	 $ 3,884.28 
2008	Onshore	04077	CA	San Joaquin	Other Roy Vals	Oil & Gas		 $ (620.00)
2008	Onshore	04077	CA	San Joaquin	Royalties	Gas	Unprocessed (Wet) Gas	 $ 3,730.19 
2008	Onshore	04079	CA	San Luis Ob.	Other Revenues	Oil & Gas		 $ 1,395.00 
2008	Onshore	04079	CA	San Luis Ob.	Royalties	Oil	Oil	 $ 179,903.01 
2008	Onshore	04083	CA	Santa Barbar	Royalties	Gas	Unprocessed (Wet) Gas	 $ 40,783.93 
2008	Onshore	04083	CA	Santa Barbar	Royalties	Oil	Oil	 $ 1,008,922.97 
2008	Onshore	04095	CA	Solano	Other Roy Vals	Oil & Gas		 $ 436.33 
2008	Onshore	04095	CA	Solano	Royalties	Gas	Unprocessed (Wet) Gas	 $ 1,903,776.55 
2008	Onshore	04095	CA	Solano	Royalties	Oil	Condensate	 $ 34,942.38 
2008	Onshore	04097	CA	Sonoma	Royalties	Geothermal	Geothermal - Electrical Generation, Thousands of Pounds	 $ 6,027,351.67 
2008	Onshore	04111	CA	Ventura	Other Revenues	Oil & Gas		 $ 537.00 
2008	Onshore	04111	CA	Ventura	Other Roy Vals	Oil & Gas		 $ 220,250.00 
2008	Onshore	04111	CA	Ventura	Royalties	Gas	Gas Lost - Flared or Vented	 $ 8,772.48 
2008	Onshore	04111	CA	Ventura	Royalties	Gas	Gas Plant Products	 $ 27,266.62 
2008	Onshore	04111	CA	Ventura	Royalties	Gas	Processed (Residue) Gas	 $ 192,150.49 
2008	Onshore	04111	CA	Ventura	Royalties	Gas	Unprocessed (Wet) Gas	 $ 511,791.09 
2008	Onshore	04111	CA	Ventura	Royalties	Oil	Condensate	 $ 2,089.63 
2008	Onshore	04111	CA	Ventura	Royalties	Oil	Drip or Scrubber Condensate	 $ 45.41 
2008	Onshore	04111	CA	Ventura	Royalties	Oil	Oil	 $ 3,828,736.35 
2008	Onshore	05005	CO	Arapahoe	Other Revenues	Oil & Gas		 $ 88.00 
2008	Onshore	05005	CO	Arapahoe	Royalties	Oil	Condensate	 $ 231.96 
2008	Onshore	05005	CO	Arapahoe	Royalties	Oil	Oil	 $ 482.79 
2008	Onshore	05007	CO	Archuleta	Other Revenues	Oil & Gas		 $ 4,006.00 
2008	Onshore	05007	CO	Archuleta	Other Roy Vals	Oil & Gas		 $ 5,132.41 
2008	Onshore	05007	CO	Archuleta	Royalties	Gas	Unprocessed (Wet) Gas	 $ 238,659.33 
2008	Onshore	05009	CO	Baca	Other Roy Vals	Oil & Gas		 $ (10.00)
2008	Onshore	05009	CO	Baca	Royalties	Gas	Unprocessed (Wet) Gas	 $ 39,042.51 
2008	Onshore	05009	CO	Baca	Royalties	Oil	Oil	 $ 281,967.88 
2008	Onshore	05011	CO	Bent	Royalties	Gas	Unprocessed (Wet) Gas	 $ 20,886.84 
2008	Onshore	05014	CO	Broomfield	Royalties	Gas	Unprocessed (Wet) Gas	 $ 246.83 
2008	Onshore	05014	CO	Broomfield	Royalties	Oil	Oil	 $ 179.65 
2008	Onshore	05017	CO	Cheyenne	Other Revenues	Oil & Gas		 $ 126.50 
2008	Onshore	05017	CO	Cheyenne	Royalties	Gas	Gas Plant Products	 $ 14,592.00 
2008	Onshore	05017	CO	Cheyenne	Royalties	Oil	Oil	 $ 83,121.39 
2008	Onshore	05029	CO	Delta	Other Revenues	Oil & Gas		 $ 1,573.48 
2008	Onshore	05029	CO	Delta	Other Roy Vals	Oil & Gas		 $ 4,062.58 
2008	Onshore	05029	CO	Delta	Royalties	Coal	Coal-Bituminous-Raw	 $ 175.01 
2008	Onshore	05029	CO	Delta	Royalties	Gas	Gas Plant Products	 $ 1,015.00 
2008	Onshore	05029	CO	Delta	Royalties	Gas	Unprocessed (Wet) Gas	 $ 25,764.83 
2008	Onshore	05033	CO	Dolores	Other Revenues	Oil & Gas		 $ 114,308.50 
2008	Onshore	05033	CO	Dolores	Other Roy Vals	Oil & Gas		 $ 51,096.18 
2008	Onshore	05033	CO	Dolores	Royalties	Gas	Gas Plant Products	 $ 167,802.74 
2008	Onshore	05033	CO	Dolores	Royalties	Gas	Processed (Residue) Gas	 $ 488,201.14 
2008	Onshore	05033	CO	Dolores	Royalties	Gas	Unprocessed (Wet) Gas	 $ 215,189.35 
2008	Onshore	05033	CO	Dolores	Royalties	Oil	Condensate	 $ 2,141.74 
2008	Onshore	05033	CO	Dolores	Royalties	Oil	Oil	 $ 425,786.03 
2008	Onshore	05033	CO	Dolores	Royalties	Other	Carbon Dioxide Gas (CO2)	 $ 8,622,329.59 
2008	Onshore	05045	CO	Garfield	Other Revenues	Oil & Gas		 $ 31,322.43 
2008	Onshore	05045	CO	Garfield	Other Roy Vals	Oil & Gas		 $ 208,142.02 
2008	Onshore	05045	CO	Garfield	Royalties	Gas	Coal Bed Methane	 $ 60,958.68 
2008	Onshore	05045	CO	Garfield	Royalties	Gas	Gas Plant Products	 $ 3,802,156.63 
2008	Onshore	05045	CO	Garfield	Royalties	Gas	Processed (Residue) Gas	 $ 82,502,978.67 
2008	Onshore	05045	CO	Garfield	Royalties	Gas	Unprocessed (Wet) Gas	 $ 43,785,803.98 
2008	Onshore	05045	CO	Garfield	Royalties	Oil	Condensate	 $ 3,384,565.19 
2008	Onshore	05045	CO	Garfield	Royalties	Oil	Drip or Scrubber Condensate	 $ 1,089,777.30 
2008	Onshore	05045	CO	Garfield	Royalties	Oil	Oil	 $ 1,067,510.39 
2008	Onshore	05045	CO	Garfield	Royalties	Other	Carbon Dioxide Gas (CO2)	 $ 5,262.39 
2008	Onshore	05051	CO	Gunnison	Other Revenues	Oil & Gas		 $ 5,535.62 
2008	Onshore	05051	CO	Gunnison	Other Roy Vals	Oil & Gas		 $ 19,498.83 
2008	Onshore	05051	CO	Gunnison	Royalties	Coal	Coal-Bituminous-Raw	 $ 217,359.48 
2008	Onshore	05051	CO	Gunnison	Royalties	Gas	Coal Bed Methane	 $ 218,937.03 
2008	Onshore	05051	CO	Gunnison	Royalties	Gas	Gas Plant Products	 $ 2,678.41 
2008	Onshore	05051	CO	Gunnison	Royalties	Gas	Unprocessed (Wet) Gas	 $ 59,563.86 
2008	Onshore	05051	CO	Gunnison	Royalties	Oil	Condensate	 $ 1,208.89 
2008	Onshore	05055	CO	Huerfano	Royalties	Other	Carbon Dioxide Gas (CO2)	 $ 585,625.87 
2008	Onshore	05057	CO	Jackson	Other Revenues	Oil & Gas		 $ 4,875.00 
2008	Onshore	05057	CO	Jackson	Royalties	Oil	Oil	 $ 585,329.25 
2008	Onshore	05057	CO	Jackson	Royalties	Other	Carbon Dioxide Gas (CO2)	 $ 85,188.77 
2008	Onshore	05061	CO	Kiowa	Royalties	Gas	Unprocessed (Wet) Gas	 $ 16,904.44 
2008	Onshore	05061	CO	Kiowa	Royalties	Oil	Oil	 $ 36,804.47 
2008	Onshore	05067	CO	La Plata	Other Revenues	Oil & Gas		 $ 640.00 
2008	Onshore	05067	CO	La Plata	Other Roy Vals	Oil & Gas		 $ 270,587.06 
2008	Onshore	05067	CO	La Plata	Royalties	Gas	Coal Bed Methane	 $ 3,247,002.35 
2008	Onshore	05067	CO	La Plata	Royalties	Gas	Gas Plant Products	 $ 321.62 
2008	Onshore	05067	CO	La Plata	Royalties	Gas	Processed (Residue) Gas	 $ (1,567.54)
2008	Onshore	05067	CO	La Plata	Royalties	Gas	Unprocessed (Wet) Gas	 $ 6,723,233.05 
2008	Onshore	05069	CO	Larimer	Royalties	Oil	Oil	 $ 16,067.65 
2008	Onshore	05071	CO	Las Animas	Other Roy Vals	Oil & Gas		 $ 106,752.23 
2008	Onshore	05071	CO	Las Animas	Royalties	Gas	Coal Bed Methane	 $ 3,694,836.74 
2008	Onshore	05071	CO	Las Animas	Royalties	Gas	Unprocessed (Wet) Gas	 $ 829,537.08 
2008	Onshore	05071	CO	Las Animas	Royalties	Oil	Oil	 $ 31,508.70 
2008	Onshore	05075	CO	Logan	Royalties	Oil	Oil	 $ 32,951.75 
2008	Onshore	05077	CO	Mesa	Other Revenues	Oil & Gas		 $ 70,153.41 
2008	Onshore	05077	CO	Mesa	Other Roy Vals	Oil & Gas		 $ 506,101.17 
2008	Onshore	05077	CO	Mesa	Royalties	Gas	Coal Bed Methane	 $ 60.60 
2008	Onshore	05077	CO	Mesa	Royalties	Gas	Gas Plant Products	 $ 171,193.29 
2008	Onshore	05077	CO	Mesa	Royalties	Gas	Processed (Residue) Gas	 $ 6,903,930.64 
2008	Onshore	05077	CO	Mesa	Royalties	Gas	Unprocessed (Wet) Gas	 $ 10,384,648.70 
2008	Onshore	05077	CO	Mesa	Royalties	Oil	Condensate	 $ 236,759.75 
2008	Onshore	05077	CO	Mesa	Royalties	Oil	Drip or Scrubber Condensate	 $ 77,411.97 
2008	Onshore	05077	CO	Mesa	Royalties	Oil	Oil	 $ 209,934.52 
2008	Onshore	05081	CO	Moffat	Other Revenues	Oil & Gas		 $ 9,730.24 
2008	Onshore	05081	CO	Moffat	Other Roy Vals	Oil & Gas		 $ 750,246.82 
2008	Onshore	05081	CO	Moffat	Royalties	Gas	Coal Bed Methane	 $ 837.63 
2008	Onshore	05081	CO	Moffat	Royalties	Gas	Gas Plant Products	 $ 576,744.45 
2008	Onshore	05081	CO	Moffat	Royalties	Gas	Processed (Residue) Gas	 $ 3,601,306.38 
2008	Onshore	05081	CO	Moffat	Royalties	Gas	Unprocessed (Wet) Gas	 $ 9,164,266.51 
2008	Onshore	05081	CO	Moffat	Royalties	Oil	Condensate	 $ 748,273.87 
2008	Onshore	05081	CO	Moffat	Royalties	Oil	Oil	 $ 1,357,606.85 
2008	Onshore	05083	CO	Montezuma	Other Revenues	Oil & Gas		 $ 1,075,144.01 
2008	Onshore	05083	CO	Montezuma	Other Roy Vals	Oil & Gas		 $ 170,163.82 
2008	Onshore	05083	CO	Montezuma	Royalties	Gas	Gas Plant Products	 $ 237,196.83 
2008	Onshore	05083	CO	Montezuma	Royalties	Gas	Processed (Residue) Gas	 $ 159,556.80 
2008	Onshore	05083	CO	Montezuma	Royalties	Gas	Unprocessed (Wet) Gas	 $ 107,004.90 
2008	Onshore	05083	CO	Montezuma	Royalties	Oil	Condensate	 $ 2,767.89 
2008	Onshore	05083	CO	Montezuma	Royalties	Oil	Oil	 $ 1,776,832.37 
2008	Onshore	05083	CO	Montezuma	Royalties	Other	Carbon Dioxide Gas (CO2)	 $ 47,980,448.41 
2008	Onshore	05087	CO	Morgan	Other Revenues	Oil & Gas		 $ 760.00 
2008	Onshore	05087	CO	Morgan	Royalties	Oil	Oil	 $ 16,398.20 
2008	Onshore	05097	CO	Pitkin	Other Revenues	Oil & Gas		 $ 18,909.18 
2008	Onshore	05099	CO	Prowers	Other Roy Vals	Oil & Gas		 $ 10.00 
2008	Onshore	05099	CO	Prowers	Royalties	Gas	Unprocessed (Wet) Gas	 $ 2,213.96 
2008	Onshore	05103	CO	Rio Blanco	Other Revenues	Oil & Gas		 $ 92,531.94 
2008	Onshore	05103	CO	Rio Blanco	Other Revenues	Sodium		 $ 161,390.72 
2008	Onshore	05103	CO	Rio Blanco	Other Roy Vals	Oil & Gas		 $ 343,004.24 
2008	Onshore	05103	CO	Rio Blanco	Royalties	Gas	Coal Bed Methane	 $ 719,232.25 
2008	Onshore	05103	CO	Rio Blanco	Royalties	Gas	Gas Lost - Flared or Vented	 $ 1,733.40 
2008	Onshore	05103	CO	Rio Blanco	Royalties	Gas	Gas Plant Products	 $ 5,676,574.89 
2008	Onshore	05103	CO	Rio Blanco	Royalties	Gas	Processed (Residue) Gas	 $ 21,981,125.60 
2008	Onshore	05103	CO	Rio Blanco	Royalties	Gas	Unprocessed (Wet) Gas	 $ 9,586,552.64 
2008	Onshore	05103	CO	Rio Blanco	Royalties	Oil	Condensate	 $ 1,575,339.33 
2008	Onshore	05103	CO	Rio Blanco	Royalties	Oil	Drip or Scrubber Condensate	 $ 30,218.57 
2008	Onshore	05103	CO	Rio Blanco	Royalties	Oil	Oil	 $ 34,662,339.90 
2008	Onshore	05107	CO	Routt	Other Roy Vals	Oil & Gas		 $ 500.00 
2008	Onshore	05107	CO	Routt	Royalties	Oil	Oil	 $ 91,133.68 
2008	Onshore	05113	CO	San Miguel	Other Revenues	Oil & Gas		 $ 4,098.00 
2008	Onshore	05113	CO	San Miguel	Other Roy Vals	Oil & Gas		 $ 399,368.01 
2008	Onshore	05113	CO	San Miguel	Royalties	Gas	Gas Plant Products	 $ 5,157.64 
2008	Onshore	05113	CO	San Miguel	Royalties	Gas	Processed (Residue) Gas	 $ 8,526.71 
2008	Onshore	05113	CO	San Miguel	Royalties	Gas	Unprocessed (Wet) Gas	 $ 12,289,975.47 
2008	Onshore	05113	CO	San Miguel	Royalties	Oil	Condensate	 $ 59,714.11 
2008	Onshore	05113	CO	San Miguel	Royalties	Oil	Oil	 $ 2,022.91 
2008	Onshore	05121	CO	Washington	Royalties	Gas	Processed (Residue) Gas	 $ 812.88 
2008	Onshore	05121	CO	Washington	Royalties	Gas	Unprocessed (Wet) Gas	 $ 60,343.81 
2008	Onshore	05121	CO	Washington	Royalties	Oil	Oil	 $ 68,811.78 
