Land Category	Calendar Year	Ofshore Region	Planning Area	Offshore Area	Protraction	Volume Type	Commodity	Product	 Sales Volumes 
Federal Offshore	2011	Gulf of Mexico	Western Gulf of Mexico	Garden Banks	NG15-02	Royalty	Gas	Fuel Gas (mcf)	  33,663.90 
Federal Offshore	2011	Gulf of Mexico	Western Gulf of Mexico	Garden Banks	NG15-02	Royalty	Gas	Processed (Residue) Gas (mcf)	  86,211,194.35 
Federal Offshore	2011	Gulf of Mexico	Western Gulf of Mexico	Garden Banks	NG15-02	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  12,000,551.92 
Federal Offshore	2011	Gulf of Mexico	Western Gulf of Mexico	Garden Banks	NG15-02	Royalty	NGL	Gas Plant Products (gal)	  204,812,694.37 
Federal Offshore	2011	Gulf of Mexico	Western Gulf of Mexico	Garden Banks	NG15-02	Royalty	Oil	Condensate (bbl)	  16,852,918.88 
Federal Offshore	2011	Gulf of Mexico	Western Gulf of Mexico	Garden Banks	NG15-02	Royalty	Oil	Drip or Scrubber Condensate (bbl)	  222,119.54 
Federal Offshore	2011	Gulf of Mexico	Western Gulf of Mexico	Garden Banks	NG15-02	Royalty	Oil	Inlet Scrubber (bbl)	  4,279.15 
Federal Offshore	2011	Gulf of Mexico	Western Gulf of Mexico	Garden Banks	NG15-02	Royalty	Oil	Oil (bbl)	  13,354,057.24 
Federal Offshore	2011	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition	TX7A	Royalty	Gas	Flash Gas (mcf)	  18,059.80 
Federal Offshore	2011	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition	TX7A	Royalty	Gas	Processed (Residue) Gas (mcf)	  4,972,924.51 
Federal Offshore	2011	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition	TX7A	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  563,098.67 
Federal Offshore	2011	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition	TX7A	Royalty	NGL	Gas Plant Products (gal)	  4,775,983.86 
Federal Offshore	2011	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition	TX7A	Royalty	Oil	Condensate (bbl)	  37,744.30 
Federal Offshore	2011	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition	TX7A	Royalty	Oil	Oil (bbl)	  12,191.04 
Federal Offshore	2011	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition, South Extension	TX7C	Royalty	Gas	Flash Gas (mcf)	  31,716.16 
Federal Offshore	2011	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition, South Extension	TX7C	Royalty	Gas	Processed (Residue) Gas (mcf)	  20,012,460.94 
Federal Offshore	2011	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition, South Extension	TX7C	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  895,400.60 
Federal Offshore	2011	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition, South Extension	TX7C	Royalty	NGL	Gas Plant Products (gal)	  14,353,107.67 
Federal Offshore	2011	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition, South Extension	TX7C	Royalty	Oil	Condensate (bbl)	  332,843.25 
Federal Offshore	2011	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition, South Extension	TX7C	Royalty	Oil	Oil (bbl)	  763,320.51 
Federal Offshore	2011	Gulf of Mexico	Western Gulf of Mexico	High Island Area, South Addition	TX7B	Royalty	Gas	Flash Gas (mcf)	  2,827.00 
Federal Offshore	2011	Gulf of Mexico	Western Gulf of Mexico	High Island Area, South Addition	TX7B	Royalty	Gas	Processed (Residue) Gas (mcf)	  9,014,487.02 
Federal Offshore	2011	Gulf of Mexico	Western Gulf of Mexico	High Island Area, South Addition	TX7B	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  3,324,705.98 
Federal Offshore	2011	Gulf of Mexico	Western Gulf of Mexico	High Island Area, South Addition	TX7B	Royalty	NGL	Gas Plant Products (gal)	  8,466,848.36 
Federal Offshore	2011	Gulf of Mexico	Western Gulf of Mexico	High Island Area, South Addition	TX7B	Royalty	Oil	Condensate (bbl)	  872,303.58 
Federal Offshore	2011	Gulf of Mexico	Western Gulf of Mexico	High Island Area, South Addition	TX7B	Royalty	Oil	Drip or Scrubber Condensate (bbl)	  49.57 
Federal Offshore	2011	Gulf of Mexico	Western Gulf of Mexico	High Island Area, South Addition	TX7B	Royalty	Oil	Oil (bbl)	  2,153,733.53 
Federal Offshore	2011	Gulf of Mexico	Western Gulf of Mexico	Keathley Canyon	NG15-05	Royalty	Gas	Flash Gas (mcf)	  110,761.08 
Federal Offshore	2011	Gulf of Mexico	Western Gulf of Mexico	Keathley Canyon	NG15-05	Royalty	Gas	Processed (Residue) Gas (mcf)	  28,860,543.72 
Federal Offshore	2011	Gulf of Mexico	Western Gulf of Mexico	Keathley Canyon	NG15-05	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  5,341,403.42 
Federal Offshore	2011	Gulf of Mexico	Western Gulf of Mexico	Keathley Canyon	NG15-05	Royalty	NGL	Gas Plant Products (gal)	  44,835,493.34 
Federal Offshore	2011	Gulf of Mexico	Western Gulf of Mexico	Keathley Canyon	NG15-05	Royalty	Oil	Condensate (bbl)	  206,271.47 
Federal Offshore	2011	Gulf of Mexico	Western Gulf of Mexico	Keathley Canyon	NG15-05	Royalty	Oil	Oil (bbl)	  268,277.83 
Federal Offshore	2011	Gulf of Mexico	Western Gulf of Mexico	Matagorda Island Area	TX4	Royalty	Gas	Flash Gas (mcf)	  5,418.20 
Federal Offshore	2011	Gulf of Mexico	Western Gulf of Mexico	Matagorda Island Area	TX4	Royalty	Gas	Processed (Residue) Gas (mcf)	  2,489,039.30 
Federal Offshore	2011	Gulf of Mexico	Western Gulf of Mexico	Matagorda Island Area	TX4	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  17,173,305.03 
Federal Offshore	2011	Gulf of Mexico	Western Gulf of Mexico	Matagorda Island Area	TX4	Royalty	NGL	Gas Plant Products (gal)	  2,905,365.36 
Federal Offshore	2011	Gulf of Mexico	Western Gulf of Mexico	Matagorda Island Area	TX4	Royalty	Oil	Condensate (bbl)	  118,957.12 
Federal Offshore	2011	Gulf of Mexico	Western Gulf of Mexico	Matagorda Island Area	TX4	Royalty	Oil	Oil (bbl)	  2,410.05 
Federal Offshore	2011	Gulf of Mexico	Western Gulf of Mexico	Mustang Island Area	TX3	Royalty	Gas	Flash Gas (mcf)	  122.99 
Federal Offshore	2011	Gulf of Mexico	Western Gulf of Mexico	Mustang Island Area	TX3	Royalty	Gas	Processed (Residue) Gas (mcf)	  389,777.26 
Federal Offshore	2011	Gulf of Mexico	Western Gulf of Mexico	Mustang Island Area	TX3	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  2,409,382.30 
Federal Offshore	2011	Gulf of Mexico	Western Gulf of Mexico	Mustang Island Area	TX3	Royalty	NGL	Gas Plant Products (gal)	  59,270.40 
Federal Offshore	2011	Gulf of Mexico	Western Gulf of Mexico	Mustang Island Area	TX3	Royalty	Oil	Condensate (bbl)	  2,175.41 
Federal Offshore	2011	Gulf of Mexico	Western Gulf of Mexico	Mustang Island Area	TX3	Royalty	Oil	Oil (bbl)	  162,901.83 
Federal Offshore	2011	Gulf of Mexico	Western Gulf of Mexico	Mustang Island Area, East Addition	TX3A	Royalty	Gas	Flash Gas (mcf)	  72.00 
Federal Offshore	2011	Gulf of Mexico	Western Gulf of Mexico	Mustang Island Area, East Addition	TX3A	Royalty	Gas	Processed (Residue) Gas (mcf)	  2,029,814.16 
Federal Offshore	2011	Gulf of Mexico	Western Gulf of Mexico	Mustang Island Area, East Addition	TX3A	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  1,406,733.00 
Federal Offshore	2011	Gulf of Mexico	Western Gulf of Mexico	Mustang Island Area, East Addition	TX3A	Royalty	NGL	Gas Plant Products (gal)	  2,491,684.98 
Federal Offshore	2011	Gulf of Mexico	Western Gulf of Mexico	Mustang Island Area, East Addition	TX3A	Royalty	Oil	Condensate (bbl)	  8,570.76 
Federal Offshore	2011	Gulf of Mexico	Western Gulf of Mexico	Mustang Island Area, East Addition	TX3A	Royalty	Oil	Oil (bbl)	  6,208.79 
Federal Offshore	2011	Gulf of Mexico	Western Gulf of Mexico	North Padre Island Area	TX2	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  1,100,202.30 
Federal Offshore	2011	Gulf of Mexico	Western Gulf of Mexico	North Padre Island Area, East Addition	TX2A	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  2,683,913.36 
Federal Offshore	2011	Gulf of Mexico	Western Gulf of Mexico	North Padre Island Area, East Addition	TX2A	Royalty	Oil	Condensate (bbl)	  867.32 
Federal Offshore	2011	Gulf of Mexico	Western Gulf of Mexico	Sabine Pass Area	LA12	Royalty	Gas	Processed (Residue) Gas (mcf)	  246.65 
Federal Offshore	2011	Gulf of Mexico	Western Gulf of Mexico	Sabine Pass Area	LA12	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  0.31 
Federal Offshore	2011	Gulf of Mexico	Western Gulf of Mexico	Sabine Pass Area	LA12	Royalty	NGL	Gas Plant Products (gal)	  333.48 
Federal Offshore	2011	Gulf of Mexico	Western Gulf of Mexico	Sabine Pass Area	LA12	Royalty	Oil	Condensate (bbl)	  4.43 
Federal Offshore	2011	Gulf of Mexico	Western Gulf of Mexico	Sabine Pass Area	LA12	Royalty	Oil	Inlet Scrubber (bbl)	  (0.00)
Federal Offshore	2011	Gulf of Mexico	Western Gulf of Mexico	Sabine Pass Area	TX8	Royalty	Gas	Processed (Residue) Gas (mcf)	  1,019,137.50 
Federal Offshore	2011	Gulf of Mexico	Western Gulf of Mexico	Sabine Pass Area	TX8	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  1,160.15 
Federal Offshore	2011	Gulf of Mexico	Western Gulf of Mexico	Sabine Pass Area	TX8	Royalty	NGL	Gas Plant Products (gal)	  1,361,625.19 
Federal Offshore	2011	Gulf of Mexico	Western Gulf of Mexico	Sabine Pass Area	TX8	Royalty	Oil	Condensate (bbl)	  16,262.29 
Federal Offshore	2011	Gulf of Mexico	Western Gulf of Mexico	Sabine Pass Area	TX8	Royalty	Oil	Inlet Scrubber (bbl)	  (0.00)
Federal Offshore	2011	Gulf of Mexico	Western Gulf of Mexico	South Padre Island Area	TX1	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  1,514,497.00 
Federal Offshore	2011	Pacific	Southern California			Royalty	Gas	Fuel Gas (mcf)	  4,497.00 
Federal Offshore	2011	Pacific	Southern California			Royalty	Gas	Gas Lost - Flared or Vented (mcf)	  11,385.00 
Federal Offshore	2011	Pacific	Southern California			Royalty	Gas	Processed (Residue) Gas (mcf)	  12,203,755.23 
Federal Offshore	2011	Pacific	Southern California			Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  3,318,885.48 
Federal Offshore	2011	Pacific	Southern California			Royalty	NGL	Gas Plant Products (gal)	  6,456,385.68 
Federal Offshore	2011	Pacific	Southern California			Royalty	Oil	Condensate (bbl)	  13,528.38 
Federal Offshore	2011	Pacific	Southern California			Royalty	Oil	Drip or Scrubber Condensate (bbl)	  (0.00)
Federal Offshore	2011	Pacific	Southern California			Royalty	Oil	Inlet Scrubber (bbl)	  37,174.42 
Federal Offshore	2011	Pacific	Southern California			Royalty	Oil	Oil (bbl)	  19,781,761.78 
Federal Offshore	2011	Pacific	Southern California			Royalty	Other Products	Sulfur (lton)	  3,334.25 
Federal Offshore	2012	Alaska	Beaufort Sea			Royalty	Oil	Oil (bbl)	  613,535.68 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Atwater Valley	NG16-01	Royalty	Gas	Flash Gas (mcf)	  3,740.00 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Atwater Valley	NG16-01	Royalty	Gas	Processed (Residue) Gas (mcf)	  1,878,065.64 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Atwater Valley	NG16-01	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  51,955,826.38 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Atwater Valley	NG16-01	Royalty	NGL	Gas Plant Products (gal)	  6,054,765.89 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Atwater Valley	NG16-01	Royalty	Oil	Condensate (bbl)	  3,905.42 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Atwater Valley	NG16-01	Royalty	Oil	Drip or Scrubber Condensate (bbl)	  2,834.53 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Atwater Valley	NG16-01	Royalty	Oil	Oil (bbl)	  3,685,780.58 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Bay Marchand Area	LA6C	Royalty	Gas	Flash Gas (mcf)	  165.52 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Bay Marchand Area	LA6C	Royalty	Gas	Fuel Gas (mcf)	  100,564.22 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Bay Marchand Area	LA6C	Royalty	Gas	Gas Lost - Flared or Vented (mcf)	  1,269.59 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Bay Marchand Area	LA6C	Royalty	Gas	Processed (Residue) Gas (mcf)	  125,143.15 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Bay Marchand Area	LA6C	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  155,039.48 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Bay Marchand Area	LA6C	Royalty	NGL	Gas Plant Products (gal)	  120,932.19 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Bay Marchand Area	LA6C	Royalty	Oil	Condensate (bbl)	  140,810.42 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Bay Marchand Area	LA6C	Royalty	Oil	Drip or Scrubber Condensate (bbl)	  12.92 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Bay Marchand Area	LA6C	Royalty	Oil	Oil (bbl)	  628,264.87 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Breton Sound Area	LA10B	Royalty	Gas	Fuel Gas (mcf)	  198.62 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Breton Sound Area	LA10B	Royalty	Gas	Processed (Residue) Gas (mcf)	  1,380,838.67 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Breton Sound Area	LA10B	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  1,552,408.31 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Breton Sound Area	LA10B	Royalty	NGL	Gas Plant Products (gal)	  1,339,816.16 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Breton Sound Area	LA10B	Royalty	Oil	Condensate (bbl)	  54,113.72 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Breton Sound Area	LA10B	Royalty	Oil	Oil (bbl)	  298,642.30 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Chandeleur Area	LA11	Royalty	Gas	Processed (Residue) Gas (mcf)	  18,503.00 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Chandeleur Area	LA11	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  667,423.00 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Chandeleur Area	LA11	Royalty	Oil	Condensate (bbl)	  65.37 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Chandeleur Area, East Addition	LA11A	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  863,542.03 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Chandeleur Area, East Addition	LA11A	Royalty	Oil	Condensate (bbl)	  1,291.56 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	East Cameron Area	LA2	Royalty	Gas	Flash Gas (mcf)	  54,954.96 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	East Cameron Area	LA2	Royalty	Gas	Fuel Gas (mcf)	  111,792.38 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	East Cameron Area	LA2	Royalty	Gas	Gas Lost - Flared or Vented (mcf)	  140.00 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	East Cameron Area	LA2	Royalty	Gas	Processed (Residue) Gas (mcf)	  11,765,573.14 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	East Cameron Area	LA2	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  4,943,265.76 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	East Cameron Area	LA2	Royalty	NGL	Gas Plant Products (gal)	  12,209,704.41 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	East Cameron Area	LA2	Royalty	Oil	Condensate (bbl)	  153,230.94 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	East Cameron Area	LA2	Royalty	Oil	Drip or Scrubber Condensate (bbl)	  1,799.25 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	East Cameron Area	LA2	Royalty	Oil	Inlet Scrubber (bbl)	  6.48 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	East Cameron Area	LA2	Royalty	Oil	Oil (bbl)	  73,437.09 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	East Cameron Area, South Addition	LA2A	Royalty	Gas	Flash Gas (mcf)	  68,997.36 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	East Cameron Area, South Addition	LA2A	Royalty	Gas	Fuel Gas (mcf)	  2,158.86 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	East Cameron Area, South Addition	LA2A	Royalty	Gas	Processed (Residue) Gas (mcf)	  12,235,171.43 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	East Cameron Area, South Addition	LA2A	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  1,772,331.92 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	East Cameron Area, South Addition	LA2A	Royalty	NGL	Gas Plant Products (gal)	  8,331,749.03 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	East Cameron Area, South Addition	LA2A	Royalty	Oil	Condensate (bbl)	  632,363.95 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	East Cameron Area, South Addition	LA2A	Royalty	Oil	Drip or Scrubber Condensate (bbl)	  3,885.71 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	East Cameron Area, South Addition	LA2A	Royalty	Oil	Inlet Scrubber (bbl)	  45.81 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	East Cameron Area, South Addition	LA2A	Royalty	Oil	Oil (bbl)	  1,569,845.85 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area	LA4	Royalty	Gas	Flash Gas (mcf)	  82,115.47 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area	LA4	Royalty	Gas	Fuel Gas (mcf)	  772,521.32 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area	LA4	Royalty	Gas	Gas Lost - Flared or Vented (mcf)	  2,834.00 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area	LA4	Royalty	Gas	Processed (Residue) Gas (mcf)	  60,316,230.25 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area	LA4	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  11,917,817.28 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area	LA4	Royalty	NGL	Gas Plant Products (gal)	  57,679,148.19 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area	LA4	Royalty	Oil	Condensate (bbl)	  1,994,661.03 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area	LA4	Royalty	Oil	Drip or Scrubber Condensate (bbl)	  38,906.98 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area	LA4	Royalty	Oil	Inlet Scrubber (bbl)	  2,536.25 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area	LA4	Royalty	Oil	Oil (bbl)	  4,273,285.24 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area, South Addition	LA4A	Royalty	Gas	Flash Gas (mcf)	  30,654.28 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area, South Addition	LA4A	Royalty	Gas	Fuel Gas (mcf)	  123.14 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area, South Addition	LA4A	Royalty	Gas	Processed (Residue) Gas (mcf)	  15,020,229.41 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area, South Addition	LA4A	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  7,680,254.41 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area, South Addition	LA4A	Royalty	NGL	Gas Plant Products (gal)	  28,271,334.22 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area, South Addition	LA4A	Royalty	Oil	Condensate (bbl)	  612,920.82 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area, South Addition	LA4A	Royalty	Oil	Drip or Scrubber Condensate (bbl)	  19,312.07 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area, South Addition	LA4A	Royalty	Oil	Inlet Scrubber (bbl)	  145.21 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area, South Addition	LA4A	Royalty	Oil	Oil (bbl)	  5,641,534.93 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Ewing Bank	NH15-12	Royalty	Gas	Flash Gas (mcf)	  21,675.98 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Ewing Bank	NH15-12	Royalty	Gas	Processed (Residue) Gas (mcf)	  4,937,631.99 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Ewing Bank	NH15-12	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  2,622,578.20 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Ewing Bank	NH15-12	Royalty	NGL	Gas Plant Products (gal)	  16,535,659.07 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Ewing Bank	NH15-12	Royalty	Oil	Condensate (bbl)	  805,686.88 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Ewing Bank	NH15-12	Royalty	Oil	Drip or Scrubber Condensate (bbl)	  16,060.88 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Ewing Bank	NH15-12	Royalty	Oil	Inlet Scrubber (bbl)	  186.78 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Ewing Bank	NH15-12	Royalty	Oil	Oil (bbl)	  7,456,415.35 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Garden Banks	NG15-02	Royalty	Gas	Flash Gas (mcf)	  9,801.00 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Garden Banks	NG15-02	Royalty	Gas	Processed (Residue) Gas (mcf)	  5,664,227.10 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Garden Banks	NG15-02	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  1,234,001.44 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Garden Banks	NG15-02	Royalty	NGL	Gas Plant Products (gal)	  5,980,913.52 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Garden Banks	NG15-02	Royalty	Oil	Condensate (bbl)	  193,885.82 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Garden Banks	NG15-02	Royalty	Oil	Oil (bbl)	  290,829.78 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area	LA7	Royalty	Gas	Flash Gas (mcf)	  8,675.33 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area	LA7	Royalty	Gas	Fuel Gas (mcf)	  3,372,047.54 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area	LA7	Royalty	Gas	Gas Lost - Flared or Vented (mcf)	  200,178.67 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area	LA7	Royalty	Gas	Processed (Residue) Gas (mcf)	  14,304,692.69 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area	LA7	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  4,484,210.76 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area	LA7	Royalty	NGL	Gas Plant Products (gal)	  9,011,700.23 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area	LA7	Royalty	Oil	Condensate (bbl)	  409,380.41 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area	LA7	Royalty	Oil	Drip or Scrubber Condensate (bbl)	  1,600.27 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area	LA7	Royalty	Oil	Inlet Scrubber (bbl)	  811.08 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area	LA7	Royalty	Oil	Oil (bbl)	  4,515,335.38 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area, South Addition	LA7A	Royalty	Gas	Flash Gas (mcf)	  43,463.03 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area, South Addition	LA7A	Royalty	Gas	Fuel Gas (mcf)	  55.51 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area, South Addition	LA7A	Royalty	Gas	Processed (Residue) Gas (mcf)	  6,384,101.22 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area, South Addition	LA7A	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  918,256.53 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area, South Addition	LA7A	Royalty	NGL	Gas Plant Products (gal)	  15,193,496.49 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area, South Addition	LA7A	Royalty	Oil	Condensate (bbl)	  627,475.64 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area, South Addition	LA7A	Royalty	Oil	Drip or Scrubber Condensate (bbl)	  1,409.09 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area, South Addition	LA7A	Royalty	Oil	Inlet Scrubber (bbl)	  4,792.25 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area, South Addition	LA7A	Royalty	Oil	Oil (bbl)	  32,396.34 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Green Canyon	NG15-03	Royalty	Gas	Flash Gas (mcf)	  333,376.46 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Green Canyon	NG15-03	Royalty	Gas	Gas Lost - Flared or Vented (mcf)	  4,420.00 
Federal Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Green Canyon	NG15-03	Royalty	Gas	Processed (Residue) Gas (mcf)	  71,899,943.38 
