Year	Region	Area	Commodity	Product	Type	Revenue	Count
2008	Pacific	Southern California	Oil	 Oil 	Royalties	372721668.15	1
2008	Pacific	Southern California	Other	 Sulfur 	Royalties	209945.99	1
2009	Alaska	Beaufort Sea	Oil	 Oil 	Other Royalties	69114054.51	1
2009	Alaska	Beaufort Sea	Oil & Gas		Rents	2709581.50	1
2009	Alaska	Beaufort Sea	Oil	 Oil 	Royalties	-51600665.48	1
2009	Alaska	Chukchi Sea	Oil & Gas		Rents	4186057.50	1
2009	Atlantic	North Atlantic	Wind		Rents	68319.68	1
2009	Gulf		Gas	 Unprocessed (Wet) Gas 	Royalties	-6292220.39	1
2009	Pacific	Southern California	Oil & Gas		Other Revenues	-60811.15	1
2009	Pacific	Southern California	Oil	 Oil 	Other Royalties	-62149.81	1
2009	Pacific	Southern California	Oil & Gas		Other Royalties	739315.61	1
2009	Pacific	Southern California	Oil & Gas		Rents	-18432.00	1
2009	Pacific	Southern California	Gas	 Fuel Gas 	Royalties	5758.04	1
2009	Pacific	Southern California	Gas	 Gas Lost - Flared or Vented 	Royalties	2257.53	1
2009	Pacific	Southern California	Gas	 Processed (Residue) Gas 	Royalties	11424908.13	1
2009	Pacific	Southern California	Gas	 Unprocessed (Wet) Gas 	Royalties	3980068.94	1
2009	Pacific	Southern California	NGL	 Gas Plant Products 	Royalties	1564916.22	1
2009	Pacific	Southern California	Oil	 Condensate 	Royalties	158129.23	1
2009	Pacific	Southern California	Oil	 Drip or Scrubber Condensate 	Royalties	277217.97	1
2009	Pacific	Southern California	Oil	 Oil 	Royalties	181328214.03	1
2009	Pacific	Southern California	Other	 Sulfur 	Royalties	9717.06	1
2010	Alaska	Beaufort Sea	Oil	 Oil 	Other Royalties	67208485.88	1
2010	Alaska	Beaufort Sea	Oil & Gas		Rents	3534045.50	1
2010	Alaska	Beaufort Sea	Oil	 Oil 	Royalties	-47112968.27	1
2010	Alaska	Chukchi Sea	Oil & Gas		Rents	5569890.00	1
2010	Atlantic	North Atlantic	Wind		Rents	139517.76	1
2010	Gulf		Oil & Gas		Other Royalties	8666.07	1
2010	Gulf		Gas	 Unprocessed (Wet) Gas 	Royalties	-10023572.21	1
2010	Pacific	Southern California	Oil & Gas		Other Revenues	143208.80	1
2010	Pacific	Southern California	Oil	 Oil 	Other Royalties	-19586.58	1
2010	Pacific	Southern California	Oil & Gas		Other Royalties	-273622.85	1
2010	Pacific	Southern California	Gas	 Fuel Gas 	Royalties	11059.36	1
2010	Pacific	Southern California	Gas	 Gas Lost - Flared or Vented 	Royalties	4613.34	1
2010	Pacific	Southern California	Gas	 Processed (Residue) Gas 	Royalties	12785010.06	1
2010	Pacific	Southern California	Gas	 Unprocessed (Wet) Gas 	Royalties	2724711.49	1
2010	Pacific	Southern California	NGL	 Gas Plant Products 	Royalties	119516.72	1
2010	Pacific	Southern California	Oil	 Condensate 	Royalties	173876.82	1
2010	Pacific	Southern California	Oil	 Drip or Scrubber Condensate 	Royalties	520526.79	1
2010	Pacific	Southern California	Oil	 Oil 	Royalties	250284770.62	1
2010	Pacific	Southern California	Other	 Sulfur 	Royalties	17522.74	1
2011	Alaska	Beaufort Sea	Oil	 Oil 	Other Royalties	-3781962.08	1
2011	Alaska	Beaufort Sea	Oil & Gas		Rents	4214602.50	1
2011	Alaska	Beaufort Sea	Oil	 Oil 	Royalties	19131797.07	1
2011	Alaska	Chukchi Sea	Oil & Gas		Rents	57600.00	1
2011	Atlantic	North Atlantic	Wind		Rents	135247.84	1
2011	Pacific	Southern California	Oil & Gas		Other Revenues	37857.33	1
2011	Pacific	Southern California	Oil & Gas		Other Royalties	-48382.91	1
2011	Pacific	Southern California	Gas	 Fuel Gas 	Royalties	5941.51	1
2011	Pacific	Southern California	Gas	 Gas Lost - Flared or Vented 	Royalties	6441.89	1
2011	Pacific	Southern California	Gas	 Processed (Residue) Gas 	Royalties	7992257.00	1
2011	Pacific	Southern California	Gas	 Unprocessed (Wet) Gas 	Royalties	-380780.13	1
2011	Pacific	Southern California	NGL	 Gas Plant Products 	Royalties	1173840.01	1
2011	Pacific	Southern California	Oil	 Condensate 	Royalties	127016.22	1
2011	Pacific	Southern California	Oil	 Drip or Scrubber Condensate 	Royalties	545839.48	1
2011	Pacific	Southern California	Oil	 Oil 	Royalties	308592480.83	1
2011	Pacific	Southern California	Other	 Sulfur 	Royalties	63584.56	1
2012	Alaska	Beaufort Sea	Oil & Gas		Rents	5308888.00	1
2012	Alaska	Beaufort Sea	Oil	 Oil 	Royalties	11414004.94	1
2012	Alaska	Chukchi Sea	Oil & Gas		Rents	5056476.05	1
2012	Atlantic	North Atlantic	Wind		Rents	128842.84	1
2012	Gulf		Gas	 Unprocessed (Wet) Gas 	Royalties	-56804.14	1
2012	Pacific	Southern California	Oil & Gas		Other Revenues	55890.03	1
2012	Pacific	Southern California	Oil & Gas		Other Royalties	75743.95	1
2012	Pacific	Southern California	Gas	 Fuel Gas 	Royalties	7235.53	1
2012	Pacific	Southern California	Gas	 Gas Lost - Flared or Vented 	Royalties	-402.64	1
2012	Pacific	Southern California	Gas	 Processed (Residue) Gas 	Royalties	5312300.77	1
2012	Pacific	Southern California	Gas	 Unprocessed (Wet) Gas 	Royalties	476494.13	1
2012	Pacific	Southern California	NGL	 Gas Plant Products 	Royalties	811638.16	1
2012	Pacific	Southern California	Oil	 Condensate 	Royalties	251359.20	1
2012	Pacific	Southern California	Oil	 Drip or Scrubber Condensate 	Royalties	510637.59	1
2012	Pacific	Southern California	Oil	 Oil 	Royalties	292214723.77	1
2012	Pacific	Southern California	Other	 Sulfur 	Royalties	49553.05	1
2013	Alaska	Beaufort Sea	Oil	 Oil 	Other Royalties	-7500.82	1
2013	Alaska	Beaufort Sea	Oil & Gas		Rents	5136075.00	1
2013	Alaska	Beaufort Sea	Oil	 Oil 	Royalties	10565860.56	1
2013	Alaska	Chukchi Sea	Oil & Gas		Rents	7551790.59	1
2013	Atlantic	Mid Atlantic	Wind		Bonus	1600000.00	1
2013	Atlantic	Mid Atlantic	Wind		Rents	169198.00	1
2013	Atlantic	North Atlantic	Wind		Bonus	3113568.50	1
2013	Atlantic	North Atlantic	Wind		Rents	937467.92	1
2013	Pacific	Southern California	Oil & Gas		Other Revenues	39703.60	1
2013	Pacific	Southern California	Oil & Gas		Other Royalties	-240344.56	1
2013	Pacific	Southern California	Gas	 Fuel Gas 	Royalties	1412.53	1
2013	Pacific	Southern California	Gas	 Gas Lost - Flared or Vented 	Royalties	-1110.44	1
2013	Pacific	Southern California	Gas	 Processed (Residue) Gas 	Royalties	6954918.55	1
2013	Pacific	Southern California	Gas	 Unprocessed (Wet) Gas 	Royalties	473683.49	1
2013	Pacific	Southern California	NGL	 Gas Plant Products 	Royalties	746044.97	1
2013	Pacific	Southern California	Oil	 Condensate 	Royalties	204504.83	1
2013	Pacific	Southern California	Oil	 Drip or Scrubber Condensate 	Royalties	432716.25	1
2013	Pacific	Southern California	Oil	 Oil 	Royalties	287181845.65	1
2013	Pacific	Southern California	Other	 Sulfur 	Royalties	20444.25	1
