Land Category	FY	St	County Name	FIPS	Revenue Type	Mineral Lease Type	Commodity	Product	Total
Fed Onshore	2008	NM	Harding	35021	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$480,841.53
Fed Onshore	2008	NM	Harding	35021	Royalties	Oil & Gas	NGL	Gas Plant Products	$4,486.20
Fed Onshore	2008	NM	Harding	35021	Royalties	Oil & Gas	CO2	Carbon Dioxide Gas (CO2)	$712,096.79
Fed Onshore	2008	NM	Hidalgo	35023	Other Revenues	Geothermal	Geothermal		$5,285.96
Fed Onshore	2008	NM	Hidalgo	35023	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$74,743.00
Fed Onshore	2008	NM	Lea	35025	Bonus	Oil & Gas	Oil & Gas (Non-Royalty)		$6,726,070.00
Fed Onshore	2008	NM	Lea	35025	Other Revenues	Oil & Gas	Gas		($0.17)
Fed Onshore	2008	NM	Lea	35025	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$5,115,032.32
Fed Onshore	2008	NM	Lea	35025	Other Revenues	Potassium	Potassium		$66,048.93
Fed Onshore	2008	NM	Lea	35025	Other Revenues	Sodium	Sodium		$4,974.68
Fed Onshore	2008	NM	Lea	35025	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$349,838.05
Fed Onshore	2008	NM	Lea	35025	Rents	Potassium	Potassium		$8,282.00
Fed Onshore	2008	NM	Lea	35025	Rents	Sodium	Sodium		($680.00)
Fed Onshore	2008	NM	Lea	35025	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$15,536,307.87
Fed Onshore	2008	NM	Lea	35025	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$41,956,685.74
Fed Onshore	2008	NM	Lea	35025	Royalties	Oil & Gas	NGL	Gas Plant Products	$7,671,509.44
Fed Onshore	2008	NM	Lea	35025	Royalties	Oil & Gas	Oil	Condensate	$6,496,974.85
Fed Onshore	2008	NM	Lea	35025	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	$1,125.51
Fed Onshore	2008	NM	Lea	35025	Royalties	Oil & Gas	Oil	Oil	$97,221,046.35
Fed Onshore	2008	NM	Lea	35025	Royalties	Sodium	Sodium	Brine Barrels	$1,262.68
Fed Onshore	2008	NM	Mckinley	35031	Bonus	Oil & Gas	Oil & Gas (Non-Royalty)		$251,818.00
Fed Onshore	2008	NM	Mckinley	35031	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$6,101.51
Fed Onshore	2008	NM	Mckinley	35031	Rents	Coal	Coal		$23,598.00
Fed Onshore	2008	NM	Mckinley	35031	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$56,463.00
Fed Onshore	2008	NM	Mckinley	35031	Royalties	Coal	Coal	Coal	($30,325.91)
Fed Onshore	2008	NM	Mckinley	35031	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$3,396.49
Fed Onshore	2008	NM	Mckinley	35031	Royalties	Oil & Gas	Oil	Oil	$16,978.92
Fed Onshore	2008	NM	Otero	35035	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$24,492.95
Fed Onshore	2008	NM	Otero	35035	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$8,075.00
Fed Onshore	2008	NM	Quay	35037	Bonus	Oil & Gas	Oil & Gas (Non-Royalty)		$38,400.00
Fed Onshore	2008	NM	Quay	35037	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$65.00
Fed Onshore	2008	NM	Quay	35037	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$132,435.70
Fed Onshore	2008	NM	Quay	35037	Royalties	Oil & Gas	CO2	Carbon Dioxide Gas (CO2)	$80,888.59
Fed Onshore	2008	NM	Rio Arriba	35039	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$11,901,280.70
Fed Onshore	2008	NM	Rio Arriba	35039	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$71,154.17
Fed Onshore	2008	NM	Rio Arriba	35039	Royalties	Oil & Gas	Gas	Coal Bed Methane	$59,001,144.75
Fed Onshore	2008	NM	Rio Arriba	35039	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$122,734,451.39
Fed Onshore	2008	NM	Rio Arriba	35039	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$31,274,835.14
Fed Onshore	2008	NM	Rio Arriba	35039	Royalties	Oil & Gas	NGL	Gas Plant Products	$61,750,940.82
Fed Onshore	2008	NM	Rio Arriba	35039	Royalties	Oil & Gas	Oil	Condensate	$5,172,923.46
Fed Onshore	2008	NM	Rio Arriba	35039	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	$28,947.11
Fed Onshore	2008	NM	Rio Arriba	35039	Royalties	Oil & Gas	Oil	Oil	$3,581,972.48
Fed Onshore	2008	NM	Roosevelt	35041	Bonus	Oil & Gas	Oil & Gas (Non-Royalty)		$35,200.00
Fed Onshore	2008	NM	Roosevelt	35041	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$167,368.68
Fed Onshore	2008	NM	Roosevelt	35041	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$35,744.50
Fed Onshore	2008	NM	Roosevelt	35041	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$85,962.45
Fed Onshore	2008	NM	Roosevelt	35041	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$1,547,890.53
Fed Onshore	2008	NM	Roosevelt	35041	Royalties	Oil & Gas	NGL	Gas Plant Products	$9,163.81
Fed Onshore	2008	NM	Roosevelt	35041	Royalties	Oil & Gas	Oil	Condensate	$264,681.74
Fed Onshore	2008	NM	Roosevelt	35041	Royalties	Oil & Gas	Oil	Oil	$1,896,276.94
Fed Onshore	2008	NM	San Juan	35045	Bonus	Oil & Gas	Oil & Gas (Non-Royalty)		$7,190,530.00
Fed Onshore	2008	NM	San Juan	35045	Other Revenues	Coal	Coal		$1,233,470.93
Fed Onshore	2008	NM	San Juan	35045	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$15,376,635.59
Fed Onshore	2008	NM	San Juan	35045	Rents	Coal	Coal		$53,177.51
Fed Onshore	2008	NM	San Juan	35045	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$122,093.07
Fed Onshore	2008	NM	San Juan	35045	Royalties	Coal	Coal	Coal	$14,235,863.95
Fed Onshore	2008	NM	San Juan	35045	Royalties	Oil & Gas	Gas	Coal Bed Methane	$105,792,235.93
Fed Onshore	2008	NM	San Juan	35045	Royalties	Oil & Gas	Gas	Fuel Gas	$114,470.04
Fed Onshore	2008	NM	San Juan	35045	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$109,267,899.75
Fed Onshore	2008	NM	San Juan	35045	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$97,403,989.60
Fed Onshore	2008	NM	San Juan	35045	Royalties	Oil & Gas	NGL	Gas Plant Products	$80,610,815.36
Fed Onshore	2008	NM	San Juan	35045	Royalties	Oil & Gas	Oil	Condensate	$5,581,749.49
Fed Onshore	2008	NM	San Juan	35045	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	$22,983.30
Fed Onshore	2008	NM	San Juan	35045	Royalties	Oil & Gas	Oil	Oil	$2,637,099.11
Fed Onshore	2008	NM	San Miguel	35047	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$39,279.50
Fed Onshore	2008	NM	Sandoval	35043	Bonus	Oil & Gas	Oil & Gas (Non-Royalty)		$241,232.00
Fed Onshore	2008	NM	Sandoval	35043	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$57,508.54
Fed Onshore	2008	NM	Sandoval	35043	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$229,293.50
Fed Onshore	2008	NM	Sandoval	35043	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$131,728.81
Fed Onshore	2008	NM	Sandoval	35043	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$134,970.29
Fed Onshore	2008	NM	Sandoval	35043	Royalties	Oil & Gas	NGL	Gas Plant Products	$171,433.51
Fed Onshore	2008	NM	Sandoval	35043	Royalties	Oil & Gas	Oil	Condensate	$18,388.41
Fed Onshore	2008	NM	Sandoval	35043	Royalties	Oil & Gas	Oil	Oil	$343,917.59
Fed Onshore	2008	NM	Socorro	35053	Bonus	Oil & Gas	Oil & Gas (Non-Royalty)		$222,151.00
Fed Onshore	2008	NM	Socorro	35053	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$109,009.50
Fed Onshore	2008	NM	Taos	35055	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$1,440.00
Fed Onshore	2008	NM	Torrance	35057	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$6,582.00
Fed Onshore	2008	NM	Union	35059	Bonus	Oil & Gas	Oil & Gas (Non-Royalty)		$21,600.00
Fed Onshore	2008	NM	Union	35059	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$197.97
Fed Onshore	2008	NM	Union	35059	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$4,562.75
Fed Onshore	2008	NM	Union	35059	Royalties	Oil & Gas	CO2	Carbon Dioxide Gas (CO2)	$377,905.31
Fed Onshore	2008	NM	Valencia	35061	Bonus	Oil & Gas	Oil & Gas (Non-Royalty)		$3,580.00
Fed Onshore	2008	NM	Valencia	35061	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$13,267.50
Fed Onshore	2008	NV	Churchill	32001	Bonus	Geothermal	Geothermal		$3,155,383.26
Fed Onshore	2008	NV	Churchill	32001	Other Revenues	Geothermal	Geothermal		$57,985.24
Fed Onshore	2008	NV	Churchill	32001	Rents	Geothermal	Geothermal		$468,022.61
Fed Onshore	2008	NV	Churchill	32001	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$22,932.00
Fed Onshore	2008	NV	Churchill	32001	Royalties	Geothermal	Geothermal	Geothermal - Direct Utilization, Hundreds of Gallons	$2,917.00
Fed Onshore	2008	NV	Churchill	32001	Royalties	Geothermal	Geothermal	Geothermal - Direct Utilization, Millions of BTUs	$656.00
Fed Onshore	2008	NV	Churchill	32001	Royalties	Geothermal	Geothermal	Geothermal - Electrical Generation, Kilowatt Hours	$1,867,729.43
Fed Onshore	2008	NV	Clark	32003	Other Revenues	Sand & Gravel	Sand & Gravel		$320.59
Fed Onshore	2008	NV	Clark	32003	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$15,318.00
Fed Onshore	2008	NV	Elko	32007	Bonus	Geothermal	Geothermal		$19,364.00
Fed Onshore	2008	NV	Elko	32007	Bonus	Oil & Gas	Oil & Gas (Non-Royalty)		$159,876.42
Fed Onshore	2008	NV	Elko	32007	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		($793.64)
Fed Onshore	2008	NV	Elko	32007	Rents	Geothermal	Geothermal		$40,032.90
Fed Onshore	2008	NV	Elko	32007	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$1,898,380.15
Fed Onshore	2008	NV	Esmeralda	32009	Bonus	Oil & Gas	Oil & Gas (Non-Royalty)		$90,547.50
Fed Onshore	2008	NV	Esmeralda	32009	Other Revenues	Geothermal	Geothermal		$5,225.64
Fed Onshore	2008	NV	Esmeralda	32009	Other Revenues	Potassium	Potassium		$6,826.00
Fed Onshore	2008	NV	Esmeralda	32009	Rents	Geothermal	Geothermal		$53,583.00
Fed Onshore	2008	NV	Esmeralda	32009	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$40,666.50
Fed Onshore	2008	NV	Esmeralda	32009	Rents	Potassium	Potassium		($3,480.00)
Fed Onshore	2008	NV	Eureka	32011	Bonus	Oil & Gas	Oil & Gas (Non-Royalty)		$198,128.08
Fed Onshore	2008	NV	Eureka	32011	Other Revenues	Geothermal	Geothermal		$8.54
Fed Onshore	2008	NV	Eureka	32011	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		($1,044.57)
Fed Onshore	2008	NV	Eureka	32011	Rents	Geothermal	Geothermal		$12,358.10
Fed Onshore	2008	NV	Eureka	32011	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$1,466,255.59
Fed Onshore	2008	NV	Eureka	32011	Royalties	Geothermal	Geothermal	Geothermal - Electrical Generation, Kilowatt Hours	$11,912.21
Fed Onshore	2008	NV	Eureka	32011	Royalties	Oil & Gas	Oil	Oil	$414,010.15
Fed Onshore	2008	NV	Humboldt	32013	Bonus	Geothermal	Geothermal		$190,560.00
Fed Onshore	2008	NV	Humboldt	32013	Other Revenues	Geothermal	Geothermal		$2,675.35
Fed Onshore	2008	NV	Humboldt	32013	Rents	Geothermal	Geothermal		$56,143.00
Fed Onshore	2008	NV	Lander	32015	Bonus	Geothermal	Geothermal		$3,821,400.00
Fed Onshore	2008	NV	Lander	32015	Other Revenues	Geothermal	Geothermal		($4,844.12)
Fed Onshore	2008	NV	Lander	32015	Rents	Geothermal	Geothermal		$120,618.00
Fed Onshore	2008	NV	Lander	32015	Royalties	Geothermal	Geothermal	Geothermal - Electrical Generation, Kilowatt Hours	$196,357.68
Fed Onshore	2008	NV	Lincoln	32017	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$188,592.50
Fed Onshore	2008	NV	Lyon	32019	Rents	Geothermal	Geothermal		$13,039.14
Fed Onshore	2008	NV	Mineral	32021	Bonus	Geothermal	Geothermal		$3,727,625.00
Fed Onshore	2008	NV	Mineral	32021	Bonus	Oil & Gas	Oil & Gas (Non-Royalty)		$1,994.00
Fed Onshore	2008	NV	Mineral	32021	Rents	Geothermal	Geothermal		$137,606.13
Fed Onshore	2008	NV	Mineral	32021	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$40,246.28
Fed Onshore	2008	NV	Nye	32023	Bonus	Geothermal	Geothermal		$2,247,260.00
Fed Onshore	2008	NV	Nye	32023	Bonus	Oil & Gas	Oil & Gas (Non-Royalty)		$1,377,703.77
Fed Onshore	2008	NV	Nye	32023	Other Revenues	Geothermal	Geothermal		$5,365.76
Fed Onshore	2008	NV	Nye	32023	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$9,138.73
Fed Onshore	2008	NV	Nye	32023	Rents	Geothermal	Geothermal		$99,863.33
Fed Onshore	2008	NV	Nye	32023	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$1,328,272.42
Fed Onshore	2008	NV	Nye	32023	Royalties	Oil & Gas	Oil	Oil	$3,943,845.27
Fed Onshore	2008	NV	Pershing	32027	Bonus	Geothermal	Geothermal		$691,453.74
Fed Onshore	2008	NV	Pershing	32027	Other Revenues	Geothermal	Geothermal		$1,296.00
Fed Onshore	2008	NV	Pershing	32027	Rents	Geothermal	Geothermal		$190,896.83
Fed Onshore	2008	NV	Washoe	32031	Bonus	Geothermal	Geothermal		$156,282.00
Fed Onshore	2008	NV	Washoe	32031	Other Revenues	Geothermal	Geothermal		($3,531.47)
Fed Onshore	2008	NV	Washoe	32031	Rents	Geothermal	Geothermal		$64,807.72
Fed Onshore	2008	NV	Washoe	32031	Royalties	Geothermal	Geothermal	Geothermal - Electrical Generation, Kilowatt Hours	$4,938.91
Fed Onshore	2008	NV	White Pine	32033	Bonus	Oil & Gas	Oil & Gas (Non-Royalty)		$124,331.23
Fed Onshore	2008	NV	White Pine	32033	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$146.07
Fed Onshore	2008	NV	White Pine	32033	Rents	Geothermal	Geothermal		$4,365.00
Fed Onshore	2008	NV	White Pine	32033	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$2,093,641.55
Fed Onshore	2008	NY	Chautauqua	36013	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		($195.00)
Fed Onshore	2008	NY	Chautauqua	36013	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$5,328.25
Fed Onshore	2008	NY	Seneca	36099	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$351.15
Fed Onshore	2008	NY	Seneca	36099	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$6,727.25
Fed Onshore	2008	NY	Steuben	36101	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$39.57
Fed Onshore	2008	NY	Steuben	36101	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$869.88
Fed Onshore	2008	OH	Athens	39009	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$223.70
Fed Onshore	2008	OH	Athens	39009	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$18,939.90
Fed Onshore	2008	OH	Athens	39009	Royalties	Oil & Gas	Oil	Oil	$5,067.27
Fed Onshore	2008	OH	Gallia	39053	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$178.50
Fed Onshore	2008	OH	Hocking	39073	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$274.12
Fed Onshore	2008	OH	Hocking	39073	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$325.50
Fed Onshore	2008	OH	Hocking	39073	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$3,362.00
Fed Onshore	2008	OH	Hocking	39073	Royalties	Oil & Gas	Oil	Oil	$41,877.55
Fed Onshore	2008	OH	Lawrence	39087	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		($1,410.93)
Fed Onshore	2008	OH	Lawrence	39087	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$2,337.00
Fed Onshore	2008	OH	Lawrence	39087	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$1,718.26
Fed Onshore	2008	OH	Lawrence	39087	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$2,820.49
Fed Onshore	2008	OH	Licking	39089	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$136.00
Fed Onshore	2008	OH	Mahoning	39099	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		($203.45)
Fed Onshore	2008	OH	Mahoning	39099	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$86,042.64
Fed Onshore	2008	OH	Mahoning	39099	Royalties	Oil & Gas	Oil	Oil	$41,867.83
Fed Onshore	2008	OH	Monroe	39111	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$7,868.58
Fed Onshore	2008	OH	Monroe	39111	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$31,300.26
Fed Onshore	2008	OH	Monroe	39111	Royalties	Oil & Gas	Oil	Oil	$51,148.88
Fed Onshore	2008	OH	Muskingum	39119	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$504.82
Fed Onshore	2008	OH	Muskingum	39119	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$3,542.78
Fed Onshore	2008	OH	Muskingum	39119	Royalties	Oil & Gas	Oil	Oil	$4,601.18
Fed Onshore	2008	OH	Perry	39127	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$50.44
Fed Onshore	2008	OH	Perry	39127	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$3,481.33
Fed Onshore	2008	OH	Perry	39127	Royalties	Oil & Gas	Oil	Oil	$46,995.97
Fed Onshore	2008	OH	Portage	39133	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		($286.98)
Fed Onshore	2008	OH	Portage	39133	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$220,404.45
Fed Onshore	2008	OH	Portage	39133	Royalties	Oil & Gas	Oil	Oil	$91,857.21
Fed Onshore	2008	OH	Ross	39141	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$5,237.24
Fed Onshore	2008	OH	Stark	39151	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		($191.11)
Fed Onshore	2008	OH	Stark	39151	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$35,136.98
Fed Onshore	2008	OH	Stark	39151	Royalties	Oil & Gas	Oil	Oil	$4,435.13
Fed Onshore	2008	OH	Trumbull	39155	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$98.60
Fed Onshore	2008	OH	Trumbull	39155	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$900.00
Fed Onshore	2008	OH	Trumbull	39155	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$187,120.16
Fed Onshore	2008	OH	Trumbull	39155	Royalties	Oil & Gas	Oil	Oil	$6,462.99
Fed Onshore	2008	OH	Vinton	39163	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		($455.24)
Fed Onshore	2008	OH	Washington	39167	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$9,007.76
Fed Onshore	2008	OH	Washington	39167	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$1,237.50
Fed Onshore	2008	OH	Washington	39167	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$65,819.31
Fed Onshore	2008	OH	Washington	39167	Royalties	Oil & Gas	Oil	Oil	$52,716.72
Fed Onshore	2008	OK	Alfalfa	40003	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		($24.75)
Fed Onshore	2008	OK	Alfalfa	40003	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$1,715.00
Fed Onshore	2008	OK	Alfalfa	40003	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$145,786.40
Fed Onshore	2008	OK	Alfalfa	40003	Royalties	Oil & Gas	Oil	Condensate	$9,896.69
Fed Onshore	2008	OK	Alfalfa	40003	Royalties	Oil & Gas	Oil	Oil	$13,426.28
Fed Onshore	2008	OK	Atoka	40005	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$5,000.00
Fed Onshore	2008	OK	Atoka	40005	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$223.50
Fed Onshore	2008	OK	Atoka	40005	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$18,080.77
Fed Onshore	2008	OK	Beaver	40007	Bonus	Oil & Gas	Oil & Gas (Non-Royalty)		$242.00
Fed Onshore	2008	OK	Beaver	40007	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$5,781.83
Fed Onshore	2008	OK	Beaver	40007	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$695.30
Fed Onshore	2008	OK	Beaver	40007	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$11,160.53
Fed Onshore	2008	OK	Beaver	40007	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$96,544.37
Fed Onshore	2008	OK	Beaver	40007	Royalties	Oil & Gas	NGL	Gas Plant Products	$15,208.43
Fed Onshore	2008	OK	Beaver	40007	Royalties	Oil & Gas	Oil	Condensate	$2,546.92
Fed Onshore	2008	OK	Beaver	40007	Royalties	Oil & Gas	Oil	Oil	$55,045.06
Fed Onshore	2008	OK	Beckham	40009	Bonus	Oil & Gas	Oil & Gas (Non-Royalty)		$116,200.00
Fed Onshore	2008	OK	Beckham	40009	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$13,025.34
Fed Onshore	2008	OK	Beckham	40009	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$3,430.00
Fed Onshore	2008	OK	Beckham	40009	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$36,565.53
Fed Onshore	2008	OK	Beckham	40009	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$719,541.14
Fed Onshore	2008	OK	Beckham	40009	Royalties	Oil & Gas	NGL	Gas Plant Products	$14,998.69
Fed Onshore	2008	OK	Beckham	40009	Royalties	Oil & Gas	Oil	Condensate	$4,705.77
Fed Onshore	2008	OK	Beckham	40009	Royalties	Oil & Gas	Oil	Oil	$6,194.53
Fed Onshore	2008	OK	Blaine	40011	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$21,347.50
Fed Onshore	2008	OK	Blaine	40011	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$2,161.36
Fed Onshore	2008	OK	Blaine	40011	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$14,715.26
Fed Onshore	2008	OK	Blaine	40011	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$322,306.08
Fed Onshore	2008	OK	Blaine	40011	Royalties	Oil & Gas	NGL	Gas Plant Products	$14,286.13
Fed Onshore	2008	OK	Blaine	40011	Royalties	Oil & Gas	Oil	Condensate	$19,050.53
Fed Onshore	2008	OK	Blaine	40011	Royalties	Oil & Gas	Oil	Oil	$37,791.67
Fed Onshore	2008	OK	Bryan	40013	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$3,326.00
Fed Onshore	2008	OK	Caddo	40015	Bonus	Oil & Gas	Oil & Gas (Non-Royalty)		$181,260.00
Fed Onshore	2008	OK	Caddo	40015	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$693.00
Fed Onshore	2008	OK	Canadian	40017	Bonus	Oil & Gas	Oil & Gas (Non-Royalty)		$44,000.00
Fed Onshore	2008	OK	Canadian	40017	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		($9,474.66)
Fed Onshore	2008	OK	Canadian	40017	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$31.50
Fed Onshore	2008	OK	Canadian	40017	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$10,325.56
Fed Onshore	2008	OK	Canadian	40017	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$106,189.91
Fed Onshore	2008	OK	Canadian	40017	Royalties	Oil & Gas	NGL	Gas Plant Products	$6,055.87
Fed Onshore	2008	OK	Canadian	40017	Royalties	Oil & Gas	Oil	Condensate	$3,727.71
Fed Onshore	2008	OK	Canadian	40017	Royalties	Oil & Gas	Oil	Oil	$23,816.71
Fed Onshore	2008	OK	Carter	40019	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$54.00
Fed Onshore	2008	OK	Cherokee	40021	Bonus	Oil & Gas	Oil & Gas (Non-Royalty)		$2.00
Fed Onshore	2008	OK	Cherokee	40021	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$1.50
Fed Onshore	2008	OK	Cimarron	40025	Bonus	Oil & Gas	Oil & Gas (Non-Royalty)		$1,040.00
Fed Onshore	2008	OK	Cimarron	40025	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		($0.26)
Fed Onshore	2008	OK	Cimarron	40025	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$2,341.00
Fed Onshore	2008	OK	Coal	40029	Bonus	Oil & Gas	Oil & Gas (Non-Royalty)		($11,700.00)
Fed Onshore	2008	OK	Coal	40029	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$51,886.11
Fed Onshore	2008	OK	Coal	40029	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		($643.50)
Fed Onshore	2008	OK	Coal	40029	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$865,100.10
Fed Onshore	2008	OK	Coal	40029	Royalties	Oil & Gas	Oil	Condensate	$13,368.05
Fed Onshore	2008	OK	Coal	40029	Royalties	Oil & Gas	Oil	Oil	$2,730.96
Fed Onshore	2008	OK	Comanche	40031	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$4,580.00
Fed Onshore	2008	OK	Comanche	40031	Royalties	Oil & Gas	Oil	Oil	$14,367.67
Fed Onshore	2008	OK	Creek	40037	Royalties	Oil & Gas	Oil	Oil	$471.50
Fed Onshore	2008	OK	Custer	40039	Bonus	Oil & Gas	Oil & Gas (Non-Royalty)		$50,820.00
Fed Onshore	2008	OK	Custer	40039	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$13,167.32
Fed Onshore	2008	OK	Custer	40039	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$868.00
