CY	Land Category	St	Revenue Type	Commodity	Total
2013	Fed Onshore	MO	Rents	Hardrock	700
2013	Fed Onshore	MO	Royalties	Hardrock	9357932.73
2013	Fed Onshore	MS	Bonus	Oil & Gas (Non-Royalty)	283432
2013	Fed Onshore	MS	Other Revenues	Oil & Gas (Non-Royalty)	7463.99
2013	Fed Onshore	MS	Rents	Oil & Gas (Non-Royalty)	725119.48
2013	Fed Onshore	MS	Royalties	Gas	305133.44
2013	Fed Onshore	MS	Royalties	Oil	4714754.03
2013	Fed Onshore	MT	Bonus	Oil & Gas (Non-Royalty)	3142622.75
2013	Fed Onshore	MT	Other Revenues	Coal	1534644.93
2013	Fed Onshore	MT	Other Revenues	Oil & Gas (Non-Royalty)	722406.52
2013	Fed Onshore	MT	Other Revenues	Phosphate	2818
2013	Fed Onshore	MT	Rents	Coal	112056
2013	Fed Onshore	MT	Rents	Hardrock	20
2013	Fed Onshore	MT	Rents	Oil & Gas (Non-Royalty)	2146829.94
2013	Fed Onshore	MT	Rents	Phosphate	-4227
2013	Fed Onshore	MT	Royalties	Coal	42946437.31
2013	Fed Onshore	MT	Royalties	Gas	4286425.03
2013	Fed Onshore	MT	Royalties	NGL	79105.75
2013	Fed Onshore	MT	Royalties	Oil	25158260.59
2013	Fed Onshore	MT	Royalties	Sulfur	6260.12
2013	Fed Onshore	NC	Other Revenues	Hardrock	474
2013	Fed Onshore	NC	Rents	Hardrock	-316
2013	Fed Onshore	ND	Bonus	Oil & Gas (Non-Royalty)	61281304
2013	Fed Onshore	ND	Other Revenues	Coal	79398.67
2013	Fed Onshore	ND	Other Revenues	Hardrock	29.58
2013	Fed Onshore	ND	Other Revenues	Oil & Gas (Non-Royalty)	1157623.17
2013	Fed Onshore	ND	Rents	Coal	33087
2013	Fed Onshore	ND	Rents	Hardrock	1363
2013	Fed Onshore	ND	Rents	Oil & Gas (Non-Royalty)	896927.27
2013	Fed Onshore	ND	Royalties	Coal	1822531
2013	Fed Onshore	ND	Royalties	Gas	7092154.56
2013	Fed Onshore	ND	Royalties	NGL	1866971.63
2013	Fed Onshore	ND	Royalties	Oil	173575608.2
2013	Fed Onshore	NE	Other Revenues	Oil & Gas (Non-Royalty)	55091.53
2013	Fed Onshore	NE	Rents	Oil & Gas (Non-Royalty)	987
2013	Fed Onshore	NE	Royalties	Gas	12264.83
2013	Fed Onshore	NE	Royalties	Oil	284187.8
2013	Fed Onshore	NM	Bonus	Geothermal	82500
2013	Fed Onshore	NM	Bonus	Oil & Gas (Non-Royalty)	72744830
2013	Fed Onshore	NM	Bonus	Potassium	2796952
2013	Fed Onshore	NM	Other Revenues	Coal	-90265.03
2013	Fed Onshore	NM	Other Revenues	Geothermal	5607.81
2013	Fed Onshore	NM	Other Revenues	NGL	-86.75
2013	Fed Onshore	NM	Other Revenues	Oil & Gas (Non-Royalty)	16602013.95
2013	Fed Onshore	NM	Other Revenues	Potassium	271087.02
2013	Fed Onshore	NM	Other Revenues	Sodium	-9337.96
2013	Fed Onshore	NM	Rents	Coal	76314
2013	Fed Onshore	NM	Rents	Geothermal	30485
2013	Fed Onshore	NM	Rents	Oil & Gas (Non-Royalty)	2186839.48
2013	Fed Onshore	NM	Rents	Potassium	-48228.25
2013	Fed Onshore	NM	Rents	Sodium	-2480
2013	Fed Onshore	NM	Royalties	CO2	1574832.46
2013	Fed Onshore	NM	Royalties	Coal	16002955.45
2013	Fed Onshore	NM	Royalties	Gas	293362009.6
2013	Fed Onshore	NM	Royalties	NGL	93415446.77
2013	Fed Onshore	NM	Royalties	Oil	537733579
2013	Fed Onshore	NM	Royalties	Potassium	21345711.14
2013	Fed Onshore	NM	Royalties	Sodium	444832.1
2013	Fed Onshore	NV	Bonus	Geothermal	13844
2013	Fed Onshore	NV	Bonus	Oil & Gas (Non-Royalty)	2130065
2013	Fed Onshore	NV	Other Revenues	Geothermal	254255.43
2013	Fed Onshore	NV	Other Revenues	Oil & Gas (Non-Royalty)	13074.61
2013	Fed Onshore	NV	Other Revenues	Potassium	15144.63
2013	Fed Onshore	NV	Rents	Geothermal	1438272.01
2013	Fed Onshore	NV	Rents	Oil & Gas (Non-Royalty)	6480523
2013	Fed Onshore	NV	Rents	Potassium	5002
2013	Fed Onshore	NV	Royalties	Geothermal	2660424.14
2013	Fed Onshore	NV	Royalties	Oil	3661956.85
2013	Fed Onshore	NY	Other Revenues	Oil & Gas (Non-Royalty)	313.74
2013	Fed Onshore	NY	Royalties	Gas	5052.87
2013	Fed Onshore	OH	Other Revenues	Oil & Gas (Non-Royalty)	123461.83
2013	Fed Onshore	OH	Rents	Oil & Gas (Non-Royalty)	36737.77
2013	Fed Onshore	OH	Royalties	Gas	194402.98
2013	Fed Onshore	OH	Royalties	Oil	211506.62
2013	Fed Onshore	OK	Bonus	Oil & Gas (Non-Royalty)	1362710
2013	Fed Onshore	OK	Other Revenues	Coal	139.29
2013	Fed Onshore	OK	Other Revenues	Oil & Gas (Non-Royalty)	-182199.41
2013	Fed Onshore	OK	Rents	Coal	34113
2013	Fed Onshore	OK	Rents	Oil & Gas (Non-Royalty)	378044.71
2013	Fed Onshore	OK	Royalties	Coal	927731.63
2013	Fed Onshore	OK	Royalties	Gas	5668550.18
2013	Fed Onshore	OK	Royalties	Helium	0.71
2013	Fed Onshore	OK	Royalties	NGL	811816.07
2013	Fed Onshore	OK	Royalties	Oil	5076937.61
2013	Fed Onshore	OR	Other Revenues	Geothermal	46483.21
2013	Fed Onshore	OR	Rents	Geothermal	253425
2013	Fed Onshore	OR	Rents	Oil & Gas (Non-Royalty)	367384
2013	Fed Onshore	PA	Other Revenues	Oil & Gas (Non-Royalty)	55695.26
2013	Fed Onshore	PA	Royalties	Gas	45043.37
2013	Fed Onshore	PA	Royalties	NGL	1792.55
2013	Fed Onshore	PA	Royalties	Oil	16605.4
2013	Fed Onshore	SD	Bonus	Oil & Gas (Non-Royalty)	67661
2013	Fed Onshore	SD	Other Revenues	Oil & Gas (Non-Royalty)	11601.02
2013	Fed Onshore	SD	Rents	Oil & Gas (Non-Royalty)	187870.5
2013	Fed Onshore	SD	Royalties	Gas	46490.95
2013	Fed Onshore	SD	Royalties	Oil	2121861.43
2013	Fed Onshore	TX	Bonus	Oil & Gas (Non-Royalty)	8847863
2013	Fed Onshore	TX	Other Revenues	Oil & Gas (Non-Royalty)	429483.74
2013	Fed Onshore	TX	Rents	Oil & Gas (Non-Royalty)	477076.05
2013	Fed Onshore	TX	Royalties	Gas	25893544.98
2013	Fed Onshore	TX	Royalties	NGL	295216.84
2013	Fed Onshore	TX	Royalties	Oil	2977526.16
2013	Fed Onshore	UT	Bonus	Coal	40320
2013	Fed Onshore	UT	Bonus	Oil & Gas (Non-Royalty)	6142652
2013	Fed Onshore	UT	Other Revenues	Clay	942
2013	Fed Onshore	UT	Other Revenues	Coal	144845.25
2013	Fed Onshore	UT	Other Revenues	Geothermal	5190
2013	Fed Onshore	UT	Other Revenues	Gilsonite	4572
2013	Fed Onshore	UT	Other Revenues	Oil & Gas (Non-Royalty)	2817157.28
2013	Fed Onshore	UT	Other Revenues	Phosphate	54342
2013	Fed Onshore	UT	Other Revenues	Potassium	-627.67
2013	Fed Onshore	UT	Rents	Clay	314
2013	Fed Onshore	UT	Rents	Coal	230003.15
2013	Fed Onshore	UT	Rents	Geothermal	368500
2013	Fed Onshore	UT	Rents	Gilsonite	492.5
2013	Fed Onshore	UT	Rents	Oil & Gas (Non-Royalty)	3051169.71
2013	Fed Onshore	UT	Rents	Phosphate	-280
2013	Fed Onshore	UT	Rents	Potassium	82622.5
2013	Fed Onshore	UT	Royalties	Clay	2927.76
2013	Fed Onshore	UT	Royalties	CO2	27955.43
2013	Fed Onshore	UT	Royalties	Coal	35641043.02
2013	Fed Onshore	UT	Royalties	Gas	106024962.7
2013	Fed Onshore	UT	Royalties	Geothermal	301661.34
2013	Fed Onshore	UT	Royalties	Gilsonite	2868652.15
2013	Fed Onshore	UT	Royalties	NGL	25870073.42
2013	Fed Onshore	UT	Royalties	Oil	125073382.1
2013	Fed Onshore	UT	Royalties	Potassium	388111.24
2013	Fed Onshore	UT	Royalties	Sodium	3284.61
2013	Fed Onshore	VA	Other Revenues	Hardrock	-2130
2013	Fed Onshore	VA	Other Revenues	Oil & Gas (Non-Royalty)	8788.11
2013	Fed Onshore	VA	Rents	Hardrock	-710
2013	Fed Onshore	VA	Rents	Oil & Gas (Non-Royalty)	23069
2013	Fed Onshore	VA	Royalties	Gas	51978.44
2013	Fed Onshore	VA	Royalties	Hardrock	65722.01
2013	Fed Onshore	WA	Rents	Coal	1566
2013	Fed Onshore	WA	Rents	Geothermal	8437
2013	Fed Onshore	WV	Other Revenues	Oil & Gas (Non-Royalty)	522742.62
2013	Fed Onshore	WV	Rents	Oil & Gas (Non-Royalty)	83058
2013	Fed Onshore	WV	Royalties	Gas	87213.02
2013	Fed Onshore	WY	Bonus	Coal	457938060.4
2013	Fed Onshore	WY	Bonus	Oil & Gas (Non-Royalty)	27439620
2013	Fed Onshore	WY	Other Revenues	Coal	3676087.3
2013	Fed Onshore	WY	Other Revenues	NGL	5438.09
2013	Fed Onshore	WY	Other Revenues	Oil & Gas (Non-Royalty)	15133876.38
2013	Fed Onshore	WY	Other Revenues	Sodium	39946.15
2013	Fed Onshore	WY	Rents	Coal	582525.75
2013	Fed Onshore	WY	Rents	Oil & Gas (Non-Royalty)	12804450.89
2013	Fed Onshore	WY	Rents	Sodium	44080
2013	Fed Onshore	WY	Royalties	CO2	366018.01
2013	Fed Onshore	WY	Royalties	Coal	567458140.3
2013	Fed Onshore	WY	Royalties	Gas	435837564.1
2013	Fed Onshore	WY	Royalties	NGL	115142283.2
2013	Fed Onshore	WY	Royalties	Oil	331885522
2013	Fed Onshore	WY	Royalties	Sodium	47346502.74
2013	Fed Onshore	WY	Royalties	Sulfur	718135.54
2014	Fed Onshore	AK	Bonus	Oil & Gas (Non-Royalty)	2885153
2014	Fed Onshore	AK	Other Revenues	Gas	-12962.72
2014	Fed Onshore	AK	Other Revenues	Oil & Gas (Non-Royalty)	124874.89
2014	Fed Onshore	AK	Rents	Gas	-25.75
2014	Fed Onshore	AK	Rents	Geothermal	7680
2014	Fed Onshore	AK	Rents	Oil & Gas (Non-Royalty)	6092042.53
2014	Fed Onshore	AK	Royalties	Gas	8087671.06
2014	Fed Onshore	AK	Royalties	NGL	337.96
2014	Fed Onshore	AK	Royalties	Oil	10180432.48
2014	Fed Onshore	AL	Bonus	Oil & Gas (Non-Royalty)	450500
2014	Fed Onshore	AL	Other Revenues	Coal	330000.49
2014	Fed Onshore	AL	Other Revenues	Oil & Gas (Non-Royalty)	60454.42
2014	Fed Onshore	AL	Rents	Coal	13494
2014	Fed Onshore	AL	Rents	Oil & Gas (Non-Royalty)	125044
2014	Fed Onshore	AL	Royalties	Coal	1426346.92
2014	Fed Onshore	AL	Royalties	Gas	518201.82
2014	Fed Onshore	AL	Royalties	NGL	3393.84
2014	Fed Onshore	AL	Royalties	Oil	229998.05
2014	Fed Onshore	AL	Royalties	Sulfur	1534.76
2014	Fed Onshore	AR	Bonus	Oil & Gas (Non-Royalty)	35472
2014	Fed Onshore	AR	Other Revenues	Hardrock	1374
2014	Fed Onshore	AR	Other Revenues	Oil & Gas (Non-Royalty)	81661.9
2014	Fed Onshore	AR	Rents	Hardrock	-20
2014	Fed Onshore	AR	Rents	Oil & Gas (Non-Royalty)	245648.86
2014	Fed Onshore	AR	Royalties	Gas	5720427.76
2014	Fed Onshore	AR	Royalties	Oil	15.8
2014	Fed Onshore	AZ	Rents	Oil & Gas (Non-Royalty)	33887
2014	Fed Onshore	AZ	Royalties	Sodium	1102.77
2014	Fed Onshore	CA	Other Revenues	Geothermal	9604.5
2014	Fed Onshore	CA	Other Revenues	Oil & Gas (Non-Royalty)	291701.25
2014	Fed Onshore	CA	Other Revenues	Potassium	39.63
2014	Fed Onshore	CA	Other Revenues	Sodium	16224.74
2014	Fed Onshore	CA	Rents	Geothermal	95857
2014	Fed Onshore	CA	Rents	Hardrock	42
2014	Fed Onshore	CA	Rents	Oil & Gas (Non-Royalty)	230777.5
2014	Fed Onshore	CA	Rents	Sodium	-2515.25
2014	Fed Onshore	CA	Royalties	Gas	3644920.17
2014	Fed Onshore	CA	Royalties	Geothermal	10211388.22
2014	Fed Onshore	CA	Royalties	NGL	1801276.83
2014	Fed Onshore	CA	Royalties	Oil	170770012.8
2014	Fed Onshore	CA	Royalties	Sodium	7933803.51
2014	Fed Onshore	CO	Bonus	Coal	1999330
2014	Fed Onshore	CO	Bonus	Oil & Gas (Non-Royalty)	677536
2014	Fed Onshore	CO	Other Revenues	Coal	384220.28
2014	Fed Onshore	CO	Other Revenues	Oil & Gas (Non-Royalty)	8215294.25
2014	Fed Onshore	CO	Other Revenues	Sodium	87766.64
2014	Fed Onshore	CO	Rents	Coal	155274.08
2014	Fed Onshore	CO	Rents	Geothermal	25062
2014	Fed Onshore	CO	Rents	Oil & Gas (Non-Royalty)	3614437.74
2014	Fed Onshore	CO	Rents	Potassium	4360.5
2014	Fed Onshore	CO	Rents	Sodium	8224
2014	Fed Onshore	CO	Royalties	CO2	77877903.75
2014	Fed Onshore	CO	Royalties	Coal	36744761.98
2014	Fed Onshore	CO	Royalties	Gas	145523683.8
2014	Fed Onshore	CO	Royalties	Helium	66.42
2014	Fed Onshore	CO	Royalties	NGL	28738913.74
2014	Fed Onshore	CO	Royalties	Oil	56142932.56
2014	Fed Onshore	CO	Royalties	Sodium	1318153.06
2014	Fed Onshore	FL	Other Revenues	Phosphate	1951
2014	Fed Onshore	ID	Other Revenues	Phosphate	109624.47
2014	Fed Onshore	ID	Rents	Geothermal	156515
2014	Fed Onshore	ID	Rents	Hardrock	20
2014	Fed Onshore	ID	Rents	Oil & Gas (Non-Royalty)	8274
2014	Fed Onshore	ID	Rents	Phosphate	396
2014	Fed Onshore	ID	Royalties	Phosphate	10792064.06
2014	Fed Onshore	IL	Royalties	Oil	257716.69
2014	Fed Onshore	IN	Other Revenues	Oil & Gas (Non-Royalty)	16719.82
2014	Fed Onshore	IN	Rents	Oil & Gas (Non-Royalty)	28632
2014	Fed Onshore	KS	Bonus	Oil & Gas (Non-Royalty)	18000
2014	Fed Onshore	KS	Other Revenues	Oil & Gas (Non-Royalty)	51669.56
2014	Fed Onshore	KS	Rents	Oil & Gas (Non-Royalty)	45414
2014	Fed Onshore	KS	Royalties	Gas	1650579.07
2014	Fed Onshore	KS	Royalties	Helium	260.52
2014	Fed Onshore	KS	Royalties	NGL	1184931.28
2014	Fed Onshore	KS	Royalties	Oil	2391247.95
2014	Fed Onshore	KY	Other Revenues	Coal	-3690
2014	Fed Onshore	KY	Other Revenues	Oil & Gas (Non-Royalty)	65462.39
2014	Fed Onshore	KY	Rents	Coal	13716
2014	Fed Onshore	KY	Rents	Oil & Gas (Non-Royalty)	5754
2014	Fed Onshore	KY	Royalties	Coal	64919.52
2014	Fed Onshore	KY	Royalties	Gas	41148.14
2014	Fed Onshore	KY	Royalties	Oil	156109.84
2014	Fed Onshore	LA	Bonus	Oil & Gas (Non-Royalty)	63380
2014	Fed Onshore	LA	Other Revenues	Oil & Gas (Non-Royalty)	1525139.36
2014	Fed Onshore	LA	Rents	Oil & Gas (Non-Royalty)	403639
2014	Fed Onshore	LA	Royalties	Gas	7540541.96
2014	Fed Onshore	LA	Royalties	NGL	858382.61
2014	Fed Onshore	LA	Royalties	Oil	2815647.97
2014	Fed Onshore	MD	Other Revenues	Oil & Gas (Non-Royalty)	19435.34
2014	Fed Onshore	MD	Rents	Oil & Gas (Non-Royalty)	496
2014	Fed Onshore	MI	Bonus	Oil & Gas (Non-Royalty)	254792
2014	Fed Onshore	MI	Other Revenues	Oil & Gas (Non-Royalty)	8968.81
2014	Fed Onshore	MI	Rents	Oil & Gas (Non-Royalty)	132620
2014	Fed Onshore	MI	Royalties	Gas	837163.8
2014	Fed Onshore	MI	Royalties	NGL	34643.71
2014	Fed Onshore	MI	Royalties	Oil	343966.22
2014	Fed Onshore	MN	Other Revenues	Hardrock	48660
2014	Fed Onshore	MN	Rents	Hardrock	10643.5
2014	Fed Onshore	MO	Other Revenues	Hardrock	10647
2014	Fed Onshore	MO	Rents	Hardrock	740
2014	Fed Onshore	MO	Royalties	Hardrock	10750689.3
2014	Fed Onshore	MS	Bonus	Oil & Gas (Non-Royalty)	129810
2014	Fed Onshore	MS	Other Revenues	Oil & Gas (Non-Royalty)	7762.61
2014	Fed Onshore	MS	Rents	Oil & Gas (Non-Royalty)	661023
2014	Fed Onshore	MS	Royalties	Gas	114000.54
2014	Fed Onshore	MS	Royalties	Oil	4530427.77
2014	Fed Onshore	MT	Bonus	Oil & Gas (Non-Royalty)	1461108
2014	Fed Onshore	MT	Other Revenues	Coal	319.63
2014	Fed Onshore	MT	Other Revenues	Oil & Gas (Non-Royalty)	648612.44
2014	Fed Onshore	MT	Other Revenues	Phosphate	4227
2014	Fed Onshore	MT	Rents	Coal	116445.25
2014	Fed Onshore	MT	Rents	Hardrock	164
2014	Fed Onshore	MT	Rents	Oil & Gas (Non-Royalty)	1565102.95
2014	Fed Onshore	MT	Royalties	Coal	43106751.38
2014	Fed Onshore	MT	Royalties	Gas	7328253.26
2014	Fed Onshore	MT	Royalties	NGL	104006.27
2014	Fed Onshore	MT	Royalties	Oil	26605884.78
2014	Fed Onshore	MT	Royalties	Sulfur	2522.05
2014	Fed Onshore	NC	Other Revenues	Hardrock	474
2014	Fed Onshore	ND	Bonus	Coal	32000
2014	Fed Onshore	ND	Bonus	Oil & Gas (Non-Royalty)	20733280
2014	Fed Onshore	ND	Other Revenues	Oil & Gas (Non-Royalty)	5765948.18
2014	Fed Onshore	ND	Rents	Coal	34247
2014	Fed Onshore	ND	Rents	Oil & Gas (Non-Royalty)	806860.4
2014	Fed Onshore	ND	Royalties	Coal	2113541.7
2014	Fed Onshore	ND	Royalties	Gas	9841237.65
2014	Fed Onshore	ND	Royalties	NGL	2863693.85
2014	Fed Onshore	ND	Royalties	Oil	194965534.6
2014	Fed Onshore	NE	Bonus	Oil & Gas (Non-Royalty)	48544
2014	Fed Onshore	NE	Other Revenues	Oil & Gas (Non-Royalty)	52118.38
2014	Fed Onshore	NE	Rents	Oil & Gas (Non-Royalty)	7605
2014	Fed Onshore	NE	Royalties	Gas	5064.16
2014	Fed Onshore	NE	Royalties	Oil	274123.25
2014	Fed Onshore	NM	Bonus	Coal	460000
2014	Fed Onshore	NM	Bonus	Gas	216.79
2014	Fed Onshore	NM	Bonus	Oil & Gas (Non-Royalty)	61920197
2014	Fed Onshore	NM	Other Revenues	Coal	63243.36
2014	Fed Onshore	NM	Other Revenues	Oil & Gas (Non-Royalty)	19565256.7
2014	Fed Onshore	NM	Other Revenues	Potassium	315310.07
2014	Fed Onshore	NM	Other Revenues	Sodium	120
2014	Fed Onshore	NM	Rents	Coal	78234
2014	Fed Onshore	NM	Rents	Geothermal	29718.71
2014	Fed Onshore	NM	Rents	Oil & Gas (Non-Royalty)	1847360.61
2014	Fed Onshore	NM	Rents	Potassium	17140.41
2014	Fed Onshore	NM	Royalties	CO2	1507020.1
2014	Fed Onshore	NM	Royalties	Coal	16237178.82
2014	Fed Onshore	NM	Royalties	Gas	331203487.2
2014	Fed Onshore	NM	Royalties	Geothermal	9016.29
2014	Fed Onshore	NM	Royalties	NGL	97809866.39
2014	Fed Onshore	NM	Royalties	Oil	643986961.5
2014	Fed Onshore	NM	Royalties	Potassium	22177390.86
2014	Fed Onshore	NM	Royalties	Sodium	630907.38
2014	Fed Onshore	NV	Bonus	Geothermal	6634
2014	Fed Onshore	NV	Bonus	Oil & Gas (Non-Royalty)	1643152
2014	Fed Onshore	NV	Other Revenues	Geothermal	166960.11
2014	Fed Onshore	NV	Other Revenues	Oil & Gas (Non-Royalty)	8213.01
2014	Fed Onshore	NV	Other Revenues	Potassium	7503
2014	Fed Onshore	NV	Rents	Geothermal	1316563.01
2014	Fed Onshore	NV	Rents	Oil & Gas (Non-Royalty)	4928481
2014	Fed Onshore	NV	Rents	Potassium	-9834.14
2014	Fed Onshore	NV	Royalties	Geothermal	2997109.32
2014	Fed Onshore	NV	Royalties	Oil	3391417.55
2014	Fed Onshore	NY	Other Revenues	Oil & Gas (Non-Royalty)	5262.35
2014	Fed Onshore	NY	Royalties	Gas	70051.54
2014	Fed Onshore	OH	Other Revenues	Oil & Gas (Non-Royalty)	129348.15
2014	Fed Onshore	OH	Rents	Oil & Gas (Non-Royalty)	24721.01
2014	Fed Onshore	OH	Royalties	Gas	219619.93
2014	Fed Onshore	OH	Royalties	NGL	1891.84
2014	Fed Onshore	OH	Royalties	Oil	196792.34
2014	Fed Onshore	OK	Bonus	Oil & Gas (Non-Royalty)	821220
2014	Fed Onshore	OK	Other Revenues	Asphalt	1062.52
2014	Fed Onshore	OK	Other Revenues	Coal	252.64
2014	Fed Onshore	OK	Other Revenues	Oil & Gas (Non-Royalty)	385791.93
2014	Fed Onshore	OK	Rents	Coal	33333
2014	Fed Onshore	OK	Rents	Oil & Gas (Non-Royalty)	308890.1
2014	Fed Onshore	OK	Royalties	Coal	713196.33
2014	Fed Onshore	OK	Royalties	Gas	7641989.75
2014	Fed Onshore	OK	Royalties	Helium	0.65
2014	Fed Onshore	OK	Royalties	NGL	1794001.98
2014	Fed Onshore	OK	Royalties	Oil	6650561.32
2014	Fed Onshore	OR	Other Revenues	Geothermal	55739.53
2014	Fed Onshore	OR	Rents	Geothermal	218037.5
2014	Fed Onshore	OR	Rents	Oil & Gas (Non-Royalty)	377474
2014	Fed Onshore	PA	Other Revenues	Oil & Gas (Non-Royalty)	207404.22
2014	Fed Onshore	PA	Royalties	Gas	5332.08
2014	Fed Onshore	PA	Royalties	NGL	1686.7
2014	Fed Onshore	PA	Royalties	Oil	15288.35
2014	Fed Onshore	SC	Other Revenues	Hardrock	6731.04
2014	Fed Onshore	SC	Rents	Hardrock	0.61
2014	Fed Onshore	SD	Bonus	Oil & Gas (Non-Royalty)	1179503
2014	Fed Onshore	SD	Other Revenues	Oil & Gas (Non-Royalty)	10686.09
2014	Fed Onshore	SD	Rents	Oil & Gas (Non-Royalty)	223855.5
2014	Fed Onshore	SD	Royalties	Gas	46064.45
2014	Fed Onshore	SD	Royalties	Oil	1734082.1
2014	Fed Onshore	TX	Bonus	Oil & Gas (Non-Royalty)	2552315
2014	Fed Onshore	TX	Other Revenues	Oil & Gas (Non-Royalty)	449446.14
2014	Fed Onshore	TX	Rents	Oil & Gas (Non-Royalty)	489656.85
2014	Fed Onshore	TX	Royalties	Gas	24993851.39
2014	Fed Onshore	TX	Royalties	NGL	501030.12
2014	Fed Onshore	TX	Royalties	Oil	4816835.62
2014	Fed Onshore	UT	Bonus	Coal	200000
2014	Fed Onshore	UT	Bonus	Oil & Gas (Non-Royalty)	6025147.5
2014	Fed Onshore	UT	Other Revenues	Clay	-2378.32
2014	Fed Onshore	UT	Other Revenues	Coal	590117.78
2014	Fed Onshore	UT	Other Revenues	Geothermal	5190
2014	Fed Onshore	UT	Other Revenues	Gilsonite	7392
2014	Fed Onshore	UT	Other Revenues	Oil & Gas (Non-Royalty)	506636.87
2014	Fed Onshore	UT	Other Revenues	Phosphate	24360
2014	Fed Onshore	UT	Other Revenues	Potassium	-688
2014	Fed Onshore	UT	Rents	Clay	-2962
2014	Fed Onshore	UT	Rents	Coal	194170.07
2014	Fed Onshore	UT	Rents	Geothermal	262918
2014	Fed Onshore	UT	Rents	Gilsonite	-1075.5
2014	Fed Onshore	UT	Rents	Oil & Gas (Non-Royalty)	3097942.42
2014	Fed Onshore	UT	Rents	Phosphate	-7280
2014	Fed Onshore	UT	Rents	Potassium	83622.5
2014	Fed Onshore	UT	Royalties	Clay	7118.51
2014	Fed Onshore	UT	Royalties	CO2	22979.12
2014	Fed Onshore	UT	Royalties	Coal	43567861.22
2014	Fed Onshore	UT	Royalties	Gas	109109401.2
2014	Fed Onshore	UT	Royalties	Geothermal	457077.86
2014	Fed Onshore	UT	Royalties	Gilsonite	2025367.84
2014	Fed Onshore	UT	Royalties	NGL	36475933.07
2014	Fed Onshore	UT	Royalties	Oil	143168442.5
2014	Fed Onshore	UT	Royalties	Potassium	381943.51
2014	Fed Onshore	UT	Royalties	Sodium	3671.43
2014	Fed Onshore	VA	Other Revenues	Oil & Gas (Non-Royalty)	10371.24
2014	Fed Onshore	VA	Rents	Oil & Gas (Non-Royalty)	20991
2014	Fed Onshore	VA	Royalties	Gas	63403.85
2014	Fed Onshore	VA	Royalties	Hardrock	35205.74
2014	Fed Onshore	VA	Royalties	Oil	91.93
2014	Fed Onshore	WA	Other Revenues	Coal	38.15
2014	Fed Onshore	WA	Rents	Coal	1566
2014	Fed Onshore	WA	Rents	Geothermal	8437
2014	Fed Onshore	WV	Other Revenues	Oil & Gas (Non-Royalty)	544950.53
2014	Fed Onshore	WV	Rents	Oil & Gas (Non-Royalty)	66444
2014	Fed Onshore	WV	Royalties	Gas	81226.52
2014	Fed Onshore	WV	Royalties	Oil	52.35
2014	Fed Onshore	WY	Bonus	Coal	448080675.6
2014	Fed Onshore	WY	Bonus	Oil & Gas (Non-Royalty)	60660445
2014	Fed Onshore	WY	Other Revenues	Coal	8694807.64
2014	Fed Onshore	WY	Other Revenues	NGL	35980.78
2014	Fed Onshore	WY	Other Revenues	Oil	-118.14
2014	Fed Onshore	WY	Other Revenues	Oil & Gas (Non-Royalty)	12532843.14
2014	Fed Onshore	WY	Other Revenues	Sodium	196435.64
2014	Fed Onshore	WY	Rents	Coal	603979.78
2014	Fed Onshore	WY	Rents	Oil & Gas (Non-Royalty)	11210539.99
2014	Fed Onshore	WY	Rents	Sodium	31054
2014	Fed Onshore	WY	Royalties	CO2	930151.72
2014	Fed Onshore	WY	Royalties	Coal	555780500.8
2014	Fed Onshore	WY	Royalties	Gas	496718992.6
2014	Fed Onshore	WY	Royalties	NGL	107205294.1
2014	Fed Onshore	WY	Royalties	Oil	361278718.2
2014	Fed Onshore	WY	Royalties	Sodium	31715783.36
2014	Fed Onshore	WY	Royalties	Sulfur	262323.07
2015	Fed Onshore	AK	Bonus	Oil & Gas (Non-Royalty)	658978.2
2015	Fed Onshore	AK	Other Revenues	Oil & Gas (Non-Royalty)	222566.81
2015	Fed Onshore	AK	Rents	Geothermal	7680
2015	Fed Onshore	AK	Rents	Oil & Gas (Non-Royalty)	5925987.85
2015	Fed Onshore	AK	Royalties	Gas	9927724.33
2015	Fed Onshore	AK	Royalties	NGL	87487.68
2015	Fed Onshore	AK	Royalties	Oil	5382231.96
2015	Fed Onshore	AL	Bonus	Oil & Gas (Non-Royalty)	49200
2015	Fed Onshore	AL	Other Revenues	Coal	-146765.29
2015	Fed Onshore	AL	Other Revenues	Oil & Gas (Non-Royalty)	-3379.05
2015	Fed Onshore	AL	Rents	Oil & Gas (Non-Royalty)	118058.5
2015	Fed Onshore	AL	Royalties	Coal	235138.55
2015	Fed Onshore	AL	Royalties	Gas	168840.74
2015	Fed Onshore	AL	Royalties	NGL	787.56
2015	Fed Onshore	AL	Royalties	Oil	150392.27
2015	Fed Onshore	AL	Royalties	Sulfur	1226
2015	Fed Onshore	AR	Bonus	Oil & Gas (Non-Royalty)	960
2015	Fed Onshore	AR	Other Revenues	Hardrock	1308.47
2015	Fed Onshore	AR	Other Revenues	Oil & Gas (Non-Royalty)	-32385.86
2015	Fed Onshore	AR	Rents	Oil & Gas (Non-Royalty)	206498.5
2015	Fed Onshore	AR	Royalties	Gas	4981350.32
2015	Fed Onshore	AR	Royalties	Hardrock	94.05
2015	Fed Onshore	AR	Royalties	Oil	10.2
2015	Fed Onshore	AZ	Other Revenues	Sodium	-12
