Land Category	FY	Offshore Region	Offshore Planning Area	BOEM Block Name	BOEM Protraction	Revenue Type	Mineral Lease Type	Commodity	Product	Total
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, North Addition	LA3D	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$2,528,791.49
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, South Addition	LA3C	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$2,728,417.34
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Atwater Valley	NG16-01	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$3,168,108.47
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area	LA3A	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$3,359,610.96
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Mississippi Canyon	NH16-10	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$3,672,086.49
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Delta Area	LA8	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$4,114,441.62
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Green Canyon	NG15-03	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$5,638,774.79
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area	LA5	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$5,822,723.86
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area	LA4	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$6,669,964.90
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Main Pass Area, South and East Addition	LA10A	Other Revenues	Sulfur	Sulfur		$12,783.03
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Bay Marchand Area	LA6C	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$783.00
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Timbalier and Bay Marchand Areas	LA6	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$63,878.63
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Pelto Area	LA6B	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$79,731.25
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Breton Sound Area	LA10B	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$101,158.75
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Sigsbee Escarpment	NG15-08	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$109,440.00
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Sabine Pass Area	LA12	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$114,093.75
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Pass Area, South and East Addition	LA9A	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$118,750.00
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Chandeleur Area, East Addition	LA11A	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$143,750.00
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Chandeleur Area	LA11	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$170,738.24
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Lund	NG16-04	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$273,600.00
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area, South Addition	LA7A	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$287,275.00
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, North Addition	LA3D	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$321,262.50
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Pass Area	LA9	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$327,536.88
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Delta Area	LA8	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$372,689.00
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Mobile	NH16-04	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$435,852.50
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Delta Area, South Addition	LA8A	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$456,655.00
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area	LA3A	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$484,845.00
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Main Pass Area	LA10	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$629,710.82
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area	LA7	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$644,092.50
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	East Cameron Area, South Addition	LA2A	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$684,321.25
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area, South Addition	LA4A	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$782,811.07
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, South Addition	LA1B	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$965,218.75
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, West Addition	LA1A	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$1,097,874.18
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area, South Addition	LA3B	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$1,110,852.50
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Amery Terrace	NG15-09	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$1,152,097.50
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, South Addition	LA3C	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$1,167,584.75
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Timbalier Area	LA6	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$1,266,092.50
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Timbalier Area, South Addition	LA6A	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$1,272,458.75
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area, South Addition	LA5A	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$1,366,140.75
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Main Pass Area, South and East Addition	LA10A	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$1,663,519.50
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	East Cameron Area	LA2	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$1,813,136.56
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area	LA3	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$1,821,696.50
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Ewing Bank	NH15-12	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$1,824,034.50
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area	LA4	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$1,913,398.10
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area	LA5	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$1,955,979.63
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area	LA1	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$2,323,730.00
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Lloyd Ridge	NG16-02	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$2,517,120.00
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Viosca Knoll	NH16-07	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$2,892,768.95
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	De Soto Canyon	NH16-11	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$5,034,240.00
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Keathley Canyon	NG15-05	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$7,387,200.00
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Garden Banks	NG15-02	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$8,299,385.50
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Atwater Valley	NG16-01	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$10,549,440.00
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Walker Ridge	NG15-06	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$16,978,520.00
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Mississippi Canyon	NH16-10	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$20,225,740.75
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Green Canyon	NG15-03	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$28,858,363.00
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, North Addition	LA3D	Royalties	Oil & Gas	Gas	Flash Gas	$180.75
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area, South Addition	LA3B	Royalties	Oil & Gas	Gas	Flash Gas	$7,513.16
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, West Addition	LA1A	Royalties	Oil & Gas	Gas	Flash Gas	$8,462.10
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area	LA7	Royalties	Oil & Gas	Gas	Flash Gas	$10,372.42
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area	LA3A	Royalties	Oil & Gas	Gas	Flash Gas	$14,508.63
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, South Addition	LA3C	Royalties	Oil & Gas	Gas	Flash Gas	$14,942.85
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Pelto Area	LA6B	Royalties	Oil & Gas	Gas	Flash Gas	$20,835.12
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Mississippi Canyon	NH16-10	Royalties	Oil & Gas	Gas	Flash Gas	$21,170.15
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	East Cameron Area, South Addition	LA2A	Royalties	Oil & Gas	Gas	Flash Gas	$23,328.10
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Ewing Bank	NH15-12	Royalties	Oil & Gas	Gas	Flash Gas	$34,882.06
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area, South Addition	LA5A	Royalties	Oil & Gas	Gas	Flash Gas	$37,291.57
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area, South Addition	LA7A	Royalties	Oil & Gas	Gas	Flash Gas	$46,265.70
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area	LA3	Royalties	Oil & Gas	Gas	Flash Gas	$48,229.35
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Delta Area	LA8	Royalties	Oil & Gas	Gas	Flash Gas	$51,750.56
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area	LA5	Royalties	Oil & Gas	Gas	Flash Gas	$57,283.10
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Green Canyon	NG15-03	Royalties	Oil & Gas	Gas	Flash Gas	$86,252.41
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	East Cameron Area	LA2	Royalties	Oil & Gas	Gas	Flash Gas	$95,354.24
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Timbalier Area, South Addition	LA6A	Royalties	Oil & Gas	Gas	Flash Gas	$132,976.64
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, South Addition	LA1B	Royalties	Oil & Gas	Gas	Flash Gas	$134,835.57
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area	LA1	Royalties	Oil & Gas	Gas	Flash Gas	$161,033.42
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Timbalier Area	LA6	Royalties	Oil & Gas	Gas	Flash Gas	$211,706.19
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Timbalier and Bay Marchand Areas	LA6	Royalties	Oil & Gas	Gas	Flash Gas	$223,658.08
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area, South Addition	LA4A	Royalties	Oil & Gas	Gas	Flash Gas	$504,035.50
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area	LA4	Royalties	Oil & Gas	Gas	Flash Gas	$689,483.64
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Mississippi Canyon	NH16-10	Royalties	Oil & Gas	Gas	Fuel Gas	$1.20
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Breton Sound Area	LA10B	Royalties	Oil & Gas	Gas	Fuel Gas	$41.90
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area	LA3	Royalties	Oil & Gas	Gas	Fuel Gas	$370.57
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	East Cameron Area	LA2	Royalties	Oil & Gas	Gas	Fuel Gas	$1,906.95
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area, South Addition	LA4A	Royalties	Oil & Gas	Gas	Fuel Gas	$4,525.83
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Bay Marchand Area	LA6C	Royalties	Oil & Gas	Gas	Fuel Gas	$6,120.87
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, South Addition	LA3C	Royalties	Oil & Gas	Gas	Fuel Gas	$9,180.58
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Pass Area	LA9	Royalties	Oil & Gas	Gas	Fuel Gas	$17,431.54
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Atwater Valley	NG16-01	Royalties	Oil & Gas	Gas	Fuel Gas	$17,980.94
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Pelto Area	LA6B	Royalties	Oil & Gas	Gas	Fuel Gas	$42,218.42
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Timbalier and Bay Marchand Areas	LA6	Royalties	Oil & Gas	Gas	Fuel Gas	$524,785.22
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Pass Area, South and East Addition	LA9A	Royalties	Oil & Gas	Gas	Fuel Gas	$537,676.40
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area	LA5	Royalties	Oil & Gas	Gas	Fuel Gas	$550,441.43
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area	LA4	Royalties	Oil & Gas	Gas	Fuel Gas	$573,618.08
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area	LA1	Royalties	Oil & Gas	Gas	Fuel Gas	$580,544.22
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Main Pass Area	LA10	Royalties	Oil & Gas	Gas	Fuel Gas	$581,436.63
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area	LA7	Royalties	Oil & Gas	Gas	Fuel Gas	$789,669.21
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, North Addition	LA3D	Royalties	Oil & Gas	Gas	Fuel Gas	$999,909.17
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Delta Area	LA8	Royalties	Oil & Gas	Gas	Fuel Gas	$1,150,482.99
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area	LA7	Royalties	Oil & Gas	Gas	Gas Lost - Flared or Vented	($22.72)
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Delta Area	LA8	Royalties	Oil & Gas	Gas	Gas Lost - Flared or Vented	($14.67)
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	East Cameron Area	LA2	Royalties	Oil & Gas	Gas	Gas Lost - Flared or Vented	$9.78
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area	LA5	Royalties	Oil & Gas	Gas	Gas Lost - Flared or Vented	$9,267.50
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area	LA4	Royalties	Oil & Gas	Gas	Gas Lost - Flared or Vented	$14,664.32
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Atwater Valley	NG16-01	Royalties	Oil & Gas	Gas	Gas Lost - Flared or Vented	$45,627.09
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Chandeleur Area	LA11	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$2,629.72
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Bay Marchand Area	LA6C	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$200,983.24
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Atwater Valley	NG16-01	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$308,777.88
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Sabine Pass Area	LA12	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$3,414,833.81
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Delta Area, South Addition	LA8A	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$4,141,752.73
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Breton Sound Area	LA10B	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$4,246,600.19
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Pass Area	LA9	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$5,141,392.11
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area, South Addition	LA7A	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$7,042,322.63
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Pass Area, South and East Addition	LA9A	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$10,561,756.07
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area	LA7	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$13,870,306.34
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, West Addition	LA1A	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$13,955,893.29
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Ewing Bank	NH15-12	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$14,947,268.15
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, South Addition	LA1B	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$18,466,338.21
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area	LA3A	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$18,509,588.96
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Pelto Area	LA6B	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$18,549,931.63
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Timbalier Area, South Addition	LA6A	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$21,190,393.01
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	East Cameron Area	LA2	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$21,947,101.68
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area, South Addition	LA3B	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$23,452,419.84
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Main Pass Area, South and East Addition	LA10A	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$26,230,976.33
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, South Addition	LA3C	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$28,944,800.37
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Timbalier Area	LA6	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$29,850,034.59
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area, South Addition	LA5A	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$31,563,465.85
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Main Pass Area	LA10	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$34,973,196.74
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	East Cameron Area, South Addition	LA2A	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$40,719,924.75
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, North Addition	LA3D	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$41,799,165.89
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Delta Area	LA8	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$47,851,630.43
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Mobile	NH16-04	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$50,760,849.49
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area	LA3	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$59,498,553.89
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area, South Addition	LA4A	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$65,004,929.43
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Timbalier and Bay Marchand Areas	LA6	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$75,319,747.03
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area	LA5	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$86,374,754.25
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Green Canyon	NG15-03	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$90,034,137.19
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area	LA4	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$114,446,829.79
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area	LA1	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$117,894,536.02
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Viosca Knoll	NH16-07	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$122,015,883.63
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Mississippi Canyon	NH16-10	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$378,929,484.62
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Timbalier Area	LA6	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	($2,143,213.78)
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Sabine Pass Area	LA12	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$65,546.31
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Bay Marchand Area	LA6C	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$123,516.47
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Delta Area, South Addition	LA8A	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$406,860.34
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Pelto Area	LA6B	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$752,199.82
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, South Addition	LA3C	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$2,001,983.75
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Breton Sound Area	LA10B	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$2,227,278.57
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Atwater Valley	NG16-01	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$2,571,050.73
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area, South Addition	LA5A	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$2,801,474.63
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Pass Area	LA9	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$5,069,282.26
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, North Addition	LA3D	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$6,586,678.33
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area, South Addition	LA7A	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$6,609,228.57
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area	LA3A	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$7,090,734.05
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Timbalier Area, South Addition	LA6A	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$7,197,997.77
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Delta Area	LA8	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$7,257,927.05
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Ewing Bank	NH15-12	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$7,415,510.28
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area	LA7	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$9,275,554.60
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Chandeleur Area	LA11	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$10,085,149.22
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area, South Addition	LA3B	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$11,575,098.04
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Green Canyon	NG15-03	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$11,888,668.44
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	East Cameron Area, South Addition	LA2A	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$12,026,718.66
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Main Pass Area, South and East Addition	LA10A	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$12,535,746.88
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Pass Area, South and East Addition	LA9A	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$17,153,344.56
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Viosca Knoll	NH16-07	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$18,076,226.40
