Land Category	FY	Offshore Region	Offshore Planning Area	BOEM Block Name	BOEM Protraction	Revenue Type	Mineral Lease Type	Commodity	Product	Total
Fed Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area, South Addition	LA4A	Royalties	Oil & Gas	Oil	Condensate	$12,824,824.15
Fed Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area, South Addition	LA3B	Royalties	Oil & Gas	Oil	Condensate	$16,490,366.28
Fed Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Mississippi Canyon	NH16-10	Royalties	Oil & Gas	Oil	Condensate	$19,485,650.41
Fed Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area	LA3	Royalties	Oil & Gas	Oil	Condensate	$20,042,577.81
Fed Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area, South Addition	LA5A	Royalties	Oil & Gas	Oil	Condensate	$20,430,831.17
Fed Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	South Timbalier and Bay Marchand Areas	LA6	Royalties	Oil & Gas	Oil	Condensate	$26,218,453.58
Fed Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area	LA5	Royalties	Oil & Gas	Oil	Condensate	$26,584,014.96
Fed Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area	LA4	Royalties	Oil & Gas	Oil	Condensate	$36,913,075.31
Fed Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Green Canyon	NG15-03	Royalties	Oil & Gas	Oil	Condensate	$67,187,566.88
Fed Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Green Canyon	NG15-03	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	($2,576,120.36)
Fed Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	South Timbalier Area, South Addition	LA6A	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	($276,789.31)
Fed Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area, South Addition	LA3B	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	($145,268.33)
Fed Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Viosca Knoll	NH16-07	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	($92,184.68)
Fed Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area, South Addition	LA7A	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	($49,910.32)
Fed Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area	LA7	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	($10,882.27)
Fed Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	South Pass Area, South and East Addition	LA9A	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	($372.29)
Fed Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Bay Marchand Area	LA6C	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	$133.15
Fed Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, South Addition	LA1B	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	$207.90
Fed Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	West Delta Area, South Addition	LA8A	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	$444.73
Fed Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Main Pass Area	LA10	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	$3,226.76
Fed Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area	LA3A	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	$8,942.43
Fed Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	West Delta Area	LA8	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	$13,642.24
Fed Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Main Pass Area, South and East Addition	LA10A	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	$18,188.78
Fed Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	South Pelto Area	LA6B	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	$41,234.77
Fed Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Atwater Valley	NG16-01	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	$41,963.69
Fed Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	East Cameron Area, South Addition	LA2A	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	$53,456.33
Fed Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	East Cameron Area	LA2	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	$55,721.52
Fed Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	South Timbalier Area	LA6	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	$63,930.99
Fed Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Ewing Bank	NH15-12	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	$68,879.72
Fed Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, South Addition	LA3C	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	$253,242.78
Fed Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area, South Addition	LA4A	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	$311,839.30
Fed Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area	LA3	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	$320,110.29
Fed Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area	LA5	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	$371,582.78
Fed Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area, South Addition	LA5A	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	$406,054.83
Fed Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area	LA1	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	$459,546.19
Fed Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Mississippi Canyon	NH16-10	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	$702,983.38
Fed Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area	LA4	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	$774,605.49
Fed Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	South Timbalier and Bay Marchand Areas	LA6	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	$792,648.14
Fed Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, North Addition	LA3D	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	$2,700,079.15
Fed Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, South Addition	LA1B	Royalties	Oil & Gas	Oil	Inlet Scrubber	$0.35
Fed Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	East Cameron Area	LA2	Royalties	Oil & Gas	Oil	Inlet Scrubber	$74.10
Fed Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, North Addition	LA3D	Royalties	Oil & Gas	Oil	Inlet Scrubber	$83.07
Fed Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area	LA3	Royalties	Oil & Gas	Oil	Inlet Scrubber	$123.06
Fed Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area	LA3A	Royalties	Oil & Gas	Oil	Inlet Scrubber	$174.46
Fed Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	South Timbalier Area	LA6	Royalties	Oil & Gas	Oil	Inlet Scrubber	$390.62
Fed Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area, South Addition	LA3B	Royalties	Oil & Gas	Oil	Inlet Scrubber	$824.08
Fed Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	East Cameron Area, South Addition	LA2A	Royalties	Oil & Gas	Oil	Inlet Scrubber	$943.67
Fed Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area, South Addition	LA4A	Royalties	Oil & Gas	Oil	Inlet Scrubber	$1,349.33
Fed Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	West Delta Area, South Addition	LA8A	Royalties	Oil & Gas	Oil	Inlet Scrubber	$1,394.40
Fed Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	South Timbalier and Bay Marchand Areas	LA6	Royalties	Oil & Gas	Oil	Inlet Scrubber	$1,961.61
Fed Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area	LA5	Royalties	Oil & Gas	Oil	Inlet Scrubber	$2,903.10
Fed Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, South Addition	LA3C	Royalties	Oil & Gas	Oil	Inlet Scrubber	$3,186.64
Fed Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, West Addition	LA1A	Royalties	Oil & Gas	Oil	Inlet Scrubber	$3,377.92
Fed Offshore	2012	Gulf of Mexico	Central Gulf of Mexico	South Pass Area	LA9	Royalties	Oil & Gas	Oil	Inlet Scrubber	$3,796.11
