year	volume	commodity	region	series_id	units
2006	594.26137	Other biomass	IL	ELEC.GEN.WAS-IL-99.A	thousand megawatthours
2015	394.91572999999994	Other biomass	IN	ELEC.GEN.WAS-IN-99.A	thousand megawatthours
2014	390.53873999999996	Other biomass	IN	ELEC.GEN.WAS-IN-99.A	thousand megawatthours
2013	376.30276000000003	Other biomass	IN	ELEC.GEN.WAS-IN-99.A	thousand megawatthours
2012	336.09247	Other biomass	IN	ELEC.GEN.WAS-IN-99.A	thousand megawatthours
2011	335.58754999999996	Other biomass	IN	ELEC.GEN.WAS-IN-99.A	thousand megawatthours
2010	311.62338	Other biomass	IN	ELEC.GEN.WAS-IN-99.A	thousand megawatthours
2009	302.64398000000006	Other biomass	IN	ELEC.GEN.WAS-IN-99.A	thousand megawatthours
2008	273.03762	Other biomass	IN	ELEC.GEN.WAS-IN-99.A	thousand megawatthours
2007	231.24723	Other biomass	IN	ELEC.GEN.WAS-IN-99.A	thousand megawatthours
2006	220.21214	Other biomass	IN	ELEC.GEN.WAS-IN-99.A	thousand megawatthours
2015	259.59675999999996	Other biomass	IA	ELEC.GEN.WAS-IA-99.A	thousand megawatthours
2014	264.46972999999997	Other biomass	IA	ELEC.GEN.WAS-IA-99.A	thousand megawatthours
2013	158.63046	Other biomass	IA	ELEC.GEN.WAS-IA-99.A	thousand megawatthours
2012	150.93350999999998	Other biomass	IA	ELEC.GEN.WAS-IA-99.A	thousand megawatthours
2011	160.59171	Other biomass	IA	ELEC.GEN.WAS-IA-99.A	thousand megawatthours
2010	190.14568999999997	Other biomass	IA	ELEC.GEN.WAS-IA-99.A	thousand megawatthours
2009	167.88740000000004	Other biomass	IA	ELEC.GEN.WAS-IA-99.A	thousand megawatthours
2008	167.26350999999997	Other biomass	IA	ELEC.GEN.WAS-IA-99.A	thousand megawatthours
2007	151.08357999999998	Other biomass	IA	ELEC.GEN.WAS-IA-99.A	thousand megawatthours
2006	136.89616	Other biomass	IA	ELEC.GEN.WAS-IA-99.A	thousand megawatthours
2015	67.40825000000001	Other biomass	KS	ELEC.GEN.WAS-KS-99.A	thousand megawatthours
2014	59.21669	Other biomass	KS	ELEC.GEN.WAS-KS-99.A	thousand megawatthours
2013	58.0024	Other biomass	KS	ELEC.GEN.WAS-KS-99.A	thousand megawatthours
2012	57.346999999999994	Other biomass	KS	ELEC.GEN.WAS-KS-99.A	thousand megawatthours
2011	58.753	Other biomass	KS	ELEC.GEN.WAS-KS-99.A	thousand megawatthours
2010	54.286	Other biomass	KS	ELEC.GEN.WAS-KS-99.A	thousand megawatthours
2009	0	Other biomass	KS	ELEC.GEN.WAS-KS-99.A	thousand megawatthours
2015	94.32070999999999	Other biomass	KY	ELEC.GEN.WAS-KY-99.A	thousand megawatthours
2014	93.534	Other biomass	KY	ELEC.GEN.WAS-KY-99.A	thousand megawatthours
2013	98.49208	Other biomass	KY	ELEC.GEN.WAS-KY-99.A	thousand megawatthours
2012	96.3361	Other biomass	KY	ELEC.GEN.WAS-KY-99.A	thousand megawatthours
2011	94.95814	Other biomass	KY	ELEC.GEN.WAS-KY-99.A	thousand megawatthours
2010	90.80341	Other biomass	KY	ELEC.GEN.WAS-KY-99.A	thousand megawatthours
2009	100.87428	Other biomass	KY	ELEC.GEN.WAS-KY-99.A	thousand megawatthours
2008	108.87956	Other biomass	KY	ELEC.GEN.WAS-KY-99.A	thousand megawatthours
2007	95.41324000000002	Other biomass	KY	ELEC.GEN.WAS-KY-99.A	thousand megawatthours
2006	89.43692000000001	Other biomass	KY	ELEC.GEN.WAS-KY-99.A	thousand megawatthours
2015	97.56605	Other biomass	LA	ELEC.GEN.WAS-LA-99.A	thousand megawatthours
2014	93.87679999999999	Other biomass	LA	ELEC.GEN.WAS-LA-99.A	thousand megawatthours
2013	82.34678	Other biomass	LA	ELEC.GEN.WAS-LA-99.A	thousand megawatthours
2012	63.761540000000004	Other biomass	LA	ELEC.GEN.WAS-LA-99.A	thousand megawatthours
2011	71.09346000000001	Other biomass	LA	ELEC.GEN.WAS-LA-99.A	thousand megawatthours
2010	74.36701000000001	Other biomass	LA	ELEC.GEN.WAS-LA-99.A	thousand megawatthours
2009	67.18616	Other biomass	LA	ELEC.GEN.WAS-LA-99.A	thousand megawatthours
2008	70.8855	Other biomass	LA	ELEC.GEN.WAS-LA-99.A	thousand megawatthours
2007	81.51201	Other biomass	LA	ELEC.GEN.WAS-LA-99.A	thousand megawatthours
2006	81.43243	Other biomass	LA	ELEC.GEN.WAS-LA-99.A	thousand megawatthours
2015	209.32332000000002	Other biomass	ME	ELEC.GEN.WAS-ME-99.A	thousand megawatthours
2014	205.38601000000003	Other biomass	ME	ELEC.GEN.WAS-ME-99.A	thousand megawatthours
2013	220.33440000000002	Other biomass	ME	ELEC.GEN.WAS-ME-99.A	thousand megawatthours
2012	266.92771999999997	Other biomass	ME	ELEC.GEN.WAS-ME-99.A	thousand megawatthours
2011	276.63662	Other biomass	ME	ELEC.GEN.WAS-ME-99.A	thousand megawatthours
2010	263.50849	Other biomass	ME	ELEC.GEN.WAS-ME-99.A	thousand megawatthours
2009	272.87147	Other biomass	ME	ELEC.GEN.WAS-ME-99.A	thousand megawatthours
2008	257.79482	Other biomass	ME	ELEC.GEN.WAS-ME-99.A	thousand megawatthours
2007	260.34293	Other biomass	ME	ELEC.GEN.WAS-ME-99.A	thousand megawatthours
2006	283.03318999999993	Other biomass	ME	ELEC.GEN.WAS-ME-99.A	thousand megawatthours
2015	425.09587	Other biomass	MD	ELEC.GEN.WAS-MD-99.A	thousand megawatthours
2014	416.71882999999997	Other biomass	MD	ELEC.GEN.WAS-MD-99.A	thousand megawatthours
2013	413.22006999999996	Other biomass	MD	ELEC.GEN.WAS-MD-99.A	thousand megawatthours
2012	395.03925	Other biomass	MD	ELEC.GEN.WAS-MD-99.A	thousand megawatthours
2011	379.88987000000003	Other biomass	MD	ELEC.GEN.WAS-MD-99.A	thousand megawatthours
2010	407.40328	Other biomass	MD	ELEC.GEN.WAS-MD-99.A	thousand megawatthours
2009	375.72234999999995	Other biomass	MD	ELEC.GEN.WAS-MD-99.A	thousand megawatthours
2008	414.78102999999993	Other biomass	MD	ELEC.GEN.WAS-MD-99.A	thousand megawatthours
2007	400.36440000000005	Other biomass	MD	ELEC.GEN.WAS-MD-99.A	thousand megawatthours
2006	408.0951299999999	Other biomass	MD	ELEC.GEN.WAS-MD-99.A	thousand megawatthours
2015	1086.00952	Other biomass	MA	ELEC.GEN.WAS-MA-99.A	thousand megawatthours
2014	1073.42153	Other biomass	MA	ELEC.GEN.WAS-MA-99.A	thousand megawatthours
2013	1060.54061	Other biomass	MA	ELEC.GEN.WAS-MA-99.A	thousand megawatthours
2012	1065.1400999999998	Other biomass	MA	ELEC.GEN.WAS-MA-99.A	thousand megawatthours
2011	1039.12956	Other biomass	MA	ELEC.GEN.WAS-MA-99.A	thousand megawatthours
2010	1125.32597	Other biomass	MA	ELEC.GEN.WAS-MA-99.A	thousand megawatthours
2009	1107.8752299999999	Other biomass	MA	ELEC.GEN.WAS-MA-99.A	thousand megawatthours
2008	1129.04594	Other biomass	MA	ELEC.GEN.WAS-MA-99.A	thousand megawatthours
2007	1121.06709	Other biomass	MA	ELEC.GEN.WAS-MA-99.A	thousand megawatthours
2006	1153.57086	Other biomass	MA	ELEC.GEN.WAS-MA-99.A	thousand megawatthours
2015	1103.11061	Other biomass	MI	ELEC.GEN.WAS-MI-99.A	thousand megawatthours
2014	1055.10552	Other biomass	MI	ELEC.GEN.WAS-MI-99.A	thousand megawatthours
2013	987.68799	Other biomass	MI	ELEC.GEN.WAS-MI-99.A	thousand megawatthours
2012	956.2266599999999	Other biomass	MI	ELEC.GEN.WAS-MI-99.A	thousand megawatthours
2011	827.2437100000001	Other biomass	MI	ELEC.GEN.WAS-MI-99.A	thousand megawatthours
2010	802.37603	Other biomass	MI	ELEC.GEN.WAS-MI-99.A	thousand megawatthours
2009	834.0115	Other biomass	MI	ELEC.GEN.WAS-MI-99.A	thousand megawatthours
2008	739.53658	Other biomass	MI	ELEC.GEN.WAS-MI-99.A	thousand megawatthours
2007	721.82188	Other biomass	MI	ELEC.GEN.WAS-MI-99.A	thousand megawatthours
2006	736.82277	Other biomass	MI	ELEC.GEN.WAS-MI-99.A	thousand megawatthours
2015	642.7964800000001	Other biomass	MN	ELEC.GEN.WAS-MN-99.A	thousand megawatthours
2014	614.24108	Other biomass	MN	ELEC.GEN.WAS-MN-99.A	thousand megawatthours
2013	574.24553	Other biomass	MN	ELEC.GEN.WAS-MN-99.A	thousand megawatthours
2012	999.21685	Other biomass	MN	ELEC.GEN.WAS-MN-99.A	thousand megawatthours
2011	932.2054	Other biomass	MN	ELEC.GEN.WAS-MN-99.A	thousand megawatthours
2010	915.3521699999999	Other biomass	MN	ELEC.GEN.WAS-MN-99.A	thousand megawatthours
2009	887.30379	Other biomass	MN	ELEC.GEN.WAS-MN-99.A	thousand megawatthours
2008	771.04233	Other biomass	MN	ELEC.GEN.WAS-MN-99.A	thousand megawatthours
2007	566.3712499999999	Other biomass	MN	ELEC.GEN.WAS-MN-99.A	thousand megawatthours
2006	414.26638999999994	Other biomass	MN	ELEC.GEN.WAS-MN-99.A	thousand megawatthours
2015	16.06149	Other biomass	MS	ELEC.GEN.WAS-MS-99.A	thousand megawatthours
2014	17.34526	Other biomass	MS	ELEC.GEN.WAS-MS-99.A	thousand megawatthours
2013	15.17338	Other biomass	MS	ELEC.GEN.WAS-MS-99.A	thousand megawatthours
2012	16.441439999999997	Other biomass	MS	ELEC.GEN.WAS-MS-99.A	thousand megawatthours
2011	3.2974300000000003	Other biomass	MS	ELEC.GEN.WAS-MS-99.A	thousand megawatthours
2010	0.991	Other biomass	MS	ELEC.GEN.WAS-MS-99.A	thousand megawatthours
2009	6.96042	Other biomass	MS	ELEC.GEN.WAS-MS-99.A	thousand megawatthours
2008	5.0508999999999995	Other biomass	MS	ELEC.GEN.WAS-MS-99.A	thousand megawatthours
2007	5.016660000000001	Other biomass	MS	ELEC.GEN.WAS-MS-99.A	thousand megawatthours
2006	6.479770000000001	Other biomass	MS	ELEC.GEN.WAS-MS-99.A	thousand megawatthours
2015	71.89372	Other biomass	MO	ELEC.GEN.WAS-MO-99.A	thousand megawatthours
2014	83.22574999999999	Other biomass	MO	ELEC.GEN.WAS-MO-99.A	thousand megawatthours
2013	66.33606999999999	Other biomass	MO	ELEC.GEN.WAS-MO-99.A	thousand megawatthours
2012	53.8009	Other biomass	MO	ELEC.GEN.WAS-MO-99.A	thousand megawatthours
2011	62.14679	Other biomass	MO	ELEC.GEN.WAS-MO-99.A	thousand megawatthours
2010	61.98825	Other biomass	MO	ELEC.GEN.WAS-MO-99.A	thousand megawatthours
2009	73.33802	Other biomass	MO	ELEC.GEN.WAS-MO-99.A	thousand megawatthours
2008	41.099560000000004	Other biomass	MO	ELEC.GEN.WAS-MO-99.A	thousand megawatthours
2007	29.18941	Other biomass	MO	ELEC.GEN.WAS-MO-99.A	thousand megawatthours
2006	23.874860000000005	Other biomass	MO	ELEC.GEN.WAS-MO-99.A	thousand megawatthours
2015	67.79120000000002	Other biomass	NE	ELEC.GEN.WAS-NE-99.A	thousand megawatthours
2014	64.18502999999998	Other biomass	NE	ELEC.GEN.WAS-NE-99.A	thousand megawatthours
2013	67.27886999999998	Other biomass	NE	ELEC.GEN.WAS-NE-99.A	thousand megawatthours
2012	63.13221000000001	Other biomass	NE	ELEC.GEN.WAS-NE-99.A	thousand megawatthours
2011	65.41950000000001	Other biomass	NE	ELEC.GEN.WAS-NE-99.A	thousand megawatthours
2010	71.5081	Other biomass	NE	ELEC.GEN.WAS-NE-99.A	thousand megawatthours
2009	66.19543999999999	Other biomass	NE	ELEC.GEN.WAS-NE-99.A	thousand megawatthours
2008	60.92866	Other biomass	NE	ELEC.GEN.WAS-NE-99.A	thousand megawatthours
2007	61.25926	Other biomass	NE	ELEC.GEN.WAS-NE-99.A	thousand megawatthours
2006	52.0136	Other biomass	NE	ELEC.GEN.WAS-NE-99.A	thousand megawatthours
2015	24.568669999999997	Other biomass	NV	ELEC.GEN.WAS-NV-99.A	thousand megawatthours
2014	24.567999999999998	Other biomass	NV	ELEC.GEN.WAS-NV-99.A	thousand megawatthours
2013	24.277	Other biomass	NV	ELEC.GEN.WAS-NV-99.A	thousand megawatthours
2012	18.961	Other biomass	NV	ELEC.GEN.WAS-NV-99.A	thousand megawatthours
2015	129.16152	Other biomass	NH	ELEC.GEN.WAS-NH-99.A	thousand megawatthours
2014	125.39259	Other biomass	NH	ELEC.GEN.WAS-NH-99.A	thousand megawatthours
2013	137.28646	Other biomass	NH	ELEC.GEN.WAS-NH-99.A	thousand megawatthours
2012	137.29149999999998	Other biomass	NH	ELEC.GEN.WAS-NH-99.A	thousand megawatthours
2011	108.05918	Other biomass	NH	ELEC.GEN.WAS-NH-99.A	thousand megawatthours
2010	126.77185	Other biomass	NH	ELEC.GEN.WAS-NH-99.A	thousand megawatthours
2009	151.27843000000001	Other biomass	NH	ELEC.GEN.WAS-NH-99.A	thousand megawatthours
2008	155.02513000000002	Other biomass	NH	ELEC.GEN.WAS-NH-99.A	thousand megawatthours
2007	152.81569	Other biomass	NH	ELEC.GEN.WAS-NH-99.A	thousand megawatthours
2006	156.39872000000003	Other biomass	NH	ELEC.GEN.WAS-NH-99.A	thousand megawatthours
2015	980.7886900000001	Other biomass	NJ	ELEC.GEN.WAS-NJ-99.A	thousand megawatthours
2014	998.42633	Other biomass	NJ	ELEC.GEN.WAS-NJ-99.A	thousand megawatthours
2013	998.8321799999999	Other biomass	NJ	ELEC.GEN.WAS-NJ-99.A	thousand megawatthours
2012	964.8205999999999	Other biomass	NJ	ELEC.GEN.WAS-NJ-99.A	thousand megawatthours
2011	876.11118	Other biomass	NJ	ELEC.GEN.WAS-NJ-99.A	thousand megawatthours
2010	816.3168199999999	Other biomass	NJ	ELEC.GEN.WAS-NJ-99.A	thousand megawatthours
2009	928.2061	Other biomass	NJ	ELEC.GEN.WAS-NJ-99.A	thousand megawatthours
2008	881.73555	Other biomass	NJ	ELEC.GEN.WAS-NJ-99.A	thousand megawatthours
2007	823.1655599999999	Other biomass	NJ	ELEC.GEN.WAS-NJ-99.A	thousand megawatthours
2006	900.7923700000001	Other biomass	NJ	ELEC.GEN.WAS-NJ-99.A	thousand megawatthours
2015	13.79774	Other biomass	NM	ELEC.GEN.WAS-NM-99.A	thousand megawatthours
2014	14.179430000000002	Other biomass	NM	ELEC.GEN.WAS-NM-99.A	thousand megawatthours
2013	18.51818	Other biomass	NM	ELEC.GEN.WAS-NM-99.A	thousand megawatthours
2012	14.266309999999999	Other biomass	NM	ELEC.GEN.WAS-NM-99.A	thousand megawatthours
2011	9.42642	Other biomass	NM	ELEC.GEN.WAS-NM-99.A	thousand megawatthours
2010	13.679640000000001	Other biomass	NM	ELEC.GEN.WAS-NM-99.A	thousand megawatthours
