year	volume	commodity	region	series_id	units
2010	139.82569	Wood and wood-derived fuels	AZ	ELEC.GEN.WWW-AZ-99.A	thousand megawatthours
2009	136.64096999999998	Wood and wood-derived fuels	AZ	ELEC.GEN.WWW-AZ-99.A	thousand megawatthours
2008	75.94748000000001	Wood and wood-derived fuels	AZ	ELEC.GEN.WWW-AZ-99.A	thousand megawatthours
2006	8.239999999999998	Wood and wood-derived fuels	AZ	ELEC.GEN.WWW-AZ-99.A	thousand megawatthours
2015	1387.9025900000001	Wood and wood-derived fuels	AR	ELEC.GEN.WWW-AR-99.A	thousand megawatthours
2014	1427.94295	Wood and wood-derived fuels	AR	ELEC.GEN.WWW-AR-99.A	thousand megawatthours
2013	1495.5947399999998	Wood and wood-derived fuels	AR	ELEC.GEN.WWW-AR-99.A	thousand megawatthours
2012	1589.89087	Wood and wood-derived fuels	AR	ELEC.GEN.WWW-AR-99.A	thousand megawatthours
2011	1586.6374399999997	Wood and wood-derived fuels	AR	ELEC.GEN.WWW-AR-99.A	thousand megawatthours
2010	1566.98367	Wood and wood-derived fuels	AR	ELEC.GEN.WWW-AR-99.A	thousand megawatthours
2009	1528.5005600000002	Wood and wood-derived fuels	AR	ELEC.GEN.WWW-AR-99.A	thousand megawatthours
2008	1466.0627299999999	Wood and wood-derived fuels	AR	ELEC.GEN.WWW-AR-99.A	thousand megawatthours
2007	1580.80263	Wood and wood-derived fuels	AR	ELEC.GEN.WWW-AR-99.A	thousand megawatthours
2006	1689.37899	Wood and wood-derived fuels	AR	ELEC.GEN.WWW-AR-99.A	thousand megawatthours
2015	4078.4300500000004	Wood and wood-derived fuels	CA	ELEC.GEN.WWW-CA-99.A	thousand megawatthours
2014	3977.4246599999997	Wood and wood-derived fuels	CA	ELEC.GEN.WWW-CA-99.A	thousand megawatthours
2013	3792.0731600000004	Wood and wood-derived fuels	CA	ELEC.GEN.WWW-CA-99.A	thousand megawatthours
2012	3797.5959900000003	Wood and wood-derived fuels	CA	ELEC.GEN.WWW-CA-99.A	thousand megawatthours
2011	3444.68322	Wood and wood-derived fuels	CA	ELEC.GEN.WWW-CA-99.A	thousand megawatthours
2010	3550.8773700000006	Wood and wood-derived fuels	CA	ELEC.GEN.WWW-CA-99.A	thousand megawatthours
2009	3732.0155500000005	Wood and wood-derived fuels	CA	ELEC.GEN.WWW-CA-99.A	thousand megawatthours
2008	3483.55495	Wood and wood-derived fuels	CA	ELEC.GEN.WWW-CA-99.A	thousand megawatthours
2007	3407.4155600000004	Wood and wood-derived fuels	CA	ELEC.GEN.WWW-CA-99.A	thousand megawatthours
2006	3422.09289	Wood and wood-derived fuels	CA	ELEC.GEN.WWW-CA-99.A	thousand megawatthours
2015	48.76390000000001	Wood and wood-derived fuels	CO	ELEC.GEN.WWW-CO-99.A	thousand megawatthours
2014	46.633120000000005	Wood and wood-derived fuels	CO	ELEC.GEN.WWW-CO-99.A	thousand megawatthours
2013	3.08935	Wood and wood-derived fuels	CO	ELEC.GEN.WWW-CO-99.A	thousand megawatthours
2012	0.26730000000000004	Wood and wood-derived fuels	CO	ELEC.GEN.WWW-CO-99.A	thousand megawatthours
2011	0.17213	Wood and wood-derived fuels	CO	ELEC.GEN.WWW-CO-99.A	thousand megawatthours
2010	2.2048300000000003	Wood and wood-derived fuels	CO	ELEC.GEN.WWW-CO-99.A	thousand megawatthours
2009	0.3878200000000001	Wood and wood-derived fuels	CO	ELEC.GEN.WWW-CO-99.A	thousand megawatthours
2008	0.13498000000000002	Wood and wood-derived fuels	CO	ELEC.GEN.WWW-CO-99.A	thousand megawatthours
2007	0	Wood and wood-derived fuels	CO	ELEC.GEN.WWW-CO-99.A	thousand megawatthours
2006	0	Wood and wood-derived fuels	CO	ELEC.GEN.WWW-CO-99.A	thousand megawatthours
2015	190.58567	Wood and wood-derived fuels	CT	ELEC.GEN.WWW-CT-99.A	thousand megawatthours
2014	107.03816	Wood and wood-derived fuels	CT	ELEC.GEN.WWW-CT-99.A	thousand megawatthours
2013	4.28854	Wood and wood-derived fuels	CT	ELEC.GEN.WWW-CT-99.A	thousand megawatthours
2012	0.7364	Wood and wood-derived fuels	CT	ELEC.GEN.WWW-CT-99.A	thousand megawatthours
2011	0.8356800000000001	Wood and wood-derived fuels	CT	ELEC.GEN.WWW-CT-99.A	thousand megawatthours
2010	0.41429	Wood and wood-derived fuels	CT	ELEC.GEN.WWW-CT-99.A	thousand megawatthours
2009	0.6218600000000001	Wood and wood-derived fuels	CT	ELEC.GEN.WWW-CT-99.A	thousand megawatthours
2008	1.63288	Wood and wood-derived fuels	CT	ELEC.GEN.WWW-CT-99.A	thousand megawatthours
2007	1.67559	Wood and wood-derived fuels	CT	ELEC.GEN.WWW-CT-99.A	thousand megawatthours
2006	8.543999999999999	Wood and wood-derived fuels	CT	ELEC.GEN.WWW-CT-99.A	thousand megawatthours
2015	2304.54407	Wood and wood-derived fuels	FL	ELEC.GEN.WWW-FL-99.A	thousand megawatthours
2014	2539.60831	Wood and wood-derived fuels	FL	ELEC.GEN.WWW-FL-99.A	thousand megawatthours
2013	2139.40241	Wood and wood-derived fuels	FL	ELEC.GEN.WWW-FL-99.A	thousand megawatthours
2012	2057.56056	Wood and wood-derived fuels	FL	ELEC.GEN.WWW-FL-99.A	thousand megawatthours
2011	2209.43274	Wood and wood-derived fuels	FL	ELEC.GEN.WWW-FL-99.A	thousand megawatthours
2010	2018.8678	Wood and wood-derived fuels	FL	ELEC.GEN.WWW-FL-99.A	thousand megawatthours
2009	1954.1245999999999	Wood and wood-derived fuels	FL	ELEC.GEN.WWW-FL-99.A	thousand megawatthours
2008	1968.7413199999999	Wood and wood-derived fuels	FL	ELEC.GEN.WWW-FL-99.A	thousand megawatthours
2007	1929.7983199999999	Wood and wood-derived fuels	FL	ELEC.GEN.WWW-FL-99.A	thousand megawatthours
2006	1978.98838	Wood and wood-derived fuels	FL	ELEC.GEN.WWW-FL-99.A	thousand megawatthours
2015	3977.5871700000002	Wood and wood-derived fuels	GA	ELEC.GEN.WWW-GA-99.A	thousand megawatthours
2014	3749.8857100000005	Wood and wood-derived fuels	GA	ELEC.GEN.WWW-GA-99.A	thousand megawatthours
2013	3409.4423	Wood and wood-derived fuels	GA	ELEC.GEN.WWW-GA-99.A	thousand megawatthours
2012	3107.4935800000003	Wood and wood-derived fuels	GA	ELEC.GEN.WWW-GA-99.A	thousand megawatthours
2011	3070.2566599999996	Wood and wood-derived fuels	GA	ELEC.GEN.WWW-GA-99.A	thousand megawatthours
2010	3053.5615700000003	Wood and wood-derived fuels	GA	ELEC.GEN.WWW-GA-99.A	thousand megawatthours
2009	2745.56916	Wood and wood-derived fuels	GA	ELEC.GEN.WWW-GA-99.A	thousand megawatthours
2008	2660.2846999999997	Wood and wood-derived fuels	GA	ELEC.GEN.WWW-GA-99.A	thousand megawatthours
2007	3362.09748	Wood and wood-derived fuels	GA	ELEC.GEN.WWW-GA-99.A	thousand megawatthours
2006	3362.21003	Wood and wood-derived fuels	GA	ELEC.GEN.WWW-GA-99.A	thousand megawatthours
2013	0	Wood and wood-derived fuels	HI	ELEC.GEN.WWW-HI-99.A	thousand megawatthours
2012	0	Wood and wood-derived fuels	HI	ELEC.GEN.WWW-HI-99.A	thousand megawatthours
2011	0	Wood and wood-derived fuels	HI	ELEC.GEN.WWW-HI-99.A	thousand megawatthours
2010	0.00916	Wood and wood-derived fuels	HI	ELEC.GEN.WWW-HI-99.A	thousand megawatthours
2015	425.79596999999995	Wood and wood-derived fuels	ID	ELEC.GEN.WWW-ID-99.A	thousand megawatthours
2014	417.10490000000004	Wood and wood-derived fuels	ID	ELEC.GEN.WWW-ID-99.A	thousand megawatthours
2013	453.82434	Wood and wood-derived fuels	ID	ELEC.GEN.WWW-ID-99.A	thousand megawatthours
2012	459.58140999999995	Wood and wood-derived fuels	ID	ELEC.GEN.WWW-ID-99.A	thousand megawatthours
2011	474.38432	Wood and wood-derived fuels	ID	ELEC.GEN.WWW-ID-99.A	thousand megawatthours
2010	477.84135	Wood and wood-derived fuels	ID	ELEC.GEN.WWW-ID-99.A	thousand megawatthours
2009	477.94828	Wood and wood-derived fuels	ID	ELEC.GEN.WWW-ID-99.A	thousand megawatthours
2008	455.39322	Wood and wood-derived fuels	ID	ELEC.GEN.WWW-ID-99.A	thousand megawatthours
2007	480.58152999999993	Wood and wood-derived fuels	ID	ELEC.GEN.WWW-ID-99.A	thousand megawatthours
2006	520.3399499999999	Wood and wood-derived fuels	ID	ELEC.GEN.WWW-ID-99.A	thousand megawatthours
2015	0.03643	Wood and wood-derived fuels	IL	ELEC.GEN.WWW-IL-99.A	thousand megawatthours
2014	0	Wood and wood-derived fuels	IL	ELEC.GEN.WWW-IL-99.A	thousand megawatthours
2013	0	Wood and wood-derived fuels	IL	ELEC.GEN.WWW-IL-99.A	thousand megawatthours
2012	0	Wood and wood-derived fuels	IL	ELEC.GEN.WWW-IL-99.A	thousand megawatthours
2011	0.51925	Wood and wood-derived fuels	IL	ELEC.GEN.WWW-IL-99.A	thousand megawatthours
2010	0.12016000000000002	Wood and wood-derived fuels	IL	ELEC.GEN.WWW-IL-99.A	thousand megawatthours
2009	0.46108000000000005	Wood and wood-derived fuels	IL	ELEC.GEN.WWW-IL-99.A	thousand megawatthours
2008	0.6115	Wood and wood-derived fuels	IL	ELEC.GEN.WWW-IL-99.A	thousand megawatthours
2015		Wood and wood-derived fuels	IA	ELEC.GEN.WWW-IA-99.A	thousand megawatthours
2014	1.77566	Wood and wood-derived fuels	IA	ELEC.GEN.WWW-IA-99.A	thousand megawatthours
2013	0	Wood and wood-derived fuels	IA	ELEC.GEN.WWW-IA-99.A	thousand megawatthours
2009	0.19373	Wood and wood-derived fuels	IA	ELEC.GEN.WWW-IA-99.A	thousand megawatthours
2008	0.04857	Wood and wood-derived fuels	IA	ELEC.GEN.WWW-IA-99.A	thousand megawatthours
2007	0.01571	Wood and wood-derived fuels	IA	ELEC.GEN.WWW-IA-99.A	thousand megawatthours
2015	343.83396999999997	Wood and wood-derived fuels	KY	ELEC.GEN.WWW-KY-99.A	thousand megawatthours
2014	354.45536999999996	Wood and wood-derived fuels	KY	ELEC.GEN.WWW-KY-99.A	thousand megawatthours
2013	228.18866	Wood and wood-derived fuels	KY	ELEC.GEN.WWW-KY-99.A	thousand megawatthours
2012	236.54334999999998	Wood and wood-derived fuels	KY	ELEC.GEN.WWW-KY-99.A	thousand megawatthours
2011	341.27236999999997	Wood and wood-derived fuels	KY	ELEC.GEN.WWW-KY-99.A	thousand megawatthours
2010	349.07132999999993	Wood and wood-derived fuels	KY	ELEC.GEN.WWW-KY-99.A	thousand megawatthours
2009	262.66001	Wood and wood-derived fuels	KY	ELEC.GEN.WWW-KY-99.A	thousand megawatthours
2008	350.73954999999995	Wood and wood-derived fuels	KY	ELEC.GEN.WWW-KY-99.A	thousand megawatthours
2007	370.20980000000003	Wood and wood-derived fuels	KY	ELEC.GEN.WWW-KY-99.A	thousand megawatthours
2006	369.36125	Wood and wood-derived fuels	KY	ELEC.GEN.WWW-KY-99.A	thousand megawatthours
2015	2631.18014	Wood and wood-derived fuels	LA	ELEC.GEN.WWW-LA-99.A	thousand megawatthours
2014	2685.72736	Wood and wood-derived fuels	LA	ELEC.GEN.WWW-LA-99.A	thousand megawatthours
2013	2704.256	Wood and wood-derived fuels	LA	ELEC.GEN.WWW-LA-99.A	thousand megawatthours
2012	2366.2806899999996	Wood and wood-derived fuels	LA	ELEC.GEN.WWW-LA-99.A	thousand megawatthours
2011	2371.4373800000003	Wood and wood-derived fuels	LA	ELEC.GEN.WWW-LA-99.A	thousand megawatthours
2010	2393.40942	Wood and wood-derived fuels	LA	ELEC.GEN.WWW-LA-99.A	thousand megawatthours
2009	2296.77309	Wood and wood-derived fuels	LA	ELEC.GEN.WWW-LA-99.A	thousand megawatthours
2008	2638.78901	Wood and wood-derived fuels	LA	ELEC.GEN.WWW-LA-99.A	thousand megawatthours
2007	2898.3709500000004	Wood and wood-derived fuels	LA	ELEC.GEN.WWW-LA-99.A	thousand megawatthours
2006	2880.9303900000004	Wood and wood-derived fuels	LA	ELEC.GEN.WWW-LA-99.A	thousand megawatthours
2015	2961.6687699999998	Wood and wood-derived fuels	ME	ELEC.GEN.WWW-ME-99.A	thousand megawatthours
2014	3188.99976	Wood and wood-derived fuels	ME	ELEC.GEN.WWW-ME-99.A	thousand megawatthours
2013	3625.35926	Wood and wood-derived fuels	ME	ELEC.GEN.WWW-ME-99.A	thousand megawatthours
2012	2944.9501000000005	Wood and wood-derived fuels	ME	ELEC.GEN.WWW-ME-99.A	thousand megawatthours
2011	3511.41784	Wood and wood-derived fuels	ME	ELEC.GEN.WWW-ME-99.A	thousand megawatthours
2010	3389.57652	Wood and wood-derived fuels	ME	ELEC.GEN.WWW-ME-99.A	thousand megawatthours
2009	3366.7498199999995	Wood and wood-derived fuels	ME	ELEC.GEN.WWW-ME-99.A	thousand megawatthours
2008	3668.5687199999998	Wood and wood-derived fuels	ME	ELEC.GEN.WWW-ME-99.A	thousand megawatthours
2007	3847.5655300000003	Wood and wood-derived fuels	ME	ELEC.GEN.WWW-ME-99.A	thousand megawatthours
2006	3684.61763	Wood and wood-derived fuels	ME	ELEC.GEN.WWW-ME-99.A	thousand megawatthours
2015	116.55376999999999	Wood and wood-derived fuels	MD	ELEC.GEN.WWW-MD-99.A	thousand megawatthours
2014	150.42554	Wood and wood-derived fuels	MD	ELEC.GEN.WWW-MD-99.A	thousand megawatthours
2013	142.78861	Wood and wood-derived fuels	MD	ELEC.GEN.WWW-MD-99.A	thousand megawatthours
2012	158.95281000000003	Wood and wood-derived fuels	MD	ELEC.GEN.WWW-MD-99.A	thousand megawatthours
2011	168.43227000000002	Wood and wood-derived fuels	MD	ELEC.GEN.WWW-MD-99.A	thousand megawatthours
2010	164.68778	Wood and wood-derived fuels	MD	ELEC.GEN.WWW-MD-99.A	thousand megawatthours
2009	175.05731000000003	Wood and wood-derived fuels	MD	ELEC.GEN.WWW-MD-99.A	thousand megawatthours
2008	197.70434999999998	Wood and wood-derived fuels	MD	ELEC.GEN.WWW-MD-99.A	thousand megawatthours
2007	203.09730000000002	Wood and wood-derived fuels	MD	ELEC.GEN.WWW-MD-99.A	thousand megawatthours
2006	218.06562	Wood and wood-derived fuels	MD	ELEC.GEN.WWW-MD-99.A	thousand megawatthours
2015	123.33644	Wood and wood-derived fuels	MA	ELEC.GEN.WWW-MA-99.A	thousand megawatthours
2014	125.23701000000001	Wood and wood-derived fuels	MA	ELEC.GEN.WWW-MA-99.A	thousand megawatthours
2013	76.53089	Wood and wood-derived fuels	MA	ELEC.GEN.WWW-MA-99.A	thousand megawatthours
2012	658.99128	Wood and wood-derived fuels	MA	ELEC.GEN.WWW-MA-99.A	thousand megawatthours
2011	101.29454000000001	Wood and wood-derived fuels	MA	ELEC.GEN.WWW-MA-99.A	thousand megawatthours
2010	125.41234	Wood and wood-derived fuels	MA	ELEC.GEN.WWW-MA-99.A	thousand megawatthours
2009	115.38356999999999	Wood and wood-derived fuels	MA	ELEC.GEN.WWW-MA-99.A	thousand megawatthours
2008	122.57992	Wood and wood-derived fuels	MA	ELEC.GEN.WWW-MA-99.A	thousand megawatthours
2007	119.15678999999999	Wood and wood-derived fuels	MA	ELEC.GEN.WWW-MA-99.A	thousand megawatthours
2006	125.258	Wood and wood-derived fuels	MA	ELEC.GEN.WWW-MA-99.A	thousand megawatthours
2015	1446.63978	Wood and wood-derived fuels	MI	ELEC.GEN.WWW-MI-99.A	thousand megawatthours
2014	1751.12869	Wood and wood-derived fuels	MI	ELEC.GEN.WWW-MI-99.A	thousand megawatthours
2013	1727.0724399999997	Wood and wood-derived fuels	MI	ELEC.GEN.WWW-MI-99.A	thousand megawatthours
2012	1697.5244699999998	Wood and wood-derived fuels	MI	ELEC.GEN.WWW-MI-99.A	thousand megawatthours
2011	1678.60693	Wood and wood-derived fuels	MI	ELEC.GEN.WWW-MI-99.A	thousand megawatthours
2010	1669.7358000000002	Wood and wood-derived fuels	MI	ELEC.GEN.WWW-MI-99.A	thousand megawatthours
2009	1489.0006	Wood and wood-derived fuels	MI	ELEC.GEN.WWW-MI-99.A	thousand megawatthours
2008	1710.4228	Wood and wood-derived fuels	MI	ELEC.GEN.WWW-MI-99.A	thousand megawatthours
2007	1692.2019500000001	Wood and wood-derived fuels	MI	ELEC.GEN.WWW-MI-99.A	thousand megawatthours
2006	1703.5238	Wood and wood-derived fuels	MI	ELEC.GEN.WWW-MI-99.A	thousand megawatthours
2015	1157.1922499999998	Wood and wood-derived fuels	MN	ELEC.GEN.WWW-MN-99.A	thousand megawatthours
2014	1148.92683	Wood and wood-derived fuels	MN	ELEC.GEN.WWW-MN-99.A	thousand megawatthours
2013	1035.58469	Wood and wood-derived fuels	MN	ELEC.GEN.WWW-MN-99.A	thousand megawatthours
2012	839.2456599999999	Wood and wood-derived fuels	MN	ELEC.GEN.WWW-MN-99.A	thousand megawatthours
2011	748.21067	Wood and wood-derived fuels	MN	ELEC.GEN.WWW-MN-99.A	thousand megawatthours
2010	932.5577599999999	Wood and wood-derived fuels	MN	ELEC.GEN.WWW-MN-99.A	thousand megawatthours
2009	796.3312799999999	Wood and wood-derived fuels	MN	ELEC.GEN.WWW-MN-99.A	thousand megawatthours
2008	725.22023	Wood and wood-derived fuels	MN	ELEC.GEN.WWW-MN-99.A	thousand megawatthours
2007	727.45463	Wood and wood-derived fuels	MN	ELEC.GEN.WWW-MN-99.A	thousand megawatthours
2006	589.6704700000001	Wood and wood-derived fuels	MN	ELEC.GEN.WWW-MN-99.A	thousand megawatthours
2015	1456.0034699999999	Wood and wood-derived fuels	MS	ELEC.GEN.WWW-MS-99.A	thousand megawatthours
2014	1490.6032999999998	Wood and wood-derived fuels	MS	ELEC.GEN.WWW-MS-99.A	thousand megawatthours
2013	1433.21373	Wood and wood-derived fuels	MS	ELEC.GEN.WWW-MS-99.A	thousand megawatthours
2012	1492.7485000000001	Wood and wood-derived fuels	MS	ELEC.GEN.WWW-MS-99.A	thousand megawatthours
2011	1502.77908	Wood and wood-derived fuels	MS	ELEC.GEN.WWW-MS-99.A	thousand megawatthours
2010	1503.27903	Wood and wood-derived fuels	MS	ELEC.GEN.WWW-MS-99.A	thousand megawatthours
2009	1417.31862	Wood and wood-derived fuels	MS	ELEC.GEN.WWW-MS-99.A	thousand megawatthours
2008	1386.27478	Wood and wood-derived fuels	MS	ELEC.GEN.WWW-MS-99.A	thousand megawatthours
2007	1488.34793	Wood and wood-derived fuels	MS	ELEC.GEN.WWW-MS-99.A	thousand megawatthours
2006	1534.6022299999997	Wood and wood-derived fuels	MS	ELEC.GEN.WWW-MS-99.A	thousand megawatthours
2015	29.060729999999996	Wood and wood-derived fuels	MO	ELEC.GEN.WWW-MO-99.A	thousand megawatthours
2014	32.40883	Wood and wood-derived fuels	MO	ELEC.GEN.WWW-MO-99.A	thousand megawatthours
2013	7.67897	Wood and wood-derived fuels	MO	ELEC.GEN.WWW-MO-99.A	thousand megawatthours
2012	0	Wood and wood-derived fuels	MO	ELEC.GEN.WWW-MO-99.A	thousand megawatthours
2011	0.04609	Wood and wood-derived fuels	MO	ELEC.GEN.WWW-MO-99.A	thousand megawatthours
2010	0.119	Wood and wood-derived fuels	MO	ELEC.GEN.WWW-MO-99.A	thousand megawatthours
2009	2.08963	Wood and wood-derived fuels	MO	ELEC.GEN.WWW-MO-99.A	thousand megawatthours
2008	1.61315	Wood and wood-derived fuels	MO	ELEC.GEN.WWW-MO-99.A	thousand megawatthours
2007	0.11997999999999999	Wood and wood-derived fuels	MO	ELEC.GEN.WWW-MO-99.A	thousand megawatthours
2006	0.096	Wood and wood-derived fuels	MO	ELEC.GEN.WWW-MO-99.A	thousand megawatthours
2015	12.546869999999998	Wood and wood-derived fuels	MT	ELEC.GEN.WWW-MT-99.A	thousand megawatthours
2014	13.009	Wood and wood-derived fuels	MT	ELEC.GEN.WWW-MT-99.A	thousand megawatthours
2013	5.116999999999999	Wood and wood-derived fuels	MT	ELEC.GEN.WWW-MT-99.A	thousand megawatthours
2010	96.92402000000001	Wood and wood-derived fuels	MT	ELEC.GEN.WWW-MT-99.A	thousand megawatthours
2009	94.64218	Wood and wood-derived fuels	MT	ELEC.GEN.WWW-MT-99.A	thousand megawatthours
2008	110.95794000000001	Wood and wood-derived fuels	MT	ELEC.GEN.WWW-MT-99.A	thousand megawatthours
2007	110.94472000000002	Wood and wood-derived fuels	MT	ELEC.GEN.WWW-MT-99.A	thousand megawatthours
2006	94.41478000000001	Wood and wood-derived fuels	MT	ELEC.GEN.WWW-MT-99.A	thousand megawatthours
2014	0	Wood and wood-derived fuels	NV	ELEC.GEN.WWW-NV-99.A	thousand megawatthours
2013	0	Wood and wood-derived fuels	NV	ELEC.GEN.WWW-NV-99.A	thousand megawatthours
2012	0	Wood and wood-derived fuels	NV	ELEC.GEN.WWW-NV-99.A	thousand megawatthours
2011	0	Wood and wood-derived fuels	NV	ELEC.GEN.WWW-NV-99.A	thousand megawatthours
2010	0	Wood and wood-derived fuels	NV	ELEC.GEN.WWW-NV-99.A	thousand megawatthours
2009	0.89038	Wood and wood-derived fuels	NV	ELEC.GEN.WWW-NV-99.A	thousand megawatthours
2015	1516.61531	Wood and wood-derived fuels	NH	ELEC.GEN.WWW-NH-99.A	thousand megawatthours
2014	1415.4151100000001	Wood and wood-derived fuels	NH	ELEC.GEN.WWW-NH-99.A	thousand megawatthours
2013	1168.93248	Wood and wood-derived fuels	NH	ELEC.GEN.WWW-NH-99.A	thousand megawatthours
2012	1035.29456	Wood and wood-derived fuels	NH	ELEC.GEN.WWW-NH-99.A	thousand megawatthours
2011	917.0717000000001	Wood and wood-derived fuels	NH	ELEC.GEN.WWW-NH-99.A	thousand megawatthours
2010	1029.75847	Wood and wood-derived fuels	NH	ELEC.GEN.WWW-NH-99.A	thousand megawatthours
2009	984.18096	Wood and wood-derived fuels	NH	ELEC.GEN.WWW-NH-99.A	thousand megawatthours
2008	1009.6396599999999	Wood and wood-derived fuels	NH	ELEC.GEN.WWW-NH-99.A	thousand megawatthours
2007	970.4560299999999	Wood and wood-derived fuels	NH	ELEC.GEN.WWW-NH-99.A	thousand megawatthours
2006	589.98106	Wood and wood-derived fuels	NH	ELEC.GEN.WWW-NH-99.A	thousand megawatthours
2015	777.93435	Wood and wood-derived fuels	NY	ELEC.GEN.WWW-NY-99.A	thousand megawatthours
2014	738.8342099999999	Wood and wood-derived fuels	NY	ELEC.GEN.WWW-NY-99.A	thousand megawatthours
2013	607.55403	Wood and wood-derived fuels	NY	ELEC.GEN.WWW-NY-99.A	thousand megawatthours
2012	487.7835099999999	Wood and wood-derived fuels	NY	ELEC.GEN.WWW-NY-99.A	thousand megawatthours
2011	442.12751	Wood and wood-derived fuels	NY	ELEC.GEN.WWW-NY-99.A	thousand megawatthours
2010	547.30419	Wood and wood-derived fuels	NY	ELEC.GEN.WWW-NY-99.A	thousand megawatthours
2009	535.8528399999999	Wood and wood-derived fuels	NY	ELEC.GEN.WWW-NY-99.A	thousand megawatthours
2008	555.09651	Wood and wood-derived fuels	NY	ELEC.GEN.WWW-NY-99.A	thousand megawatthours
2007	492.26106999999996	Wood and wood-derived fuels	NY	ELEC.GEN.WWW-NY-99.A	thousand megawatthours
2006	521.8289199999999	Wood and wood-derived fuels	NY	ELEC.GEN.WWW-NY-99.A	thousand megawatthours
2015	1911.23763	Wood and wood-derived fuels	NC	ELEC.GEN.WWW-NC-99.A	thousand megawatthours
2014	2026.7695500000002	Wood and wood-derived fuels	NC	ELEC.GEN.WWW-NC-99.A	thousand megawatthours
2013	2199.8932300000006	Wood and wood-derived fuels	NC	ELEC.GEN.WWW-NC-99.A	thousand megawatthours
2012	2262.0867399999997	Wood and wood-derived fuels	NC	ELEC.GEN.WWW-NC-99.A	thousand megawatthours
2011	1952.8907199999999	Wood and wood-derived fuels	NC	ELEC.GEN.WWW-NC-99.A	thousand megawatthours
2010	1876.4922199999999	Wood and wood-derived fuels	NC	ELEC.GEN.WWW-NC-99.A	thousand megawatthours
2009	1757.34972	Wood and wood-derived fuels	NC	ELEC.GEN.WWW-NC-99.A	thousand megawatthours
2008	1799.92974	Wood and wood-derived fuels	NC	ELEC.GEN.WWW-NC-99.A	thousand megawatthours
2007	1585.3741899999998	Wood and wood-derived fuels	NC	ELEC.GEN.WWW-NC-99.A	thousand megawatthours
