year	volume	commodity	region	units
2006	543.8919999999999	Conventional Hydroelectric	CT	MMWh
2015	223.40431	Conventional Hydroelectric	FL	MMWh
2014	211.38800000000003	Conventional Hydroelectric	FL	MMWh
2013	254.21399999999997	Conventional Hydroelectric	FL	MMWh
2012	150.511	Conventional Hydroelectric	FL	MMWh
2011	182.042	Conventional Hydroelectric	FL	MMWh
2010	177.474	Conventional Hydroelectric	FL	MMWh
2009	208.202	Conventional Hydroelectric	FL	MMWh
2008	206.15800000000002	Conventional Hydroelectric	FL	MMWh
2007	154.446	Conventional Hydroelectric	FL	MMWh
2006	203.42200000000003	Conventional Hydroelectric	FL	MMWh
2015	3020.6013000000003	Conventional Hydroelectric	GA	MMWh
2014	3064.347	Conventional Hydroelectric	GA	MMWh
2013	3713.5901900000003	Conventional Hydroelectric	GA	MMWh
2012	2236.3	Conventional Hydroelectric	GA	MMWh
2011	2705.0575500000004	Conventional Hydroelectric	GA	MMWh
2010	3321.7019999999998	Conventional Hydroelectric	GA	MMWh
2009	3259.68291	Conventional Hydroelectric	GA	MMWh
2008	2144.6183300000002	Conventional Hydroelectric	GA	MMWh
2007	2236.1879999999996	Conventional Hydroelectric	GA	MMWh
2006	2568.8370000000004	Conventional Hydroelectric	GA	MMWh
2015	110.49924000000001	Conventional Hydroelectric	HI	MMWh
2014	94.08309	Conventional Hydroelectric	HI	MMWh
2013	78.29464000000002	Conventional Hydroelectric	HI	MMWh
2012	114.581	Conventional Hydroelectric	HI	MMWh
2011	93.14072999999999	Conventional Hydroelectric	HI	MMWh
2010	70.423	Conventional Hydroelectric	HI	MMWh
2009	112.64863	Conventional Hydroelectric	HI	MMWh
2008	84.34333	Conventional Hydroelectric	HI	MMWh
2007	92.34345	Conventional Hydroelectric	HI	MMWh
2006	120.08720000000001	Conventional Hydroelectric	HI	MMWh
2015	8162.22755	Conventional Hydroelectric	ID	MMWh
2014	9002.21017	Conventional Hydroelectric	ID	MMWh
2013	8473.45076	Conventional Hydroelectric	ID	MMWh
2012	10940.40473	Conventional Hydroelectric	ID	MMWh
2011	13404.799	Conventional Hydroelectric	ID	MMWh
2010	9154.243860000002	Conventional Hydroelectric	ID	MMWh
2009	10434.263860000001	Conventional Hydroelectric	ID	MMWh
2008	9362.500750000001	Conventional Hydroelectric	ID	MMWh
2007	9021.69	Conventional Hydroelectric	ID	MMWh
2006	11242.37201	Conventional Hydroelectric	ID	MMWh
2015	132.61176999999998	Conventional Hydroelectric	IL	MMWh
2014	132.298	Conventional Hydroelectric	IL	MMWh
2013	120.295	Conventional Hydroelectric	IL	MMWh
2012	111.208	Conventional Hydroelectric	IL	MMWh
2011	140.46200000000002	Conventional Hydroelectric	IL	MMWh
2010	118.543	Conventional Hydroelectric	IL	MMWh
2009	136.38000000000002	Conventional Hydroelectric	IL	MMWh
2008	138.54899999999998	Conventional Hydroelectric	IL	MMWh
2007	153.72737	Conventional Hydroelectric	IL	MMWh
2006	173.272	Conventional Hydroelectric	IL	MMWh
2015	381.85525	Conventional Hydroelectric	IN	MMWh
2014	371.153	Conventional Hydroelectric	IN	MMWh
2013	386.92799999999994	Conventional Hydroelectric	IN	MMWh
2012	433.505	Conventional Hydroelectric	IN	MMWh
2011	408.779	Conventional Hydroelectric	IN	MMWh
2010	453.712	Conventional Hydroelectric	IN	MMWh
2009	503.46999999999997	Conventional Hydroelectric	IN	MMWh
2008	436.78	Conventional Hydroelectric	IN	MMWh
2007	449.9359999999999	Conventional Hydroelectric	IN	MMWh
2006	489.515	Conventional Hydroelectric	IN	MMWh
2015	806.34849	Conventional Hydroelectric	IA	MMWh
2014	878.605	Conventional Hydroelectric	IA	MMWh
2013	749.122	Conventional Hydroelectric	IA	MMWh
2012	766.191	Conventional Hydroelectric	IA	MMWh
2011	925.3519999999999	Conventional Hydroelectric	IA	MMWh
2010	948.168	Conventional Hydroelectric	IA	MMWh
2009	971.165	Conventional Hydroelectric	IA	MMWh
2008	819.0469999999999	Conventional Hydroelectric	IA	MMWh
2007	962.3459999999999	Conventional Hydroelectric	IA	MMWh
2006	909.348	Conventional Hydroelectric	IA	MMWh
2015		Conventional Hydroelectric	KS	MMWh
2014	16.214000000000002	Conventional Hydroelectric	KS	MMWh
2013	14.517999999999999	Conventional Hydroelectric	KS	MMWh
2012	10.399000000000001	Conventional Hydroelectric	KS	MMWh
2011	14.745	Conventional Hydroelectric	KS	MMWh
2010	13.213999999999999	Conventional Hydroelectric	KS	MMWh
2009	12.797999999999998	Conventional Hydroelectric	KS	MMWh
2008	10.574	Conventional Hydroelectric	KS	MMWh
2007	10.501	Conventional Hydroelectric	KS	MMWh
2006	9.649	Conventional Hydroelectric	KS	MMWh
2015	3420.2597	Conventional Hydroelectric	KY	MMWh
2014	3143.567	Conventional Hydroelectric	KY	MMWh
2013	3275.214	Conventional Hydroelectric	KY	MMWh
2012	2361.7819999999997	Conventional Hydroelectric	KY	MMWh
2011	2969.3120000000004	Conventional Hydroelectric	KY	MMWh
2010	2580.2459999999996	Conventional Hydroelectric	KY	MMWh
2009	3317.641	Conventional Hydroelectric	KY	MMWh
2008	1917.47	Conventional Hydroelectric	KY	MMWh
2007	1668.587	Conventional Hydroelectric	KY	MMWh
2006	2591.701	Conventional Hydroelectric	KY	MMWh
2015	999.036	Conventional Hydroelectric	LA	MMWh
2014	1090.038	Conventional Hydroelectric	LA	MMWh
2013	1044.561	Conventional Hydroelectric	LA	MMWh
2012	679.944	Conventional Hydroelectric	LA	MMWh
2011	1044.019	Conventional Hydroelectric	LA	MMWh
2010	1108.7939999999999	Conventional Hydroelectric	LA	MMWh
2009	1236.3509999999999	Conventional Hydroelectric	LA	MMWh
2008	1064.3729999999998	Conventional Hydroelectric	LA	MMWh
2007	826.6419999999999	Conventional Hydroelectric	LA	MMWh
2006	713.215	Conventional Hydroelectric	LA	MMWh
2015	3615.1334500000003	Conventional Hydroelectric	ME	MMWh
2014	3623.2484999999997	Conventional Hydroelectric	ME	MMWh
2013	3560.45481	Conventional Hydroelectric	ME	MMWh
2012	3732.60432	Conventional Hydroelectric	ME	MMWh
2011	3978.97788	Conventional Hydroelectric	ME	MMWh
2010	3810.3812500000004	Conventional Hydroelectric	ME	MMWh
2009	4211.67857	Conventional Hydroelectric	ME	MMWh
2008	4457.40536	Conventional Hydroelectric	ME	MMWh
2007	3738.16758	Conventional Hydroelectric	ME	MMWh
2006	4278.132240000001	Conventional Hydroelectric	ME	MMWh
2015	1626.7406700000001	Conventional Hydroelectric	MD	MMWh
2014	1615.523	Conventional Hydroelectric	MD	MMWh
2013	1727.02	Conventional Hydroelectric	MD	MMWh
2012	1656.539	Conventional Hydroelectric	MD	MMWh
2011	2547.123	Conventional Hydroelectric	MD	MMWh
2010	1667.396	Conventional Hydroelectric	MD	MMWh
2009	1888.769	Conventional Hydroelectric	MD	MMWh
2008	1974.078	Conventional Hydroelectric	MD	MMWh
2007	1652.21646	Conventional Hydroelectric	MD	MMWh
2006	2104.275	Conventional Hydroelectric	MD	MMWh
2015	916.23553	Conventional Hydroelectric	MA	MMWh
2014	902.07707	Conventional Hydroelectric	MA	MMWh
2013	991.50405	Conventional Hydroelectric	MA	MMWh
2012	912.48205	Conventional Hydroelectric	MA	MMWh
2011	1148.76196	Conventional Hydroelectric	MA	MMWh
2010	996.3388	Conventional Hydroelectric	MA	MMWh
2009	1201.07636	Conventional Hydroelectric	MA	MMWh
2008	1155.81128	Conventional Hydroelectric	MA	MMWh
2007	797.4821999999999	Conventional Hydroelectric	MA	MMWh
2006	1512.64455	Conventional Hydroelectric	MA	MMWh
2015	1471.66529	Conventional Hydroelectric	MI	MMWh
2014	1600.022	Conventional Hydroelectric	MI	MMWh
2013	1419.049	Conventional Hydroelectric	MI	MMWh
2012	1214.8539999999998	Conventional Hydroelectric	MI	MMWh
2011	1357.308	Conventional Hydroelectric	MI	MMWh
2010	1250.5529999999999	Conventional Hydroelectric	MI	MMWh
2009	1371.9260000000002	Conventional Hydroelectric	MI	MMWh
2008	1364.3783199999998	Conventional Hydroelectric	MI	MMWh
2007	1269.98926	Conventional Hydroelectric	MI	MMWh
2006	1520.3530099999998	Conventional Hydroelectric	MI	MMWh
2015	514.1918400000001	Conventional Hydroelectric	MN	MMWh
2014	548.48818	Conventional Hydroelectric	MN	MMWh
2013	511.11206000000004	Conventional Hydroelectric	MN	MMWh
2012	561.02154	Conventional Hydroelectric	MN	MMWh
2011	746.1480300000001	Conventional Hydroelectric	MN	MMWh
2010	840.4097800000001	Conventional Hydroelectric	MN	MMWh
2009	809.08755	Conventional Hydroelectric	MN	MMWh
2008	727.0606199999999	Conventional Hydroelectric	MN	MMWh
2007	653.8218499999999	Conventional Hydroelectric	MN	MMWh
2006	571.73025	Conventional Hydroelectric	MN	MMWh
2015	1578.8929699999999	Conventional Hydroelectric	MO	MMWh
2014	697.3359999999999	Conventional Hydroelectric	MO	MMWh
2013	1136.4270000000001	Conventional Hydroelectric	MO	MMWh
2012	714.269	Conventional Hydroelectric	MO	MMWh
2011	1185.1439999999998	Conventional Hydroelectric	MO	MMWh
2010	1539.347	Conventional Hydroelectric	MO	MMWh
2009	1816.6929999999998	Conventional Hydroelectric	MO	MMWh
2008	2046.773	Conventional Hydroelectric	MO	MMWh
2007	1204.326	Conventional Hydroelectric	MO	MMWh
2006	199.21399999999997	Conventional Hydroelectric	MO	MMWh
2015	9707.65154	Conventional Hydroelectric	MT	MMWh
2014	11482.751	Conventional Hydroelectric	MT	MMWh
2013	9638.25978	Conventional Hydroelectric	MT	MMWh
2012	11283.464999999998	Conventional Hydroelectric	MT	MMWh
2011	12595.88134	Conventional Hydroelectric	MT	MMWh
2010	9414.662	Conventional Hydroelectric	MT	MMWh
2009	9505.94	Conventional Hydroelectric	MT	MMWh
2008	9999.556999999999	Conventional Hydroelectric	MT	MMWh
2007	9364.336	Conventional Hydroelectric	MT	MMWh
2006	10130.161	Conventional Hydroelectric	MT	MMWh
2015	1084.27538	Conventional Hydroelectric	NE	MMWh
2014	1157.781	Conventional Hydroelectric	NE	MMWh
2013	1123.9150000000002	Conventional Hydroelectric	NE	MMWh
2012	1257.0539999999999	Conventional Hydroelectric	NE	MMWh
2011	1617.228	Conventional Hydroelectric	NE	MMWh
2010	1313.856	Conventional Hydroelectric	NE	MMWh
2009	433.69	Conventional Hydroelectric	NE	MMWh
2008	346.45599999999996	Conventional Hydroelectric	NE	MMWh
2007	347.444	Conventional Hydroelectric	NE	MMWh
2006	893.386	Conventional Hydroelectric	NE	MMWh
2015	2288.3771600000005	Conventional Hydroelectric	NV	MMWh
2014	2389	Conventional Hydroelectric	NV	MMWh
2013	2681.943	Conventional Hydroelectric	NV	MMWh
2012	2440.4150000000004	Conventional Hydroelectric	NV	MMWh
2011	2190.583	Conventional Hydroelectric	NV	MMWh
2010	2157.296	Conventional Hydroelectric	NV	MMWh
2009	2460.59477	Conventional Hydroelectric	NV	MMWh
2008	1750.62	Conventional Hydroelectric	NV	MMWh
2007	2003.1909999999998	Conventional Hydroelectric	NV	MMWh
2006	2057.6259999999997	Conventional Hydroelectric	NV	MMWh
2015	1398.28837	Conventional Hydroelectric	NH	MMWh
2014	1381.3619999999999	Conventional Hydroelectric	NH	MMWh
2013	1427.1984199999997	Conventional Hydroelectric	NH	MMWh
2012	1289.386	Conventional Hydroelectric	NH	MMWh
2011	1604.811	Conventional Hydroelectric	NH	MMWh
2010	1477.5829999999999	Conventional Hydroelectric	NH	MMWh
2009	1680.49185	Conventional Hydroelectric	NH	MMWh
2008	1633.22409	Conventional Hydroelectric	NH	MMWh
2007	1265.2288500000002	Conventional Hydroelectric	NH	MMWh
2006	1528.90993	Conventional Hydroelectric	NH	MMWh
2015		Conventional Hydroelectric	NJ	MMWh
2014	17.296	Conventional Hydroelectric	NJ	MMWh
2013	18.274	Conventional Hydroelectric	NJ	MMWh
2012	10.755	Conventional Hydroelectric	NJ	MMWh
2011	24.407	Conventional Hydroelectric	NJ	MMWh
2010	18.119000000000003	Conventional Hydroelectric	NJ	MMWh
2009	32.08081	Conventional Hydroelectric	NJ	MMWh
2008	25.77305	Conventional Hydroelectric	NJ	MMWh
2007	20.909039999999997	Conventional Hydroelectric	NJ	MMWh
2006	35.43626	Conventional Hydroelectric	NJ	MMWh
2015	120.55016	Conventional Hydroelectric	NM	MMWh
2014	98.381	Conventional Hydroelectric	NM	MMWh
2013	91.838	Conventional Hydroelectric	NM	MMWh
2012	222.819	Conventional Hydroelectric	NM	MMWh
2011	194.766	Conventional Hydroelectric	NM	MMWh
2010	217.01	Conventional Hydroelectric	NM	MMWh
2009	270.96299999999997	Conventional Hydroelectric	NM	MMWh
2008	312.28799999999995	Conventional Hydroelectric	NM	MMWh
2007	267.97799999999995	Conventional Hydroelectric	NM	MMWh
2006	198.21099999999998	Conventional Hydroelectric	NM	MMWh
2015	27102.706580000002	Conventional Hydroelectric	NY	MMWh
2014	26086.90224	Conventional Hydroelectric	NY	MMWh
2013	24973.28928	Conventional Hydroelectric	NY	MMWh
2012	24652.495450000002	Conventional Hydroelectric	NY	MMWh
2011	27996.987620000004	Conventional Hydroelectric	NY	MMWh
2010	25471.69703	Conventional Hydroelectric	NY	MMWh
2009	27615.106369999998	Conventional Hydroelectric	NY	MMWh
2008	26723.13112	Conventional Hydroelectric	NY	MMWh
2007	25252.55543	Conventional Hydroelectric	NY	MMWh
2006	27344.655219999997	Conventional Hydroelectric	NY	MMWh
2015	4937.378909999999	Conventional Hydroelectric	NC	MMWh
2014	4756.08324	Conventional Hydroelectric	NC	MMWh
2013	6900.5325	Conventional Hydroelectric	NC	MMWh
2012	3727.93808	Conventional Hydroelectric	NC	MMWh
2011	3893.396	Conventional Hydroelectric	NC	MMWh
2010	4756.54904	Conventional Hydroelectric	NC	MMWh
2009	5171.25654	Conventional Hydroelectric	NC	MMWh
2008	3033.64243	Conventional Hydroelectric	NC	MMWh
2007	2984.15851	Conventional Hydroelectric	NC	MMWh
2006	3839.0120100000004	Conventional Hydroelectric	NC	MMWh
2015	2094.1679999999997	Conventional Hydroelectric	ND	MMWh
2014	2531.36	Conventional Hydroelectric	ND	MMWh
2013	1852.421	Conventional Hydroelectric	ND	MMWh
2012	2477.23	Conventional Hydroelectric	ND	MMWh
2011	2580.042	Conventional Hydroelectric	ND	MMWh
2010	2042.118	Conventional Hydroelectric	ND	MMWh
2009	1475.251	Conventional Hydroelectric	ND	MMWh
2008	1252.79	Conventional Hydroelectric	ND	MMWh
2007	1305.3929999999998	Conventional Hydroelectric	ND	MMWh
2006	1521.0339999999999	Conventional Hydroelectric	ND	MMWh
2015	509.85048000000006	Conventional Hydroelectric	OH	MMWh
2014	478.00722	Conventional Hydroelectric	OH	MMWh
2013	549.238	Conventional Hydroelectric	OH	MMWh
2012	414.161	Conventional Hydroelectric	OH	MMWh
2011	383.65500000000003	Conventional Hydroelectric	OH	MMWh
2010	429.024	Conventional Hydroelectric	OH	MMWh
2009	527.746	Conventional Hydroelectric	OH	MMWh
2008	386.43499999999995	Conventional Hydroelectric	OH	MMWh
2007	410.4359999999999	Conventional Hydroelectric	OH	MMWh
2006	631.9359999999999	Conventional Hydroelectric	OH	MMWh
2015	2511.18509	Conventional Hydroelectric	OK	MMWh
2014	1428.473	Conventional Hydroelectric	OK	MMWh
2013	2178.078	Conventional Hydroelectric	OK	MMWh
2012	1145.514	Conventional Hydroelectric	OK	MMWh
2011	1506.941	Conventional Hydroelectric	OK	MMWh
2010	2808.7879999999996	Conventional Hydroelectric	OK	MMWh
2009	3552.5730000000003	Conventional Hydroelectric	OK	MMWh
2008	3811.273	Conventional Hydroelectric	OK	MMWh
2007	3065.862	Conventional Hydroelectric	OK	MMWh
2006	623.5790000000001	Conventional Hydroelectric	OK	MMWh
2015	32302.67659	Conventional Hydroelectric	OR	MMWh
2014	35261.936	Conventional Hydroelectric	OR	MMWh
2013	33097.666999999994	Conventional Hydroelectric	OR	MMWh
2012	39410.17837	Conventional Hydroelectric	OR	MMWh
2011	42314.820999999996	Conventional Hydroelectric	OR	MMWh
2010	30542.260000000002	Conventional Hydroelectric	OR	MMWh
2009	33033.51284	Conventional Hydroelectric	OR	MMWh
2008	33805.024099999995	Conventional Hydroelectric	OR	MMWh
2007	33587.43947999999	Conventional Hydroelectric	OR	MMWh
2006	37850.29725999999	Conventional Hydroelectric	OR	MMWh
2015	2584.2645799999996	Conventional Hydroelectric	PA	MMWh
2014	2641.157	Conventional Hydroelectric	PA	MMWh
2013	2524.67302	Conventional Hydroelectric	PA	MMWh
2012	2241.92	Conventional Hydroelectric	PA	MMWh
2011	3217.216	Conventional Hydroelectric	PA	MMWh
2010	2332.201	Conventional Hydroelectric	PA	MMWh
2009	2682.86558	Conventional Hydroelectric	PA	MMWh
2008	2548.858	Conventional Hydroelectric	PA	MMWh
2007	2235.98205	Conventional Hydroelectric	PA	MMWh
2006	2844.14201	Conventional Hydroelectric	PA	MMWh
2015		Conventional Hydroelectric	RI	MMWh
2014	3.96396	Conventional Hydroelectric	RI	MMWh
2013	4.44708	Conventional Hydroelectric	RI	MMWh
2012	4.266	Conventional Hydroelectric	RI	MMWh
2011	7.4110000000000005	Conventional Hydroelectric	RI	MMWh
2010	3.706	Conventional Hydroelectric	RI	MMWh
2009	4.736000000000001	Conventional Hydroelectric	RI	MMWh
2008	4.977	Conventional Hydroelectric	RI	MMWh
2007	4.363999999999999	Conventional Hydroelectric	RI	MMWh
2006	5.909000000000001	Conventional Hydroelectric	RI	MMWh
2015	2847.94327	Conventional Hydroelectric	SC	MMWh
2014	2569.1259999999997	Conventional Hydroelectric	SC	MMWh
2013	3160.274	Conventional Hydroelectric	SC	MMWh
2012	1420.272	Conventional Hydroelectric	SC	MMWh
2011	1554.1809999999998	Conventional Hydroelectric	SC	MMWh
2010	2376.444	Conventional Hydroelectric	SC	MMWh
2009	2332.00528	Conventional Hydroelectric	SC	MMWh
2008	1123.115	Conventional Hydroelectric	SC	MMWh
2007	1555.9116000000001	Conventional Hydroelectric	SC	MMWh
2006	1806.948	Conventional Hydroelectric	SC	MMWh
2015	4850.2442200000005	Conventional Hydroelectric	SD	MMWh
2014	5498.214260000001	Conventional Hydroelectric	SD	MMWh
2013	4062.609	Conventional Hydroelectric	SD	MMWh
2012	5980.965	Conventional Hydroelectric	SD	MMWh
2011	6608.164000000001	Conventional Hydroelectric	SD	MMWh
2010	5238.801	Conventional Hydroelectric	SD	MMWh
2009	4432.451	Conventional Hydroelectric	SD	MMWh
2008	2993.107	Conventional Hydroelectric	SD	MMWh
2007	2917.283	Conventional Hydroelectric	SD	MMWh
2006	3396.8330000000005	Conventional Hydroelectric	SD	MMWh
2015	9761.41982	Conventional Hydroelectric	TN	MMWh
2014	8900.65	Conventional Hydroelectric	TN	MMWh
2013	12443.283000000001	Conventional Hydroelectric	TN	MMWh
2012	8295.66	Conventional Hydroelectric	TN	MMWh
2011	9575.639000000001	Conventional Hydroelectric	TN	MMWh
2010	8137.795	Conventional Hydroelectric	TN	MMWh
2009	10211.962	Conventional Hydroelectric	TN	MMWh
2008	5646.072999999999	Conventional Hydroelectric	TN	MMWh
2007	4939.601000000001	Conventional Hydroelectric	TN	MMWh
2006	7748.650000000001	Conventional Hydroelectric	TN	MMWh
2015	796.98231	Conventional Hydroelectric	TX	MMWh
2014	385.89824999999996	Conventional Hydroelectric	TX	MMWh
2013	480.04200000000003	Conventional Hydroelectric	TX	MMWh
2012	584.47442	Conventional Hydroelectric	TX	MMWh
2011	563.05372	Conventional Hydroelectric	TX	MMWh
2010	1261.8322299999998	Conventional Hydroelectric	TX	MMWh
2009	1028.6572999999999	Conventional Hydroelectric	TX	MMWh
2008	1039.46736	Conventional Hydroelectric	TX	MMWh
2007	1644.4366500000003	Conventional Hydroelectric	TX	MMWh
2006	661.971	Conventional Hydroelectric	TX	MMWh
2015	596.1111599999999	Conventional Hydroelectric	UT	MMWh
2014	632.823	Conventional Hydroelectric	UT	MMWh
2013	504.9959999999999	Conventional Hydroelectric	UT	MMWh
2012	747.7860000000001	Conventional Hydroelectric	UT	MMWh
2011	1230.165	Conventional Hydroelectric	UT	MMWh
2010	695.51175	Conventional Hydroelectric	UT	MMWh
2009	835.2571899999999	Conventional Hydroelectric	UT	MMWh
2008	668.0838500000001	Conventional Hydroelectric	UT	MMWh
2007	538.7820300000001	Conventional Hydroelectric	UT	MMWh
2006	746.7830000000001	Conventional Hydroelectric	UT	MMWh
2015	1244.1397399999998	Conventional Hydroelectric	VT	MMWh
2014	1175.321	Conventional Hydroelectric	VT	MMWh
2013	1285.912	Conventional Hydroelectric	VT	MMWh
2012	1109.2050000000002	Conventional Hydroelectric	VT	MMWh
2011	1424.733	Conventional Hydroelectric	VT	MMWh
2010	1346.887	Conventional Hydroelectric	VT	MMWh
2009	1485.82531	Conventional Hydroelectric	VT	MMWh
2008	1492.90396	Conventional Hydroelectric	VT	MMWh
2007	646.6045	Conventional Hydroelectric	VT	MMWh
2006	1518.6648199999997	Conventional Hydroelectric	VT	MMWh
2015	967.3467499999999	Conventional Hydroelectric	VA	MMWh
2014	955.18792	Conventional Hydroelectric	VA	MMWh
2013	1253.66952	Conventional Hydroelectric	VA	MMWh
2012	1043.774	Conventional Hydroelectric	VA	MMWh
2011	1210.389	Conventional Hydroelectric	VA	MMWh
2010	1500.1818899999998	Conventional Hydroelectric	VA	MMWh
2009	1478.62959	Conventional Hydroelectric	VA	MMWh
2008	1010.99268	Conventional Hydroelectric	VA	MMWh
2007	1248.26372	Conventional Hydroelectric	VA	MMWh
2006	1351.1939699999998	Conventional Hydroelectric	VA	MMWh
2015	74322.44516	Conventional Hydroelectric	WA	MMWh
2014	79463.14433	Conventional Hydroelectric	WA	MMWh
2013	78155.087	Conventional Hydroelectric	WA	MMWh
2012	89464.35500000001	Conventional Hydroelectric	WA	MMWh
2011	91817.70171000001	Conventional Hydroelectric	WA	MMWh
2010	68288.38318	Conventional Hydroelectric	WA	MMWh
2009	72932.70416000001	Conventional Hydroelectric	WA	MMWh
2008	77636.75764	Conventional Hydroelectric	WA	MMWh
2007	78829.19511000002	Conventional Hydroelectric	WA	MMWh
2006	82007.62853	Conventional Hydroelectric	WA	MMWh
2015	1300.1328099999998	Conventional Hydroelectric	WV	MMWh
2014	1241.974	Conventional Hydroelectric	WV	MMWh
2013	1738.776	Conventional Hydroelectric	WV	MMWh
2012	1431.44	Conventional Hydroelectric	WV	MMWh
2011	1453.109	Conventional Hydroelectric	WV	MMWh
2010	1367.3609999999999	Conventional Hydroelectric	WV	MMWh
2009	1645.9270000000001	Conventional Hydroelectric	WV	MMWh
2008	1248.037	Conventional Hydroelectric	WV	MMWh
2007	1254.397	Conventional Hydroelectric	WV	MMWh
2006	1572.433	Conventional Hydroelectric	WV	MMWh
2015	2259.9101700000006	Conventional Hydroelectric	WI	MMWh
2014	2471.77302	Conventional Hydroelectric	WI	MMWh
2013	1978.87206	Conventional Hydroelectric	WI	MMWh
2012	1522.23501	Conventional Hydroelectric	WI	MMWh
2011	2146.90989	Conventional Hydroelectric	WI	MMWh
2010	2111.8522700000003	Conventional Hydroelectric	WI	MMWh
