Fiscal Year,Land Category,Land Class,State,County,FIPS Code,Offshore Region,Product, Volume 
2017,Onshore,Federal,CO,Broomfield County,08014,,Oil (bbl), 20 
2017,Onshore,Federal,CO,Broomfield County,08014,,Gas (mcf), 580 
2017,Onshore,Federal,CO,Cheyenne County,08017,,Oil (bbl)," 13,445 "
2017,Onshore,Federal,CO,Cheyenne County,08017,,Gas (mcf)," 83,018 "
2017,Onshore,Federal,CO,Delta County,08029,,Oil (bbl), 10 
2017,Onshore,Federal,CO,Delta County,08029,,Gas (mcf)," 143,254 "
2017,Onshore,Federal,CO,Dolores County,08033,,Oil (bbl)," 16,065 "
2017,Onshore,Federal,CO,Dolores County,08033,,Gas (mcf)," 196,105,955 "
2017,Onshore,Federal,CO,Fremont County,08043,,Oil (bbl), 37 
2017,Onshore,Federal,CO,Fremont County,08043,,Gas (mcf), 49 
2017,Onshore,Federal,CO,Garfield County,08045,,Oil (bbl)," 511,206 "
2017,Onshore,Federal,CO,Garfield County,08045,,Gas (mcf)," 155,987,870 "
2017,Onshore,Federal,CO,Gunnison County,08051,,Oil (bbl), 172 
2017,Onshore,Federal,CO,Gunnison County,08051,,Gas (mcf)," 2,297,144 "
2017,Onshore,Federal,CO,Gunnison County,08051,,Coal (tons)," 4,753,864 "
2017,Onshore,Federal,CO,Huerfano County,08055,,Gas (mcf)," 3,873,660 "
2017,Onshore,Federal,CO,Jackson County,08057,,Gas (mcf)," 26,344 "
2017,Onshore,Federal,CO,Jackson County,08057,,Oil (bbl)," 61,366 "
2017,Onshore,Federal,CO,Kiowa County,08061,,Gas (mcf)," 3,673 "
2017,Onshore,Federal,CO,Kiowa County,08061,,Oil (bbl)," 3,899 "
2017,Onshore,Federal,CO,Kit Carson County,08063,,Oil (bbl), 12 
2017,Onshore,Federal,CO,La Plata County,08067,,Oil (bbl), 65 
2017,Onshore,Federal,CO,La Plata County,08067,,Coal (tons)," 496,827 "
2017,Onshore,Federal,CO,La Plata County,08067,,Gas (mcf)," 12,281,724 "
2017,Onshore,Federal,CO,Larimer County,08069,,Gas (mcf), 168 
2017,Onshore,Federal,CO,Larimer County,08069,,Oil (bbl)," 1,094 "
2017,Onshore,Federal,CO,Las Animas County,08071,,Gas (mcf)," 2,251,583 "
2017,Onshore,Federal,CO,Logan County,08075,,Oil (bbl), 890 
2017,Onshore,Federal,CO,Logan County,08075,,Gas (mcf)," 1,440 "
2017,Onshore,Federal,CO,Mesa County,08077,,Oil (bbl)," 44,405 "
2017,Onshore,Federal,CO,Mesa County,08077,,Gas (mcf)," 20,687,427 "
2017,Onshore,Federal,CO,Moffat County,08081,,Oil (bbl)," 166,209 "
2017,Onshore,Federal,CO,Moffat County,08081,,Coal (tons)," 2,068,892 "
2017,Onshore,Federal,CO,Moffat County,08081,,Gas (mcf)," 10,339,253 "
2017,Onshore,Federal,CO,Montezuma County,08083,,Oil (bbl)," 84,637 "
2017,Onshore,Federal,CO,Montezuma County,08083,,Gas (mcf)," 160,905,569 "
2017,Onshore,Federal,CO,Morgan County,08087,,Oil (bbl), 758 
2017,Onshore,Federal,CO,Phillips County,08095,,Gas (mcf)," 18,617 "
2017,Onshore,Federal,CO,Prowers County,08099,,Gas (mcf), 161 
2017,Onshore,Federal,CO,Rio Blanco County,08103,,Sodium Bi-Carbonate (tons)," 236,995 "
2017,Onshore,Federal,CO,Rio Blanco County,08103,,Oil (bbl)," 2,073,176 "
2017,Onshore,Federal,CO,Rio Blanco County,08103,,Coal (tons)," 3,531,254 "
2017,Onshore,Federal,CO,Rio Blanco County,08103,,Gas (mcf)," 76,320,005 "
2017,Onshore,Federal,CO,Routt County,08107,,Gas (mcf)," 3,186 "
2017,Onshore,Federal,CO,Routt County,08107,,Oil (bbl)," 9,680 "
2017,Onshore,Federal,CO,San Miguel County,08113,,Oil (bbl), 679 
2017,Onshore,Federal,CO,San Miguel County,08113,,Gas (mcf)," 1,202,281 "
2017,Onshore,Federal,CO,Washington County,08121,,Oil (bbl)," 4,129 "
2017,Onshore,Federal,CO,Washington County,08121,,Gas (mcf)," 72,868 "
2017,Onshore,Federal,CO,Weld County,08123,,Oil (bbl)," 1,756,145 "
2017,Onshore,Federal,CO,Weld County,08123,,Gas (mcf)," 5,871,348 "
2017,Onshore,Federal,CO,Yuma County,08125,,Gas (mcf)," 733,727 "
2017,Onshore,Federal,FL,Hardee County,12049,,Phosphate Raw Ore (tons)," 450,051 "
2017,Onshore,Federal,ID,Caribou County,16029,,Phosphate Raw Ore (tons)," 5,708,977 "
2017,Onshore,Federal,ID,Payette County,16075,,Oil (bbl)," 11,885 "
2017,Onshore,Federal,ID,Payette County,16075,,Gas (mcf)," 614,946 "
2017,Onshore,Federal,IL,Clinton County,17027,,Oil (bbl)," 7,730 "
2017,Onshore,Federal,IL,Fayette County,17051,,Oil (bbl), 6 
2017,Onshore,Federal,IL,Franklin County,17055,,Gas (mcf)," 6,532 "
2017,Onshore,Federal,IL,Franklin County,17055,,Oil (bbl)," 8,535 "
2017,Onshore,Federal,KS,Comanche County,20033,,Gas (mcf)," 3,643 "
2017,Onshore,Federal,KS,Ellsworth County,20053,,Gas (mcf)," 4,708 "
2017,Onshore,Federal,KS,Finney County,20055,,Oil (bbl)," 18,331 "
2017,Onshore,Federal,KS,Finney County,20055,,Gas (mcf)," 583,159 "
2017,Onshore,Federal,KS,Gove County,20063,,Oil (bbl)," 1,995 "
2017,Onshore,Federal,KS,Grant County,20067,,Gas (mcf)," 65,796 "
2017,Onshore,Federal,KS,Hamilton County,20075,,Gas (mcf)," 16,617 "
2017,Onshore,Federal,KS,Haskell County,20081,,Oil (bbl)," 18,936 "
2017,Onshore,Federal,KS,Haskell County,20081,,Gas (mcf)," 177,619 "
2017,Onshore,Federal,KS,Kearny County,20093,,Oil (bbl)," 19,403 "
2017,Onshore,Federal,KS,Kearny County,20093,,Gas (mcf)," 1,169,928 "
2017,Onshore,Federal,KS,Lane County,20101,,Oil (bbl)," 3,187 "
2017,Onshore,Federal,KS,Meade County,20119,,Gas (mcf)," 5,665 "
2017,Onshore,Federal,KS,Morton County,20129,,Oil (bbl)," 63,536 "
2017,Onshore,Federal,KS,Morton County,20129,,Gas (mcf)," 1,595,647 "
2017,Onshore,Federal,KS,Seward County,20175,,Oil (bbl), 100 
2017,Onshore,Federal,KS,Seward County,20175,,Gas (mcf)," 76,557 "
2017,Onshore,Federal,KS,Stanton County,20187,,Gas (mcf)," 28,063 "
2017,Onshore,Federal,KS,Stevens County,20189,,Oil (bbl)," 1,044 "
2017,Onshore,Federal,KS,Stevens County,20189,,Gas (mcf)," 186,311 "
2017,Onshore,Federal,KS,Trego County,20195,,Oil (bbl)," 1,992 "
2017,Onshore,Federal,KY,Clay County,21051,,Oil (bbl), 234 
2017,Onshore,Federal,KY,Clay County,21051,,Gas (mcf)," 33,051 "
2017,Onshore,Federal,KY,Floyd County,21071,,Gas (mcf)," 4,765 "
2017,Onshore,Federal,KY,Harlan County,21095,,Coal (tons)," 85,808 "
2017,Onshore,Federal,KY,Henderson County,21101,,Oil (bbl)," 5,813 "
2017,Onshore,Federal,KY,Johnson County,21115,,Gas (mcf), 280 
2017,Onshore,Federal,KY,Lawrence County,21127,,Gas (mcf), 942 
2017,Onshore,Federal,KY,Leslie County,21131,,Oil (bbl), 442 
2017,Onshore,Federal,KY,Leslie County,21131,,Gas (mcf)," 45,719 "
2017,Onshore,Federal,KY,Leslie County,21131,,Coal (tons)," 122,933 "
2017,Onshore,Federal,KY,Letcher County,21133,,Gas (mcf)," 1,245 "
2017,Onshore,Federal,KY,McCreary County,21147,,Gas (mcf), 734 
2017,Onshore,Federal,KY,Morgan County,21175,,Gas (mcf), 50 
2017,Onshore,Federal,KY,Pike County,21195,,Gas (mcf)," 22,305 "
2017,Onshore,Federal,KY,Whitley County,21235,,Gas (mcf)," 12,949 "
2017,Onshore,Federal,LA,Bienville Parish,22013,,Oil (bbl), 16 
2017,Onshore,Federal,LA,Bienville Parish,22013,,Gas (mcf)," 79,718 "
2017,Onshore,Federal,LA,Bossier Parish,22015,,Oil (bbl)," 32,259 "
2017,Onshore,Federal,LA,Bossier Parish,22015,,Gas (mcf)," 7,013,894 "
2017,Onshore,Federal,LA,Caddo Parish,22017,,Oil (bbl)," 7,408 "
2017,Onshore,Federal,LA,Caddo Parish,22017,,Gas (mcf)," 353,277 "
2017,Onshore,Federal,LA,Cameron Parish,22023,,Oil (bbl)," 13,750 "
2017,Onshore,Federal,LA,Cameron Parish,22023,,Gas (mcf)," 538,140 "
2017,Onshore,Federal,LA,Claiborne Parish,22027,,Oil (bbl)," 6,080 "
2017,Onshore,Federal,LA,Claiborne Parish,22027,,Gas (mcf)," 98,052 "
2017,Onshore,Federal,LA,Concordia Parish,22029,,Oil (bbl), 645 
2017,Onshore,Federal,LA,De Soto Parish,22031,,Oil (bbl), 9 
2017,Onshore,Federal,LA,De Soto Parish,22031,,Gas (mcf)," 1,491,620 "
2017,Onshore,Federal,LA,East Baton Rouge Parish,22033,,Oil (bbl), 510 
2017,Onshore,Federal,LA,East Baton Rouge Parish,22033,,Gas (mcf)," 3,162 "
2017,Onshore,Federal,LA,Grant Parish,22043,,Oil (bbl)," 10,704 "
2017,Onshore,Federal,LA,Lincoln Parish,22061,,Oil (bbl), 17 
2017,Onshore,Federal,LA,Lincoln Parish,22061,,Gas (mcf)," 1,217 "
2017,Onshore,Federal,LA,Morehouse Parish,22067,,Gas (mcf)," 1,294 "
2017,Onshore,Federal,LA,Ouachita Parish,22073,,Gas (mcf), 319 
2017,Onshore,Federal,LA,Plaquemines Parish,22075,,Oil (bbl)," 373,695 "
2017,Onshore,Federal,LA,Plaquemines Parish,22075,,Gas (mcf)," 597,763 "
2017,Onshore,Federal,LA,Rapides Parish,22079,,Oil (bbl)," 3,874 "
2017,Onshore,Federal,LA,Red River Parish,22081,,Oil (bbl), 8 
2017,Onshore,Federal,LA,Red River Parish,22081,,Gas (mcf)," 30,582 "
2017,Onshore,Federal,LA,Sabine County,22085,,Gas (mcf), 260 
2017,Onshore,Federal,LA,South Pass,22721,,Gas (mcf)," 8,000 "
2017,Onshore,Federal,LA,South Pass,22721,,Oil (bbl)," 17,519 "
2017,Onshore,Federal,LA,St. Martin Parish,22099,,Oil (bbl), 960 
2017,Onshore,Federal,LA,St. Martin Parish,22099,,Gas (mcf)," 2,360 "
2017,Onshore,Federal,LA,Union Parish,22111,,Gas (mcf)," 2,005 "
2017,Onshore,Federal,LA,Vermilion Parish,22113,,Gas (mcf), 118 
2017,Onshore,Federal,LA,Vermilion Parish,22113,,Oil (bbl)," 3,812 "
2017,Onshore,Federal,LA,Vernon Parish,22115,,Oil (bbl), 91 
2017,Onshore,Federal,LA,Vernon Parish,22115,,Gas (mcf), 200 
2017,Onshore,Federal,LA,Webster Parish,22119,,Oil (bbl)," 4,561 "
2017,Onshore,Federal,LA,Webster Parish,22119,,Gas (mcf)," 3,436,117 "
2017,Onshore,Federal,LA,Winn Parish,22127,,Oil (bbl), 368 
2017,Onshore,Federal,LA,Winn Parish,22127,,Gas (mcf)," 25,254 "
2017,Onshore,Federal,MI,Alcona County,26001,,Gas (mcf)," 2,605 "
2017,Onshore,Federal,MI,Allegan County,26005,,Oil (bbl), 95 
2017,Onshore,Federal,MI,Antrim County,26009,,Gas (mcf), 922 
2017,Onshore,Federal,MI,Calhoun County,26025,,Oil (bbl), 690 
2017,Onshore,Federal,MI,Calhoun County,26025,,Gas (mcf)," 4,694 "
2017,Onshore,Federal,MI,Clare County,26035,,Oil (bbl)," 1,428 "
2017,Onshore,Federal,MI,Clare County,26035,,Gas (mcf)," 18,656 "
2017,Onshore,Federal,MI,Crawford County,26039,,Gas (mcf)," 40,011 "
2017,Onshore,Federal,MI,Grand Traverse County,26055,,Oil (bbl), 114 
2017,Onshore,Federal,MI,Grand Traverse County,26055,,Gas (mcf)," 2,956 "
2017,Onshore,Federal,MI,Jackson County,26075,,Oil (bbl)," 6,893 "
2017,Onshore,Federal,MI,Jackson County,26075,,Gas (mcf)," 24,900 "
2017,Onshore,Federal,MI,Kalkaska County,26079,,Oil (bbl), 505 
2017,Onshore,Federal,MI,Kalkaska County,26079,,Gas (mcf)," 8,997 "
2017,Onshore,Federal,MI,Montmorency County,26119,,Gas (mcf)," 499,167 "
2017,Onshore,Federal,MI,Oscoda County,26135,,Oil (bbl)," 6,000 "
2017,Onshore,Federal,MI,Oscoda County,26135,,Gas (mcf)," 649,840 "
2017,Onshore,Federal,MI,Otsego County,26137,,Gas (mcf)," 8,178 "
2017,Onshore,Federal,MI,Roscommon County,26143,,Oil (bbl)," 2,599 "
2017,Onshore,Federal,MI,Roscommon County,26143,,Gas (mcf)," 25,023 "
2017,Onshore,Federal,MO,Crawford County,29055,,Zinc Concentrate (tons), 5 
2017,Onshore,Federal,MO,Dent County,29065,,Copper Concentrate (tons), 1 
2017,Onshore,Federal,MO,Dent County,29065,,Zinc Concentrate (tons), 13 
2017,Onshore,Federal,MO,Dent County,29065,,Lead Concentrate (tons), 96 
2017,Onshore,Federal,MO,Iron County,29093,,Zinc Concentrate (tons)," 5,725 "
2017,Onshore,Federal,MO,Iron County,29093,,Copper Concentrate (tons)," 10,736 "
2017,Onshore,Federal,MO,Iron County,29093,,Lead Concentrate (tons)," 48,382 "
2017,Onshore,Federal,MO,Reynolds County,29179,,Copper Concentrate (tons)," 14,503 "
2017,Onshore,Federal,MO,Reynolds County,29179,,Zinc Concentrate (tons)," 17,827 "
2017,Onshore,Federal,MO,Reynolds County,29179,,Lead Concentrate (tons)," 56,451 "
2017,Onshore,Federal,MO,Shannon County,29203,,Zinc Concentrate (tons), 85 
2017,Onshore,Federal,MO,Shannon County,29203,,Copper Concentrate (tons), 222 
2017,Onshore,Federal,MO,Shannon County,29203,,Lead Concentrate (tons), 994 
2017,Onshore,Federal,MS,Adams County,28001,,Oil (bbl)," 1,863 "
2017,Onshore,Federal,MS,Covington County,28031,,Oil (bbl), 486 
2017,Onshore,Federal,MS,Covington County,28031,,Gas (mcf), 731 
2017,Onshore,Federal,MS,Forrest County,28035,,Oil (bbl)," 1,569 "
2017,Onshore,Federal,MS,Forrest County,28035,,Gas (mcf)," 80,204 "
2017,Onshore,Federal,MS,Franklin County,28037,,Gas (mcf), 938 
2017,Onshore,Federal,MS,Franklin County,28037,,Oil (bbl)," 142,208 "
2017,Onshore,Federal,MS,Jasper County,28061,,Gas (mcf)," 2,389 "
2017,Onshore,Federal,MS,Jefferson Davis County,28065,,Oil (bbl), 94 
2017,Onshore,Federal,MS,Jefferson Davis County,28065,,Gas (mcf)," 6,626 "
2017,Onshore,Federal,MS,Jones County,28067,,Oil (bbl), 676 
2017,Onshore,Federal,MS,Jones County,28067,,Gas (mcf)," 3,513 "
2017,Onshore,Federal,MS,Lamar County,28073,,Oil (bbl)," 14,717 "
2017,Onshore,Federal,MS,Lowndes County,28087,,Oil (bbl), 91 
2017,Onshore,Federal,MS,Lowndes County,28087,,Gas (mcf)," 50,979 "
2017,Onshore,Federal,MS,Monroe County,28095,,Oil (bbl), 35 
2017,Onshore,Federal,MS,Monroe County,28095,,Gas (mcf)," 26,218 "
2017,Onshore,Federal,MS,Pearl River County,28109,,Oil (bbl)," 8,167 "
2017,Onshore,Federal,MS,Pearl River County,28109,,Gas (mcf)," 103,364 "
2017,Onshore,Federal,MS,Perry County,28111,,Gas (mcf)," 29,311 "
2017,Onshore,Federal,MS,Perry County,28111,,Oil (bbl)," 122,313 "
2017,Onshore,Federal,MS,Smith County,28129,,Oil (bbl)," 67,486 "
2017,Onshore,Federal,MS,Smith County,28129,,Gas (mcf)," 71,114 "
2017,Onshore,Federal,MS,Wayne County,28153,,Gas (mcf)," 4,123 "
2017,Onshore,Federal,MS,Wayne County,28153,,Oil (bbl)," 30,034 "
2017,Onshore,Federal,MS,Wilkinson County,28157,,Gas (mcf), 647 
2017,Onshore,Federal,MS,Wilkinson County,28157,,Oil (bbl)," 4,124 "
2017,Onshore,Federal,MT,Big Horn County,30003,,Gas (mcf)," 15,712 "
2017,Onshore,Federal,MT,Big Horn County,30003,,Coal (tons)," 12,434,651 "
2017,Onshore,Federal,MT,Blaine County,30005,,Oil (bbl)," 28,137 "
2017,Onshore,Federal,MT,Blaine County,30005,,Gas (mcf)," 938,235 "
2017,Onshore,Federal,MT,Carbon County,30009,,Oil (bbl)," 375,478 "
2017,Onshore,Federal,MT,Carbon County,30009,,Gas (mcf)," 1,277,864 "
2017,Onshore,Federal,MT,Carter County,30011,,Oil (bbl)," 198,517 "
2017,Onshore,Federal,MT,Chouteau County,30015,,Gas (mcf)," 83,435 "
2017,Onshore,Federal,MT,Custer County,30017,,Gas (mcf)," 14,325 "
2017,Onshore,Federal,MT,Dawson County,30021,,Gas (mcf)," 64,560 "
2017,Onshore,Federal,MT,Dawson County,30021,,Oil (bbl)," 196,844 "
2017,Onshore,Federal,MT,Fallon County,30025,,Oil (bbl)," 1,241,435 "
2017,Onshore,Federal,MT,Fallon County,30025,,Gas (mcf)," 2,839,408 "
2017,Onshore,Federal,MT,Fergus County,30027,,Gas (mcf)," 8,250 "
2017,Onshore,Federal,MT,Garfield County,30033,,Oil (bbl)," 1,565 "
2017,Onshore,Federal,MT,Glacier County,30035,,Oil (bbl)," 2,917 "
2017,Onshore,Federal,MT,Glacier County,30035,,Gas (mcf)," 16,180 "
2017,Onshore,Federal,MT,Hill County,30041,,Gas (mcf)," 120,263 "
2017,Onshore,Federal,MT,Liberty County,30051,,Oil (bbl)," 3,769 "
2017,Onshore,Federal,MT,Liberty County,30051,,Gas (mcf)," 78,028 "
2017,Onshore,Federal,MT,Musselshell County,30065,,Oil (bbl)," 4,774 "
2017,Onshore,Federal,MT,Musselshell County,30065,,Coal (tons)," 101,234 "
2017,Onshore,Federal,MT,Petroleum County,30069,,Oil (bbl)," 7,288 "
2017,Onshore,Federal,MT,Phillips County,30071,,Gas (mcf)," 5,117,529 "
2017,Onshore,Federal,MT,Pondera County,30073,,Gas (mcf)," 1,318 "
2017,Onshore,Federal,MT,Powder River County,30075,,Gas (mcf)," 3,102 "
2017,Onshore,Federal,MT,Powder River County,30075,,Oil (bbl)," 189,074 "
2017,Onshore,Federal,MT,Prairie County,30079,,Gas (mcf)," 21,739 "
2017,Onshore,Federal,MT,Prairie County,30079,,Oil (bbl)," 86,908 "
2017,Onshore,Federal,MT,Richland County,30083,,Coal (tons)," 33,549 "
2017,Onshore,Federal,MT,Richland County,30083,,Oil (bbl)," 301,310 "
2017,Onshore,Federal,MT,Richland County,30083,,Gas (mcf)," 437,178 "
2017,Onshore,Federal,MT,Roosevelt County,30085,,Oil (bbl)," 80,924 "
2017,Onshore,Federal,MT,Roosevelt County,30085,,Gas (mcf)," 101,393 "
2017,Onshore,Federal,MT,Rosebud County,30087,,Gas (mcf), 235 
2017,Onshore,Federal,MT,Rosebud County,30087,,Oil (bbl)," 8,815 "
2017,Onshore,Federal,MT,Rosebud County,30087,,Coal (tons)," 4,571,008 "
2017,Onshore,Federal,MT,Sheridan County,30091,,Gas (mcf)," 20,728 "
2017,Onshore,Federal,MT,Sheridan County,30091,,Oil (bbl)," 26,605 "
2017,Onshore,Federal,MT,Toole County,30101,,Oil (bbl)," 40,713 "
2017,Onshore,Federal,MT,Toole County,30101,,Gas (mcf)," 151,514 "
2017,Onshore,Federal,MT,Treasure County,30103,,Coal (tons)," 46,694 "
2017,Onshore,Federal,MT,Valley County,30105,,Gas (mcf)," 937,443 "
2017,Onshore,Federal,MT,Wibaux County,30109,,Oil (bbl)," 76,673 "
2017,Onshore,Federal,MT,Wibaux County,30109,,Gas (mcf)," 81,583 "
2017,Onshore,Federal,ND,Billings County,38007,,Oil (bbl)," 1,597,045 "
2017,Onshore,Federal,ND,Billings County,38007,,Gas (mcf)," 1,765,384 "
2017,Onshore,Federal,ND,Bottineau County,38009,,Gas (mcf)," 4,754 "
2017,Onshore,Federal,ND,Bottineau County,38009,,Oil (bbl)," 26,690 "
2017,Onshore,Federal,ND,Bowman County,38011,,Oil (bbl)," 751,900 "
2017,Onshore,Federal,ND,Bowman County,38011,,Gas (mcf)," 906,327 "
2017,Onshore,Federal,ND,Burke County,38013,,Oil (bbl)," 29,780 "
2017,Onshore,Federal,ND,Burke County,38013,,Gas (mcf)," 73,919 "
2017,Onshore,Federal,ND,Divide County,38023,,Gas (mcf)," 92,996 "
2017,Onshore,Federal,ND,Divide County,38023,,Oil (bbl)," 95,053 "
2017,Onshore,Federal,ND,Dunn County,38025,,Oil (bbl)," 4,535,873 "
2017,Onshore,Federal,ND,Dunn County,38025,,Gas (mcf)," 6,156,402 "
2017,Onshore,Federal,ND,Golden Valley County,38033,,Gas (mcf)," 224,917 "
2017,Onshore,Federal,ND,Golden Valley County,38033,,Oil (bbl)," 268,882 "
2017,Onshore,Federal,ND,McKenzie County,38053,,Oil (bbl)," 17,162,967 "
2017,Onshore,Federal,ND,McKenzie County,38053,,Gas (mcf)," 40,564,947 "
2017,Onshore,Federal,ND,Mercer County,38057,,Coal (tons)," 4,402,762 "
2017,Onshore,Federal,ND,Mountrail County,38061,,Oil (bbl)," 3,393,189 "
2017,Onshore,Federal,ND,Mountrail County,38061,,Gas (mcf)," 4,023,194 "
2017,Onshore,Federal,ND,Oliver County,38065,,Coal (tons)," 558,761 "
2017,Onshore,Federal,ND,Renville County,38075,,Gas (mcf)," 1,350 "
2017,Onshore,Federal,ND,Renville County,38075,,Oil (bbl)," 15,722 "
2017,Onshore,Federal,ND,Slope County,38087,,Gas (mcf)," 65,749 "
2017,Onshore,Federal,ND,Slope County,38087,,Oil (bbl)," 292,932 "
2017,Onshore,Federal,ND,Stark County,38089,,Oil (bbl)," 48,876 "
2017,Onshore,Federal,ND,Stark County,38089,,Gas (mcf)," 51,871 "
2017,Onshore,Federal,ND,Williams County,38105,,Leonardite (tons)," 3,112 "
2017,Onshore,Federal,ND,Williams County,38105,,Oil (bbl)," 809,631 "
2017,Onshore,Federal,ND,Williams County,38105,,Gas (mcf)," 1,929,422 "
2017,Onshore,Federal,NE,Cheyenne County,31033,,Gas (mcf), 247 
2017,Onshore,Federal,NE,Cheyenne County,31033,,Oil (bbl)," 18,528 "
2017,Onshore,Federal,NE,Dundy County,31057,,Oil (bbl), 192 
2017,Onshore,Federal,NE,Harlan County,31083,,Oil (bbl), 438 
2017,Onshore,Federal,NE,Hitchcock County,31087,,Oil (bbl)," 2,994 "
2017,Onshore,Federal,NE,Kimball County,31105,,Gas (mcf), 12 
2017,Onshore,Federal,NE,Kimball County,31105,,Oil (bbl)," 1,121 "
2017,Onshore,Federal,NM,Bernalillo County,35001,,Oil (bbl)," 4,777 "
2017,Onshore,Federal,NM,Chaves County,35005,,Oil (bbl)," 499,424 "
2017,Onshore,Federal,NM,Chaves County,35005,,Gas (mcf)," 4,546,023 "
2017,Onshore,Federal,NM,Colfax County,35007,,Gas (mcf)," 199,015 "
2017,Onshore,Federal,NM,Dona Ana County,35013,,"Geothermal - Direct Use, Millions of Gallons"," 322,800,047 "
2017,Onshore,Federal,NM,Eddy County,35015,,Potash (tons), 6 
2017,Onshore,Federal,NM,Eddy County,35015,,Muriate Of Potash-Standard (tons)," 55,976 "
2017,Onshore,Federal,NM,Eddy County,35015,,Muriate Of Potash-Granular (tons)," 96,544 "
2017,Onshore,Federal,NM,Eddy County,35015,,Salt (tons)," 462,408 "
2017,Onshore,Federal,NM,Eddy County,35015,,Langbeinite (tons)," 562,518 "
2017,Onshore,Federal,NM,Eddy County,35015,,Oil (bbl)," 35,125,154 "
2017,Onshore,Federal,NM,Eddy County,35015,,Gas (mcf)," 183,213,897 "
2017,Onshore,Federal,NM,Harding County,35021,,Gas (mcf)," 3,168,501 "
2017,Onshore,Federal,NM,Hidalgo County,35023,,"Geothermal - Electrical Generation, Kilowatt Hours"," 13,254,372 "
2017,Onshore,Federal,NM,Lea County,35025,,Salt (tons), 22 
2017,Onshore,Federal,NM,Lea County,35025,,Langbeinite (tons)," 4,541 "
2017,Onshore,Federal,NM,Lea County,35025,,Oil (bbl)," 36,939,686 "
2017,Onshore,Federal,NM,Lea County,35025,,Gas (mcf)," 124,240,497 "
2017,Onshore,Federal,NM,McKinley County,35031,,Oil (bbl)," 6,651 "
2017,Onshore,Federal,NM,McKinley County,35031,,Gas (mcf)," 108,139 "
2017,Onshore,Federal,NM,McKinley County,35031,,Coal (tons)," 552,001 "
2017,Onshore,Federal,NM,Quay County,35037,,Gas (mcf)," 1,936,484 "
2017,Onshore,Federal,NM,Rio Arriba County,35039,,Oil (bbl)," 1,111,790 "
2017,Onshore,Federal,NM,Rio Arriba County,35039,,Gas (mcf)," 181,706,629 "
2017,Onshore,Federal,NM,Roosevelt County,35041,,Oil (bbl)," 94,746 "
2017,Onshore,Federal,NM,Roosevelt County,35041,,Gas (mcf)," 612,640 "
2017,Onshore,Federal,NM,San Juan County,35045,,Oil (bbl)," 2,935,257 "
2017,Onshore,Federal,NM,San Juan County,35045,,Coal (tons)," 5,737,722 "
2017,Onshore,Federal,NM,San Juan County,35045,,Gas (mcf)," 260,458,138 "
2017,Onshore,Federal,NM,Sandoval County,35043,,Oil (bbl)," 728,977 "
2017,Onshore,Federal,NM,Sandoval County,35043,,Gas (mcf)," 5,686,247 "
2017,Onshore,Federal,NM,Union County,35059,,Gas (mcf)," 1,936,490 "
2017,Onshore,Federal,NV,Churchill County,32001,,"Geothermal - Direct Utilization, Hundreds of Gallons"," 19,148,892 "
2017,Onshore,Federal,NV,Churchill County,32001,,"Geothermal - Electrical Generation, Kilowatt Hours"," 791,984,225 "
2017,Onshore,Federal,NV,Elko County,32007,,Oil (bbl), 9 
2017,Onshore,Federal,NV,Elko County,32007,,Gas (mcf), 26 
2017,Onshore,Federal,NV,Eureka County,32011,,Oil (bbl)," 42,946 "
2017,Onshore,Federal,NV,Eureka County,32011,,"Geothermal - Electrical Generation, Kilowatt Hours"," 2,759,937 "
2017,Onshore,Federal,NV,Humboldt County,32013,,"Geothermal - Electrical Generation, Kilowatt Hours"," 90,122,905 "
2017,Onshore,Federal,NV,Lander County,32015,,"Geothermal - Electrical Generation, Kilowatt Hours"," 691,586,755 "
2017,Onshore,Federal,NV,Lyon County,32019,,"Geothermal - Electrical Generation, Kilowatt Hours"," 1,597,608 "
2017,Onshore,Federal,NV,Mineral County,32021,,"Geothermal - Electrical Generation, Kilowatt Hours"," 317,134,800 "
2017,Onshore,Federal,NV,Nye County,32023,,Gas (mcf)," 1,746 "
2017,Onshore,Federal,NV,Nye County,32023,,Oil (bbl)," 238,566 "
2017,Onshore,Federal,NV,Pershing County,32027,,"Geothermal - Electrical Generation, Kilowatt Hours"," 67,970,832 "
2017,Onshore,Federal,NV,Washoe County,32031,,"Geothermal - Electrical Generation, Kilowatt Hours"," 92,262,471 "
2017,Onshore,Federal,NY,Chautauqua County,36013,,Gas (mcf)," 4,502 "
2017,Onshore,Federal,NY,Seneca County,36099,,Gas (mcf)," 3,145 "
2017,Onshore,Federal,OH,Athens County,39009,,Gas (mcf), 116 
2017,Onshore,Federal,OH,Hocking County,39073,,Gas (mcf)," 1,080 "
2017,Onshore,Federal,OH,Hocking County,39073,,Oil (bbl)," 1,496 "
2017,Onshore,Federal,OH,Lawrence County,39087,,Gas (mcf)," 2,541 "
2017,Onshore,Federal,OH,Licking County,39089,,Oil (bbl), 319 
2017,Onshore,Federal,OH,Mahoning County,39099,,Oil (bbl)," 1,630 "
2017,Onshore,Federal,OH,Mahoning County,39099,,Gas (mcf)," 51,408 "
2017,Onshore,Federal,OH,Monroe County,39111,,Oil (bbl)," 1,114 "
2017,Onshore,Federal,OH,Monroe County,39111,,Gas (mcf)," 3,601,756 "
