Year	State	County	FIPS	Volume
2011	LA	Claiborne Parish	22027	2
2009	LA	Vernon Parish	22115	2
2006	LA	Caddo Parish	22017	2
2012	LA	Webster Parish	22119	2
2007	LA	Caldwell Parish	22021	1
2009	LA	Red River Parish	22081	1
2005	LA	Caddo Parish	22017	2
2006	LA	Rapides Parish	22079	2
2010	LA	Claiborne Parish	22027	2
2011	LA	Caldwell Parish	22021	1
2010	LA	Caldwell Parish	22021	1
2005	LA	East Baton Rouge Parish	22033	2
2007	LA	Vernon Parish	22115	2
2008	LA	Claiborne Parish	22027	2
2010	LA	Red River Parish	22081	1
2009	LA	Claiborne Parish	22027	2
2006	LA	Vernon Parish	22115	2
2005	LA	Vernon Parish	22115	2
2009	LA	Caldwell Parish	22021	1
2010	LA	Rapides Parish	22079	2
2013	LA	Terrebonne Parish	22109	2
2007	LA	Claiborne Parish	22027	2
2005	LA	Rapides Parish	22079	2
2006	LA	Claiborne Parish	22027	2
2011	LA	Terrebonne Parish	22109	2
2014	LA	Red River Parish	22081	1
2008	LA	Caldwell Parish	22021	1
2005	LA	Claiborne Parish	22027	2
2011	LA	Rapides Parish	22079	2
2012	LA	Rapides Parish	22079	2
2014	LA	Bossier Parish	22015	2
2013	LA	Bossier Parish	22015	2
2012	LA	Bossier Parish	22015	2
2012	LA	Terrebonne Parish	22109	2
2011	LA	Bossier Parish	22015	2
2013	LA	Red River Parish	22081	1
2010	LA	Bossier Parish	22015	2
2009	LA	Bossier Parish	22015	2
2005	LA	Bossier Parish	22015	2
2012	LA	Red River Parish	22081	1
2006	LA	Bossier Parish	22015	2
2007	LA	Bossier Parish	22015	2
2008	LA	Plaquemines Parish	22075	2
2008	LA	Bossier Parish	22015	2
2009	LA	Plaquemines Parish	22075	2
2012	LA	Plaquemines Parish	22075	2
2010	LA	Plaquemines Parish	22075	2
2011	LA	Plaquemines Parish	22075	2
2005	LA	Plaquemines Parish	22075	2
2007	LA	Plaquemines Parish	22075	2
2013	LA	Plaquemines Parish	22075	2
2014	LA	Plaquemines Parish	22075	2
2006	LA	Plaquemines Parish	22075	2
