Year	State	County	FIPS	Volume
2012	OK	Major County	40093	4
2009	OK	Major County	40093	4
2013	OK	Garfield County	40047	2
2010	OK	Major County	40093	4
2011	OK	Payne County	40119	2
2007	OK	Harper County	40059	2
2005	OK	Washita County	40149	2
2010	OK	Payne County	40119	2
2014	OK	Garfield County	40047	2
2007	OK	Washita County	40149	2
2008	OK	Major County	40093	4
2005	OK	Payne County	40119	2
2009	OK	Payne County	40119	2
2006	OK	Washita County	40149	2
2006	OK	Major County	40093	4
2007	OK	Major County	40093	4
2006	OK	Harper County	40059	2
2005	OK	Major County	40093	4
2008	OK	Payne County	40119	2
2005	OK	Harper County	40059	2
2006	OK	Payne County	40119	2
2013	OK	Kingfisher County	40073	2
2014	OK	Kingfisher County	40073	2
2012	OK	Kingfisher County	40073	2
2009	OK	Garfield County	40047	2
2014	OK	Beckham County	40009	2
2012	OK	Beckham County	40009	2
2009	OK	Kingfisher County	40073	2
2010	OK	Garfield County	40047	2
2013	OK	Beckham County	40009	2
2008	OK	Garfield County	40047	2
2005	OK	Kingfisher County	40073	2
2010	OK	Kingfisher County	40073	2
2011	OK	Kingfisher County	40073	2
2011	OK	Beckham County	40009	2
2008	OK	Kingfisher County	40073	2
2010	OK	Beckham County	40009	2
2014	OK	Hughes County	40063	1
2006	OK	Kingfisher County	40073	2
2007	OK	Kingfisher County	40073	2
2013	OK	Hughes County	40063	1
2012	OK	Hughes County	40063	1
2005	OK	Beckham County	40009	2
2007	OK	Comanche County	40031	1
2014	OK	Grady County	40051	2
2010	OK	Comanche County	40031	1
2011	OK	Lincoln County	40081	2
2006	OK	Comanche County	40031	1
2007	OK	Garfield County	40047	2
2006	OK	Grady County	40051	2
2013	OK	Grady County	40051	2
2006	OK	Garfield County	40047	2
2006	OK	Beckham County	40009	2
2005	OK	Garvin County	40049	1
2009	OK	Comanche County	40031	1
2007	OK	Grady County	40051	2
2010	OK	Garvin County	40049	2
2005	OK	Comanche County	40031	1
2008	OK	Comanche County	40031	1
2005	OK	Garfield County	40047	2
2011	OK	Hughes County	40063	1
2012	OK	Grady County	40051	2
2010	OK	Hughes County	40063	1
2011	OK	Grady County	40051	2
2010	OK	Lincoln County	40081	2
2010	OK	Grady County	40051	2
2013	OK	Woodward County	40153	2
2009	OK	Garvin County	40049	2
2014	OK	Washita County	40149	2
2005	OK	Grady County	40051	2
2014	OK	Woodward County	40153	2
2014	OK	Garvin County	40049	2
2012	OK	Lincoln County	40081	2
2009	OK	Hughes County	40063	1
2006	OK	Hughes County	40063	1
2005	OK	Alfalfa County	40003	2
2011	OK	Alfalfa County	40003	2
2012	OK	Woodward County	40153	2
2008	OK	Grady County	40051	2
2009	OK	Custer County	40039	2
2013	OK	Garvin County	40049	2
2008	OK	Hughes County	40063	1
2012	OK	Garvin County	40049	2
2009	OK	Lincoln County	40081	2
2011	OK	Garvin County	40049	2
2014	OK	Canadian County	40017	2
2014	OK	Blaine County	40011	2
2009	OK	Grady County	40051	2
2013	OK	Lincoln County	40081	2
2013	OK	Blaine County	40011	2
2008	OK	Beckham County	40009	2
2013	OK	Washita County	40149	2
2006	OK	Alfalfa County	40003	2
2007	OK	Hughes County	40063	1
2011	OK	Woodward County	40153	2
2012	OK	Washita County	40149	2
2014	OK	Lincoln County	40081	2
2007	OK	Alfalfa County	40003	2
2013	OK	Canadian County	40017	2
2008	OK	Alfalfa County	40003	2
2006	OK	Texas County	40139	2
2009	OK	Beckham County	40009	2
2005	OK	Greer County	40055	1
2008	OK	Lincoln County	40081	2
2008	OK	Garvin County	40049	2
2005	OK	Texas County	40139	2
2010	OK	Alfalfa County	40003	2
2010	OK	Woodward County	40153	2
2008	OK	Custer County	40039	2
2007	OK	Beckham County	40009	2
2011	OK	Comanche County	40031	1
2012	OK	Alfalfa County	40003	2
2005	OK	Woodward County	40153	2
2012	OK	Blaine County	40011	2
2012	OK	Canadian County	40017	2
2006	OK	Beaver County	40007	2
2013	OK	Custer County	40039	2
2007	OK	Custer County	40039	2
2014	OK	Greer County	40055	1
2011	OK	Canadian County	40017	2
2010	OK	Canadian County	40017	2
2014	OK	Texas County	40139	2
2009	OK	Woodward County	40153	2
2011	OK	Custer County	40039	2
2010	OK	Coal County	40029	2
2012	OK	Custer County	40039	2
2010	OK	Custer County	40039	2
2007	OK	Lincoln County	40081	2
2009	OK	Coal County	40029	2
2008	OK	Beaver County	40007	2
2005	OK	Beaver County	40007	2
2009	OK	Beaver County	40007	2
2013	OK	Texas County	40139	2
2011	OK	Blaine County	40011	2
2005	OK	Hughes County	40063	1
2011	OK	Coal County	40029	2
2007	OK	Beaver County	40007	2
2008	OK	Washita County	40149	2
2006	OK	Lincoln County	40081	2
2007	OK	Canadian County	40017	2
2006	OK	Woodward County	40153	2
2012	OK	Texas County	40139	2
2005	OK	Canadian County	40017	2
2008	OK	Canadian County	40017	2
2009	OK	Canadian County	40017	2
2010	OK	Beaver County	40007	2
2011	OK	Beaver County	40007	2
2009	OK	Blaine County	40011	2
2007	OK	Woodward County	40153	2
2013	OK	Greer County	40055	1
2006	OK	Canadian County	40017	2
2006	OK	Custer County	40039	2
2010	OK	Blaine County	40011	2
2008	OK	Woodward County	40153	2
2014	OK	Beaver County	40007	2
2011	OK	Washita County	40149	2
2012	OK	Greer County	40055	1
2006	OK	Garvin County	40049	2
2014	OK	Comanche County	40031	1
2007	OK	Garvin County	40049	2
2013	OK	Comanche County	40031	1
2014	OK	Custer County	40039	2
2007	OK	Coal County	40029	2
2011	OK	Texas County	40139	2
2010	OK	Texas County	40139	2
2005	OK	Lincoln County	40081	2
2011	OK	Greer County	40055	1
2008	OK	Blaine County	40011	2
2013	OK	Beaver County	40007	2
2005	OK	Custer County	40039	2
2014	OK	Payne County	40119	2
2014	OK	Atoka County	40005	1
2013	OK	Coal County	40029	2
2009	OK	Texas County	40139	2
2009	OK	Alfalfa County	40003	2
2005	OK	Blaine County	40011	2
2007	OK	Blaine County	40011	2
2013	OK	Atoka County	40005	1
2006	OK	Greer County	40055	1
2014	OK	Alfalfa County	40003	2
2010	OK	Greer County	40055	1
2006	OK	Blaine County	40011	2
2012	OK	Comanche County	40031	1
2012	OK	Atoka County	40005	1
2009	OK	Greer County	40055	1
2011	OK	Atoka County	40005	1
2012	OK	Beaver County	40007	2
2007	OK	Texas County	40139	2
2008	OK	Greer County	40055	1
2008	OK	Coal County	40029	2
2014	OK	Coal County	40029	2
2007	OK	Greer County	40055	1
2009	OK	Dewey County	40043	2
2010	OK	Atoka County	40005	1
2006	OK	Ellis County	40045	2
2008	OK	Ellis County	40045	2
2008	OK	Dewey County	40043	2
2013	OK	Alfalfa County	40003	2
2007	OK	Dewey County	40043	2
2009	OK	Ellis County	40045	2
2014	OK	McIntosh County	40091	1
2005	OK	Ellis County	40045	2
2008	OK	Texas County	40139	2
2007	OK	Ellis County	40045	2
2005	OK	Woods County	40151	2
2006	OK	Dewey County	40043	2
2010	OK	Ellis County	40045	2
2008	OK	Tillman County	40141	1
2006	OK	Tillman County	40141	1
2009	OK	Tillman County	40141	1
2007	OK	Tillman County	40141	1
2010	OK	Tillman County	40141	1
2013	OK	Tillman County	40141	1
2014	OK	Tillman County	40141	1
2012	OK	Coal County	40029	2
2012	OK	McIntosh County	40091	1
2013	OK	McIntosh County	40091	1
2011	OK	Tillman County	40141	1
2006	OK	Woods County	40151	2
2010	OK	McIntosh County	40091	1
2012	OK	Tillman County	40141	1
2005	OK	Tillman County	40141	1
2011	OK	McIntosh County	40091	1
2011	OK	Dewey County	40043	2
2005	OK	Dewey County	40043	2
2013	OK	Sequoyah County	40135	1
2011	OK	Woods County	40151	2
2009	OK	McIntosh County	40091	1
2009	OK	Roger Mills County	40129	2
2010	OK	Washita County	40149	2
2007	OK	Woods County	40151	2
2008	OK	Roger Mills County	40129	2
2014	OK	Dewey County	40043	2
2010	OK	Woods County	40151	2
2008	OK	Woods County	40151	2
2010	OK	Dewey County	40043	2
2007	OK	Roger Mills County	40129	2
2014	OK	Sequoyah County	40135	1
2012	OK	Sequoyah County	40135	1
2009	OK	Woods County	40151	2
2008	OK	McIntosh County	40091	1
2012	OK	Woods County	40151	2
2006	OK	McIntosh County	40091	1
2007	OK	McIntosh County	40091	1
2005	OK	Sequoyah County	40135	1
2005	OK	McIntosh County	40091	1
2011	OK	Sequoyah County	40135	1
2007	OK	Sequoyah County	40135	1
2009	OK	Sequoyah County	40135	1
2006	OK	Sequoyah County	40135	1
2010	OK	Sequoyah County	40135	1
2008	OK	Sequoyah County	40135	1
2014	OK	Woods County	40151	2
2006	OK	Roger Mills County	40129	2
2014	OK	Le Flore County	40079	2
2013	OK	Le Flore County	40079	2
2012	OK	Dewey County	40043	2
2013	OK	Dewey County	40043	2
2010	OK	Roger Mills County	40129	2
2012	OK	Le Flore County	40079	2
2009	OK	Washita County	40149	2
2011	OK	Le Flore County	40079	2
2013	OK	Woods County	40151	2
2009	OK	Le Flore County	40079	2
2010	OK	Le Flore County	40079	2
2008	OK	Le Flore County	40079	2
2011	OK	Ellis County	40045	2
2006	OK	Le Flore County	40079	2
2005	OK	Roger Mills County	40129	2
2007	OK	Le Flore County	40079	2
2005	OK	Le Flore County	40079	2
2013	OK	Ellis County	40045	2
2006	OK	Coal County	40029	1
2014	OK	Ellis County	40045	2
2012	OK	Ellis County	40045	2
2007	OK	Latimer County	40077	1
2011	OK	Roger Mills County	40129	2
2006	OK	Latimer County	40077	1
2005	OK	Latimer County	40077	1
2008	OK	Latimer County	40077	1
2014	OK	Haskell County	40061	1
2014	OK	Latimer County	40077	1
2013	OK	Haskell County	40061	1
2011	OK	Haskell County	40061	1
2012	OK	Haskell County	40061	1
2013	OK	Roger Mills County	40129	2
2012	OK	Roger Mills County	40129	2
2010	OK	Haskell County	40061	1
2013	OK	Latimer County	40077	1
2009	OK	Latimer County	40077	1
2009	OK	Haskell County	40061	1
2014	OK	Roger Mills County	40129	2
2012	OK	Latimer County	40077	1
2008	OK	Haskell County	40061	1
2007	OK	Haskell County	40061	1
2006	OK	Haskell County	40061	1
2005	OK	Haskell County	40061	1
2011	OK	Latimer County	40077	1
2010	OK	Latimer County	40077	1
2006	OK	Pittsburg County	40121	1
2014	OK	Pittsburg County	40121	1
2007	OK	Pittsburg County	40121	1
2005	OK	Pittsburg County	40121	1
2013	OK	Pittsburg County	40121	1
2012	OK	Pittsburg County	40121	1
2011	OK	Pittsburg County	40121	1
2008	OK	Pittsburg County	40121	1
2009	OK	Pittsburg County	40121	1
2010	OK	Pittsburg County	40121	1
