Fiscal Year,Fund Type,Onshore/Offshore,State,County, Total 
2011,State - GoMESA,Offshore,LA,St. Charles Parish," 2,207.88 "
2011,State - GoMESA,Offshore,LA,St. James Parish," 1,866.71 "
2011,State - GoMESA,Offshore,LA,St. John the Baptist Parish," 2,048.99 "
2011,State - GoMESA,Offshore,LA,St. Martin Parish," 1,950.92 "
2011,State - GoMESA,Offshore,LA,St. Mary Parish," 2,015.75 "
2011,State - GoMESA,Offshore,LA,St. Tammany Parish," 3,259.14 "
2011,State - GoMESA,Offshore,LA,Tangipahoa Parish," 2,427.58 "
2011,State - GoMESA,Offshore,LA,Terrebonne Parish," 3,744.93 "
2011,State - GoMESA,Offshore,LA,Vermilion Parish," 2,245.85 "
2011,State - GoMESA,Offshore,LA,," 222,725.30 "
2011,State - GoMESA,Offshore,MS,Hancock County," 8,445.10 "
2011,State - GoMESA,Offshore,MS,Harrison County," 18,240.81 "
2011,State - GoMESA,Offshore,MS,Jackson County," 20,024.05 "
2011,State - GoMESA,Offshore,MS,," 186,839.86 "
2011,State - GoMESA,Offshore,TX,Aransas County, 762.34 
2011,State - GoMESA,Offshore,TX,Brazoria County," 1,196.12 "
2011,State - GoMESA,Offshore,TX,Calhoun County, 999.48 
2011,State - GoMESA,Offshore,TX,Cameron County," 1,146.09 "
2011,State - GoMESA,Offshore,TX,Chambers County, 675.03 
2011,State - GoMESA,Offshore,TX,Galveston County," 1,634.69 "
2011,State - GoMESA,Offshore,TX,Harris County," 3,748.76 "
2011,State - GoMESA,Offshore,TX,Jackson County, 527.27 
2011,State - GoMESA,Offshore,TX,Jefferson County," 1,340.54 "
2011,State - GoMESA,Offshore,TX,Kenedy County," 1,072.77 "
2011,State - GoMESA,Offshore,TX,Kleberg County, 780.01 
2011,State - GoMESA,Offshore,TX,Matagorda County," 1,401.65 "
2011,State - GoMESA,Offshore,TX,Nueces County," 1,040.11 "
2011,State - GoMESA,Offshore,TX,Orange County, 759.98 
2011,State - GoMESA,Offshore,TX,Refugio County, 498.47 
2011,State - GoMESA,Offshore,TX,San Patricio County, 534.80 
2011,State - GoMESA,Offshore,TX,Victoria County, 575.07 
2011,State - GoMESA,Offshore,TX,Willacy County, 652.40 
2011,State - GoMESA,Offshore,TX,," 77,382.32 "
2011,State 8(g),Offshore,AL,," 5,720,171.32 "
2011,State 8(g),Offshore,AK,," 5,128,697.35 "
2011,State 8(g),Offshore,CA,," 7,249,128.74 "
2011,State 8(g),Offshore,FL,," 1,449.94 "
2011,State 8(g),Offshore,LA,," 20,687,371.40 "
2011,State 8(g),Offshore,MA,," 23,835.06 "
2011,State 8(g),Offshore,MS,," 184,527.75 "
2011,State 8(g),Offshore,TX,," 2,001,314.07 "
2011,U.S. Treasury,Onshore,,," 655,649,401.00 "
2011,U.S. Treasury,Offshore,,," 5,394,172,814.65 "
2011,U.S. Treasury - GoMESA,Offshore,,," 418,665.35 "
2012,American Indian Tribes,Onshore,,," 717,556,925.10 "
2012,Historic Preservation Fund,Offshore,,," 150,000,000.00 "
2012,Land & Water Conservation Fund,Offshore,,," 897,036,446.50 "
2012,Land & Water Conservation Fund - GoMESA,Offshore,,," 104,666.34 "
2012,Other,Offshore,,," 205,493,260.07 "
2012,Other,Onshore,,," 214,991,515.77 "
2012,Reclamation,Onshore,,," 1,646,314,405.00 "
2012,State,Onshore,AL,," 4,154,511.68 "
2012,State,Onshore,AK,," 13,470,141.43 "
2012,State,Onshore,AZ,Greenlee County," 2,093.02 "
2012,State,Onshore,AZ,," 12,078.42 "
2012,State,Onshore,AR,," 2,067,325.96 "
2012,State,Onshore,CA,Imperial County," 16,657.36 "
2012,State,Onshore,CA,Inyo County," 168,266.86 "
2012,State,Onshore,CA,Lake County," 760,858.32 "
2012,State,Onshore,CA,Lassen County," 14,229.55 "
2012,State,Onshore,CA,Mendocino County, 750.00 
2012,State,Onshore,CA,Mono County," 23,512.05 "
2012,State,Onshore,CA,Siskiyou County," 30,561.25 "
2012,State,Onshore,CA,Sonoma County," 1,009,786.30 "
2012,State,Onshore,CA,," 101,048,217.60 "
2012,State,Onshore,CO,Chaffee County, 400.00 
2012,State,Onshore,CO,," 157,818,984.80 "
2012,State,Onshore,FL,," 540,929.07 "
2012,State,Onshore,ID,Bingham County, 33.41 
2012,State,Onshore,ID,Blaine County, 404.50 
2012,State,Onshore,ID,Bonneville County, 40.09 
2012,State,Onshore,ID,Camas County, 305.50 
2012,State,Onshore,ID,Canyon County," 1,274.17 "
2012,State,Onshore,ID,Caribou County, 425.75 
2012,State,Onshore,ID,Cassia County," 12,450.75 "
2012,State,Onshore,ID,Payette County," 42,269.32 "
2012,State,Onshore,ID,Washington County," 10,068.00 "
2012,State,Onshore,ID,," 4,538,888.79 "
2012,State,Onshore,IL,," 263,731.50 "
2012,State,Onshore,IN,," 4,416.74 "
2012,State,Onshore,KS,," 1,330,807.09 "
2012,State,Onshore,KY,," 485,939.20 "
2012,State,Onshore,LA,," 6,914,438.73 "
2012,State,Onshore,MI,," 330,883.97 "
2012,State,Onshore,MN,," 11,502.07 "
2012,State,Onshore,MS,," 2,598,118.52 "
2012,State,Onshore,MO,," 3,061,605.90 "
2012,State,Onshore,MT,," 47,257,456.15 "
2012,State,Onshore,NE,," 27,550.02 "
2012,State,Onshore,NV,Churchill County," 929,545.19 "
2012,State,Onshore,NV,Elko County," 30,004.86 "
2012,State,Onshore,NV,Esmeralda County," 58,738.15 "
2012,State,Onshore,NV,Eureka County," 14,251.34 "
2012,State,Onshore,NV,Humboldt County," 72,421.77 "
2012,State,Onshore,NV,Lander County," 70,723.46 "
2012,State,Onshore,NV,Lyon County," 8,249.00 "
2012,State,Onshore,NV,Mineral County," 33,249.02 "
2012,State,Onshore,NV,Nye County," 6,705.70 "
2012,State,Onshore,NV,Pershing County," 93,006.31 "
2012,State,Onshore,NV,Washoe County," 23,768.00 "
2012,State,Onshore,NV,White Pine County," 8,962.50 "
2012,State,Onshore,NV,," 10,435,757.48 "
2012,State,Onshore,NM,Dona Ana County," 1,442.30 "
2012,State,Onshore,NM,Hidalgo County," 4,669.82 "
2012,State,Onshore,NM,," 488,149,571.40 "
2012,State,Onshore,NC,, 158.00 
2012,State,Onshore,ND,," 64,501,003.82 "
2012,State,Onshore,OH,," 284,145.25 "
2012,State,Onshore,OK,," 5,372,190.83 "
2012,State,Onshore,OR,Deschutes County," 39,725.25 "
2012,State,Onshore,OR,Hood River County," 2,028.00 "
2012,State,Onshore,OR,Lake County," 31,673.73 "
2012,State,Onshore,OR,," 343,200.92 "
2012,State,Onshore,PA,," 67,080.52 "
2012,State,Onshore,SC,," 1,390.68 "
2012,State,Onshore,SD,," 1,907,122.32 "
2012,State,Onshore,TX,," 7,726,719.25 "
2012,State,Onshore,UT,Beaver County," 77,219.88 "
2012,State,Onshore,UT,Iron County," 1,267.50 "
2012,State,Onshore,UT,Juab County," 74,910.35 "
2012,State,Onshore,UT,Millard County," 39,348.35 "
2012,State,Onshore,UT,," 164,410,238.00 "
2012,State,Onshore,VA,," 45,215.12 "
2012,State,Onshore,WA,Whatcom County," 2,109.25 "
2012,State,Onshore,WA,," 11,473.69 "
2012,State,Onshore,WV,," 235,293.96 "
2012,State,Onshore,WY,," 995,169,510.00 "
2012,State - GoMESA,Offshore,AL,Baldwin County," 8,824.32 "
2012,State - GoMESA,Offshore,AL,Mobile County," 9,830.34 "
2012,State - GoMESA,Offshore,AL,," 74,618.65 "
2012,State - GoMESA,Offshore,LA,Assumption Parish, 662.20 
2012,State - GoMESA,Offshore,LA,Calcasieu Parish, 927.55 
2012,State - GoMESA,Offshore,LA,Cameron Parish," 1,042.28 "
2012,State - GoMESA,Offshore,LA,Iberia Parish, 890.18 
2012,State - GoMESA,Offshore,LA,Jefferson Parish," 1,749.89 "
2012,State - GoMESA,Offshore,LA,Lafourche Parish," 1,028.64 "
2012,State - GoMESA,Offshore,LA,Livingston Parish, 933.16 
2012,State - GoMESA,Offshore,LA,Orleans Parish," 1,548.29 "
2012,State - GoMESA,Offshore,LA,Plaquemines Parish," 2,088.83 "
2012,State - GoMESA,Offshore,LA,St. Bernard Parish," 1,171.68 "
2012,State - GoMESA,Offshore,LA,St. Charles Parish, 815.26 
2012,State - GoMESA,Offshore,LA,St. James Parish, 680.54 
2012,State - GoMESA,Offshore,LA,St. John the Baptist Parish, 752.92 
2012,State - GoMESA,Offshore,LA,St. Martin Parish, 719.41 
2012,State - GoMESA,Offshore,LA,St. Mary Parish, 737.44 
2012,State - GoMESA,Offshore,LA,St. Tammany Parish," 1,296.79 "
2012,State - GoMESA,Offshore,LA,Tangipahoa Parish, 936.39 
2012,State - GoMESA,Offshore,LA,Terrebonne Parish," 1,382.90 "
2012,State - GoMESA,Offshore,LA,Vermilion Parish, 828.19 
2012,State - GoMESA,Offshore,LA,," 80,770.15 "
2012,State - GoMESA,Offshore,MS,Hancock County," 3,063.89 "
2012,State - GoMESA,Offshore,MS,Harrison County," 6,545.16 "
2012,State - GoMESA,Offshore,MS,Jackson County," 7,326.68 "
2012,State - GoMESA,Offshore,MS,," 67,742.90 "
2012,State - GoMESA,Offshore,TX,Aransas County, 275.57 
2012,State - GoMESA,Offshore,TX,Brazoria County, 442.20 
2012,State - GoMESA,Offshore,TX,Calhoun County, 361.70 
2012,State - GoMESA,Offshore,TX,Cameron County, 419.26 
2012,State - GoMESA,Offshore,TX,Chambers County, 246.13 
2012,State - GoMESA,Offshore,TX,Galveston County, 592.19 
2012,State - GoMESA,Offshore,TX,Harris County," 1,387.74 "
2012,State - GoMESA,Offshore,TX,Jackson County, 190.43 
2012,State - GoMESA,Offshore,TX,Jefferson County, 473.68 
2012,State - GoMESA,Offshore,TX,Kenedy County, 389.09 
2012,State - GoMESA,Offshore,TX,Kleberg County, 281.49 
2012,State - GoMESA,Offshore,TX,Matagorda County, 506.13 
2012,State - GoMESA,Offshore,TX,Nueces County, 369.17 
2012,State - GoMESA,Offshore,TX,Orange County, 270.50 
2012,State - GoMESA,Offshore,TX,Refugio County, 180.28 
2012,State - GoMESA,Offshore,TX,San Patricio County, 189.95 
2012,State - GoMESA,Offshore,TX,Victoria County, 205.15 
2012,State - GoMESA,Offshore,TX,Willacy County, 236.22 
2012,State - GoMESA,Offshore,TX,," 28,067.50 "
2012,State 8(g),Offshore,AL,," 3,701,753.59 "
2012,State 8(g),Offshore,AK,," 3,100,755.83 "
2012,State 8(g),Offshore,CA,," 8,545,265.51 "
2012,State 8(g),Offshore,FL,," 1,388.58 "
2012,State 8(g),Offshore,LA,," 19,765,177.22 "
2012,State 8(g),Offshore,MA,," 23,835.06 "
2012,State 8(g),Offshore,MS,," 129,441.43 "
2012,State 8(g),Offshore,TX,," 1,390,477.38 "
2012,U.S. Treasury,Onshore,,," 489,059,561.73 "
2012,U.S. Treasury - GoMESA,Offshore,,," 635,463.24 "
2012,U.S. Treasury,Offshore,,," 5,705,170,929.42 "
2013,American Indian Tribes,Onshore,,," 932,956,397.20 "
2013,Historic Preservation Fund,Offshore,,," 150,000,000.00 "
2013,Land & Water Conservation Fund,Offshore,,," 894,036,704.95 "
2013,Land & Water Conservation Fund - GoMESA,Offshore,,," 1,543,777.36 "
2013,Reclamation,Onshore,,," 1,592,181,337.00 "
2013,Other,Offshore,,," 228,785,871.95 "
2013,Other,Onshore,,," 168,544,944.88 "
2013,State,Onshore,AL,," 2,260,241.40 "
2013,State,Onshore,AK,," 15,695,140.06 "
2013,State,Onshore,AZ,," 35,279.91 "
2013,State,Onshore,AR,," 1,321,553.01 "
2013,State,Onshore,CA,Imperial County," 11,755.99 "
2013,State,Onshore,CA,Inyo County," 189,839.62 "
2013,State,Onshore,CA,Lake County," 802,134.56 "
2013,State,Onshore,CA,Lassen County," 17,110.64 "
2013,State,Onshore,CA,Mendocino County, 750.00 
2013,State,Onshore,CA,Mono County," 51,852.41 "
2013,State,Onshore,CA,Siskiyou County," 17,386.39 "
2013,State,Onshore,CA,Sonoma County," 1,119,660.77 "
2013,State,Onshore,CA,," 91,606,664.37 "
2013,State,Onshore,CO,Chaffee County, 759.20 
2013,State,Onshore,CO,Gunnison County," 13,873.91 "
2013,State,Onshore,CO,," 129,646,596.60 "
2013,State,Onshore,FL,," 654,638.77 "
2013,State,Onshore,ID,Bingham County, 31.71 
2013,State,Onshore,ID,Blaine County, 404.50 
2013,State,Onshore,ID,Bonneville County, 38.05 
2013,State,Onshore,ID,Camas County, 305.50 
2013,State,Onshore,ID,Canyon County, 518.22 
2013,State,Onshore,ID,Caribou County, 102.73 
2013,State,Onshore,ID,Cassia County," 9,308.18 "
2013,State,Onshore,ID,Payette County," 17,191.53 "
2013,State,Onshore,ID,Washington County," 9,554.53 "
2013,State,Onshore,ID,," 4,996,080.77 "
2013,State,Onshore,IL,," 211,968.09 "
2013,State,Onshore,IN,," 3,147.74 "
2013,State,Onshore,KS,," 1,214,098.87 "
2013,State,Onshore,KY,," 446,887.49 "
2013,State,Onshore,LA,," 2,607,490.43 "
2013,State,Onshore,MI,," 135,489.01 "
2013,State,Onshore,MN,," 23,305.30 "
2013,State,Onshore,MS,," 1,093,009.06 "
2013,State,Onshore,MO,," 2,974,766.51 "
2013,State,Onshore,MT,," 36,168,220.97 "
2013,State,Onshore,NE,," 26,734.53 "
2013,State,Onshore,NV,Churchill County," 533,630.47 "
2013,State,Onshore,NV,Elko County," 48,103.25 "
2013,State,Onshore,NV,Esmeralda County," 115,746.91 "
2013,State,Onshore,NV,Eureka County," 11,801.94 "
2013,State,Onshore,NV,Humboldt County," 61,582.00 "
2013,State,Onshore,NV,Lander County," 133,460.63 "
2013,State,Onshore,NV,Lyon County," 5,961.10 "
2013,State,Onshore,NV,Mineral County," 29,104.65 "
2013,State,Onshore,NV,Nye County," 15,979.85 "
2013,State,Onshore,NV,Pershing County," 73,530.04 "
2013,State,Onshore,NV,Washoe County," 30,322.43 "
2013,State,Onshore,NV,White Pine County," 12,474.84 "
2013,State,Onshore,NV,," 7,746,989.15 "
2013,State,Onshore,NM,Dona Ana County," 25,645.32 "
2013,State,Onshore,NM,Hidalgo County," 3,118.65 "
2013,State,Onshore,NM,," 478,732,193.90 "
2013,State,Onshore,NC,, 37.49 
2013,State,Onshore,ND,," 90,290,490.48 "
2013,State,Onshore,OH,," 266,026.90 "
2013,State,Onshore,OK,," 4,283,474.02 "
2013,State,Onshore,OR,Deschutes County," 40,822.17 "
2013,State,Onshore,OR,Hood River County," 1,924.57 "
2013,State,Onshore,OR,Lake County," 29,463.61 "
2013,State,Onshore,OR,," 300,720.63 "
2013,State,Onshore,PA,," 69,968.21 "
2013,State,Onshore,SD,," 1,036,873.76 "
2013,State,Onshore,TX,," 15,771,654.85 "
2013,State,Onshore,UT,Beaver County," 74,086.89 "
2013,State,Onshore,UT,Iron County," 1,202.86 "
2013,State,Onshore,UT,Juab County," 46,643.82 "
2013,State,Onshore,UT,Millard County," 37,341.58 "
2013,State,Onshore,UT,," 138,126,632.30 "
2013,State,Onshore,VA,," 42,863.38 "
2013,State,Onshore,WA,Whatcom County," 2,001.68 "
2013,State,Onshore,WA,," 4,651.50 "
2013,State,Onshore,WV,," 163,547.46 "
2013,State,Onshore,WY,," 932,475,423.90 "
2013,State - GoMESA,Offshore,AL,Baldwin County," 8,824.32 "
2013,State - GoMESA,Offshore,AL,Mobile County," 9,830.34 "
2013,State - GoMESA,Offshore,AL,," 69,861.71 "
2013,State - GoMESA,Offshore,LA,Assumption Parish, 662.20 
2013,State - GoMESA,Offshore,LA,Calcasieu Parish, 927.55 
2013,State - GoMESA,Offshore,LA,Cameron Parish," 1,042.28 "
2013,State - GoMESA,Offshore,LA,Iberia Parish, 890.18 
2013,State - GoMESA,Offshore,LA,Jefferson Parish," 1,749.89 "
2013,State - GoMESA,Offshore,LA,Lafourche Parish," 1,028.64 "
2013,State - GoMESA,Offshore,LA,Livingston Parish, 933.16 
2013,State - GoMESA,Offshore,LA,Orleans Parish," 1,548.29 "
2013,State - GoMESA,Offshore,LA,Plaquemines Parish," 2,088.83 "
2013,State - GoMESA,Offshore,LA,St. Bernard Parish," 1,171.68 "
2013,State - GoMESA,Offshore,LA,St. Charles Parish, 815.26 
2013,State - GoMESA,Offshore,LA,St. James Parish, 680.54 
2013,State - GoMESA,Offshore,LA,St. John the Baptist Parish, 752.92 
2013,State - GoMESA,Offshore,LA,St. Martin Parish, 719.41 
2013,State - GoMESA,Offshore,LA,St. Mary Parish, 737.44 
2013,State - GoMESA,Offshore,LA,St. Tammany Parish," 1,296.79 "
2013,State - GoMESA,Offshore,LA,Tangipahoa Parish, 936.39 
2013,State - GoMESA,Offshore,LA,Terrebonne Parish," 1,382.90 "
2013,State - GoMESA,Offshore,LA,Vermilion Parish, 828.19 
2013,State - GoMESA,Offshore,LA,," 75,621.03 "
2013,State - GoMESA,Offshore,MS,Hancock County," 3,063.89 "
2013,State - GoMESA,Offshore,MS,Harrison County," 6,545.16 "
2013,State - GoMESA,Offshore,MS,Jackson County," 7,326.68 "
2013,State - GoMESA,Offshore,MS,," 63,424.29 "
2013,State - GoMESA,Offshore,TX,Aransas County, 275.57 
2013,State - GoMESA,Offshore,TX,Brazoria County, 442.20 
2013,State - GoMESA,Offshore,TX,Calhoun County, 361.70 
2013,State - GoMESA,Offshore,TX,Cameron County, 419.26 
2013,State - GoMESA,Offshore,TX,Chambers County, 246.13 
2013,State - GoMESA,Offshore,TX,Galveston County, 592.19 
2013,State - GoMESA,Offshore,TX,Harris County," 1,387.74 "
2013,State - GoMESA,Offshore,TX,Jackson County, 190.43 
2013,State - GoMESA,Offshore,TX,Jefferson County, 473.68 
2013,State - GoMESA,Offshore,TX,Kenedy County, 389.09 
2013,State - GoMESA,Offshore,TX,Kleberg County, 281.49 
2013,State - GoMESA,Offshore,TX,Matagorda County, 506.13 
2013,State - GoMESA,Offshore,TX,Nueces County, 369.17 
2013,State - GoMESA,Offshore,TX,Orange County, 270.50 
2013,State - GoMESA,Offshore,TX,Refugio County, 180.28 
2013,State - GoMESA,Offshore,TX,San Patricio County, 189.95 
2013,State - GoMESA,Offshore,TX,Victoria County, 205.15 
2013,State - GoMESA,Offshore,TX,Willacy County, 236.22 
2013,State - GoMESA,Offshore,TX,," 26,278.21 "
2013,State 8(g),Offshore,AL,," 3,703,358.16 "
2013,State 8(g),Offshore,AK,," 2,940,961.63 "
2013,State 8(g),Offshore,CA,," 8,455,415.31 "
2013,State 8(g),Offshore,FL,," 1,388.58 "
2013,State 8(g),Offshore,LA,," 24,533,076.28 "
2013,State 8(g),Offshore,MA,," 23,835.06 "
2013,State 8(g),Offshore,MS,," 114,066.00 "
2013,State 8(g),Offshore,TX,," 869,340.61 "
2013,U.S. Treasury,Onshore,,," 490,695,402.18 "
2013,U.S. Treasury - GoMESA,Offshore,,," 539,623.82 "
2013,U.S. Treasury,Offshore,,," 7,760,122,579.23 "
2014,American Indian Tribes,Onshore,,," 1,146,119,618.68 "
2014,Historic Preservation Fund,Offshore,,," 150,000,000.00 "
2014,Land & Water Conservation Fund,Offshore,,," 894,379,939.88 "
2014,Land & Water Conservation Fund - GoMESA,Offshore,,," 877,818.12 "
2014,Other,Offshore,,," 220,518,478.92 "
2014,Other,Onshore,,," 194,422,815.68 "
2014,Reclamation,Onshore,,," 1,766,192,706.99 "
2014,State,Onshore,AL,," 1,821,119.50 "
2014,State,Onshore,AK,," 17,624,834.91 "
2014,State,Onshore,AZ,," 17,821.10 "
2014,State,Onshore,AR,," 1,862,042.11 "
2014,State,Onshore,CA,Imperial County," 44,286.46 "
2014,State,Onshore,CA,Inyo County," 235,502.53 "
2014,State,Onshore,CA,Lake County," 959,019.64 "
2014,State,Onshore,CA,Lassen County," 15,690.30 "
2014,State,Onshore,CA,Mendocino County, 690.00 
2014,State,Onshore,CA,Mono County," 68,038.93 "
2014,State,Onshore,CA,Siskiyou County," 18,748.48 "
2014,State,Onshore,CA,Sonoma County," 1,315,200.99 "
2014,State,Onshore,CA,," 90,827,274.46 "
2014,State,Onshore,CO,Gunnison County," 6,559.97 "
2014,State,Onshore,CO,," 168,751,035.50 "
2014,State,Onshore,FL,," 36,067.94 "
2014,State,Onshore,ID,Blaine County, 354.75 
2014,State,Onshore,ID,Camas County, 267.92 
2014,State,Onshore,ID,Canyon County, 506.75 
2014,State,Onshore,ID,Cassia County," 9,372.70 "
2014,State,Onshore,ID,Payette County," 17,735.00 "
2014,State,Onshore,ID,Washington County," 9,856.57 "
2014,State,Onshore,ID,," 5,339,028.39 "
2014,State,Onshore,IL,," 170,753.84 "
2014,State,Onshore,IN,," 6,482.09 "
2014,State,Onshore,KS,," 1,354,119.71 "
2014,State,Onshore,KY,," 88,263.10 "
2014,State,Onshore,LA,," 3,417,219.59 "
2014,State,Onshore,MI,," 343,236.59 "
2014,State,Onshore,MN,," 17,701.19 "
2014,State,Onshore,MS,," 1,170,853.22 "
2014,State,Onshore,MO,," 2,242,480.93 "
2014,State,Onshore,MT,," 37,718,220.78 "
2014,State,Onshore,NE,," 38,769.95 "
2014,State,Onshore,NV,Churchill County," 583,105.89 "
2014,State,Onshore,NV,Elko County," 38,158.10 "
2014,State,Onshore,NV,Esmeralda County," 84,830.78 "
2014,State,Onshore,NV,Eureka County," 12,001.37 "
2014,State,Onshore,NV,Humboldt County," 57,885.94 "
2014,State,Onshore,NV,Lander County," 151,695.40 "
2014,State,Onshore,NV,Lyon County," 6,666.93 "
2014,State,Onshore,NV,Mineral County," 57,680.15 "
2014,State,Onshore,NV,Nye County, 683.41 
2014,State,Onshore,NV,Pershing County," 55,139.81 "
2014,State,Onshore,NV,Washoe County," 88,724.27 "
2014,State,Onshore,NV,White Pine County," 1,537.63 "
2014,State,Onshore,NV,," 7,206,706.10 "
2014,State,Onshore,NM,Dona Ana County," 6,653.50 "
2014,State,Onshore,NM,Hidalgo County," 3,217.24 "
2014,State,Onshore,NM,," 579,084,340.27 "
2014,State,Onshore,NC,, 109.97 
2014,State,Onshore,ND,," 68,413,590.60 "
2014,State,Onshore,OH,," 265,854.57 "
2014,State,Onshore,OK,," 5,353,242.11 "
2014,State,Onshore,OR,Deschutes County," 41,041.69 "
2014,State,Onshore,OR,Hood River County, 103.43 
2014,State,Onshore,OR,Lake County," 21,856.48 "
2014,State,Onshore,OR,," 287,703.39 "
2014,State,Onshore,PA,," 73,003.13 "
2014,State,Onshore,SC,," 2,076.64 "
2014,State,Onshore,SD,," 1,333,210.69 "
2014,State,Onshore,TX,," 10,730,021.17 "
2014,State,Onshore,UT,Beaver County," 103,181.68 "
2014,State,Onshore,UT,Iron County," 1,176.24 "
2014,State,Onshore,UT,Juab County," 30,635.52 "
2014,State,Onshore,UT,Millard County," 37,656.00 "
2014,State,Onshore,UT,," 170,644,905.07 "
2014,State,Onshore,VA,," 52,625.59 "
2014,State,Onshore,WA,Whatcom County," 2,064.95 "
2014,State,Onshore,WA,," 4,798.53 "
2014,State,Onshore,WV,," 322,061.69 "
2014,State,Onshore,WY,," 1,007,269,375.47 "
2014,State - GoMESA,Offshore,AL,Baldwin County," 118,220.48 "
2014,State - GoMESA,Offshore,AL,Mobile County," 131,698.37 "
2014,State - GoMESA,Offshore,AL,," 1,004,432.36 "
2014,State - GoMESA,Offshore,LA,Assumption Parish," 9,139.78 "
2014,State - GoMESA,Offshore,LA,Calcasieu Parish," 12,802.07 "
2014,State - GoMESA,Offshore,LA,Cameron Parish," 14,385.55 "
2014,State - GoMESA,Offshore,LA,Iberia Parish," 12,286.24 "
2014,State - GoMESA,Offshore,LA,Jefferson Parish," 24,152.12 "
2014,State - GoMESA,Offshore,LA,Lafourche Parish," 14,197.32 "
2014,State - GoMESA,Offshore,LA,Livingston Parish," 12,879.51 "
2014,State - GoMESA,Offshore,LA,Orleans Parish," 21,369.55 "
2014,State - GoMESA,Offshore,LA,Plaquemines Parish," 28,830.17 "
2014,State - GoMESA,Offshore,LA,St. Bernard Parish," 16,171.64 "
2014,State - GoMESA,Offshore,LA,St. Charles Parish," 11,252.28 "
2014,State - GoMESA,Offshore,LA,St. James Parish," 9,392.78 "
2014,State - GoMESA,Offshore,LA,St. John the Baptist Parish," 10,391.78 "
2014,State - GoMESA,Offshore,LA,St. Martin Parish," 9,929.26 "
2014,State - GoMESA,Offshore,LA,St. Mary Parish," 10,178.22 "
2014,State - GoMESA,Offshore,LA,St. Tammany Parish," 17,898.31 "
2014,State - GoMESA,Offshore,LA,Tangipahoa Parish," 12,924.07 "
2014,State - GoMESA,Offshore,LA,Terrebonne Parish," 19,086.81 "
2014,State - GoMESA,Offshore,LA,Vermilion Parish," 11,430.77 "
2014,State - GoMESA,Offshore,LA,," 1,119,942.08 "
2014,State - GoMESA,Offshore,MS,Hancock County," 41,496.66 "
2014,State - GoMESA,Offshore,MS,Harrison County," 88,646.08 "
2014,State - GoMESA,Offshore,MS,Jackson County," 99,230.87 "
2014,State - GoMESA,Offshore,MS,," 921,813.05 "
2014,State - GoMESA,Offshore,TX,Aransas County," 3,863.71 "
2014,State - GoMESA,Offshore,TX,Brazoria County," 6,199.97 "
2014,State - GoMESA,Offshore,TX,Calhoun County," 5,071.24 "
2014,State - GoMESA,Offshore,TX,Cameron County," 5,878.27 "
2014,State - GoMESA,Offshore,TX,Chambers County," 3,450.97 "
2014,State - GoMESA,Offshore,TX,Galveston County," 8,302.87 "
2014,State - GoMESA,Offshore,TX,Harris County," 19,457.01 "
2014,State - GoMESA,Offshore,TX,Jackson County," 2,670.01 "
2014,State - GoMESA,Offshore,TX,Jefferson County," 6,641.24 "
2014,State - GoMESA,Offshore,TX,Kenedy County," 5,455.23 "
2014,State - GoMESA,Offshore,TX,Kleberg County," 3,946.64 "
2014,State - GoMESA,Offshore,TX,Matagorda County," 7,096.33 "
2014,State - GoMESA,Offshore,TX,Nueces County," 5,176.04 "
2014,State - GoMESA,Offshore,TX,Orange County," 3,792.61 "
2014,State - GoMESA,Offshore,TX,Refugio County," 2,527.66 "
2014,State - GoMESA,Offshore,TX,San Patricio County," 2,663.18 "
2014,State - GoMESA,Offshore,TX,Victoria County," 2,876.32 "
2014,State - GoMESA,Offshore,TX,Willacy County," 3,311.91 "
2014,State - GoMESA,Offshore,TX,," 395,314.02 "
2014,State 8(g),Offshore,AL,," 3,932,082.07 "
2014,State 8(g),Offshore,AK,," 2,519,780.45 "
2014,State 8(g),Offshore,CA,," 6,985,664.23 "
2014,State 8(g),Offshore,FL,," 2,188.52 "
2014,State 8(g),Offshore,LA,," 19,466,649.01 "
2014,State 8(g),Offshore,MA,," 23,835.06 "
2014,State 8(g),Offshore,MS,," 138,274.04 "
2014,State 8(g),Offshore,TX,," 1,032,760.07 "
2014,U.S. Treasury,Offshore,,," 6,303,362,577.86 "
2014,U.S. Treasury,Onshore,,," 551,361,445.35 "
2014,U.S. Treasury - GoMESA,Offshore,,," 625,237.05 "
2015,American Indian Tribes,Onshore,,," 852,729,350.94 "
2015,Historic Preservation Fund,Offshore,,," 150,000,000.00 "
2015,Land & Water Conservation Fund,Offshore,,," 888,459,462.86 "
2015,Land & Water Conservation Fund - GoMESA,Offshore,,," 95,097.14 "
2015,Other,Offshore,,," 200,739,928.85 "
2015,Other,Onshore,,," 153,527,706.74 "
2015,Reclamation,Onshore,,," 1,398,152,074.75 "
2015,State,Onshore,AL,," 641,237.32 "
2015,State,Onshore,AK,," 16,200,908.90 "
2015,State,Onshore,AZ,," 14,769.24 "
2015,State,Onshore,AR,," 1,375,212.41 "
2015,State,Onshore,CA,Imperial County," 39,753.45 "
2015,State,Onshore,CA,Inyo County," 158,775.60 "
2015,State,Onshore,CA,Lake County," 883,150.28 "
2015,State,Onshore,CA,Lassen County," 12,870.01 "
2015,State,Onshore,CA,Mendocino County, 749.25 
2015,State,Onshore,CA,Mono County," 74,302.43 "
