Year	State	County	FIPS	Volume
2011	CO	Garfield County	08045	4
2012	CO	Washington County	08121	2
2005	CO	Rio Blanco County	08103	4
2010	CO	Garfield County	08045	4
2010	CO	Prowers County	08099	1
2011	CO	Washington County	08121	2
2007	CO	Moffat County	08081	5
2010	CO	Washington County	08121	2
2012	CO	Mesa County	08077	4
2009	CO	Washington County	08121	2
2006	CO	Washington County	08121	2
2006	CO	Prowers County	08099	1
2008	CO	Washington County	08121	2
2007	CO	Washington County	08121	2
2005	CO	Washington County	08121	2
2012	CO	Routt County	08107	2
2006	CO	Routt County	08107	2
2007	CO	Routt County	08107	2
2012	CO	Garfield County	08045	4
2005	CO	Routt County	08107	2
2008	CO	Routt County	08107	2
2009	CO	Garfield County	08045	4
2007	CO	Las Animas County	08071	2
2013	CO	Mesa County	08077	4
2009	CO	Routt County	08107	2
2011	CO	Routt County	08107	2
2010	CO	Routt County	08107	2
2006	CO	Rio Blanco County	08103	4
2013	CO	Baca County	08009	2
2014	CO	Baca County	08009	2
2014	CO	Cheyenne County	08017	2
2014	CO	Jackson County	08057	4
2013	CO	Cheyenne County	08017	2
2012	CO	Cheyenne County	08017	2
2012	CO	Baca County	08009	2
2011	CO	Cheyenne County	08017	2
2010	CO	Baca County	08009	2
2014	CO	Mesa County	08077	4
2011	CO	Baca County	08009	2
2010	CO	Cheyenne County	08017	2
2010	CO	Dolores County	08033	2
2009	CO	Cheyenne County	08017	2
2011	CO	Dolores County	08033	2
2008	CO	Cheyenne County	08017	2
2008	CO	Baca County	08009	2
2007	CO	Baca County	08009	2
2009	CO	Dolores County	08033	2
2007	CO	Cheyenne County	08017	2
2012	CO	Dolores County	08033	2
2009	CO	Baca County	08009	2
2013	CO	Dolores County	08033	2
2007	CO	Rio Blanco County	08103	5
2008	CO	Dolores County	08033	2
2013	CO	Garfield County	08045	4
2006	CO	Baca County	08009	2
2006	CO	Cheyenne County	08017	2
2007	CO	Dolores County	08033	2
2006	CO	Dolores County	08033	2
2005	CO	Cheyenne County	08017	2
2014	CO	Garfield County	08045	4
2005	CO	Baca County	08009	2
2005	CO	Dolores County	08033	2
2014	CO	Dolores County	08033	2
2013	CO	Archuleta County	08007	2
2008	CO	Rio Blanco County	08103	6
2014	CO	Phillips County	08095	1
2013	CO	Phillips County	08095	1
2009	CO	Rio Blanco County	08103	5
2012	CO	Phillips County	08095	1
2014	CO	Moffat County	08081	5
2011	CO	Jackson County	08057	2
2010	CO	Jackson County	08057	2
2010	CO	Rio Blanco County	08103	5
2009	CO	Jackson County	08057	2
2008	CO	Jackson County	08057	2
2007	CO	Jackson County	08057	2
2013	CO	Montezuma County	08083	2
2006	CO	Weld County	08123	2
2007	CO	Weld County	08123	2
2012	CO	Moffat County	08081	5
2006	CO	Jackson County	08057	2
2005	CO	Jackson County	08057	2
2006	CO	Las Animas County	08071	2
2012	CO	Montezuma County	08083	2
2005	CO	Weld County	08123	2
2011	CO	Rio Blanco County	08103	5
2013	CO	Moffat County	08081	5
2011	CO	Montezuma County	08083	2
2010	CO	Montezuma County	08083	2
2014	CO	Montezuma County	08083	2
2009	CO	Montezuma County	08083	2
2013	CO	Rio Blanco County	08103	5
2014	CO	Rio Blanco County	08103	5
2009	CO	Weld County	08123	2
2008	CO	Montezuma County	08083	2
2007	CO	Montezuma County	08083	2
2008	CO	Weld County	08123	2
2012	CO	Rio Blanco County	08103	5
2005	CO	Montezuma County	08083	2
2014	CO	Archuleta County	08007	2
2006	CO	Montezuma County	08083	2
2011	CO	Weld County	08123	2
2005	CO	Las Animas County	08071	2
2010	CO	Weld County	08123	2
2012	CO	Weld County	08123	2
2013	CO	Weld County	08123	2
2005	CO	Yuma County	08125	1
2006	CO	Yuma County	08125	1
2014	CO	Yuma County	08125	1
2013	CO	Yuma County	08125	1
2012	CO	Yuma County	08125	1
2011	CO	Yuma County	08125	1
2014	CO	Weld County	08123	2
2007	CO	Yuma County	08125	1
2010	CO	Yuma County	08125	1
2009	CO	Yuma County	08125	1
2008	CO	Yuma County	08125	1
2012	CO	Archuleta County	08007	1
2011	CO	Archuleta County	08007	1
2010	CO	Archuleta County	08007	1
2008	CO	Archuleta County	08007	1
2007	CO	Archuleta County	08007	1
2006	CO	Archuleta County	08007	1
2009	CO	Archuleta County	08007	1
2014	CO	Las Animas County	08071	1
2005	CO	Archuleta County	08007	1
2013	CO	Las Animas County	08071	1
2012	CO	Las Animas County	08071	1
2011	CO	Las Animas County	08071	1
2010	CO	Las Animas County	08071	1
2014	CO	Huerfano County	08055	1
2009	CO	Las Animas County	08071	1
2013	CO	Huerfano County	08055	1
2012	CO	Huerfano County	08055	1
2008	CO	Las Animas County	08071	1
2011	CO	Huerfano County	08055	1
2010	CO	Huerfano County	08055	1
2008	CO	Huerfano County	08055	1
2009	CO	Huerfano County	08055	1
2007	CO	Huerfano County	08055	1
2006	CO	Huerfano County	08055	1
2005	CO	Huerfano County	08055	1
