Year	Commodity	Product	Volume
2006	Clay	Clay (ton)	87413
2006	Coal	Coal (ton)	437026546
2006	Oil	Condensate (bbl)	52029291.739999995
2006	Gas	Coal Bed Methane (mcf)	434863252.85
2006	Gas	Fuel Gas (mcf)	10224273.92
2006	Quartz Crystal	Quartz Crystal (lb)	4133
2006	Salt	Salt (ton)	495094
2006	Geothermal	Geothermal - Electrical Generation, Kilowatt Hours (kwh)	1653821446.5300002
2006	Geothermal	Geothermal - Electrical Generation, Other (mmbtu)	227562
2006	Gas	Gas Lost - Flared or Vented (mcf)	177122.59
2006	Geothermal	Geothermal - Electrical Generation, Thousands of Pounds (klb)	2404278131.1200004
2006	Geothermal	Geothermal - Direct Utilization, Millions of BTUs (mmbtu)	238146.66
2006	Anhydrous Sodium Sulfate	Anhydrous Sodium Sulfate (ton)	163278
2006	Borax-Decahydrate	Borax-Decahydrate (ton)	7875
2006	Borax-Pentahydrate	Borax-Pentahydrate (ton)	8714
2006	Boric Acid	Boric Acid (ton)	14549
2006	Soda Ash	Soda Ash (ton)	5561575
2006	Sodium Bi-Carbonate	Sodium Bi-Carbonate (ton)	127610
2006	Oil	Drip or Scrubber Condensate (bbl)	1173105.24
2006	Carbon Dioxide Gas	Carbon Dioxide Gas (CO2) (mcf)	344115026.83
2006	Oil	Inlet Scrubber (bbl)	14060.74
2006	Phosphate Raw Ore	Phosphate Raw Ore (ton)	2420386
2006	Gold	Gold (ton)	74
2006	Helium	Helium (bbl)	50.83
2006	Copper	Copper (lb)	-737.99
2006	Copper Concentrate	Copper Concentrate (ton)	19379
2006	Lead Concentrate	Lead Concentrate (ton)	221019.01
2006	Zinc Concentrate	Zinc Concentrate (ton)	54205.01
2006	Gas	Nitrogen (mcf)	34381.59
2006	Leonardite	Leonardite (ton)	7056
2006	Brine Barrels	Brine Barrels (bbl)	178503
2006	Langbeinite	Langbeinite (ton)	640846
2006	Muriate Of Potash-Granular	Muriate Of Potash-Granular (ton)	336208
2006	Muriate Of Potash-Standard	Muriate Of Potash-Standard (ton)	209854
2006	Potash	Potash (ton)	499501
2006	Sylvite-Raw Ore	Sylvite-Raw Ore (ton)	245941
2006	Geothermal	Geothermal - Direct Utilization, Hundreds of Gallons (cgal)	85859889
2006	Magnesium Chloride Brine	Magnesium Chloride Brine (ton)	41852
2006	Manure Salts	Manure Salts (ton)	6078
2006	Gilsonite	Gilsonite (ton)	22161
2006	Limestone	Limestone (ton)	68941
2006	Purge Liquor	Purge Liquor (ton)	69814
2006	Sodium Bisulfite	Sodium Bisulfite (ton)	3033
2006	Sodium Decahydrate	Sodium Decahydrate (ton)	4858
2006	Sodium Sesquicarbonate	Sodium Sesquicarbonate (ton)	43476
2006	Sulfide	Sulfide (ton)	30692
2006	Trona Ore	Trona Ore (ton)	123744
2007	Gas	Processed (Residue) Gas (mcf)	3230623840.6
2007	Gas	Unprocessed (Wet) Gas (mcf)	1919448538.73
2007	NGL	Gas Plant Products (gal)	4521083803.66
2007	Oil	Oil (bbl)	573280152.4699999
2007	Oil	Other Liquid Hydrocarbons (bbl)	16501.82
2007	Sulfur	Sulfur (lton)	349554.54999999993
2007	Clay	Clay (ton)	71273
2007	Coal	Coal (ton)	452111616
2007	Oil	Condensate (bbl)	51039781.690000005
2007	Gas	Coal Bed Methane (mcf)	540193904.1999999
2007	Gas	Fuel Gas (mcf)	13368454.52
2007	Quartz Crystal	Quartz Crystal (lb)	4679
2007	Wavellite	Wavellite (spcmn)	1600
2007	Salt	Salt (ton)	636583
2007	Geothermal	Geothermal - Electrical Generation, Kilowatt Hours (kwh)	1678895823.32
2007	Geothermal	Geothermal - Electrical Generation, Other (mmbtu)	207155.08
2007	Gas	Flash Gas (mcf)	2689724.46
2007	Gas	Gas Lost - Flared or Vented (mcf)	174412.45
2007	Oil	Drip or Scrubber Condensate (bbl)	1495987.76
2007	Geothermal	Geothermal - Electrical Generation, Thousands of Pounds (klb)	2097093993.71
2007	Geothermal	Geothermal - Direct Utilization, Millions of BTUs (mmbtu)	217499.73
2007	Anhydrous Sodium Sulfate	Anhydrous Sodium Sulfate (ton)	174483
2007	Borax-Decahydrate	Borax-Decahydrate (ton)	8114
2007	Borax-Pentahydrate	Borax-Pentahydrate (ton)	9110
2007	Boric Acid	Boric Acid (ton)	15305
2007	Soda Ash	Soda Ash (ton)	6468295
2007	Sodium Bi-Carbonate	Sodium Bi-Carbonate (ton)	162150
2007	Carbon Dioxide Gas	Carbon Dioxide Gas (CO2) (mcf)	362324887.81000006
2007	Oil	Inlet Scrubber (bbl)	58042.82000000001
2007	Phosphate Raw Ore	Phosphate Raw Ore (ton)	2262919
2007	Gold	Gold (ton)	46
2007	Helium	Helium (bbl)	46.91
2007	Copper Concentrate	Copper Concentrate (ton)	12367.01
2007	Lead Concentrate	Lead Concentrate (ton)	227942
2007	Zinc Concentrate	Zinc Concentrate (ton)	48166
2007	Gas	Nitrogen (mcf)	34255.67
2007	Langbeinite	Langbeinite (ton)	970900
2007	Muriate Of Potash-Granular	Muriate Of Potash-Granular (ton)	437959
2007	Muriate Of Potash-Standard	Muriate Of Potash-Standard (ton)	256792
2007	Potash	Potash (ton)	468698
2007	Sylvite-Raw Ore	Sylvite-Raw Ore (ton)	256853
2007	Brine Barrels	Brine Barrels (bbl)	19278
2007	Geothermal	Geothermal - Direct Utilization, Hundreds of Gallons (cgal)	106272414
2007	Magnesium Chloride Brine	Magnesium Chloride Brine (ton)	39313
2007	Manure Salts	Manure Salts (ton)	5745
2007	Gilsonite	Gilsonite (ton)	23342
2007	Limestone	Limestone (ton)	142098
2007	Purge Liquor	Purge Liquor (ton)	98707
2007	Sodium Bisulfite	Sodium Bisulfite (ton)	1455
2007	Sodium Sesquicarbonate	Sodium Sesquicarbonate (ton)	102096
2007	Sulfide	Sulfide (ton)	13936
2007	Trona Ore	Trona Ore (ton)	74050
2008	Gas	Processed (Residue) Gas (mcf)	3186487020.01
2008	Gas	Unprocessed (Wet) Gas (mcf)	1622947670.9199998
2008	NGL	Gas Plant Products (gal)	4030776868.6899996
2008	Oil	Oil (bbl)	522603721.62
2008	Oil	Other Liquid Hydrocarbons (bbl)	13730.11
2008	Sulfur	Sulfur (lton)	383974.82000000007
2008	Coal	Coal (ton)	488528755
2008	Oil	Condensate (bbl)	37997819.47
2008	Gas	Coal Bed Methane (mcf)	592080811.8299999
2008	Gas	Fuel Gas (mcf)	13591450.18
2008	Wavellite	Wavellite (spcmn)	180
2008	Quartz Crystal	Quartz Crystal (lb)	13110
2008	Salt	Salt (ton)	606879
2008	Geothermal	Geothermal - Electrical Generation, Kilowatt Hours (kwh)	1639893566.24
2008	Geothermal	Geothermal - Electrical Generation, Other (mmbtu)	237415.56
2008	Gas	Flash Gas (mcf)	1883128.87
2008	Gas	Gas Lost - Flared or Vented (mcf)	212958.62999999998
2008	Oil	Drip or Scrubber Condensate (bbl)	820719.49
2008	Oil	Fuel Oil (bbl)	15.04
2008	Geothermal	Geothermal - Electrical Generation, Thousands of Pounds (klb)	2518754128.4500003
2008	Geothermal	Geothermal - Direct Utilization, Millions of BTUs (mmbtu)	219089.01
2008	Anhydrous Sodium Sulfate	Anhydrous Sodium Sulfate (ton)	170631
2008	Borax-Decahydrate	Borax-Decahydrate (ton)	7714
2008	Borax-Pentahydrate	Borax-Pentahydrate (ton)	9738
2008	Boric Acid	Boric Acid (ton)	14837
2008	Soda Ash	Soda Ash (ton)	7852197
2008	Sodium Bi-Carbonate	Sodium Bi-Carbonate (ton)	150511
2008	Carbon Dioxide Gas	Carbon Dioxide Gas (CO2) (mcf)	409775372.3
2008	Oil	Inlet Scrubber (bbl)	97737.97
2008	Phosphate Raw Ore	Phosphate Raw Ore (ton)	2164370
2008	Gold	Gold (ton)	7
2008	Helium	Helium (bbl)	33.53
2008	Copper Concentrate	Copper Concentrate (ton)	13120
2008	Lead Concentrate	Lead Concentrate (ton)	201794.01
2008	Zinc Concentrate	Zinc Concentrate (ton)	49732
2008	Gas	Nitrogen (mcf)	26396.26
2008	Leonardite	Leonardite (ton)	2232
2008	Langbeinite	Langbeinite (ton)	988815
2008	Muriate Of Potash-Granular	Muriate Of Potash-Granular (ton)	336757
2008	Muriate Of Potash-Standard	Muriate Of Potash-Standard (ton)	153956
2008	Potash	Potash (ton)	292732
2008	Sylvite-Raw Ore	Sylvite-Raw Ore (ton)	536036
2008	Brine Barrels	Brine Barrels (bbl)	59146
2008	Geothermal	Geothermal - Direct Utilization, Hundreds of Gallons (cgal)	123838519
2008	Clay	Clay (ton)	25139
2008	Magnesium Chloride Brine	Magnesium Chloride Brine (ton)	55234
2008	Manure Salts	Manure Salts (ton)	3159
2008	Gilsonite	Gilsonite (ton)	27682
2008	Limestone	Limestone (ton)	186255
2008	Purge Liquor	Purge Liquor (ton)	116333
2008	Sodium Bisulfite	Sodium Bisulfite (ton)	2242
2008	Sodium Sesquicarbonate	Sodium Sesquicarbonate (ton)	82430
2008	Sulfide	Sulfide (ton)	24850
2008	Trona Ore	Trona Ore (ton)	137476
2009	Gas	Processed (Residue) Gas (mcf)	3301085341.0499997
2009	Gas	Unprocessed (Wet) Gas (mcf)	1659159042.9899998
2009	NGL	Gas Plant Products (gal)	4545461752.570001
2009	Oil	Oil (bbl)	681729745.01
2009	Oil	Other Liquid Hydrocarbons (bbl)	13990.560000000001
2009	Sulfur	Sulfur (lton)	303355.99
2009	Coal	Coal (ton)	448320207.01
2009	Oil	Condensate (bbl)	49835347.21
2009	Gas	Coal Bed Methane (mcf)	616660699.07
2009	Gas	Fuel Gas (mcf)	14676784.56
2009	Wavellite	Wavellite (spcmn)	843
2009	Quartz Crystal	Quartz Crystal (lb)	2086
2009	Salt	Salt (ton)	654746
2009	Geothermal	Geothermal - Electrical Generation, Kilowatt Hours (kwh)	1815600792.3500001
2009	Geothermal	Geothermal - Electrical Generation, Other (mmbtu)	233953.69
2009	Gas	Flash Gas (mcf)	2431088.5
2009	Gas	Gas Lost - Flared or Vented (mcf)	269414.48
2009	Oil	Drip or Scrubber Condensate (bbl)	1747710.1099999999
2009	Geothermal	Geothermal - Electrical Generation, Thousands of Pounds (klb)	2875731710
2009	Geothermal	Geothermal - Direct Utilization, Millions of BTUs (mmbtu)	179170.56
2009	Anhydrous Sodium Sulfate	Anhydrous Sodium Sulfate (ton)	141342
2009	Borax-Decahydrate	Borax-Decahydrate (ton)	5584
2009	Borax-Pentahydrate	Borax-Pentahydrate (ton)	11110
2009	Boric Acid	Boric Acid (ton)	14292
2009	Soda Ash	Soda Ash (ton)	6188785
2009	Sodium Bi-Carbonate	Sodium Bi-Carbonate (ton)	134185
2009	Carbon Dioxide Gas	Carbon Dioxide Gas (CO2) (mcf)	449759459.39
2009	Oil	Inlet Scrubber (bbl)	116565.44
2009	Phosphate Raw Ore	Phosphate Raw Ore (ton)	2471028
2009	Helium	Helium (bbl)	4.49
2009	Copper Concentrate	Copper Concentrate (ton)	10286
2009	Lead Concentrate	Lead Concentrate (ton)	201974.00000000003
2009	Zinc Concentrate	Zinc Concentrate (ton)	53751.990000000005
2009	Gas	Nitrogen (mcf)	30159.95
2009	Leonardite	Leonardite (ton)	6060
2009	Langbeinite	Langbeinite (ton)	564245
2009	Muriate Of Potash-Granular	Muriate Of Potash-Granular (ton)	219903
2009	Muriate Of Potash-Standard	Muriate Of Potash-Standard (ton)	95146
2009	Potash	Potash (ton)	292074
2009	Sylvite-Raw Ore	Sylvite-Raw Ore (ton)	352609
2009	Geothermal	Geothermal - Direct Utilization, Hundreds of Gallons (cgal)	198988743
2009	Gold Placer	Gold Placer (oz)	33
2009	Clay	Clay (ton)	7021
2009	Magnesium Chloride Brine	Magnesium Chloride Brine (ton)	55478
2009	Manure Salts	Manure Salts (ton)	398
2009	Gilsonite	Gilsonite (ton)	16475
2009	Limestone	Limestone (ton)	182694
2009	Purge Liquor	Purge Liquor (ton)	118021
2009	Sodium Bisulfite	Sodium Bisulfite (ton)	931
2009	Sodium Sesquicarbonate	Sodium Sesquicarbonate (ton)	60314
2009	Sulfide	Sulfide (ton)	31532
2009	Trona Ore	Trona Ore (ton)	136118
2010	Gas	Unprocessed (Wet) Gas (mcf)	1512154343.9999998
2010	NGL	Gas Plant Products (gal)	5733893383.16
2010	Oil	Oil (bbl)	655101211.8399999
2010	Gas	Processed (Residue) Gas (mcf)	2954531717.8300004
2010	Oil	Other Liquid Hydrocarbons (bbl)	11797.25
2010	Sulfur	Sulfur (lton)	428263.94999999995
2010	Coal	Coal (ton)	463113986
2010	Oil	Condensate (bbl)	66864817.63999999
2010	Gas	Coal Bed Methane (mcf)	592422748.76
2010	Gas	Fuel Gas (mcf)	15456198.660000002
2010	Wavellite	Wavellite (spcmn)	87
2010	Quartz Crystal	Quartz Crystal (lb)	1505
2010	Salt	Salt (ton)	727033
2010	Geothermal	Geothermal - Electrical Generation, Kilowatt Hours (kwh)	2015118207.52
2010	Geothermal	Geothermal - Electrical Generation, Other (mmbtu)	223938.12
2010	Geothermal	Geothermal - sulfur (lton)	4669.79
2010	Gas	Flash Gas (mcf)	4177503.67
2010	Gas	Gas Lost - Flared or Vented (mcf)	267298.6
2010	Oil	Drip or Scrubber Condensate (bbl)	1416445
2010	Oil	Fuel Oil (bbl)	11.989999999999998
2010	Geothermal	Geothermal - Electrical Generation, Thousands of Pounds (klb)	2719032139.24
2010	Geothermal	Geothermal - Direct Utilization, Millions of BTUs (mmbtu)	224486.3
2010	Anhydrous Sodium Sulfate	Anhydrous Sodium Sulfate (ton)	176158
2010	Borax-Decahydrate	Borax-Decahydrate (ton)	30848
2010	Borax-Pentahydrate	Borax-Pentahydrate (ton)	56462
2010	Boric Acid	Boric Acid (ton)	24652
2010	Soda Ash	Soda Ash (ton)	5896534
2010	Sodium Bi-Carbonate	Sodium Bi-Carbonate (ton)	187219
2010	Helium	Helium (bbl)	109.06
2010	Carbon Dioxide Gas	Carbon Dioxide Gas (CO2) (mcf)	455643668.25
2010	Oil	Inlet Scrubber (bbl)	229187.41999999998
2010	Phosphate Raw Ore	Phosphate Raw Ore (ton)	3975105
2010	Gold	Gold (ton)	7
2010	Gas	Nitrogen (mcf)	32000.84
2010	Copper Concentrate	Copper Concentrate (ton)	7551.99
2010	Lead Concentrate	Lead Concentrate (ton)	179484.01
2010	Zinc Concentrate	Zinc Concentrate (ton)	43438
2010	Leonardite	Leonardite (ton)	8100
2010	Langbeinite	Langbeinite (ton)	877864
2010	Muriate Of Potash-Granular	Muriate Of Potash-Granular (ton)	444951
2010	Muriate Of Potash-Standard	Muriate Of Potash-Standard (ton)	121472
2010	Potash	Potash (ton)	337838
2010	Sylvite-Raw Ore	Sylvite-Raw Ore (ton)	434538
2010	Brine Barrels	Brine Barrels (bbl)	1370
2010	Geothermal	Geothermal - Direct Utilization, Hundreds of Gallons (cgal)	163346106
2010	Gold Placer	Gold Placer (oz)	126
2010	Clay	Clay (ton)	17144
2010	Magnesium Chloride Brine	Magnesium Chloride Brine (ton)	67218
2010	Manure Salts	Manure Salts (ton)	589
2010	Gilsonite	Gilsonite (ton)	26069
2010	Limestone	Limestone (ton)	158266
2010	Purge Liquor	Purge Liquor (ton)	108835
2010	Sodium Bisulfite	Sodium Bisulfite (ton)	705
2010	Sodium Sesquicarbonate	Sodium Sesquicarbonate (ton)	89071
2010	Sulfide	Sulfide (ton)	22152
2010	Trona Ore	Trona Ore (ton)	117377
2011	Gas	Unprocessed (Wet) Gas (mcf)	1244039994.22
2011	Oil	Oil (bbl)	571375724.12
2011	Gas	Processed (Residue) Gas (mcf)	2774019031.03
2011	NGL	Gas Plant Products (gal)	5613148664.2
2011	Oil	Other Liquid Hydrocarbons (bbl)	9919.8
2011	Sulfur	Sulfur (lton)	460845.9500000001
2011	Coal	Coal (ton)	452882294
2011	Oil	Condensate (bbl)	68453366.64
2011	Gas	Coal Bed Methane (mcf)	559813255.24
2011	Gas	Fuel Gas (mcf)	15313160.450000001
2011	Quartz Crystal	Quartz Crystal (lb)	158
2011	Salt	Salt (ton)	854856
2011	Geothermal	Geothermal - Electrical Generation, Kilowatt Hours (kwh)	2004451294.28
2011	Geothermal	Geothermal - Electrical Generation, Other (mmbtu)	19883.37
2011	Geothermal	Geothermal - sulfur (lton)	3469.89
2011	Gas	Gas Lost - Flared or Vented (mcf)	1069740.46
2011	Oil	Drip or Scrubber Condensate (bbl)	1063878.75
2011	Geothermal	Geothermal - Electrical Generation, Thousands of Pounds (klb)	2603301430.28
2011	Geothermal	Geothermal - Direct Utilization, Millions of BTUs (mmbtu)	228010.63
2011	Anhydrous Sodium Sulfate	Anhydrous Sodium Sulfate (ton)	163158
2011	Borax-Anhydrous	Borax-Anhydrous (ton)	2075
2011	Borax-Decahydrate	Borax-Decahydrate (ton)	52637
2011	Borax-Pentahydrate	Borax-Pentahydrate (ton)	72986
2011	Boric Acid	Boric Acid (ton)	31623
2011	Soda Ash	Soda Ash (ton)	7677704
2011	Sodium Bi-Carbonate	Sodium Bi-Carbonate (ton)	229316
2011	Helium	Helium (bbl)	513.33
2011	Carbon Dioxide Gas	Carbon Dioxide Gas (CO2) (mcf)	457421547.85999995
2011	Oil	Inlet Scrubber (bbl)	215138.90999999997
2011	Phosphate Raw Ore	Phosphate Raw Ore (ton)	4749534
2011	Gas	Nitrogen (mcf)	26115.18
2011	Copper Concentrate	Copper Concentrate (ton)	10532.99
2011	Lead Concentrate	Lead Concentrate (ton)	179777.99
2011	Zinc Concentrate	Zinc Concentrate (ton)	42988
2011	Oil	Sweet Crude (bbl)	6610.32
2011	Leonardite	Leonardite (ton)	8496
2011	Langbeinite	Langbeinite (ton)	769590
2011	Muriate Of Potash-Granular	Muriate Of Potash-Granular (ton)	405867
2011	Muriate Of Potash-Standard	Muriate Of Potash-Standard (ton)	118255
2011	Potash	Potash (ton)	325482
2011	Sylvite-Raw Ore	Sylvite-Raw Ore (ton)	525897
2011	Oil	Fuel Oil (bbl)	1.56
2011	Geothermal	Geothermal - Direct Utilization, Hundreds of Gallons (cgal)	131014604
2011	Gas	Flash Gas (mcf)	2721280.87
2011	Clay	Clay (ton)	20788
2011	Magnesium Chloride Brine	Magnesium Chloride Brine (ton)	73522
2011	Manure Salts	Manure Salts (ton)	684
2011	Gilsonite	Gilsonite (ton)	23433
2011	Limestone	Limestone (ton)	174574
2011	Purge Liquor	Purge Liquor (ton)	104745
2011	Sodium Bisulfite	Sodium Bisulfite (ton)	1927
2011	Sodium Sesquicarbonate	Sodium Sesquicarbonate (ton)	105102
2011	Sulfide	Sulfide (ton)	51234
2011	Trona Ore	Trona Ore (ton)	240887
2012	Gas	Unprocessed (Wet) Gas (mcf)	1212782468.66
2012	Oil	Oil (bbl)	556987875.4000001
2012	Gas	Processed (Residue) Gas (mcf)	2497322702.2400002
2012	NGL	Gas Plant Products (gal)	5377957063.409999
2012	Oil	Other Liquid Hydrocarbons (bbl)	10545.470000000001
2012	Sulfur	Sulfur (lton)	374256.62
2012	Coal	Coal (ton)	422055558
2012	Oil	Condensate (bbl)	66413021.24999999
2012	Gas	Coal Bed Methane (mcf)	506559453.26
2012	Gas	Fuel Gas (mcf)	16502076.58
2012	Gas	Gas Lost - Flared or Vented (mcf)	3904653.07
2012	Quartz Crystal	Quartz Crystal (lb)	205
2012	Salt	Salt (ton)	715578
2012	Geothermal	Geothermal - Electrical Generation, Kilowatt Hours (kwh)	2132181179
2012	Geothermal	Geothermal - sulfur (lton)	2598.09
2012	Oil	Drip or Scrubber Condensate (bbl)	891344.62
2012	Geothermal	Geothermal - Electrical Generation, Thousands of Pounds (klb)	2501855609.96
2012	Geothermal	Geothermal - Direct Utilization, Millions of BTUs (mmbtu)	271469.64
2012	Anhydrous Sodium Sulfate	Anhydrous Sodium Sulfate (ton)	145333
2012	Borax-Decahydrate	Borax-Decahydrate (ton)	51898
2012	Borax-Pentahydrate	Borax-Pentahydrate (ton)	67759
2012	Boric Acid	Boric Acid (ton)	26459
2012	Soda Ash	Soda Ash (ton)	5460218
2012	Sodium Bi-Carbonate	Sodium Bi-Carbonate (ton)	209735
2012	Helium	Helium (bbl)	496.08
2012	Carbon Dioxide Gas	Carbon Dioxide Gas (CO2) (mcf)	500303985.08
2012	Oil	Inlet Scrubber (bbl)	200887.25
2012	Phosphate Raw Ore	Phosphate Raw Ore (ton)	5680156
2012	Gas	Nitrogen (mcf)	31446.079999999998
2012	Copper Concentrate	Copper Concentrate (ton)	22517.01
2012	Lead Concentrate	Lead Concentrate (ton)	152155.00999999998
2012	Zinc Concentrate	Zinc Concentrate (ton)	33736
2012	Oil	Sweet Crude (bbl)	2761.2
2012	Leonardite	Leonardite (ton)	2040
2012	Langbeinite	Langbeinite (ton)	806217
2012	Muriate Of Potash-Granular	Muriate Of Potash-Granular (ton)	492782
2012	Muriate Of Potash-Standard	Muriate Of Potash-Standard (ton)	127301
2012	Potash	Potash (ton)	257520
2012	Sylvite-Raw Ore	Sylvite-Raw Ore (ton)	158500
2012	Geothermal	Geothermal - Direct Utilization, Hundreds of Gallons (cgal)	123103803
2012	Gas	Flash Gas (mcf)	1969426.8900000001
2012	Clay	Clay (ton)	29990
2012	Magnesium Chloride Brine	Magnesium Chloride Brine (ton)	70061
2012	Manure Salts	Manure Salts (ton)	453
2012	Gilsonite	Gilsonite (ton)	32243
