Year	State	County	FIPS	Volume
2005	MT	Garfield County	30033	1
2010	MT	Roosevelt County	30085	2
2011	MT	Pondera County	30073	1
2007	MT	Glacier County	30035	2
2012	MT	Fallon County	30025	4
2006	MT	Liberty County	30051	2
2010	MT	Glacier County	30035	2
2011	MT	Glacier County	30035	2
2012	MT	Stillwater County	30095	2
2006	MT	Glacier County	30035	2
2008	MT	Glacier County	30035	2
2009	MT	Glacier County	30035	2
2010	MT	Pondera County	30073	1
2006	MT	Musselshell County	30065	1
2012	MT	Phillips County	30071	2
2009	MT	Roosevelt County	30085	2
2005	MT	Liberty County	30051	2
2013	MT	Musselshell County	30065	1
2009	MT	Pondera County	30073	1
2007	MT	Musselshell County	30065	1
2008	MT	Liberty County	30051	2
2009	MT	Liberty County	30051	2
2012	MT	Musselshell County	30065	1
2009	MT	Musselshell County	30065	1
2010	MT	Musselshell County	30065	1
2005	MT	Glacier County	30035	2
2014	MT	Liberty County	30051	4
2013	MT	Liberty County	30051	4
2011	MT	Phillips County	30071	2
2011	MT	Musselshell County	30065	1
2010	MT	Liberty County	30051	2
2014	MT	Musselshell County	30065	1
2007	MT	Roosevelt County	30085	2
2008	MT	Roosevelt County	30085	2
2008	MT	Musselshell County	30065	1
2005	MT	Musselshell County	30065	1
2008	MT	Pondera County	30073	1
2005	MT	Pondera County	30073	1
2011	MT	Fallon County	30025	4
2011	MT	Powder River County	30075	2
2010	MT	Powder River County	30075	2
2014	MT	Powder River County	30075	2
2009	MT	Powder River County	30075	2
2005	MT	Roosevelt County	30085	2
2010	MT	Phillips County	30071	2
2013	MT	Petroleum County	30069	1
2011	MT	Roosevelt County	30085	2
2006	MT	Roosevelt County	30085	2
2014	MT	Petroleum County	30069	1
2010	MT	Fallon County	30025	4
2006	MT	Pondera County	30073	1
2007	MT	Pondera County	30073	1
2012	MT	Petroleum County	30069	1
2011	MT	Petroleum County	30069	1
2013	MT	Powder River County	30075	2
2014	MT	Stillwater County	30095	1
2009	MT	Petroleum County	30069	1
2008	MT	Petroleum County	30069	1
2011	MT	Liberty County	30051	2
2005	MT	Petroleum County	30069	1
2006	MT	Petroleum County	30069	1
2007	MT	Petroleum County	30069	1
2011	MT	Sheridan County	30091	2
2010	MT	Petroleum County	30069	1
2009	MT	Fallon County	30025	4
2014	MT	Fallon County	30025	4
2006	MT	Carter County	30011	2
2012	MT	Powder River County	30075	2
2014	MT	Fergus County	30027	1
2008	MT	Powder River County	30075	2
2012	MT	Custer County	30017	1
2013	MT	Fergus County	30027	1
2006	MT	Phillips County	30071	2
2012	MT	Carter County	30011	2
2009	MT	Fergus County	30027	1
2007	MT	Powder River County	30075	2
2006	MT	Powder River County	30075	2
2005	MT	Carter County	30011	1
2008	MT	Fergus County	30027	1
2014	MT	Custer County	30017	1
2012	MT	Fergus County	30027	1
2009	MT	Custer County	30017	1
2013	MT	Custer County	30017	1
2011	MT	Custer County	30017	1
2012	MT	Sheridan County	30091	2
2011	MT	Fergus County	30027	1
2010	MT	Custer County	30017	1
2005	MT	Powder River County	30075	2
2010	MT	Fergus County	30027	1
2006	MT	Custer County	30017	1
2010	MT	Sheridan County	30091	2
2014	MT	Blaine County	30005	2
2005	MT	Sheridan County	30091	2
2013	MT	Blaine County	30005	2
2008	MT	Custer County	30017	1
2007	MT	Custer County	30017	1
2009	MT	Sheridan County	30091	2
2006	MT	Sheridan County	30091	2
2012	MT	Blaine County	30005	2
2005	MT	Custer County	30017	1
2013	MT	Sheridan County	30091	2
2007	MT	Sheridan County	30091	2
2011	MT	Blaine County	30005	2
2008	MT	Sheridan County	30091	2
2010	MT	Blaine County	30005	2
2009	MT	Blaine County	30005	2
2014	MT	Big Horn County	30003	2
2014	MT	Toole County	30101	2
2014	MT	Sheridan County	30091	2
2011	MT	Carter County	30011	2
2009	MT	Prairie County	30079	2
2008	MT	Blaine County	30005	2
2010	MT	Prairie County	30079	2
2010	MT	Carter County	30011	2
2012	MT	Toole County	30101	2
2011	MT	Toole County	30101	2
2006	MT	Blaine County	30005	2
2007	MT	Blaine County	30005	2
2013	MT	Toole County	30101	2
2005	MT	Blaine County	30005	2
2010	MT	Toole County	30101	2
2008	MT	Prairie County	30079	2
2009	MT	Toole County	30101	2
2005	MT	Toole County	30101	2
2006	MT	Prairie County	30079	2
2008	MT	Toole County	30101	2
2010	MT	Dawson County	30021	2
2007	MT	Fergus County	30027	1
2008	MT	Carter County	30011	2
2009	MT	Carter County	30011	2
2007	MT	Toole County	30101	2
2007	MT	Carter County	30011	2
2006	MT	Toole County	30101	2
2005	MT	Phillips County	30071	2
2013	MT	Carter County	30011	1
2005	MT	Fergus County	30027	1
2009	MT	Dawson County	30021	2
2012	MT	Roosevelt County	30085	2
2014	MT	Chouteau County	30015	1
2009	MT	Wibaux County	30109	2
2014	MT	Carter County	30011	1
2006	MT	Dawson County	30021	2
2008	MT	Dawson County	30021	2
2008	MT	Wibaux County	30109	2
2013	MT	Chouteau County	30015	1
2010	MT	Wibaux County	30109	2
2013	MT	Roosevelt County	30085	2
2006	MT	Fergus County	30027	1
2012	MT	Chouteau County	30015	1
2006	MT	Wibaux County	30109	2
2014	MT	Roosevelt County	30085	2
2010	MT	Chouteau County	30015	1
2009	MT	Chouteau County	30015	1
2014	MT	Hill County	30041	1
2011	MT	Chouteau County	30015	1
2007	MT	Chouteau County	30015	1
2008	MT	Chouteau County	30015	1
2013	MT	Hill County	30041	1
2006	MT	Chouteau County	30015	1
2012	MT	Hill County	30041	1
2011	MT	Richland County	30083	2
2005	MT	Richland County	30083	2
2005	MT	Chouteau County	30015	1
2010	MT	Richland County	30083	2
2009	MT	Richland County	30083	2
2011	MT	Hill County	30041	1
2008	MT	Richland County	30083	2
2006	MT	Richland County	30083	2
2012	MT	Richland County	30083	2
2014	MT	Carbon County	30009	2
2013	MT	Carbon County	30009	2
2012	MT	Carbon County	30009	2
2011	MT	Carbon County	30009	2
2010	MT	Carbon County	30009	2
2009	MT	Carbon County	30009	2
2007	MT	Richland County	30083	2
2010	MT	Hill County	30041	1
2007	MT	Hill County	30041	1
2006	MT	Hill County	30041	1
2008	MT	Carbon County	30009	2
2007	MT	Carbon County	30009	2
2006	MT	Carbon County	30009	2
2005	MT	Carbon County	30009	2
2013	MT	Big Horn County	30003	2
2005	MT	Hill County	30041	1
2009	MT	Hill County	30041	1
2008	MT	Hill County	30041	1
2013	MT	Richland County	30083	2
2014	MT	Richland County	30083	2
2014	MT	Valley County	30105	1
2013	MT	Valley County	30105	1
2012	MT	Valley County	30105	1
2012	MT	Big Horn County	30003	2
2005	MT	Valley County	30105	1
2006	MT	Valley County	30105	1
2011	MT	Valley County	30105	1
2010	MT	Valley County	30105	1
2009	MT	Valley County	30105	1
2007	MT	Valley County	30105	1
2008	MT	Valley County	30105	1
2011	MT	Big Horn County	30003	2
2005	MT	Big Horn County	30003	2
2007	MT	Big Horn County	30003	2
2010	MT	Big Horn County	30003	2
2006	MT	Big Horn County	30003	2
2008	MT	Big Horn County	30003	2
2009	MT	Big Horn County	30003	2
2008	MT	Phillips County	30071	1
2007	MT	Phillips County	30071	1
