Year	State	Commodity	Product	Volume
2005	CO	Gas (mcf)	Unprocessed (Wet) Gas (mcf)	159972216.74
2005	CO	NGL (gal)	Gas Plant Products (gal)	45671676.949999996
2005	CO	Coal (ton)	Coal (ton)	24279872
2005	CO	Gas (mcf)	Processed (Residue) Gas (mcf)	30907102.73
2005	CO	Other Products	Carbon Dioxide Gas (CO2) (mcf)	286120547.14
2005	CO	Oil (bbl)	Drip or Scrubber Condensate (bbl)	490.32000000000005
2005	CO	Gas (mcf)	Fuel Gas (mcf)	35528.08
2005	CO	Other Products	Sodium Bi-Carbonate (ton)	87749
2005	FL	Other Products	Phosphate Raw Ore (ton)	551502
2005	ID	Other Products	Phosphate Raw Ore (ton)	3629611
2005	ID	Other Products	Gold (ton)	43
2005	IL	Oil (bbl)	Oil (bbl)	34339.65
2005	IN	Oil (bbl)	Oil (bbl)	1201.44
2005	KS	Gas (mcf)	Unprocessed (Wet) Gas (mcf)	7397878.04
2005	KS	Gas (mcf)	Fuel Gas (mcf)	388.77
2005	KS	Gas (mcf)	Processed (Residue) Gas (mcf)	1523268.32
2005	KS	NGL (gal)	Gas Plant Products (gal)	3457168.2600000002
2005	KS	Oil (bbl)	Oil (bbl)	299078.89
2005	KS	Oil (bbl)	Condensate (bbl)	316.32
2005	KS	Other Products	Helium (bbl)	9.24
2005	KY	Gas (mcf)	Unprocessed (Wet) Gas (mcf)	253152.30000000005
2005	KY	Oil (bbl)	Oil (bbl)	13038.97
2005	KY	Coal (ton)	Coal (ton)	41640
2005	LA	Gas (mcf)	Unprocessed (Wet) Gas (mcf)	7443773.91
2005	LA	Oil (bbl)	Oil (bbl)	292890.50999999995
2005	LA	Gas (mcf)	Processed (Residue) Gas (mcf)	23797039.070000004
2005	LA	Oil (bbl)	Condensate (bbl)	122168.47
2005	LA	NGL (gal)	Gas Plant Products (gal)	14381632.85
2005	LA	Oil (bbl)	Drip or Scrubber Condensate (bbl)	2044.04
2005	LA	Gas (mcf)	Flash Gas (mcf)	0.01
2005	MI	Gas (mcf)	Processed (Residue) Gas (mcf)	1865013.82
2005	MI	Oil (bbl)	Oil (bbl)	24250.289999999997
2005	MI	Gas (mcf)	Unprocessed (Wet) Gas (mcf)	2239675.2199999997
2005	MI	Oil (bbl)	Condensate (bbl)	96.11
2005	MI	NGL (gal)	Gas Plant Products (gal)	809877.5900000001
2005	MO	Other Products	Copper Concentrate (ton)	13450.99
2005	MO	Other Products	Lead Concentrate (ton)	215452
2005	MO	Other Products	Zinc Concentrate (ton)	51436
2005	MS	Oil (bbl)	Oil (bbl)	393438.68
2005	MS	Gas (mcf)	Unprocessed (Wet) Gas (mcf)	1098147.0199999998
2005	MS	Gas (mcf)	Processed (Residue) Gas (mcf)	135897.66999999998
2005	MS	Oil (bbl)	Condensate (bbl)	13332.27
2005	MT	Coal (ton)	Coal (ton)	24273593
2005	MT	Gas (mcf)	Coal Bed Methane (mcf)	3660467.72
2005	MT	Gas (mcf)	Fuel Gas (mcf)	1235.31
2005	MT	Gas (mcf)	Processed (Residue) Gas (mcf)	601768.7100000001
2005	MT	Gas (mcf)	Unprocessed (Wet) Gas (mcf)	25207217.5
2005	MT	NGL (gal)	Gas Plant Products (gal)	3308832.6400000006
2005	MT	Oil (bbl)	Oil (bbl)	3698771.7600000002
2005	MT	Other Products	Sulfur (lton)	1404.9
2005	MT	Oil (bbl)	Drip or Scrubber Condensate (bbl)	367.34
2005	MT	Oil (bbl)	Condensate (bbl)	25240.14
2005	ND	Gas (mcf)	Processed (Residue) Gas (mcf)	1648106.49
2005	ND	Gas (mcf)	Unprocessed (Wet) Gas (mcf)	7522667.45
2005	ND	NGL (gal)	Gas Plant Products (gal)	5676232.739999999
2005	ND	Oil (bbl)	Condensate (bbl)	18418.82
2005	ND	Oil (bbl)	Drip or Scrubber Condensate (bbl)	7954.5599999999995
2005	ND	Oil (bbl)	Oil (bbl)	6409939.93
2005	ND	Gas (mcf)	Gas Lost - Flared or Vented (mcf)	13544.9
2005	ND	Gas (mcf)	Nitrogen (mcf)	56901.54
2005	ND	Other Products	Sulfur (lton)	230.09999999999997
2005	ND	Coal (ton)	Coal (ton)	2194466
2005	NE	Oil (bbl)	Oil (bbl)	36282.26
2005	NE	Gas (mcf)	Processed (Residue) Gas (mcf)	1360729
2005	NM	Gas (mcf)	Processed (Residue) Gas (mcf)	318395296.94
2005	NM	Gas (mcf)	Unprocessed (Wet) Gas (mcf)	328250123.34
2005	NM	NGL (gal)	Gas Plant Products (gal)	1204284858.0199997
2005	NM	Oil (bbl)	Condensate (bbl)	3152146.9099999997
2005	NM	Oil (bbl)	Oil (bbl)	22032079
2005	NM	Gas (mcf)	Flash Gas (mcf)	340.14
2005	NM	Oil (bbl)	Drip or Scrubber Condensate (bbl)	18949.510000000002
2005	NM	Other Products	Brine Barrels (bbl)	46855
2005	NM	Other Products	Langbeinite (ton)	598689
2005	NM	Other Products	Muriate Of Potash-Granular (ton)	407939
2005	NM	Other Products	Muriate Of Potash-Standard (ton)	228837
2005	NM	Other Products	Potash (ton)	417431
2005	NM	Other Products	Salt (ton)	258846
2005	NM	Other Products	Carbon Dioxide Gas (CO2) (mcf)	8897106.77
2005	NM	Oil (bbl)	Other Liquid Hydrocarbons (bbl)	8
2005	NM	Coal (ton)	Coal (ton)	6064240
2005	NM	Gas (mcf)	Coal Bed Methane (mcf)	282232074.62
2005	NM	Oil (bbl)	Inlet Scrubber (bbl)	79.79
2005	NV	Geothermal	Geothermal - Direct Utilization, Hundreds of Gallons (cgal)	90021493
2005	NV	Geothermal	Geothermal - Electrical Generation, Kilowatt Hours (kwh)	681851144.9200001
2005	NV	Other Products	Potash (ton)	477
2005	NV	Oil (bbl)	Oil (bbl)	447570.58
2005	NY	Gas (mcf)	Unprocessed (Wet) Gas (mcf)	15512.03
2005	OH	Gas (mcf)	Unprocessed (Wet) Gas (mcf)	624549.4
2005	OH	Oil (bbl)	Oil (bbl)	31195.359999999997
2005	OH	Gas (mcf)	Processed (Residue) Gas (mcf)	7822
2005	OK	Gas (mcf)	Unprocessed (Wet) Gas (mcf)	14625946.55
2005	OK	Oil (bbl)	Condensate (bbl)	36152
2005	OK	Oil (bbl)	Oil (bbl)	105539.92
2005	OK	Gas (mcf)	Processed (Residue) Gas (mcf)	1214617.27
2005	OK	NGL (gal)	Gas Plant Products (gal)	2643674.65
2005	OK	Oil (bbl)	Drip or Scrubber Condensate (bbl)	0.37
2005	OK	Coal (ton)	Coal (ton)	713647
2005	OK	Gas (mcf)	Coal Bed Methane (mcf)	75928.58
2005	OK	Oil (bbl)	Inlet Scrubber (bbl)	9.56
2005	PA	Gas (mcf)	Unprocessed (Wet) Gas (mcf)	66577.48
2005	PA	Gas (mcf)	Processed (Residue) Gas (mcf)	19464
2005	SD	Oil (bbl)	Oil (bbl)	188086.65999999997
2005	SD	Gas (mcf)	Unprocessed (Wet) Gas (mcf)	202685.29
2005	TX	Oil (bbl)	Oil (bbl)	381366.18999999994
2005	TX	Gas (mcf)	Processed (Residue) Gas (mcf)	459434.87000000005
2005	TX	Gas (mcf)	Unprocessed (Wet) Gas (mcf)	21948107.64
2005	TX	Oil (bbl)	Condensate (bbl)	37923.070000000014
2005	TX	Gas (mcf)	Flash Gas (mcf)	1
2005	TX	NGL (gal)	Gas Plant Products (gal)	367365.55
2005	TX	Oil (bbl)	Drip or Scrubber Condensate (bbl)	570.05
2005	TX	Gas (mcf)	Fuel Gas (mcf)	3285.44
2005	UT	Geothermal	Geothermal - Electrical Generation, Thousands of Pounds (klb)	2290182691.15
2005	UT	Coal (ton)	Coal (ton)	19792183.009999998
2005	UT	Gas (mcf)	Coal Bed Methane (mcf)	11628279.41
2005	UT	Gas (mcf)	Fuel Gas (mcf)	25485.52
2005	UT	Gas (mcf)	Processed (Residue) Gas (mcf)	38056231.49
2005	UT	Gas (mcf)	Unprocessed (Wet) Gas (mcf)	128278252.21
2005	UT	Oil (bbl)	Oil (bbl)	5433029.59
2005	UT	Oil (bbl)	Condensate (bbl)	799083.3500000001
2005	UT	NGL (gal)	Gas Plant Products (gal)	38609214.53
2005	UT	Other Products	Clay (ton)	18094
2005	UT	Oil (bbl)	Drip or Scrubber Condensate (bbl)	529.9
2005	UT	Other Products	Magnesium Chloride Brine (ton)	35054
2005	UT	Other Products	Manure Salts (ton)	8213
2005	UT	Other Products	Potash (ton)	16068
2005	UT	Other Products	Salt (ton)	8388
2005	UT	Other Products	Gilsonite (ton)	18728
2005	VA	Gas (mcf)	Unprocessed (Wet) Gas (mcf)	674612.4299999999
2005	VA	Other Products	Limestone (ton)	36756
2005	WA	Coal (ton)	Coal (ton)	5325
2005	WV	Gas (mcf)	Unprocessed (Wet) Gas (mcf)	2328917.61
2005	WV	Gas (mcf)	Processed (Residue) Gas (mcf)	2123
2005	WV	Oil (bbl)	Oil (bbl)	288
2005	WY	Gas (mcf)	Fuel Gas (mcf)	61374.91
2005	WY	Oil (bbl)	Oil (bbl)	26793739.67
2005	WY	Gas (mcf)	Processed (Residue) Gas (mcf)	287169224.72999996
2005	WY	Gas (mcf)	Unprocessed (Wet) Gas (mcf)	688719867.4999999
2005	WY	NGL (gal)	Gas Plant Products (gal)	310047587.78000003
2005	WY	Oil (bbl)	Condensate (bbl)	5477388.23
2005	WY	Coal (ton)	Coal (ton)	357132864
2005	WY	Gas (mcf)	Coal Bed Methane (mcf)	128885333.49
2005	WY	Oil (bbl)	Drip or Scrubber Condensate (bbl)	148157.68
2005	WY	Other Products	Sulfur (lton)	2211323.13
2005	WY	Oil (bbl)	Inlet Scrubber (bbl)	41719.18
2005	WY	Oil (bbl)	Other Liquid Hydrocarbons (bbl)	634.08
2005	WY	Other Products	Carbon Dioxide Gas (CO2) (mcf)	70652957.93
2005	WY	Other Products	Purge Liquor (ton)	61925
2005	WY	Other Products	Soda Ash (ton)	3469943
2005	WY	Other Products	Sodium Bi-Carbonate (ton)	15460
2005	WY	Other Products	Sodium Bisulfite (ton)	628
2005	WY	Other Products	Sodium Decahydrate (ton)	1107
2005	WY	Other Products	Sodium Sesquicarbonate (ton)	35357
2005	WY	Other Products	Sulfide (ton)	4830
2005	WY	Other Products	Trona Ore (ton)	26516
2006	AK	Gas (mcf)	Processed (Residue) Gas (mcf)	187205.53
2006	AK	Gas (mcf)	Unprocessed (Wet) Gas (mcf)	29284926.71
2006	AK	NGL (gal)	Gas Plant Products (gal)	745260.89
2006	AK	Oil (bbl)	Oil (bbl)	226333.36000000002
2006	AL	Gas (mcf)	Processed (Residue) Gas (mcf)	199809.56
2006	AL	Oil (bbl)	Other Liquid Hydrocarbons (bbl)	18.42
2006	AL	Other Products	Sulfur (lton)	315.1
2006	AL	Other Products	Clay (ton)	66074
2006	AL	Oil (bbl)	Oil (bbl)	77362.27999999998
2006	AL	Coal (ton)	Coal (ton)	880
2006	AL	Gas (mcf)	Unprocessed (Wet) Gas (mcf)	500878.34
2006	AL	Oil (bbl)	Condensate (bbl)	37.32
2006	AL	NGL (gal)	Gas Plant Products (gal)	649.4
2006	AL	Gas (mcf)	Coal Bed Methane (mcf)	142304.32
2006	AL	Gas (mcf)	Fuel Gas (mcf)	3437.07
2006	AR	Gas (mcf)	Processed (Residue) Gas (mcf)	4520.8
2006	AR	Oil (bbl)	Oil (bbl)	27.76
2006	AR	Gas (mcf)	Unprocessed (Wet) Gas (mcf)	10486385.84
2006	AR	Other Products	Quartz Crystal (lb)	4133
2006	AR	Gas (mcf)	Coal Bed Methane (mcf)	1698.77
2006	AZ	Other Products	Salt (ton)	520
2006	CA	Gas (mcf)	Unprocessed (Wet) Gas (mcf)	2518424.75
2006	CA	Oil (bbl)	Condensate (bbl)	118827.53999999998
2006	CA	Gas (mcf)	Processed (Residue) Gas (mcf)	2497054.93
2006	CA	NGL (gal)	Gas Plant Products (gal)	2336305.15
2006	CA	Oil (bbl)	Oil (bbl)	16620202.46
2006	CA	Geothermal	Geothermal - Electrical Generation, Kilowatt Hours (kwh)	1015891685.73
2006	CA	Geothermal	Geothermal - Electrical Generation, Other (mmbtu)	227562
2006	CA	Gas (mcf)	Gas Lost - Flared or Vented (mcf)	52863.869999999995
2006	CA	Geothermal	Geothermal - Electrical Generation, Thousands of Pounds (klb)	53343898.53
