Month,Calendar Year,Land Class,Land Category,Commodity, Volume ,
March,2014,Federal,Offshore,Oil Prod Vol (bbl)," 42,350,168 "," 42,350,168 "
March,2014,Federal,Onshore,Coal Prod Vol (ton)," 34,623,327 "," 34,623,327 "
March,2014,Federal,Onshore,Gas Prod Vol (mcf)," 299,960,840 "," 299,960,840 "
March,2014,Federal,Onshore,Oil Prod Vol (bbl)," 12,837,292 "," 12,837,292 "
March,2014,Native American,Onshore,Coal Prod Vol (ton)," 1,998,634 "," 1,998,634 "
March,2014,Native American,Onshore,Gas Prod Vol (mcf)," 27,369,279 "," 27,369,279 "
March,2014,Native American,Onshore,Oil Prod Vol (bbl)," 4,862,084 "," 4,862,084 "
April,2014,Federal,Offshore,Gas Prod Vol (mcf)," 110,514,276 "," 110,514,276 "
April,2014,Federal,Offshore,Oil Prod Vol (bbl)," 44,227,660 "," 44,227,660 "
April,2014,Federal,Onshore,Coal Prod Vol (ton)," 32,988,348 "," 32,988,348 "
April,2014,Federal,Onshore,Gas Prod Vol (mcf)," 288,582,623 "," 288,582,623 "
April,2014,Federal,Onshore,Oil Prod Vol (bbl)," 12,598,256 "," 12,598,256 "
April,2014,Native American,Onshore,Coal Prod Vol (ton)," 1,820,690 "," 1,820,690 "
April,2014,Native American,Onshore,Gas Prod Vol (mcf)," 27,017,519 "," 27,017,519 "
April,2014,Native American,Onshore,Oil Prod Vol (bbl)," 4,877,372 "," 4,877,372 "
May,2014,Federal,Offshore,Gas Prod Vol (mcf)," 116,217,080 "," 116,217,080 "
May,2014,Federal,Offshore,Oil Prod Vol (bbl)," 45,565,727 "," 45,565,727 "
May,2014,Federal,Onshore,Coal Prod Vol (ton)," 34,429,428 "," 34,429,428 "
May,2014,Federal,Onshore,Gas Prod Vol (mcf)," 294,854,928 "," 294,854,928 "
May,2014,Federal,Onshore,Oil Prod Vol (bbl)," 12,984,974 "," 12,984,974 "
May,2014,Native American,Onshore,Coal Prod Vol (ton)," 1,935,957 "," 1,935,957 "
May,2014,Native American,Onshore,Gas Prod Vol (mcf)," 27,580,950 "," 27,580,950 "
May,2014,Native American,Onshore,Oil Prod Vol (bbl)," 5,147,358 "," 5,147,358 "
June,2014,Federal,Offshore,Gas Prod Vol (mcf)," 112,379,162 "," 112,379,162 "
June,2014,Federal,Offshore,Oil Prod Vol (bbl)," 44,049,253 "," 44,049,253 "
June,2014,Federal,Onshore,Coal Prod Vol (ton)," 33,330,150 "," 33,330,150 "
June,2014,Federal,Onshore,Gas Prod Vol (mcf)," 285,952,607 "," 285,952,607 "
June,2014,Federal,Onshore,Oil Prod Vol (bbl)," 12,754,164 "," 12,754,164 "
June,2014,Native American,Onshore,Coal Prod Vol (ton)," 1,138,596 "," 1,138,596 "
June,2014,Native American,Onshore,Gas Prod Vol (mcf)," 26,701,928 "," 26,701,928 "
June,2014,Native American,Onshore,Oil Prod Vol (bbl)," 5,229,224 "," 5,229,224 "
July,2014,Federal,Offshore,Gas Prod Vol (mcf)," 115,113,151 "," 115,113,151 "
July,2014,Federal,Offshore,Oil Prod Vol (bbl)," 45,970,676 "," 45,970,676 "
July,2014,Federal,Onshore,Coal Prod Vol (ton)," 35,490,509 "," 35,490,509 "
July,2014,Federal,Onshore,Gas Prod Vol (mcf)," 293,287,621 "," 293,287,621 "
July,2014,Federal,Onshore,Oil Prod Vol (bbl)," 13,482,203 "," 13,482,203 "
July,2014,Native American,Onshore,Coal Prod Vol (ton)," 1,683,686 "," 1,683,686 "
July,2014,Native American,Onshore,Gas Prod Vol (mcf)," 27,604,351 "," 27,604,351 "
July,2014,Native American,Onshore,Oil Prod Vol (bbl)," 5,247,828 "," 5,247,828 "
August,2014,Federal,Offshore,Gas Prod Vol (mcf)," 116,125,580 "," 116,125,580 "
August,2014,Federal,Offshore,Oil Prod Vol (bbl)," 46,294,946 "," 46,294,946 "
August,2014,Federal,Onshore,Coal Prod Vol (ton)," 36,037,153 "," 36,037,153 "
August,2014,Federal,Onshore,Gas Prod Vol (mcf)," 288,267,371 "," 288,267,371 "
August,2014,Federal,Onshore,Oil Prod Vol (bbl)," 13,329,504 "," 13,329,504 "
August,2014,Native American,Onshore,Coal Prod Vol (ton)," 1,750,222 "," 1,750,222 "
August,2014,Native American,Onshore,Gas Prod Vol (mcf)," 28,268,271 "," 28,268,271 "
August,2014,Native American,Onshore,Oil Prod Vol (bbl)," 5,530,602 "," 5,530,602 "
September,2014,Federal,Offshore,Gas Prod Vol (mcf)," 111,711,056 "," 111,711,056 "
September,2014,Federal,Offshore,Oil Prod Vol (bbl)," 44,311,808 "," 44,311,808 "
September,2014,Federal,Onshore,Coal Prod Vol (ton)," 32,763,629 "," 32,763,629 "
September,2014,Federal,Onshore,Gas Prod Vol (mcf)," 283,753,710 "," 283,753,710 "
September,2014,Federal,Onshore,Oil Prod Vol (bbl)," 12,955,267 "," 12,955,267 "
September,2014,Native American,Onshore,Coal Prod Vol (ton)," 1,690,498 "," 1,690,498 "
September,2014,Native American,Onshore,Gas Prod Vol (mcf)," 26,920,523 "," 26,920,523 "
September,2014,Native American,Onshore,Oil Prod Vol (bbl)," 5,370,079 "," 5,370,079 "
October,2014,Federal,Offshore,Gas Prod Vol (mcf)," 115,940,523 "," 115,940,523 "
October,2014,Federal,Offshore,Oil Prod Vol (bbl)," 45,952,554 "," 45,952,554 "
October,2014,Federal,Onshore,Coal Prod Vol (ton)," 35,706,815 "," 35,706,815 "
October,2014,Federal,Onshore,Gas Prod Vol (mcf)," 292,870,139 "," 292,870,139 "
October,2014,Federal,Onshore,Oil Prod Vol (bbl)," 14,143,316 "," 14,143,316 "
October,2014,Native American,Onshore,Coal Prod Vol (ton)," 1,618,495 "," 1,618,495 "
October,2014,Native American,Onshore,Gas Prod Vol (mcf)," 27,111,696 "," 27,111,696 "
October,2014,Native American,Onshore,Oil Prod Vol (bbl)," 5,420,214 "," 5,420,214 "
November,2014,Federal,Offshore,Gas Prod Vol (mcf)," 106,568,390 "," 106,568,390 "
November,2014,Federal,Offshore,Oil Prod Vol (bbl)," 43,283,388 "," 43,283,388 "
November,2014,Federal,Onshore,Coal Prod Vol (ton)," 34,749,343 "," 34,749,343 "
November,2014,Federal,Onshore,Gas Prod Vol (mcf)," 286,048,531 "," 286,048,531 "
November,2014,Federal,Onshore,Oil Prod Vol (bbl)," 13,755,857 "," 13,755,857 "
November,2014,Native American,Onshore,Coal Prod Vol (ton)," 1,438,145 "," 1,438,145 "
November,2014,Native American,Onshore,Gas Prod Vol (mcf)," 26,234,849 "," 26,234,849 "
November,2014,Native American,Onshore,Oil Prod Vol (bbl)," 5,304,471 "," 5,304,471 "
December,2014,Federal,Offshore,Gas Prod Vol (mcf)," 112,857,650 "," 112,857,650 "
December,2014,Federal,Offshore,Oil Prod Vol (bbl)," 46,728,295 "," 46,728,295 "
December,2014,Federal,Onshore,Coal Prod Vol (ton)," 34,896,403 "," 34,896,403 "
December,2014,Federal,Onshore,Gas Prod Vol (mcf)," 293,345,892 "," 293,345,892 "
December,2014,Federal,Onshore,Oil Prod Vol (bbl)," 14,759,815 "," 14,759,815 "
December,2014,Native American,Onshore,Coal Prod Vol (ton)," 1,610,645 "," 1,610,645 "
December,2014,Native American,Onshore,Gas Prod Vol (mcf)," 27,011,549 "," 27,011,549 "
December,2014,Native American,Onshore,Oil Prod Vol (bbl)," 5,381,875 "," 5,381,875 "
January,2015,Federal,Offshore,Gas Prod Vol (mcf)," 113,177,311 "," 113,177,311 "
January,2015,Federal,Offshore,Oil Prod Vol (bbl)," 46,704,345 "," 46,704,345 "
January,2015,Federal,Onshore,Coal Prod Vol (ton)," 35,837,786 "," 35,837,786 "
January,2015,Federal,Onshore,Gas Prod Vol (mcf)," 288,830,425 "," 288,830,425 "
January,2015,Federal,Onshore,Oil Prod Vol (bbl)," 14,708,501 "," 14,708,501 "
January,2015,Native American,Onshore,Coal Prod Vol (ton)," 1,534,367 "," 1,534,367 "
January,2015,Native American,Onshore,Gas Prod Vol (mcf)," 26,622,181 "," 26,622,181 "
January,2015,Native American,Onshore,Oil Prod Vol (bbl)," 5,406,381 "," 5,406,381 "
February,2015,Federal,Offshore,Gas Prod Vol (mcf)," 100,408,062 "," 100,408,062 "
February,2015,Federal,Offshore,Oil Prod Vol (bbl)," 42,328,764 "," 42,328,764 "
February,2015,Federal,Onshore,Coal Prod Vol (ton)," 30,718,492 "," 30,718,492 "
February,2015,Federal,Onshore,Gas Prod Vol (mcf)," 262,977,142 "," 262,977,142 "
February,2015,Federal,Onshore,Oil Prod Vol (bbl)," 13,648,369 "," 13,648,369 "
February,2015,Native American,Onshore,Coal Prod Vol (ton)," 1,558,406 "," 1,558,406 "
February,2015,Native American,Onshore,Gas Prod Vol (mcf)," 23,949,135 "," 23,949,135 "
February,2015,Native American,Onshore,Oil Prod Vol (bbl)," 5,032,926 "," 5,032,926 "
March,2015,Federal,Offshore,Gas Prod Vol (mcf)," 101,877,918 "," 101,877,918 "
March,2015,Federal,Offshore,Oil Prod Vol (bbl)," 44,235,889 "," 44,235,889 "
March,2015,Federal,Onshore,Coal Prod Vol (ton)," 32,855,558 "," 32,855,558 "
March,2015,Federal,Onshore,Gas Prod Vol (mcf)," 294,803,499 "," 294,803,499 "
March,2015,Federal,Onshore,Oil Prod Vol (bbl)," 15,781,751 "," 15,781,751 "
March,2015,Native American,Onshore,Coal Prod Vol (ton)," 1,441,836 "," 1,441,836 "
March,2015,Native American,Onshore,Gas Prod Vol (mcf)," 26,912,706 "," 26,912,706 "
March,2015,Native American,Onshore,Oil Prod Vol (bbl)," 5,575,799 "," 5,575,799 "
April,2015,Federal,Offshore,Gas Prod Vol (mcf)," 112,969,456 "," 112,969,456 "
April,2015,Federal,Offshore,Oil Prod Vol (bbl)," 46,465,744 "," 46,465,744 "
April,2015,Federal,Onshore,Coal Prod Vol (ton)," 28,846,111 "," 28,846,111 "
April,2015,Federal,Onshore,Gas Prod Vol (mcf)," 287,778,703 "," 287,778,703 "
April,2015,Federal,Onshore,Oil Prod Vol (bbl)," 15,375,701 "," 15,375,701 "
April,2015,Native American,Onshore,Coal Prod Vol (ton)," 1,541,307 "," 1,541,307 "
April,2015,Native American,Onshore,Gas Prod Vol (mcf)," 25,606,737 "," 25,606,737 "
April,2015,Native American,Onshore,Oil Prod Vol (bbl)," 5,025,055 "," 5,025,055 "
May,2015,Federal,Offshore,Gas Prod Vol (mcf)," 117,130,602 "," 117,130,602 "
May,2015,Federal,Offshore,Oil Prod Vol (bbl)," 45,003,423 "," 45,003,423 "
May,2015,Federal,Onshore,Coal Prod Vol (ton)," 27,400,394 "," 27,400,394 "
May,2015,Federal,Onshore,Gas Prod Vol (mcf)," 292,486,306 "," 292,486,306 "
May,2015,Federal,Onshore,Oil Prod Vol (bbl)," 15,598,860 "," 15,598,860 "
May,2015,Native American,Onshore,Coal Prod Vol (ton)," 1,799,151 "," 1,799,151 "
May,2015,Native American,Onshore,Gas Prod Vol (mcf)," 26,264,258 "," 26,264,258 "
May,2015,Native American,Onshore,Oil Prod Vol (bbl)," 5,070,057 "," 5,070,057 "
June,2015,Federal,Offshore,Gas Prod Vol (mcf)," 109,720,004 "," 109,720,004 "
June,2015,Federal,Offshore,Oil Prod Vol (bbl)," 43,143,702 "," 43,143,702 "
June,2015,Federal,Onshore,Coal Prod Vol (ton)," 28,418,282 "," 28,418,282 "
June,2015,Federal,Onshore,Gas Prod Vol (mcf)," 283,408,531 "," 283,408,531 "
June,2015,Federal,Onshore,Oil Prod Vol (bbl)," 15,187,080 "," 15,187,080 "
June,2015,Native American,Onshore,Coal Prod Vol (ton)," 1,698,264 "," 1,698,264 "
June,2015,Native American,Onshore,Gas Prod Vol (mcf)," 25,116,475 "," 25,116,475 "
June,2015,Native American,Onshore,Oil Prod Vol (bbl)," 5,105,447 "," 5,105,447 "
July,2015,Federal,Offshore,Gas Prod Vol (mcf)," 121,174,446 "," 121,174,446 "
July,2015,Federal,Offshore,Oil Prod Vol (bbl)," 49,229,007 "," 49,229,007 "
July,2015,Federal,Onshore,Coal Prod Vol (ton)," 32,434,763 "," 32,434,763 "
July,2015,Federal,Onshore,Gas Prod Vol (mcf)," 289,811,987 "," 289,811,987 "
July,2015,Federal,Onshore,Oil Prod Vol (bbl)," 15,205,652 "," 15,205,652 "
July,2015,Native American,Onshore,Coal Prod Vol (ton)," 1,528,851 "," 1,528,851 "
July,2015,Native American,Onshore,Gas Prod Vol (mcf)," 27,045,386 "," 27,045,386 "
July,2015,Native American,Onshore,Oil Prod Vol (bbl)," 5,541,714 "," 5,541,714 "
August,2015,Federal,Offshore,Gas Prod Vol (mcf)," 123,307,637 "," 123,307,637 "
August,2015,Federal,Offshore,Oil Prod Vol (bbl)," 51,147,491 "," 51,147,491 "
August,2015,Federal,Onshore,Coal Prod Vol (ton)," 35,097,309 "," 35,097,309 "
August,2015,Federal,Onshore,Gas Prod Vol (mcf)," 289,730,884 "," 289,730,884 "
August,2015,Federal,Onshore,Oil Prod Vol (bbl)," 15,051,695 "," 15,051,695 "
August,2015,Native American,Onshore,Coal Prod Vol (ton)," 1,671,527 "," 1,671,527 "
August,2015,Native American,Onshore,Gas Prod Vol (mcf)," 27,043,521 "," 27,043,521 "
August,2015,Native American,Onshore,Oil Prod Vol (bbl)," 5,525,186 "," 5,525,186 "
September,2015,Federal,Offshore,Gas Prod Vol (mcf)," 120,441,529 "," 120,441,529 "
September,2015,Federal,Offshore,Oil Prod Vol (bbl)," 50,452,516 "," 50,452,516 "
September,2015,Federal,Onshore,Coal Prod Vol (ton)," 32,645,633 "," 32,645,633 "
September,2015,Federal,Onshore,Gas Prod Vol (mcf)," 281,534,467 "," 281,534,467 "
September,2015,Federal,Onshore,Oil Prod Vol (bbl)," 14,438,039 "," 14,438,039 "
September,2015,Native American,Onshore,Coal Prod Vol (ton)," 1,660,818 "," 1,660,818 "
September,2015,Native American,Onshore,Gas Prod Vol (mcf)," 26,059,885 "," 26,059,885 "
September,2015,Native American,Onshore,Oil Prod Vol (bbl)," 5,220,699 "," 5,220,699 "
October,2015,Federal,Offshore,Gas Prod Vol (mcf)," 115,298,447 "," 115,298,447 "
October,2015,Federal,Offshore,Oil Prod Vol (bbl)," 49,586,306 "," 49,586,306 "
October,2015,Federal,Onshore,Coal Prod Vol (ton)," 34,933,374 "," 34,933,374 "
October,2015,Federal,Onshore,Gas Prod Vol (mcf)," 289,642,429 "," 289,642,429 "
October,2015,Federal,Onshore,Oil Prod Vol (bbl)," 14,683,287 "," 14,683,287 "
October,2015,Native American,Onshore,Coal Prod Vol (ton)," 1,590,550 "," 1,590,550 "
October,2015,Native American,Onshore,Gas Prod Vol (mcf)," 27,646,520 "," 27,646,520 "
October,2015,Native American,Onshore,Oil Prod Vol (bbl)," 5,406,151 "," 5,406,151 "
November,2015,Federal,Offshore,Gas Prod Vol (mcf)," 105,630,621 "," 105,630,621 "
November,2015,Federal,Offshore,Oil Prod Vol (bbl)," 46,341,443 "," 46,341,443 "
November,2015,Federal,Onshore,Coal Prod Vol (ton)," 31,907,689 "," 31,907,689 "
November,2015,Federal,Onshore,Gas Prod Vol (mcf)," 281,726,883 "," 281,726,883 "
November,2015,Federal,Onshore,Oil Prod Vol (bbl)," 14,447,003 "," 14,447,003 "
November,2015,Native American,Onshore,Coal Prod Vol (ton)," 1,236,781 "," 1,236,781 "
November,2015,Native American,Onshore,Gas Prod Vol (mcf)," 27,000,083 "," 27,000,083 "
November,2015,Native American,Onshore,Oil Prod Vol (bbl)," 5,325,890 "," 5,325,890 "
December,2015,Federal,Offshore,Gas Prod Vol (mcf)," 112,595,853 "," 112,595,853 "
December,2015,Federal,Offshore,Oil Prod Vol (bbl)," 50,386,806 "," 50,386,806 "
December,2015,Federal,Onshore,Coal Prod Vol (ton)," 24,653,768 "," 24,653,768 "
December,2015,Federal,Onshore,Gas Prod Vol (mcf)," 283,430,028 "," 283,430,028 "
December,2015,Federal,Onshore,Oil Prod Vol (bbl)," 13,969,642 "," 13,969,642 "
December,2015,Native American,Onshore,Coal Prod Vol (ton)," 1,228,030 "," 1,228,030 "
December,2015,Native American,Onshore,Gas Prod Vol (mcf)," 27,505,006 "," 27,505,006 "
December,2015,Native American,Onshore,Oil Prod Vol (bbl)," 5,345,894 "," 5,345,894 "
January,2016,Federal,Offshore,Gas Prod Vol (mcf)," 109,567,603 "," 109,567,603 "
January,2016,Federal,Offshore,Oil Prod Vol (bbl)," 50,020,201 "," 50,020,201 "
January,2016,Federal,Onshore,Coal Prod Vol (ton)," 22,385,252 "," 22,385,252 "
January,2016,Federal,Onshore,Gas Prod Vol (mcf)," 277,660,908 "," 277,660,908 "
January,2016,Federal,Onshore,Oil Prod Vol (bbl)," 13,994,438 "," 13,994,438 "
January,2016,Native American,Onshore,Coal Prod Vol (ton)," 1,216,479 "," 1,216,479 "
January,2016,Native American,Onshore,Gas Prod Vol (mcf)," 27,428,569 "," 27,428,569 "
January,2016,Native American,Onshore,Oil Prod Vol (bbl)," 5,224,745 "," 5,224,745 "
February,2016,Federal,Offshore,Gas Prod Vol (mcf)," 101,487,877 "," 101,487,877 "
February,2016,Federal,Offshore,Oil Prod Vol (bbl)," 45,503,443 "," 45,503,443 "
February,2016,Federal,Onshore,Coal Prod Vol (ton)," 21,437,741 "," 21,437,741 "
February,2016,Federal,Onshore,Gas Prod Vol (mcf)," 261,680,521 "," 261,680,521 "
February,2016,Federal,Onshore,Oil Prod Vol (bbl)," 13,508,103 "," 13,508,103 "
February,2016,Native American,Onshore,Coal Prod Vol (ton)," 1,100,191 "," 1,100,191 "
February,2016,Native American,Onshore,Gas Prod Vol (mcf)," 25,703,906 "," 25,703,906 "
February,2016,Native American,Onshore,Oil Prod Vol (bbl)," 4,800,887 "," 4,800,887 "
March,2016,Federal,Offshore,Gas Prod Vol (mcf)," 111,857,217 "," 111,857,217 "
March,2016,Federal,Offshore,Oil Prod Vol (bbl)," 50,565,023 "," 50,565,023 "
March,2016,Federal,Onshore,Coal Prod Vol (ton)," 20,238,449 "," 20,238,449 "
March,2016,Federal,Onshore,Gas Prod Vol (mcf)," 282,808,889 "," 282,808,889 "
March,2016,Federal,Onshore,Oil Prod Vol (bbl)," 14,421,675 "," 14,421,675 "
March,2016,Native American,Onshore,Coal Prod Vol (ton)," 1,349,184 "," 1,349,184 "
March,2016,Native American,Onshore,Gas Prod Vol (mcf)," 27,661,632 "," 27,661,632 "
March,2016,Native American,Onshore,Oil Prod Vol (bbl)," 5,345,416 "," 5,345,416 "
April,2016,Federal,Offshore,Gas Prod Vol (mcf)," 102,051,620 "," 102,051,620 "
April,2016,Federal,Offshore,Oil Prod Vol (bbl)," 47,768,826 "," 47,768,826 "
April,2016,Federal,Onshore,Coal Prod Vol (ton)," 18,209,082 "," 18,209,082 "
April,2016,Federal,Onshore,Gas Prod Vol (mcf)," 269,932,209 "," 269,932,209 "
April,2016,Federal,Onshore,Oil Prod Vol (bbl)," 13,629,960 "," 13,629,960 "
April,2016,Native American,Onshore,Coal Prod Vol (ton)," 701,080 "," 701,080 "
April,2016,Native American,Onshore,Gas Prod Vol (mcf)," 26,362,299 "," 26,362,299 "
April,2016,Native American,Onshore,Oil Prod Vol (bbl)," 4,914,473 "," 4,914,473 "
May,2016,Federal,Offshore,Gas Prod Vol (mcf)," 111,066,850 "," 111,066,850 "
May,2016,Federal,Offshore,Oil Prod Vol (bbl)," 50,008,180 "," 50,008,180 "
May,2016,Federal,Onshore,Coal Prod Vol (ton)," 17,466,152 "," 17,466,152 "
May,2016,Federal,Onshore,Gas Prod Vol (mcf)," 271,621,899 "," 271,621,899 "
May,2016,Federal,Onshore,Oil Prod Vol (bbl)," 13,706,443 "," 13,706,443 "
May,2016,Native American,Onshore,Coal Prod Vol (ton)," 1,022,304 "," 1,022,304 "
May,2016,Native American,Onshore,Gas Prod Vol (mcf)," 26,903,564 "," 26,903,564 "
May,2016,Native American,Onshore,Oil Prod Vol (bbl)," 4,902,316 "," 4,902,316 "
June,2016,Federal,Offshore,Gas Prod Vol (mcf)," 97,957,559 "," 97,957,559 "
June,2016,Federal,Offshore,Oil Prod Vol (bbl)," 47,084,648 "," 47,084,648 "
June,2016,Federal,Onshore,Coal Prod Vol (ton)," 24,182,132 "," 24,182,132 "
June,2016,Federal,Onshore,Gas Prod Vol (mcf)," 266,053,328 "," 266,053,328 "
June,2016,Federal,Onshore,Oil Prod Vol (bbl)," 13,165,105 "," 13,165,105 "
June,2016,Native American,Onshore,Coal Prod Vol (ton)," 956,567 "," 956,567 "
June,2016,Native American,Onshore,Gas Prod Vol (mcf)," 25,575,052 "," 25,575,052 "
June,2016,Native American,Onshore,Oil Prod Vol (bbl)," 4,701,753 "," 4,701,753 "
July,2016,Federal,Offshore,Gas Prod Vol (mcf)," 103,297,618 "," 103,297,618 "
July,2016,Federal,Offshore,Oil Prod Vol (bbl)," 49,149,480 "," 49,149,480 "
July,2016,Federal,Onshore,Coal Prod Vol (ton)," 23,325,633 "," 23,325,633 "
July,2016,Federal,Onshore,Gas Prod Vol (mcf)," 260,708,405 "," 260,708,405 "
July,2016,Federal,Onshore,Oil Prod Vol (bbl)," 13,719,454 "," 13,719,454 "
July,2016,Native American,Onshore,Coal Prod Vol (ton)," 976,850 "," 976,850 "
July,2016,Native American,Onshore,Gas Prod Vol (mcf)," 26,165,518 "," 26,165,518 "
July,2016,Native American,Onshore,Oil Prod Vol (bbl)," 4,954,359 "," 4,954,359 "
August,2016,Federal,Offshore,Gas Prod Vol (mcf)," 106,372,060 "," 106,372,060 "
August,2016,Federal,Offshore,Oil Prod Vol (bbl)," 50,732,184 "," 50,732,184 "
August,2016,Federal,Onshore,Coal Prod Vol (ton)," 29,500,444 "," 29,500,444 "
August,2016,Federal,Onshore,Gas Prod Vol (mcf)," 263,714,214 "," 263,714,214 "
August,2016,Federal,Onshore,Oil Prod Vol (bbl)," 13,509,237 "," 13,509,237 "
August,2016,Native American,Onshore,Coal Prod Vol (ton)," 1,385,942 "," 1,385,942 "
August,2016,Native American,Onshore,Gas Prod Vol (mcf)," 26,592,983 "," 26,592,983 "
August,2016,Native American,Onshore,Oil Prod Vol (bbl)," 4,793,602 "," 4,793,602 "
September,2016,Federal,Offshore,Gas Prod Vol (mcf)," 98,150,270 "," 98,150,270 "
September,2016,Federal,Offshore,Oil Prod Vol (bbl)," 45,793,921 "," 45,793,921 "
September,2016,Federal,Onshore,Coal Prod Vol (ton)," 27,801,819 "," 27,801,819 "
September,2016,Federal,Onshore,Gas Prod Vol (mcf)," 267,948,742 "," 267,948,742 "
September,2016,Federal,Onshore,Oil Prod Vol (bbl)," 12,996,619 "," 12,996,619 "
September,2016,Native American,Onshore,Coal Prod Vol (ton)," 1,093,319 "," 1,093,319 "
September,2016,Native American,Onshore,Gas Prod Vol (mcf)," 26,092,845 "," 26,092,845 "
September,2016,Native American,Onshore,Oil Prod Vol (bbl)," 4,711,466 "," 4,711,466 "
October,2016,Federal,Offshore,Gas Prod Vol (mcf)," 104,779,777 "," 104,779,777 "
October,2016,Federal,Offshore,Oil Prod Vol (bbl)," 50,359,021 "," 50,359,021 "
October,2016,Federal,Onshore,Coal Prod Vol (ton)," 30,281,973 "," 30,281,973 "
October,2016,Federal,Onshore,Gas Prod Vol (mcf)," 280,399,171 "," 280,399,171 "
October,2016,Federal,Onshore,Oil Prod Vol (bbl)," 14,101,487 "," 14,101,487 "
October,2016,Native American,Onshore,Coal Prod Vol (ton)," 1,317,886 "," 1,317,886 "
October,2016,Native American,Onshore,Gas Prod Vol (mcf)," 27,089,537 "," 27,089,537 "
October,2016,Native American,Onshore,Oil Prod Vol (bbl)," 5,442,295 "," 5,442,295 "
November,2016,Federal,Offshore,Gas Prod Vol (mcf)," 102,108,657 "," 102,108,657 "
November,2016,Federal,Offshore,Oil Prod Vol (bbl)," 51,136,196 "," 51,136,196 "
November,2016,Federal,Onshore,Coal Prod Vol (ton)," 29,341,898 "," 29,341,898 "
November,2016,Federal,Onshore,Gas Prod Vol (mcf)," 268,604,845 "," 268,604,845 "
November,2016,Federal,Onshore,Oil Prod Vol (bbl)," 13,541,724 "," 13,541,724 "
November,2016,Native American,Onshore,Coal Prod Vol (ton)," 1,334,842 "," 1,334,842 "
November,2016,Native American,Onshore,Gas Prod Vol (mcf)," 25,773,174 "," 25,773,174 "
November,2016,Native American,Onshore,Oil Prod Vol (bbl)," 5,064,390 "," 5,064,390 "
December,2016,Federal,Offshore,Gas Prod Vol (mcf)," 108,063,562 "," 108,063,562 "
December,2016,Federal,Offshore,Oil Prod Vol (bbl)," 54,384,734 "," 54,384,734 "
December,2016,Federal,Onshore,Coal Prod Vol (ton)," 27,874,498 "," 27,874,498 "
December,2016,Federal,Onshore,Gas Prod Vol (mcf)," 272,612,898 "," 272,612,898 "
December,2016,Federal,Onshore,Oil Prod Vol (bbl)," 13,611,890 "," 13,611,890 "
December,2016,Native American,Onshore,Coal Prod Vol (ton)," 1,275,026 "," 1,275,026 "
December,2016,Native American,Onshore,Gas Prod Vol (mcf)," 26,185,303 "," 26,185,303 "
December,2016,Native American,Onshore,Oil Prod Vol (bbl)," 5,262,136 "," 5,262,136 "
January,2017,Federal,Offshore,Gas Prod Vol (mcf)," 106,355,363 "," 106,355,363 "
January,2017,Federal,Offshore,Oil Prod Vol (bbl)," 54,837,731 "," 54,837,731 "
January,2017,Federal,Onshore,Coal Prod Vol (ton)," 30,451,363 "," 30,451,363 "
January,2017,Federal,Onshore,Gas Prod Vol (mcf)," 266,522,255 "," 266,522,255 "
January,2017,Federal,Onshore,Oil Prod Vol (bbl)," 13,685,566 "," 13,685,566 "
January,2017,Native American,Onshore,Coal Prod Vol (ton)," 1,386,837 "," 1,386,837 "
January,2017,Native American,Onshore,Gas Prod Vol (mcf)," 25,553,260 "," 25,553,260 "
January,2017,Native American,Onshore,Oil Prod Vol (bbl)," 5,436,095 "," 5,436,095 "
February,2017,Federal,Offshore,Gas Prod Vol (mcf)," 93,083,522 "," 93,083,522 "
February,2017,Federal,Offshore,Oil Prod Vol (bbl)," 49,591,622 "," 49,591,622 "
February,2017,Federal,Onshore,Coal Prod Vol (ton)," 26,764,551 "," 26,764,551 "
February,2017,Federal,Onshore,Gas Prod Vol (mcf)," 244,201,899 "," 244,201,899 "
February,2017,Federal,Onshore,Oil Prod Vol (bbl)," 13,060,952 "," 13,060,952 "
February,2017,Native American,Onshore,Coal Prod Vol (ton)," 1,270,347 "," 1,270,347 "
February,2017,Native American,Onshore,Gas Prod Vol (mcf)," 23,331,802 "," 23,331,802 "
February,2017,Native American,Onshore,Oil Prod Vol (bbl)," 5,057,432 "," 5,057,432 "
March,2017,Federal,Offshore,Gas Prod Vol (mcf)," 106,318,023 "," 106,318,023 "
March,2017,Federal,Offshore,Oil Prod Vol (bbl)," 55,601,946 "," 55,601,946 "
March,2017,Federal,Onshore,Coal Prod Vol (ton)," 24,856,949 "," 24,856,949 "
March,2017,Federal,Onshore,Gas Prod Vol (mcf)," 273,451,468 "," 273,451,468 "
March,2017,Federal,Onshore,Oil Prod Vol (bbl)," 14,895,743 "," 14,895,743 "
March,2017,Native American,Onshore,Coal Prod Vol (ton)," 994,299 "," 994,299 "
March,2017,Native American,Onshore,Gas Prod Vol (mcf)," 26,160,381 "," 26,160,381 "
March,2017,Native American,Onshore,Oil Prod Vol (bbl)," 5,751,592 "," 5,751,592 "
April,2017,Federal,Offshore,Gas Prod Vol (mcf)," 95,309,587 "," 95,309,587 "
April,2017,Federal,Offshore,Oil Prod Vol (bbl)," 50,482,824 "," 50,482,824 "
April,2017,Federal,Onshore,Coal Prod Vol (ton)," 23,773,493 "," 23,773,493 "
April,2017,Federal,Onshore,Gas Prod Vol (mcf)," 266,047,947 "," 266,047,947 "
