Calendar Year,Land Class,Revenue Type,Mineral Lease Type,Commodity,Product,Revenue
2003,Native American,Other Revenues,Coal,Coal,,"-$2,313,440.42"
2003,Native American,Other Revenues,Coal,Coal,,"$34,915.51"
2003,Native American,Other Revenues,Copper,Copper,,"$100,000.00"
2003,Native American,Other Revenues,Oil & Gas,Gas,Unprocessed (Wet) Gas,"-$38,710.70"
2003,Native American,Other Revenues,Oil & Gas,Gas,Flash Gas,-$2.37
2003,Native American,Other Revenues,Oil & Gas,Gas,Processed (Residue) Gas,"$188,934.40"
2003,Native American,Other Revenues,Oil & Gas,NGL,Gas Plant Products,"$44,053.80"
2003,Native American,Other Revenues,Oil & Gas,Oil,Oil,"-$95,448.89"
2003,Native American,Other Revenues,Oil & Gas,Oil,Inlet Scrubber,-$0.04
2003,Native American,Other Revenues,Oil & Gas,Oil,Condensate,"$36,147.98"
2003,Native American,Other Revenues,Oil & Gas,Oil & Gas,,"$1,247,575.12"
2003,Native American,Other Revenues,Oil & Gas,Oil & Gas,,"$4,540,198.99"
2003,Native American,Other Revenues,Sand & Gravel,Sand & Gravel,,"$294,170.00"
2003,Native American,Rents,Coal,Coal,,"-$354,950.56"
2003,Native American,Rents,Copper,Copper,,"$6,734.37"
2003,Native American,Rents,Gypsum,Gypsum,,"$1,040.00"
2003,Native American,Rents,Oil & Gas,Oil & Gas,,"$1,110,587.31"
2003,Native American,Rents,Sand & Gravel,Sand & Gravel,,"$1,197.11"
2003,Native American,Royalties,Cinders,Cinders,Cinders,"$6,846.75"
2003,Native American,Royalties,Coal,Coal,Coal-Bituminous-Raw,"$5,814.85"
2003,Native American,Royalties,Coal,Coal,Coal,"$54,528,901.32"
2003,Native American,Royalties,Copper,Copper,Copper Concentrate,"$1,620,359.12"
2003,Native American,Royalties,Oil & Gas,Gas,Flash Gas,$27.53
2003,Native American,Royalties,Oil & Gas,Gas,Fuel Gas,$536.59
2003,Native American,Royalties,Oil & Gas,Gas,Gas Lost - Flared or Vented,"$46,360.42"
2003,Native American,Royalties,Oil & Gas,Gas,Processed (Residue) Gas,"$11,864,694.03"
2003,Native American,Royalties,Oil & Gas,Gas,Coal Bed Methane,"$30,391,512.70"
2003,Native American,Royalties,Oil & Gas,Gas,Unprocessed (Wet) Gas,"$133,972,512.00"
2003,Native American,Royalties,Gypsum,Gypsum,Gypsum,"$269,934.34"
2003,Native American,Royalties,Oil & Gas,NGL,Gas Plant Products,"$4,380,322.57"
2003,Native American,Royalties,Oil & Gas,Oil,Drip or Scrubber Condensate,$180.74
2003,Native American,Royalties,Oil & Gas,Oil,Condensate,"$4,302,879.21"
2003,Native American,Royalties,Oil & Gas,Oil,Oil,"$44,151,991.53"
2003,Native American,Royalties,Phosphate,Phosphate,Ferro Phosphorous Slag,$409.68
2003,Native American,Royalties,Sand & Gravel,Sand & Gravel,Sand/Gravel-Cubic Yards,"$332,782.53"
2003,Native American,Royalties,Sand & Gravel,Sand & Gravel,Sand/Gravel,"$3,533,422.80"
2003,Native American,Royalties,Oil & Gas,Sulfur,Sulfur,-$1.52
2004,Native American,Other Revenues,Coal,Coal,,"$5,962,512.33"
2004,Native American,Other Revenues,Oil & Gas,Gas,Unprocessed (Wet) Gas,"-$34,808.70"
2004,Native American,Other Revenues,Oil & Gas,Gas,Processed (Residue) Gas,"$15,538.73"
2004,Native American,Other Revenues,Oil & Gas,NGL,Gas Plant Products,"$32,769.41"
2004,Native American,Other Revenues,Oil & Gas,Oil,Oil,"-$124,858.13"
2004,Native American,Other Revenues,Oil & Gas,Oil,Condensate,"$38,772.22"
2004,Native American,Other Revenues,Oil & Gas,Oil & Gas,,"$3,116,428.78"
2004,Native American,Other Revenues,Oil & Gas,Oil & Gas,,"$11,056,421.96"
2004,Native American,Other Revenues,Phosphate,Phosphate,,"$2,700.00"
2004,Native American,Other Revenues,Sand & Gravel,Sand & Gravel,,"$232,250.00"
2004,Native American,Rents,Coal,Coal,,"$184,461.92"
2004,Native American,Rents,Copper,Copper,,"$2,554.37"
2004,Native American,Rents,Oil & Gas,Oil & Gas,,"$218,049.70"
2004,Native American,Rents,Oil & Gas,Oil & Gas,,"$652,019.63"
2004,Native American,Rents,Phosphate,Phosphate,,$500.00
2004,Native American,Rents,Sand & Gravel,Sand & Gravel,,"$25,528.40"
2004,Native American,Royalties,Cinders,Cinders,Cinders,"$6,776.25"
2004,Native American,Royalties,Coal,Coal,Coal-Bituminous-Raw,"$10,175,125.75"
2004,Native American,Royalties,Coal,Coal,Coal,"$114,924,067.32"
2004,Native American,Royalties,Copper,Copper,Copper Concentrate,"$5,164,766.81"
2004,Native American,Royalties,Oil & Gas,Gas,Fuel Gas,$568.03
2004,Native American,Royalties,Oil & Gas,Gas,Gas Lost - Flared or Vented,"$36,166.92"
2004,Native American,Royalties,Oil & Gas,Gas,Processed (Residue) Gas,"$12,859,958.06"
2004,Native American,Royalties,Oil & Gas,Gas,Coal Bed Methane,"$66,128,149.49"
2004,Native American,Royalties,Oil & Gas,Gas,Unprocessed (Wet) Gas,"$136,237,947.14"
2004,Native American,Royalties,Gypsum,Gypsum,Gypsum,"$1,286,858.85"
2004,Native American,Royalties,Oil & Gas,NGL,Gas Plant Products,"$6,050,638.44"
2004,Native American,Royalties,Oil & Gas,Oil,Drip or Scrubber Condensate,"$39,995.61"
2004,Native American,Royalties,Oil & Gas,Oil,Condensate,"$2,227,535.35"
2004,Native American,Royalties,Oil & Gas,Oil,Oil,"$59,605,221.48"
2004,Native American,Royalties,Phosphate,Phosphate,Ferro Phosphorous Slag,"$15,690.41"
2004,Native American,Royalties,Sand & Gravel,Sand & Gravel,Sand/Gravel-Cubic Yards,"$370,467.10"
2004,Native American,Royalties,Sand & Gravel,Sand & Gravel,Sand/Gravel,"$3,821,780.51"
2005,Native American,Other Revenues,Coal,Coal,,"$1,055,953.02"
2005,Native American,Other Revenues,Copper,Copper,,"$3,202.34"
2005,Native American,Other Revenues,Copper,Copper,,"$2,902,240.00"
2005,Native American,Other Revenues,Oil & Gas,Gas,Unprocessed (Wet) Gas,"-$22,000.44"
2005,Native American,Other Revenues,Oil & Gas,Gas,Flash Gas,-$237.00
2005,Native American,Other Revenues,Oil & Gas,Gas,Processed (Residue) Gas,"$102,942.63"
2005,Native American,Other Revenues,Oil & Gas,NGL,Gas Plant Products,"$37,408.51"
2005,Native American,Other Revenues,Oil & Gas,Oil,Oil,"-$156,887.15"
2005,Native American,Other Revenues,Oil & Gas,Oil,Condensate,"$44,943.01"
2005,Native American,Other Revenues,Oil & Gas,Oil & Gas,,"$12,672,025.11"
2005,Native American,Other Revenues,Phosphate,Phosphate,,"$1,200.00"
2005,Native American,Other Revenues,Sand & Gravel,Sand & Gravel,,"$174,653.00"
2005,Native American,Rents,Coal,Coal,,"$119,745.28"
2005,Native American,Rents,Copper,Copper,,"$1,994.37"
2005,Native American,Rents,Gypsum,Gypsum,,"$1,055.00"
2005,Native American,Rents,Oil & Gas,Oil & Gas,,"$180,508.71"
2005,Native American,Rents,Oil & Gas,Oil & Gas,,"$849,392.73"
2005,Native American,Rents,Phosphate,Phosphate,,$200.00
2005,Native American,Rents,Sand & Gravel,Sand & Gravel,,$528.40
2005,Native American,Royalties,Cinders,Cinders,Cinders,"$10,177.50"
2005,Native American,Royalties,Coal,Coal,Coal-Bituminous-Raw,"-$1,014,918.80"
2005,Native American,Royalties,Coal,Coal,Coal,"$80,301,657.00"
2005,Native American,Royalties,Copper,Copper,Clay,$962.34
2005,Native American,Royalties,Copper,Copper,Copper Concentrate,"$3,506,965.24"
2005,Native American,Royalties,Oil & Gas,Gas,Fuel Gas,$647.60
2005,Native American,Royalties,Oil & Gas,Gas,Gas Lost - Flared or Vented,"$61,747.76"
2005,Native American,Royalties,Oil & Gas,Gas,Processed (Residue) Gas,"$17,445,327.97"
2005,Native American,Royalties,Oil & Gas,Gas,Coal Bed Methane,"$93,447,878.39"
2005,Native American,Royalties,Oil & Gas,Gas,Unprocessed (Wet) Gas,"$180,670,737.26"
2005,Native American,Royalties,Gypsum,Gypsum,Gypsum,"$1,066,743.68"
2005,Native American,Royalties,Oil & Gas,Helium,Helium,"$120,604.44"
2005,Native American,Royalties,Oil & Gas,NGL,Gas Plant Products,"$7,151,601.64"
2005,Native American,Royalties,Oil & Gas,Oil,Inlet Scrubber,"-$37,328.38"
2005,Native American,Royalties,Oil & Gas,Oil,Drip or Scrubber Condensate,"$27,353.35"
2005,Native American,Royalties,Oil & Gas,Oil,Condensate,"$3,000,256.52"
2005,Native American,Royalties,Oil & Gas,Oil,Oil,"$80,496,071.00"
2005,Native American,Royalties,Sand & Gravel,Sand & Gravel,Sand/Gravel-Cubic Yards,"$371,548.75"
2005,Native American,Royalties,Sand & Gravel,Sand & Gravel,Sand/Gravel,"$1,727,455.75"
2006,Native American,Other Revenues,Coal,Coal,,"$24,836,282.62"
2006,Native American,Other Revenues,Copper,Copper,,"$2,598,108.14"
